algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,3.6187755192122166,0.6893286493420601,21.21243602603674,nan,99.04028984216544,141.8774263381958,1000.0,0.0,nan,0,5,0,30889,247.56621727576623,232.69773796081543,2176.2993900298607,232.69774275496803,1.7316777597030046,3.09733238641457,1.0974307155232528,1.031545966472365,1.0974307155232528,1.031545966472365,0.5767090870067477,0.6621570003032684,247.56621727576623,232.69773796081543,2.2779396103876306,1.090691835571793,0.6569418694447954,1.0355671013909638,99.51581683349609,149.66288124276358
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,3.648198063101171,0.687753983847797,21.074093562265237,nan,74.59557775188895,138.34179206848145,1000.0,0.0,nan,0,99,0,31269,271.90546641630283,233.1790103149414,1727.803996546725,233.17901526205017,1.776219112109926,3.127104519692273,1.2042870867755513,1.0338699145783183,1.2042870867755513,1.0338699145783183,0.42242672784692226,0.6456671652197837,271.90546641630283,233.1790103149414,2.316573275142865,1.084106817694093,0.6281782830292831,1.0472205686214195,102.51638998413085,152.01694198740873
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,3.667263676192,0.6897883162150781,21.026886394222576,nan,60.17794145906673,133.92409614562987,1000.0,0.0,nan,0,76,0,31162,280.0976750990924,234.4050372314453,1579.6414866290181,234.40504124836664,1.8213118092389884,3.156501535510575,1.2422939858478879,1.0391795459134605,1.2422939858478879,1.0391795459134605,0.3562837916371577,0.6250305624306202,280.0976750990924,234.4050372314453,2.3553876997476233,1.0766471283784802,0.6039766679444964,1.0550917370603972,103.28533584594726,147.46982704473328
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,3.6877856289709277,0.6915833140537143,20.32254273623228,nan,52.25240991637111,131.5010888671875,1000.0,0.0,nan,0,354,0,31064,286.6586961746216,234.02654739379884,1686.2296850727823,234.02655246986393,1.85540236260541,3.1861620200564538,1.2715946835792384,1.037300119094265,1.2715946835792384,1.037300119094265,0.30060591123765334,0.6137236075103283,286.6586961746216,234.02654739379884,2.387706225585828,1.0728688109096327,0.5905297040827228,1.0546552720190778,102.78369723510743,147.5699709102746
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,3.7215489854337154,0.6842393161604802,22.099955045878886,nan,71.57082359357314,128.17477172851562,1000.0,0.0,nan,0,407,0,31097,263.7513150301847,234.19362197875978,1820.2397784113055,234.19362582300062,1.9242968076718248,3.215021116059571,1.1690328397862,1.0384852545249794,1.1690328397862,1.0384852545249794,0.4219707248690115,0.5981915326416493,263.7513150301847,234.19362197875978,2.440586531026923,1.0543540524313286,0.5807282093488654,1.0514224026139292,105.28250665283203,173.7680005792977
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,3.7418357682469328,0.6883399840692679,21.450606447160244,nan,81.72900692621867,125.0065263557434,1000.0,0.0,nan,0,160,0,30728,254.9217529296875,234.40497230529786,1456.7924079415072,234.40497676032163,1.9479972035227668,3.2443821171816842,1.1315826115740368,1.0389987120988793,1.1315826115740368,1.0389987120988793,0.45717184866468114,0.5834030623733998,254.9217529296875,234.40497230529786,2.4665511689863338,1.0537514867948832,0.5762578993332836,1.0442393101823786,99.88011099243164,128.72500849472482
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,3.7684760252840555,0.6864616490031282,22.172609901726247,nan,94.40475344657898,121.6626484489441,1000.0,0.0,nan,0,631,0,30225,236.12987224872296,234.5656273651123,1919.7823215091905,234.56563205499458,1.9954853394115828,3.2736060848399506,1.0470667772307607,1.0399746750144292,1.0470667772307607,1.0399746750144292,0.5580552699617468,0.5678220008313656,236.12987224872296,234.5656273651123,2.50673363758293,1.0430919721651601,0.5672259092759429,1.0404075263234074,99.96562762451173,143.7405931812368
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,3.789882265139446,0.6873339816182852,22.809831886589528,nan,85.61243484417598,119.37641704559326,1000.0,0.0,nan,0,526,0,30284,241.55782190958658,234.0088784790039,1702.6740889526548,234.0088831234292,2.0318667222384965,3.303428619415371,1.0716266529015457,1.0373080501937602,1.0716266529015457,1.0373080501937602,0.5094014802016318,0.5571375627815723,241.55782190958658,234.0088784790039,2.540491481109246,1.0370447085747707,0.554435520371387,1.0392506126111822,99.40093911743165,134.4677313842354
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,3.803427826072512,0.685504316414396,24.52514007101456,nan,67.89654873765033,116.06234437942504,1000.0,0.0,nan,0,905,0,31451,260.80049398671025,234.14193061828612,1192.9001912310987,234.14193595790158,2.0592500576972603,3.3323860910296754,1.1555075804876829,1.0380061520229003,1.1555075804876829,1.0380061520229003,0.3765724089158618,0.5416557577252388,260.80049398671025,234.14193061828612,2.5685044710302263,1.0352917540184612,0.5246292239915362,1.050125133434066,105.65359497070312,148.5301831797912
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,3.8191698434417543,0.6902583150813977,24.060986862878003,nan,67.23859892288844,113.48898435592652,1000.0,0.0,nan,0,779,0,29995,257.3794415791829,233.6935294342041,1621.1955913053334,233.69353378581036,2.086684725081466,3.3618736953950954,1.141989752363052,1.0361279091345952,1.141989752363052,1.0361279091345952,0.37943940159554285,0.5296645079553127,257.3794415791829,233.6935294342041,2.596760313206918,1.0341512494668477,0.5211612000481559,1.0421200889399795,99.65451837158203,132.38610770565214
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,3.8375473005855545,0.690562982832392,23.51386083185673,nan,60.84615397453308,107.55550224304199,1000.0,0.0,nan,0,1465,0,29465,254.41307576497397,235.83998458862305,1968.896215575479,235.8399892907617,2.1248083846322485,3.3885662860674746,1.1290089857557144,1.0451480527011208,1.1290089857557144,1.0451480527011208,0.3817582114133984,0.5019585534930229,254.41307576497397,235.83998458862305,2.6303115452063386,1.0261512174642562,0.49515476054511964,1.0498948979683618,100.4419076538086,141.58950489011616
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,3.8546947861273972,0.6895653167118628,23.78560650567214,nan,76.18117480792783,104.40961477279663,1000.0,0.0,nan,0,1741,0,28527,239.05219476873225,235.81557388305663,1970.8623089129903,235.81557808813469,2.1638568300935774,3.4159056943136195,1.0601289296069993,1.0448745601218778,1.0601289296069993,1.0448745601218778,0.46521465260196815,0.48729893133044244,239.05219476873225,235.81557388305663,2.6646763757815948,1.0177381304729183,0.48614761822137503,1.0456698116116236,99.58537783813476,137.68520203133963
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,3.9046646684598763,0.6903186472753684,24.68377378424009,nan,47.830132166544594,102.79068347930908,1000.0,0.0,nan,0,1802,0,29600,268.7078406016032,234.44890068054198,1124.3766612347665,234.44890486951255,2.1793290099300324,3.4435815613370617,1.190152701075095,1.039656848898497,1.190152701075095,1.039656848898497,0.2596580461443712,0.47972581155598165,268.7078406016032,234.44890068054198,2.6850300304928436,1.0203861834736456,0.45614712240473765,1.0557814044888467,106.67753662109375,147.74964168707382
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,3.985785948676292,0.6913843157390753,24.36621600588163,nan,60.32227078767923,99.91844696044922,1000.0,0.0,nan,0,2567,0,28091,250.76597947340744,234.172333984375,1523.4329331516897,234.1723396180935,2.206618438355795,3.471631262718424,1.1124664317511466,1.0383812951048534,1.1124664317511466,1.0383812951048534,0.356908446464401,0.46633077040314674,250.76597947340744,234.172333984375,2.7126235681008466,1.0178944742786673,0.45965241260406836,1.042902923163078,100.18884906005859,133.27819210918136
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,4.070447429980684,0.6912686477601528,25.19442627042532,nan,71.51008890271187,95.25674144744873,1000.0,0.0,nan,0,2672,0,28394,238.80991923014324,235.19032302856445,1388.7921846126715,235.19032657609372,2.2362794305176625,3.498689319925224,1.0600126873174598,1.042645246733535,1.0600126873174598,1.042645246733535,0.4186468932467202,0.4445560700446367,238.80991923014324,235.19032302856445,2.7412433862806873,1.0149062059886083,0.44274845305873556,1.043856928634739,101.24042678833008,135.73989616881764
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,4.070447429980684,0.6889739824334781,27.242623434464136,nan,70.10275505936664,91.73882042884827,1000.0,0.0,nan,0,4520,0,26906,243.58028511379075,235.3098536682129,780.0552016032092,235.3098594005748,2.242780442419454,3.5252620412725526,1.0797536225253364,1.0431791229276408,1.0797536225253364,1.0431791229276408,0.37300803803879284,0.4281191445142031,243.58028511379075,235.3098536682129,2.755773081960694,1.0223052139740931,0.4224350393620307,1.0469513807336812,105.32863458251953,130.00648303397753
