algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,trust_honest,trust_attacker,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,0.7119319247714052,0.8704209764798482,0.435973064104716,nan,3.3053326341840954,16.899699959754944,1000.0,0.0,nan,0,812,0,30412,0.7682422449191412,0.5578924520313739,14681.402866116065,634.9713519473308,0.3439172785516586,0.6739420714567459,2.403808866528223,2.8143122265681986,541.4935607910156,634.971337890625,2.403808866528223,2.8143122265681986,541.4935607910156,634.971337890625,0.47592719571369346,0.19613380361204039,0.5752607835542172,2.7804174537208604,273.4823033447266,782.5190439591105
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,0.7195717705286967,0.8703593107064566,0.4359901032845179,nan,3.134550472100576,16.425766034126283,1000.0,0.0,nan,0,1434,0,29878,0.7734484142727323,0.5391293107718229,16644.309457620853,636.8243995401157,0.3506492777282068,0.6805628201065016,2.369831680636924,2.8225617910673315,534.1470116509331,636.8243838500977,2.369831680636924,2.8225617910673315,534.1470116509331,636.8243838500977,0.48261469467952467,0.19489827581711677,0.5584767596847421,2.785180405802435,273.95904595947263,853.9249002903966
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,0.7283637970531398,0.8694493103027344,0.4377343161900838,nan,3.717158351625715,16.03459949016571,1000.0,0.0,nan,0,2110,0,29676,0.7395579502696082,0.5233924344182015,16276.181751257624,637.0474469528533,0.35282045565446063,0.687183773126642,2.4110800031878474,2.824579658137946,544.5348365420386,637.0474340820313,2.4110800031878474,2.824579658137946,544.5348365420386,637.0474340820313,0.48656578264333317,0.19687047724779735,0.5439330490466157,2.7852878357218733,277.6894367675781,938.4186123339614
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,0.736114691373688,0.8700579796234766,0.43583892832199733,nan,3.7626097202301025,15.52216330051422,1000.0,0.0,nan,0,1341,0,29637,0.7827642939307473,0.5040568669140338,16598.944036537952,639.2537742070434,0.3562118577627659,0.6937644352553965,2.3052629819057846,2.8330933035766837,519.1280989213424,639.2537600708008,2.3052629819057846,2.8330933035766837,519.1280989213424,639.2537600708008,0.49123288875981813,0.19774794269702406,0.5185866379907346,2.8055760830156413,267.12232220458986,620.8782784866523
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,0.7435194258878459,0.8687209781010946,0.4405033440391223,nan,4.258636846261866,15.37584403514862,1000.0,0.0,nan,0,1709,0,30047,0.7792027522535885,0.49685736566781996,14146.68372320127,635.5811935088458,0.3606311147048445,0.7003943245456814,2.2890031468643564,2.8184026680301404,516.2407495835248,635.5811819458008,2.2890031468643564,2.8184026680301404,516.2407495835248,635.5811819458008,0.4965363986411792,0.19788371658152917,0.5189765895017281,2.7769289728236037,271.78465826416016,735.2197239923814
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,0.7509141538866797,0.8693569789330164,0.4376467988888423,nan,3.467576601288535,15.006135640144349,1000.0,0.0,nan,0,1700,0,28896,0.6323129778558557,0.4826544362306595,17873.503478021285,635.2971521199564,0.3619968382650942,0.707038052254425,2.538906043474782,2.8167247034735805,572.576846036044,635.297140197754,2.538906043474782,2.8167247034735805,572.576846036044,635.297140197754,0.5000133238608265,0.2001128503744612,0.490456540296428,2.8022412662224583,266.71554669189453,647.3359373644506
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,0.7584867548802792,0.868969644109408,0.43999702036380767,nan,4.267441034317017,14.745876350402831,1000.0,0.0,nan,0,1969,0,28719,0.7269155328924005,0.47222096353769305,13950.067448844748,633.4773342241895,0.3624254376719952,0.7137377813753012,2.3397754397289527,2.8078732866553344,528.3323780406605,633.4773229980469,2.3397754397289527,2.8078732866553344,528.3323780406605,633.4773229980469,0.5029503751533178,0.2028421392284505,0.48549887947561615,2.783470081365333,265.01424151611326,560.2924175642603
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,0.5961111090291606,0.8573649773995081,0.5104150814811389,0.0830929739644732,3.9588219097682407,15.061634926795959,1000.0,0.8333333333333334,0.040557770986705606,200,8,30211,597,0.772418601172311,0.0,15241.409492393412,0.0,0.36828194682620735,0.0,2.233697267045747,0.0,503.84456743512834,0.0,2.233697267045747,0.0,503.84456743512834,0.0,0.36828194682620735,0.1365488745662251,0.772418601172311,2.233697267045747,23.51274648030599,711.2657763116925
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,0.6283229535578421,0.8535163116951784,1.2391488936543464,0.07182522098363682,4.048384536396373,16.355348567962647,1000.0,0.8166666666666667,0.02716251770221184,340,95,30044,435,0.7899729826233604,0.0,16317.387315381253,0.0,0.3723221894993162,0.0,2.179847622534195,0.0,491.79550725763494,0.0,2.179847622534195,0.0,491.7955405495384,0.0,0.3723221894993162,0.13606852704606173,0.7899729826233604,2.179847622534195,18.032503153483074,598.3042015639793
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,0.6685345970836767,0.8449379800756772,9.419301144580047,0.2038288288288288,4.150687978817866,29.397368631362916,1000.0,0.5,0.026336294218482156,376,6,30024,574,0.8131358027458191,0.0,14136.234119768626,0.0,0.37798219609854367,0.0,2.1168454587532817,0.0,477.7579556978666,0.0,2.1168454587532817,0.0,477.7580167330228,0.0,0.37798219609854367,0.13547778863205343,0.8131358027458191,2.1168454587532817,20.702847391764323,612.5701451899736
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,0.7149823327038373,0.8287503123780091,136.79811227122943,0.34924137976826136,2.870494013031324,109.28001979827881,1000.0,0.8181818181818182,0.2573706295726957,400,4,29955,547,0.7248119289676348,0.0,18028.10484543903,0.0,0.38205991340670287,0.0,2.251746107652617,0.0,507.10850779215497,0.0,2.251746107652617,0.0,507.1084950764974,0.0,0.38205991340670287,0.13513570436266667,0.7248119289676348,2.251746107652617,20.284339803059897,721.124193817561
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,0.7149823327038373,0.8083896466096242,10644.87241389801,0.09090909090909091,3.7970522922628067,383.4564570617676,1000.0,0.0625,0.07575757575757576,159,700,30369,66,0.695678793332156,0.0,16503.636443792748,0.0,0.38722812277528923,0.0,2.280272711160058,0.0,514.2874163459329,0.0,2.280272711160058,0.0,514.2874163459329,0.0,0.38722812277528923,0.13541616876858323,0.695678793332156,2.280272711160058,29.1429535929362,935.2060651482557
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,0.7149823327038373,0.7905063132445017,692923.6529906386,0.0,2.8649984162587385,2473.420755615234,1000.0,0.0,0.0,20,468,30294,30,0.5845213045294468,0.0,14110.359324241506,0.0,0.3889375017150735,0.0,2.4499804948480635,0.0,552.1806335449219,0.0,2.4499804948480635,0.0,552.1806335449219,0.0,0.3889375017150735,0.13574525250874453,0.5845213045294468,2.4499804948480635,23.927827453613283,611.4489040504654
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,0.7477834278189478,0.7742403137435516,39329995.30923139,0.01605630092458763,2.8806598603725435,19933.516904296874,1000.0,0.1,0.008650426683213568,4873,340,25335,18,0.76373992562294,0.0,18694.55792486239,0.0,0.3928099252913491,0.0,2.11848887927576,0.0,478.2824676513672,0.0,2.11848887927576,0.0,478.2825164794922,0.0,0.3928099252913491,0.13567002001090345,0.76373992562294,2.11848887927576,15.942750549316406,623.1519308287465
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,0.7502446396474274,0.7618299820522467,2895451208.9650445,0.1716511719268112,2.7770064275711777,165680.39125,1000.0,0.14972222222222217,0.15962921551269427,2540,581,27816,119,0.7094596007373184,0.0,14666.459574776274,0.0,0.4067756462791077,0.0,2.189500276357511,0.0,493.9222442626953,0.0,2.189500276357511,0.0,493.92223052978517,0.0,0.4067756462791077,0.13578554626741624,0.7094596007373184,2.189500276357511,32.92814870198568,977.7639716517516
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,0.7502446396474274,0.7333373143027226,285811661220.4231,0.020479769751366252,3.080787676696976,1298652.954375,1000.0,0.07886904761904762,0.011412781961838137,3314,963,27371,128,0.6793677222061282,0.0,17235.4250792564,0.0,0.418229347151191,0.0,2.2182595655110053,0.0,500.3122075398763,0.0,2.2182595655110053,0.0,500.3122151692708,0.0,0.418229347151191,0.13558169061050912,0.6793677222061282,2.2182595655110053,40.02497721354167,1378.8340063405121
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,0.7511532497559924,0.7257536490509907,7879705980149.509,0.03793490460157127,2.148738718032837,8546962.745,1000.0,0.12962962962962962,0.020839037505704174,2195,513,28148,46,0.5371740830441316,0.0,14006.60518718443,0.0,0.4242204276309167,0.0,2.432652955756237,0.0,548.8691162109375,0.0,2.432652955756237,0.0,548.8691446940104,0.0,0.4242204276309167,0.13514645562307273,0.5371740830441316,2.432652955756237,27.44345723470052,700.3302593592215
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,0.7511532497559924,0.7172849831730127,334119046071792.94,0.02664634146341463,2.0730659340818725,54105247.22,1000.0,0.10666666666666666,0.013167485313604035,3678,511,26689,26,0.349439381621778,0.0,8967.23907766386,0.0,0.4262542269760856,0.0,2.7175406203335597,0.0,612.0778325398763,0.0,2.7175406203335597,0.0,612.0778325398763,0.0,0.4262542269760856,0.1349811446975155,0.349439381621778,2.7175406203335597,24.48311330159505,358.6895631065545
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,0.7563037960880988,0.7084536483883858,9083117324851810.0,0.13563563563563563,3.495553971733898,319935073.6,1000.0,0.12563131313131312,0.12488452445899255,4840,455,25432,75,0.6321088059339672,0.0,15218.837268869196,0.0,0.4318929683169862,0.0,2.229734607285403,0.0,502.5899658203125,0.0,2.229734607285403,0.0,502.5899486541748,0.0,0.4318929683169862,0.13388911167027837,0.6321088059339672,2.229734607285403,26.80479726155599,811.6713210063572
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,0.7586785082935139,0.6934313156207402,5.466666565713033e+17,0.06871437544606003,2.602683547884226,2042500789.12,1000.0,0.17845547309833024,0.04068711981556729,4392,682,26100,38,0.6207584973890334,0.0,13755.177373202889,0.0,0.43928328031093505,0.0,2.22586588328787,0.0,502.1362895965576,0.0,2.22586588328787,0.0,502.1362934112549,0.0,0.43928328031093505,0.13270088417659723,0.6207584973890334,2.22586588328787,26.780602315266925,733.609459904154
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,0.7612867624033891,0.6782719814032316,2.6829013407579644e+19,0.12228921264042752,2.592648908495903,12356544885.76,1000.0,0.14769097431636133,0.10449533510914585,4832,752,25709,77,0.4509756810178882,0.0,12348.672486514844,0.0,0.4437507945966478,0.0,2.4749929555504955,0.0,558.4710709421258,0.0,2.4749929555504955,0.0,558.4710709421258,0.0,0.4437507945966478,0.13333649924782107,0.4509756810178882,2.4749929555504955,35.3698344930013,782.0825908126069
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,0.7703202044806904,0.6613353178401788,1.3728722138476045e+21,0.06734363249127395,2.9910215524335704,77887774679.04,1000.0,0.23170484539969832,0.03620670722469914,4291,1127,26617,35,0.46267211633837885,0.0,12601.11767011223,0.0,0.44993965558131077,0.0,2.4318640389747177,0.0,549.0986277262369,0.0,2.4318640389747177,0.0,549.0986107720269,0.0,0.44993965558131077,0.1317421844742221,0.46267211633837885,2.4318640389747177,32.94591664632161,756.0670602067338
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,0.7703202044806904,0.6483739838004112,4.949289540918057e+22,0.09372993213422867,1.8116053557513576,474442954833.92,1000.0,0.23588718529854263,0.05699971302501575,4989,853,25645,61,0.3355737514793873,0.0,9024.682681672792,0.0,0.4519816025875921,0.0,2.6067200813111016,0.0,587.1058895713404,0.0,2.6067200813111016,0.0,587.1058895713404,0.0,0.4519816025875921,0.13244297648905876,0.3355737514793873,2.6067200813111016,37.183373006184894,571.5632365059436
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,0.7703202044806904,0.6450073181589444,1.46019040680284e+24,0.13714421895910098,2.2248417790979147,3137865741762.56,1000.0,0.1748809523809524,0.11048635128032405,4839,630,25615,62,0.45097586535848677,0.0,10841.73129756884,0.0,0.45492907167554353,0.0,2.4018455734479467,0.0,541.885160446167,0.0,2.4018455734479467,0.0,541.885139465332,0.0,0.45492907167554353,0.13454823274561337,0.45097586535848677,2.4018455734479467,28.900540771484376,578.2256692036715
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,0.8153514952642072,0.6331353177875281,5.552768082248804e+25,0.1662567892859636,2.712496492266655,19178064539811.84,1000.0,0.2711038961038961,0.12235859238285252,3920,655,26534,121,0.6089284816291183,0.0,14105.933303701013,0.0,0.46725869183733076,0.0,2.13546968479479,0.0,481.64290924072264,0.0,2.13546968479479,0.0,481.64291229248045,0.0,0.46725869183733076,0.13114793485540016,0.6089284816291183,2.13546968479479,32.10952748616536,940.3955535800676
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,0.8427867389642941,0.6129373172670602,3.0651946257299327e+27,0.18854972611618503,3.290178797606911,126116458303324.16,1000.0,0.269898215696535,0.17620471274950253,5044,928,25654,90,0.5221577041915485,0.0,12441.75607979119,0.0,0.474381893046378,0.0,2.246100057279407,0.0,506.5543401808966,0.0,2.246100057279407,0.0,506.5543736049107,0.0,0.474381893046378,0.13117609156054613,0.5221577041915485,2.246100057279407,35.45880615234375,870.9229255853832
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,0.8776362916920085,0.6155833166837692,4.373946747364561e+28,0.16171386326413856,1.7506965837544866,768416475806433.2,1000.0,0.4078282828282828,0.09070868068712896,2752,328,27465,17,0.5126302356107367,0.0,11363.93091435253,0.0,0.4782371680412443,0.0,2.238087239010215,0.0,505.3953213161892,0.0,2.238087239010215,0.0,505.39532470703125,0.0,0.4782371680412443,0.13097412570777603,0.5126302356107367,2.238087239010215,15.161859741210938,340.91792743057584
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,0.8776362916920085,0.6254496517280738,1.181458299731445e+30,0.10555555555555556,3.116850435733795,5040695539285361.0,1000.0,0.18095238095238095,0.06397306397306397,6436,161,23611,24,0.4336217234376818,0.0,10603.965283567757,0.0,0.48086499324828436,0.0,2.3335212969568895,0.0,527.4362754821777,0.0,2.3335212969568895,0.0,527.4362754821777,0.0,0.48086499324828436,0.13078069593127206,0.4336217234376818,2.3335212969568895,14.064967346191406,282.77240756180686
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,0.8776362916920085,0.6153716518978278,8.934125669715546e+31,0.2140731292517007,2.378074526786804,3.0743325492589364e+16,1000.0,0.22095238095238093,0.2651772830344259,3977,318,26204,21,0.4646113596856594,0.0,11612.887760100975,0.0,0.48343555049707315,0.0,2.2645947475740793,0.0,509.9245941162109,0.0,2.2645947475740793,0.0,509.9246490478516,0.0,0.48343555049707315,0.13209712028817336,0.4646113596856594,2.2645947475740793,16.99748830159505,387.09625867003246
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,0.8776362916920085,0.6080829839905103,inf,0.16762827239678518,3.265005376500388,1.9968776029807312e+17,1000.0,0.33018648018648017,0.08629018600279068,6206,585,24235,64,0.5677830065290134,0.0,14410.444358502744,0.0,0.48978212581824654,0.0,2.0914045577886324,0.0,472.3639811197917,0.0,2.0914045577886324,0.0,472.3640441894531,0.0,0.48978212581824654,0.13500926969233898,0.5677830065290134,2.0914045577886324,23.618202209472656,720.5222179251372
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,0.880972835794909,0.5989969843626022,inf,0.03528707226654184,3.1431298430776224,1.2080398263131517e+18,1000.0,0.07828144078144078,0.021493278347017548,3307,745,27211,79,0.4480414851335809,0.0,10739.263582678848,0.0,0.4962744303807695,0.0,2.2437082816834995,0.0,505.84035034179686,0.0,2.2437082816834995,0.0,505.8403686523437,0.0,0.4962744303807695,0.1378590693035433,0.4480414851335809,2.2437082816834995,33.722691243489585,715.9509055119231
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,0.9547132483555867,0.5938783186177413,nan,0.16688156088197273,1.3215416952967645,7.826852224783226e+18,1000.0,0.5073798750269338,0.10171331603223718,5180,726,25366,48,0.3118050679564476,0.0,6817.409990802592,0.0,0.502406840063582,0.0,2.4163838825701975,0.0,544.9591186523437,0.0,2.4163838825701975,0.0,544.9591389973958,0.0,0.502406840063582,0.1381085112395214,0.3118050679564476,2.4163838825701975,27.247956949869792,340.8704995401296
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,0.9547132483555867,0.5890183193484942,nan,0.45773410293170413,nan,nan,1000.0,0.5846060902790603,0.32865615518830915,11535,602,18909,46,nan,0.0,nan,0.0,0.5059355160910275,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5059355160910275,0.1385074645228367,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,0.9739763350447208,0.5827426532904307,nan,0.458263695219816,2.5645325668156147,nan,1000.0,0.4679981488762953,0.33120061343066365,11522,661,18967,50,0.423764118750114,0.0,6937.202032397492,0.0,0.5134862566831745,0.0,2.2114578081268492,0.0,498.4252471923828,0.0,2.2114578081268492,0.0,498.4252471923828,0.0,0.5134862566831745,0.14068357126963593,0.423764118750114,2.2114578081268492,26.582679850260416,369.98410839453294
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,0.9739763350447208,0.5816856517891089,nan,0.4380985809557238,3.861012416289133,nan,1000.0,0.3249072874648322,0.3050634039017197,11579,399,18662,128,0.5377184733310166,0.0,12235.51425967383,0.0,0.5212653214958768,0.0,2.0311663691934982,0.0,458.0093635110294,0.0,2.0311663691934982,0.0,458.0093994140625,0.0,0.5212653214958768,0.14469333145990051,0.5377184733310166,2.0311663691934982,25.953865966796876,693.3458080481837
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,0.9739763350447208,0.581243652800719,nan,0.45993676599603817,nan,nan,1000.0,0.641650389051808,0.32590284957585425,11528,654,18985,7,nan,0.0,nan,0.0,0.5239743361613386,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5239743361613386,0.14668035612965755,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,1.0363025211554682,0.5713793188333511,nan,0.4812959641460242,nan,nan,1000.0,0.5712837525115669,0.38032609277265284,11547,562,18828,61,nan,0.0,nan,0.0,0.532408070814117,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.532408070814117,0.1485426401502378,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,1.0363025211554682,0.5634826529274384,nan,0.4333046751078126,nan,nan,1000.0,0.4388998470289981,0.3171954371860387,11546,546,18827,79,nan,0.0,nan,0.0,0.5391476392008595,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5391476392008595,0.1526735731266308,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,1.0363025211554682,0.5486399867882331,nan,0.46153888753600986,nan,nan,1000.0,0.6087758888086778,0.35552213770940405,11508,695,19021,20,nan,0.0,nan,0.0,0.5436582763213085,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5436582763213085,0.15387961846233997,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,1.0363025211554682,0.5526163196067015,nan,0.42782331511839705,2.404798924922943,nan,1000.0,0.45907928388746805,0.2970494417862839,11650,121,18362,3,0.4624070838093758,0.0,10675.131246246532,0.0,0.5450404341301471,0.0,2.0316137761036224,0.0,458.4677001953125,0.0,2.0316137761036224,0.0,458.4676147460938,0.0,0.5450404341301471,0.15420601442047985,0.4624070838093758,2.0316137761036224,7.6411269124348955,177.91885410410885
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,1.0363025211554682,0.5462749875336885,nan,0.47648349102212595,nan,nan,1000.0,0.48331411498171534,0.36995579660806865,11537,561,18857,47,nan,0.0,nan,0.0,0.5513260999706987,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5513260999706987,0.15951912057121717,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,1.0363025211554682,0.5391989850252866,nan,0.41244444603894415,nan,nan,1000.0,0.6346690366966865,0.29778244821755556,11476,831,19185,16,nan,0.0,nan,0.0,0.5539584135039837,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5539584135039837,0.16039355362059277,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,1.0363025211554682,0.5375473201523224,nan,0.373119623062199,nan,nan,1000.0,0.25033788515406163,0.27212121212121215,11607,296,18543,52,nan,0.0,nan,0.0,0.5603667355708125,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5603667355708125,0.1640975215418354,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,1.0363025211554682,0.5367433211952448,nan,0.36207551878923927,nan,nan,1000.0,0.45495226787571813,0.25482855191273046,11567,437,18732,18,nan,0.0,nan,0.0,0.562650099497219,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.562650099497219,0.16483444362992894,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,1.0363025211554682,0.5258899856855472,nan,0.42590975429676414,nan,nan,1000.0,0.6524165084357524,0.3047984982257839,11550,528,18838,10,nan,0.0,nan,0.0,0.5671273834570031,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5671273834570031,0.16421698547788816,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,1.0363025211554682,0.521827985867858,nan,0.4332703228225616,nan,nan,1000.0,0.4367496919556416,0.3094283634821169,11600,318,18589,23,nan,0.0,nan,0.0,0.5698885058482822,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5698885058482822,0.1656963749528981,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,1.0363025211554682,0.5066889877617359,nan,0.43625673914161217,nan,nan,1000.0,0.6012511873930079,0.3169235570357864,11525,634,18950,17,nan,0.0,nan,0.0,0.5754802750506315,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5754802750506315,0.16630984743945407,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,1.0363025211554682,0.4780383202185233,nan,0.33764654083709167,nan,nan,1000.0,0.37751499905169594,0.24926878205922792,11419,950,19261,106,nan,0.0,nan,0.0,0.5840648564600542,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5840648564600542,0.16887858465742223,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,1.0407029293008365,0.4699983212103446,nan,0.33541997003490104,nan,nan,1000.0,0.32463369963369965,0.2453899835796388,11623,250,18506,31,nan,0.0,nan,0.0,0.5878770788943324,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5878770788943324,0.1721268256095054,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,1.0407029293008365,0.44763598951200645,nan,0.4104600139345902,nan,nan,1000.0,0.301414977887113,0.360812543068788,11567,452,18717,88,nan,0.0,nan,0.0,0.5935787006717299,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5935787006717299,0.1768718053484121,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,1.0407029293008365,0.43166998935242495,nan,0.40021178262641455,nan,nan,1000.0,0.407777663735014,0.291148538426914,11533,586,18875,48,nan,0.0,nan,0.0,0.5996666546924792,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.5996666546924792,0.1809718817134463,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,1.3945298688720982,0.4263156556089719,nan,0.45512977312097824,nan,nan,1000.0,0.48956894442787857,0.3243905433645247,11570,450,18746,20,nan,0.0,nan,0.0,0.6055740672060991,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6055740672060991,0.18487734007990958,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,1.3945298688720982,0.4067716558277607,nan,0.3483069903013966,nan,nan,1000.0,0.36383901973520516,0.24980214144745008,11474,769,19082,79,nan,0.0,nan,0.0,0.6143916061181464,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6143916061181464,0.188524142868539,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,1.3945298688720982,0.3879929902404547,nan,0.2714521427684762,nan,nan,1000.0,0.2933536491886639,0.22026591846516738,11456,815,19083,100,nan,0.0,nan,0.0,0.6242332827463803,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6242332827463803,0.19709157983111925,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,1.3945298688720982,0.3675479902823766,nan,0.428293173927977,nan,nan,1000.0,0.4154081841216344,0.3225411516619643,11496,750,19071,71,nan,0.0,nan,0.0,0.6302963160139415,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6302963160139415,0.20006260221285949,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,1.3945298688720982,0.36152532406151294,nan,0.367919508636194,nan,nan,1000.0,0.4639063639063639,0.2566994610709781,11618,254,18521,15,nan,0.0,nan,0.0,0.6355377231907173,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6355377231907173,0.20493028976433125,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,1.3945298688720982,0.3518783254424731,nan,0.4188670700192712,nan,nan,1000.0,0.44380622348536797,0.3025605505229652,11582,411,18698,39,nan,0.0,nan,0.0,0.6378053575632153,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6378053575632153,0.20750099852548548,nan,nan,nan,nan
