algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,49,5.088420532588244,0.8819939789175987,0.3988027523458004,nan,1.5267151705920696,5.0415262246131896,1000.0,0.0,nan,0,463,0,10269,0.7456166491525434,0.9286519527735473,5911.340788922549,402.2856175398993,0.7829178497195244,0.48414635479450224,2.899570960619004,4.540982397284882,168.30580615997314,209.39922973632812,168.30580615997314,209.39922973632812,0.7456166491525434,0.9286519527735473,3.2278532479521793,1.1894372952042123,0.5253562161634708,0.9034057039982364,47.26563174438476,269.62002875350146
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,50,5.088420532588244,0.8816122297942638,0.3991046492755413,0.0,1.3095360270568304,2.622296543121338,1000.0,0.0,0.0,0,70,10579,773,0.7494246335032232,0.0,6138.040653111156,0.0,0.764407665956588,0.0,2.9521322675168036,0.0,169.01702372233072,0.0,169.01702372233072,0.0,0.7494246335032232,0.0,2.9521322675168036,1.1047820993685795,0.764407665956588,0.7494246335032232,8.873393745422364,322.24713428833564
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8800064778327942,0.4040685538947582,0.012186110582038065,1.4641661749166601,2.732923376560211,1000.0,0.19444444444444445,0.005662143239782991,55,215,10329,373,0.7291159411379197,0.0,6050.313605359095,0.0,0.785809643128339,0.0,2.9921022047732015,0.0,164.50267477596506,0.0,164.50267477596506,0.0,0.7291159411379197,0.0,2.9921022047732015,1.111105499687834,0.785809643128339,0.7291159411379197,6.991363677978516,257.1383282277616
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8751552288234233,0.44109970979392527,0.006944444444444444,1.4762207059299244,3.332134087085724,1000.0,0.03125,0.003105590062111801,42,94,10142,318,0.6927980348098869,0.0,5648.548592992127,0.0,0.8358241845579708,0.0,3.044672750615876,0.0,156.34491325827207,0.0,156.34491325827207,0.0,0.6927980348098869,0.0,3.044672750615876,1.1236335026924795,0.8358241845579708,0.6927980348098869,6.644658813476562,240.0633152021654
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8563147289678454,1.0122448524087668,0.24525146082208224,1.174840240014924,6.555628590583801,1000.0,0.7307692307692307,0.13318394664514246,133,6,10455,812,0.7355586075016629,0.0,6418.777019878678,0.0,0.7514328592353396,0.0,3.0845628715595463,0.0,165.7628877427843,0.0,165.7628877427843,0.0,0.7355586075016629,0.0,3.0845628715595463,1.1290569234553316,0.7514328592353396,0.7355586075016629,7.459329948425293,288.8449658945405
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8491052289679647,5.661720086708665,0.2514115933171573,1.4046031382794564,16.904162454605103,1000.0,0.55,0.14167357440938336,101,27,10600,1038,0.7499206345239056,0.0,5595.655512984401,0.0,0.7131310450629547,0.0,3.1370439909442536,0.0,169.35851229154147,0.0,169.35851229154147,0.0,0.7499206345239056,0.0,3.1370439909442536,1.1500345107622465,0.7131310450629547,0.7499206345239056,11.008303298950196,363.71760834398606
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,55,5.250685498948482,0.8458457284793258,28.375517683029173,0.0,1.3133261899153392,38.90385852813721,1000.0,0.0,0.0,0,216,10092,80,0.7403128588191173,0.0,6025.226713724939,0.0,0.7168505032857259,0.0,3.1617866476848837,0.0,166.80028686523437,0.0,166.80028686523437,0.0,0.7403128588191173,0.0,3.1617866476848837,1.1574517383929843,0.7168505032857259,0.7403128588191173,6.255010757446289,225.94600176468512
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,56,5.514759376125067,0.8398649784922599,556.0322475847602,0.0,0.930329809586207,126.18506240844727,1000.0,0.0,0.0,0,246,10126,40,0.7298929060661637,0.0,6008.608927806547,0.0,0.7264302720626196,0.0,3.1932720027096337,0.0,164.71850458780924,0.0,164.71850458780924,0.0,0.7298929060661637,0.0,3.1932720027096337,1.1543024946779574,0.7264302720626196,0.7298929060661637,4.9415551376342775,180.25826783419637
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,57,5.514759376125067,0.829064730424434,23529.19020657085,0.008561722561364973,0.9508145558834076,536.5979217529297,1000.0,0.0318840579710145,0.003912286167440807,73,640,10346,159,0.7008452980662941,0.0,6007.015182389549,0.0,0.775446021258831,0.0,3.301698812406357,0.0,158.08666870117187,0.0,158.08666870117187,0.0,0.7008452980662941,0.0,3.301698812406357,1.1247722773724398,0.775446021258831,0.7008452980662941,9.880416793823242,375.43844889934684
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,58,5.514759376125067,0.8094057298451662,774746.3196361852,0.00667311411992263,1.152329426948671,2501.896416015625,1000.0,0.03472222222222222,0.0028998778998779,61,906,10602,179,0.7160241696684427,0.0,6012.062106623048,0.0,0.7264890334120503,0.0,3.3913798031222497,0.0,161.43019386574073,0.0,161.43019386574073,0.0,0.7160241696684427,0.0,3.3913798031222497,1.1282674668436947,0.7264890334120503,0.7160241696684427,10.8965380859375,405.81419219705583
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,59,5.514759376125067,0.7952269791811705,9815951.359601473,0.05859088707338466,1.0073101330548524,9476.764150390625,1000.0,0.1955952380952381,0.03200118189768974,391,640,10087,82,0.7505055771125001,0.0,5662.883624073977,0.0,0.6502369478344917,0.0,3.443468941350495,0.0,169.28992080688477,0.0,169.28992080688477,0.0,0.7505055771125001,0.0,3.443468941350495,1.128476403759137,0.6502369478344917,0.7505055771125001,8.464496040344239,283.1441812036989
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,60,5.514759376125067,0.7829924794193357,212740740.70359826,0.09882658133302423,1.1067856287255007,41565.764921875,1000.0,0.40844155844155844,0.05798105181384106,729,636,9750,47,0.7881974917745557,0.0,4706.13486794391,0.0,0.5638105318169383,0.0,3.4709701863170594,0.0,177.82348812327666,0.0,177.82348812327666,0.0,0.7881974917745557,0.0,3.4709701863170594,1.1379891122969197,0.5638105318169383,0.7881974917745557,7.557498245239258,200.01073188761617
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,61,5.514759376125067,0.7710717315599322,2053879319.9893632,0.3201309344256846,1.3370105514400883,151784.11125,1000.0,0.36994734432234433,0.24450063482727546,2076,557,8319,102,0.6889543145891498,0.0,5900.457098772699,0.0,0.7430458398241746,0.0,3.5349351253810744,0.0,155.4838313052529,0.0,155.4838313052529,0.0,0.6889543145891498,0.0,3.5349351253810744,1.1343877838584233,0.7430458398241746,0.6889543145891498,7.385481986999512,280.2717121917033
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,62,5.567899464788365,0.759129731208086,50130503374.59519,0.17356140079281637,1.1180069514296271,679767.438125,1000.0,0.19163832199546485,0.10876744207487998,1502,548,8853,119,0.6979398353548674,0.0,5649.467779407184,0.0,0.7138389193198897,0.0,3.6125528169350307,0.0,157.54557939009234,0.0,157.54557939009234,0.0,0.6979398353548674,0.0,3.6125528169350307,1.1357180472081805,0.7138389193198897,0.6979398353548674,8.665006866455078,310.7207278673951
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,63,5.567899464788365,0.7495959826186299,975775839887.175,0.32836014849097594,1.1133453376867153,2606195.65,1000.0,0.2881382669617964,0.25030368517355917,2892,671,7535,182,0.7706362438533904,0.0,5040.188351312144,0.0,0.5536966283840162,0.0,3.6663362202495278,0.0,173.82876812970196,0.0,173.82876812970196,0.0,0.7706362438533904,0.0,3.6663362202495278,1.1508263002871468,0.5536966283840162,0.7706362438533904,11.733441848754882,340.2127137135696
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,64,5.567899464788365,0.7337379812449217,26903999343484.05,0.19071724009950897,1.2394258613171785,11231288.85,1000.0,0.35752357140281876,0.1212621869405545,1573,1147,9334,58,0.7694657945291851,0.0,4513.648620000422,0.0,0.5470451351417147,0.0,3.728757920424365,0.0,173.40944041376528,0.0,173.40944041376528,0.0,0.7694657945291851,0.0,3.728757920424365,1.1484599363885906,0.5470451351417147,0.7694657945291851,9.971042823791503,259.53479565002425
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,65,5.689234104503979,0.7200392317399382,316102697560572.94,0.29510152758590885,1.0722442500293254,42096348.56,1000.0,0.35274418411344755,0.19660165188140036,2498,913,8182,105,0.7452220072768531,0.0,4512.3546162102275,0.0,0.5758213253319263,0.0,3.777307364605681,0.0,168.15327209472656,0.0,168.15327209472656,0.0,0.7452220072768531,0.0,3.777307364605681,1.1651594348071812,0.5758213253319263,0.7452220072768531,10.50957950592041,282.0221635131392
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,66,5.689234104503979,0.7180647311173379,1944505809819777.2,0.3213928610829651,1.2296166593829791,186869475.04,1000.0,0.21138344226579522,0.2025015553447766,2335,314,7841,108,0.6924092862450391,0.0,5565.477484114751,0.0,0.6608846707579991,0.0,3.813024970609545,0.0,156.14468638102213,0.0,156.14468638102213,0.0,0.6924092862450391,0.0,3.813024970609545,1.1823156093558285,0.6608846707579991,0.6924092862450391,7.026510887145996,250.44648678516378
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,67,5.691191814441116,0.7121447324566543,4.411566884975644e+16,0.36559281173848474,1.1290253441442142,696668103.68,1000.0,0.23741607754212798,0.28579502908607496,2842,422,7391,149,0.6622788374766735,0.0,5680.37441937247,0.0,0.7353390685536645,0.0,3.9018193155341017,0.0,149.42908963290128,0.0,149.42908963290128,0.0,0.6622788374766735,0.0,3.9018193155341017,1.1557607798210923,0.7353390685536645,0.6622788374766735,8.21859992980957,312.4205930654859
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,68,5.952189198986783,0.700966232009232,1.087029886487996e+18,0.3609371041481801,1.4277470384258777,3058187975.68,1000.0,0.2810789049919485,0.2734866795347968,2385,664,8043,190,0.6851113731548353,0.0,5075.369744165056,0.0,0.6639342810182521,0.0,3.986571991900206,0.0,154.5071337664569,0.0,154.5071337664569,0.0,0.6851113731548353,0.0,3.986571991900206,1.1633384136817833,0.6639342810182521,0.6851113731548353,10.42923152923584,342.5874577311413
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,69,6.083473615174472,0.7006987326964736,4.854741196937377e+18,0.4958592132505175,0.8376174407700697,11422969896.96,1000.0,0.31313131313131315,0.35515202702702703,3228,153,6811,38,0.6880861208855894,0.0,5199.00109539077,0.0,0.6706935836312672,0.0,4.029742936238688,0.0,155.3631273905436,0.0,155.3631273905436,0.0,0.6880861208855894,0.0,4.029742936238688,1.1425539631687665,0.6706935836312672,0.6880861208855894,4.660893821716309,155.9700328617231
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,70,6.083473615174472,0.6960482325777412,1.610286447884199e+20,0.3551596557174576,1.4287909017159388,49731908771.84,1000.0,0.43564847961762404,0.23849740082247212,3171,354,7052,39,0.6646601009349877,0.0,5808.3378423866825,0.0,0.6666163217562896,0.0,4.067898700010808,0.0,150.0031233567458,0.0,150.0031233567458,0.0,0.6646601009349877,0.0,4.067898700010808,1.1450284875145846,0.6666163217562896,0.6646601009349877,4.875101509094239,188.77097987756719
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,71,6.094802461700585,0.6897754810005426,3.7811892508826046e+21,0.32343882889684017,1.2243036378503722,186221920092.16,1000.0,0.49128123338649654,0.22634837449472542,3295,535,7082,60,0.6938463822804248,0.0,4903.421037231536,0.0,0.609726359067923,0.0,4.101653359330283,0.0,156.54910637350645,0.0,156.54910637350645,0.0,0.6938463822804248,0.0,4.101653359330283,1.156504262035076,0.609726359067923,0.6938463822804248,6.653337020874023,208.3953940823402
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,72,6.094802461700585,0.6856712339818478,4.0200128556322276e+22,0.4278999484726291,1.535289256190146,808540247818.24,1000.0,0.44503437383872163,0.28231972551592804,2991,349,7230,122,0.6335977633433489,0.0,6137.28061790274,0.0,0.7211657174323735,0.0,4.15925373688084,0.0,142.99107682077508,0.0,142.99107682077508,0.0,0.6335977633433489,0.0,4.15925373688084,1.1682947422684704,0.7211657174323735,0.6335977633433489,6.792076148986816,291.52082935038015
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,73,6.196205339074048,0.6755494828335941,1.0827712124256448e+24,0.3071033516448638,1.307116430050329,3024835866787.84,1000.0,0.27627767123612,0.22304604278357817,2989,587,7388,118,0.6943329733401328,0.0,5160.07642827029,0.0,0.5807882613785889,0.0,4.2186342572155455,0.0,156.6329916249151,0.0,156.6329916249151,0.0,0.6943329733401328,0.0,4.2186342572155455,1.1736015803734245,0.5807882613785889,0.6943329733401328,9.006397018432617,296.7043946255417
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,74,6.196205339074048,0.6736724833399057,1.3863468061032436e+25,0.5029024520435171,1.2358917855706655,13183478724034.56,1000.0,0.3211863912231559,0.3875492288217814,3427,460,6889,134,0.6789431263213425,0.0,5311.572393281713,0.0,0.6273742530887064,0.0,4.272693955802531,0.0,152.95502351459703,0.0,152.95502351459703,0.0,0.6789431263213425,0.0,4.272693955802531,1.16035350834144,0.6273742530887064,0.6789431263213425,7.265363616943359,252.29968868088136
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,75,6.196205339074048,0.6694437333010137,2.6831748139259943e+26,0.4071924375132477,1.163390204702553,49363699021905.92,1000.0,0.5099420677361854,0.3090291989237042,3229,511,7116,88,0.7126337931647116,0.0,4568.291410614037,0.0,0.5041686157254797,0.0,4.306339803656329,0.0,160.697803698088,0.0,160.697803698088,0.0,0.7126337931647116,0.0,4.306339803656329,1.1635619629889626,0.5041686157254797,0.7126337931647116,7.63314567565918,216.99384200416674
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,76,6.346604570693912,0.6660862331651152,3.459896092869097e+27,0.3746193353002112,1.3690619733598497,213272696580997.12,1000.0,0.2832677547233468,0.26590012044070727,3174,348,7012,82,0.6778050861904548,0.0,4807.014557071012,0.0,0.6057940571465426,0.0,4.344409870320148,0.0,152.80420854356555,0.0,152.80420854356555,0.0,0.6778050861904548,0.0,4.344409870320148,1.1549762537206585,0.6057940571465426,0.6778050861904548,6.876189384460449,216.31565506819553
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,77,6.346604570693912,0.663947482034564,7.665195599471542e+28,0.3372055341632676,1.2689399203019482,801358244814520.4,1000.0,0.30937247474747476,0.22457071926122962,3006,548,7363,123,0.6956847089194925,0.0,4610.473173086725,0.0,0.5276712518894956,0.0,4.385788726805917,0.0,156.81990414574034,0.0,156.81990414574034,0.0,0.6956847089194925,0.0,4.385788726805917,1.158489418267382,0.5276712518894956,0.6956847089194925,8.233044967651367,242.049841587053
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,78,6.405542037461651,0.6656624823063612,1.2517535652072365e+30,0.4054745157989547,0.9768538681923279,3479376097307525.0,1000.0,0.46845860793044436,0.27694676802079665,3423,600,7034,23,0.7410262783514688,0.0,3159.5917071424496,0.0,0.42085601282971247,0.0,4.398180356154073,0.0,167.05375453404017,0.0,167.05375453404017,0.0,0.7410262783514688,0.0,4.398180356154073,1.1661215407463106,0.42085601282971247,0.7410262783514688,5.846881408691406,110.58570974998577
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,79,6.434750033456884,0.6590467350371182,1.021828872048488e+31,0.3870594360296878,1.4243514757407338,1.302336443955282e+16,1000.0,0.2367794486215539,0.26364660114660116,3251,283,6886,130,0.6213315040894622,0.0,6321.002021599866,0.0,0.7111860039202791,0.0,4.451670317433399,0.0,140.09570553428247,0.0,140.09570553428247,0.0,0.6213315040894622,0.0,4.451670317433399,1.154097445895513,0.7111860039202791,0.6213315040894622,6.654546012878418,300.24759602599363
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,80,6.434750033456884,0.6538267327658832,5.133949748392021e+32,0.40421879924084486,0.7974229299503824,5.656369914768786e+16,1000.0,0.4293718258392171,0.2842888618953466,3222,946,7504,90,0.7389133262120582,0.0,3868.1120417748175,0.0,0.4049092953943688,0.0,4.484071290904745,0.0,166.689116768215,0.0,166.689116768215,0.0,0.7389133262120582,0.0,4.484071290904745,1.158300305271357,0.4049092953943688,0.7389133262120582,9.584624214172363,222.416442402052
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,81,6.434750033456884,0.6489732335880398,inf,0.4259435944510954,0.754697896540165,2.1112014204227814e+17,1000.0,0.45034853070495334,0.319211487749165,3143,552,7244,81,0.7277725070718329,0.0,4259.229558804381,0.0,0.4134949638851379,0.0,4.5191175164147275,0.0,164.12906285336143,0.0,164.12906285336143,0.0,0.7277725070718329,0.0,4.5191175164147275,1.1515737179291794,0.4134949638851379,0.7277725070718329,7.796130485534668,202.3134040432081
