algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_local_norm_honest,balance_local_norm_attacker,eps_n_honest,eps_n_attacker,balance_kept_honest,balance_kept_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,balance_threshold_honest,balance_threshold_attacker,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,29,4.253885797979215,0.8761757276952267,0.44221016883850095,nan,0.815103809038798,7.52136775970459,1000.0,nan,nan,0,0,0,10784,5.769839843114217,74.43803810119628,1.9814854695390458,4.045189623293074,28.27777777777778,102.75,198.252444797092,194.27386764526366,0.8777565367081042,0.861303635412746,9.447890639784495,121.88942198447985,198.252444797092,194.27386764526366,5388.489212352505,773.134510675687,0.8777565367081042,0.861303635412746,0.8269420365492502,0.8489301460981369,2.3942263002898514,1.3070377719815613,0.8455760276923745,0.8638134000171226,45.991861541748044,348.6125137798276
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,30,4.333717374498202,0.8767899782955646,0.437960107550025,nan,0.9197426197620538,7.5861728525161745,1000.0,nan,nan,0,0,0,11106,5.827318484966572,78.19515914916992,2.0488263759417715,4.104483255622519,29.115384615384617,103.49,194.90948310265173,193.2143359375,0.864345842919476,0.8558734879068376,9.478607879456247,127.19079170956088,194.90948310265173,193.2143359375,5310.781265422886,763.0476040474907,0.864345842919476,0.8558734879068376,0.8332551511434408,0.8446916341781616,2.4599577518779205,1.3028310811132675,0.8423317249805208,0.8576217516396042,48.77816030883789,428.77014661148826
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,31,4.428099530201111,0.8772879782319069,0.4340087898075581,nan,1.1717648646410774,7.583936109542846,1000.0,nan,nan,0,0,0,10838,5.892554928274715,81.98521781921387,2.079847599548898,4.163608748804633,31.0,103.11,190.28728260713464,192.91177841186524,0.8431640666114695,0.8553556819199508,9.521034651118766,132.46955000635057,190.28728260713464,192.91177841186524,5346.597385052459,743.6909111954036,0.8431640666114695,0.8553556819199508,0.8504089362481061,0.8337865817546845,2.4965998294000458,1.3114402821782691,0.8362017956554381,0.8535842506358126,45.052123291015626,330.52249333086434
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,32,4.519590576853202,0.8778914776444435,0.43030639812350274,nan,0.9907426789402962,7.59332317352295,1000.0,nan,nan,0,0,0,11440,5.881028842926026,85.77497032165527,2.1380895070183357,4.225157270588285,42.45,105.91,189.6368278503418,192.45022994995117,0.8404218523185213,0.8532776731216984,9.439272395615319,137.67205215560412,189.6368278503418,192.45022994995117,5407.64510712809,735.9863415189368,0.8404218523185213,0.8532776731216984,0.842631733417511,0.824927625656128,2.5555030597323256,1.3086997419751867,0.827878310283025,0.8511350363211689,46.07551910400391,363.5030725889109
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,33,4.5886387977197955,0.8783482286334038,0.42697727963328364,nan,1.150579830010732,7.6013536596298215,1000.0,nan,nan,0,0,0,10802,5.947497977150811,89.5691054534912,2.1778539838357984,4.2915883079217965,28.88888888888889,102.82,185.5680686102973,191.929619140625,0.8236790376909201,0.8507813988327757,9.48252979775733,142.8065574270413,185.5680686102973,191.929619140625,5455.474997586821,721.4925688300839,0.8236790376909201,0.8507813988327757,0.8542887104882134,0.8165901899337769,2.6006008486529977,1.3144975767649518,0.8223408117132672,0.8466471403535096,45.0663742980957,340.6956136791423
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,34,4.699642697373776,0.8788762265443801,0.42384733133018015,nan,1.1581041545703494,7.535897450447083,1000.0,nan,nan,0,0,0,11926,6.007930558303307,93.3687939453125,2.2253583661782086,4.35536372935649,40.827586206896555,107.42,190.02063724912446,192.4246696472168,0.8412467615055221,0.8533775832570809,9.515235048792606,147.87554749348368,190.02063724912446,192.4246696472168,5619.838408981553,710.1759685090417,0.8412467615055221,0.8533775832570809,0.8180923893533903,0.8010492205619812,2.6513594388138646,1.319066595675841,0.80488063060036,0.8506504992974283,49.50613088989258,467.98582142273835
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,35,4.855178674966804,0.8793937276303768,0.4208586812764406,nan,1.1517266612499952,7.500853333473206,1000.0,nan,nan,0,0,0,11106,6.025838792324066,97.13468048095703,2.2638521274863943,4.420913590781172,40.875,104.52,187.13176822662354,192.36006484985353,0.8296659055744868,0.853052177729008,9.480185360675488,152.81769188423667,187.13176822662354,192.36006484985353,5710.088046078696,705.3121513989411,0.8296659055744868,0.853052177729008,0.822648037225008,0.7894613373279572,2.69526442014535,1.3231594564956175,0.7940388131758263,0.8498264850180395,44.46022955322265,323.7852477543064
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,36,4.981384844584453,0.8797682279348373,0.41808319531381133,nan,0.8755488178946755,7.458735527992249,1000.0,nan,nan,0,0,0,11030,5.918577107516202,100.88441650390625,2.3350519318687626,4.485071649684746,31.272727272727273,103.42,181.9993133544922,192.29391387939452,0.806691446484484,0.8527431688144511,9.249565527669832,157.6623915211976,181.9993133544922,192.29391387939452,5688.866459760391,695.443019479216,0.806691446484484,0.8527431688144511,0.8437454212795604,0.7777381330728531,2.765055875431959,1.312061145065775,0.7896410866838987,0.8444387598697031,46.46675256347656,389.39872812530035
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,37,5.09474496874217,0.8801834754645824,0.4155583500117064,nan,1.0335237724440438,7.440445437431335,1000.0,nan,nan,0,0,0,10622,6.03541762488229,104.6138045501709,2.3817242263128033,4.5504648853992595,29.142857142857142,102.14,182.81019810267858,191.76950286865235,0.8111397951778788,0.8502499531130089,9.3694921935783,162.4043746421722,182.81019810267858,191.76950286865235,5824.751820567457,687.7076813672938,0.8111397951778788,0.8502499531130089,0.8256848411900657,0.7690637117624283,2.815472358130094,1.3100841505472893,0.7760171837974013,0.8454469512613263,43.47258612060547,300.6345872493476
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,38,5.210187290893459,0.88046322748065,0.41328474558889866,nan,1.1605043653398752,7.396266860961914,1000.0,nan,nan,0,0,0,12040,6.030237391591072,108.33478889465331,2.4171309572666018,4.61772210206758,40.03125,107.59,193.33320808410645,191.66176544189454,0.8575078358260022,0.8492217849947926,9.299248207116516,167.06342154983403,193.33320808410645,191.66176544189454,6188.848495733153,679.628167689253,0.8575078358260022,0.8492217849947926,0.7460795063525438,0.7581960707902908,2.8572491862267975,1.3234163860084747,0.7552587218356855,0.8512305245902372,50.70567840576172,532.0119372647723
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,39,5.259778394924753,0.8808209788799286,0.4109912496805191,nan,0.922609232366085,7.23248055934906,1000.0,nan,nan,0,0,0,11194,5.963062810897827,112.03223564147949,2.4626427075274933,4.680642890692547,36.4,104.66,184.57927474975585,193.07956756591796,0.8176898698132433,0.8560312135206408,9.134557580630009,171.61732817631034,184.57927474975585,193.07956756591796,5928.2489755496945,682.181383601541,0.8176898698132433,0.8560312135206408,0.7922877669334412,0.7356583386659622,2.906242744160504,1.3250879828440438,0.7450965767105421,0.8496409895694078,45.999084503173826,373.56623574229604
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,40,5.329349565660912,0.8811647276580333,0.40884465619921684,nan,1.1435783430933952,7.15007622718811,1000.0,nan,nan,0,0,0,11506,6.07722822825114,115.6488412475586,2.5110880153717123,4.746765169990412,38.5,105.82,180.77342160542807,193.21474319458008,0.8011721533667475,0.8566970475755824,9.247586104080586,175.98032805519793,180.77342160542807,193.21474319458008,6048.055407759625,678.9443448890228,0.8011721533667475,0.8566970475755824,0.8047915945450465,0.7219581860303879,2.958223446295452,1.3273423709259975,0.7379904586461282,0.8459502938577433,47.320072875976564,426.09552855026664
