algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,109,5.696130960788393,0.19224499549716711,nan,0.3063551374474401,nan,nan,1000.0,0.46508526044943976,0.23087848015609297,19350,814,31218,24,nan,0.0,nan,0.0,nan,0.0,4.5839290941039454,0.0,nan,0.0,nan,0.0,nan,0.0,4.5839290941039454,0.8810135134291446,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,110,5.696130960788393,0.18085899516940118,nan,0.4098804659112141,nan,nan,1000.0,0.6650376786856059,0.2985102620934017,19364,835,31280,13,nan,0.0,nan,0.0,nan,0.0,4.599657076290087,0.0,nan,0.0,nan,0.0,nan,0.0,4.599657076290087,0.8781112658641256,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,111,5.696130960788393,0.17746099587529898,nan,0.4118285924657009,nan,nan,1000.0,0.6485745562995139,0.3252147032531729,19460,477,30872,11,nan,0.0,nan,0.0,nan,0.0,4.612467193997654,0.0,nan,0.0,nan,0.0,nan,0.0,4.612467193997654,0.8686762809788391,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,112,5.696130960788393,0.17810449581593274,nan,0.4909207948984794,nan,nan,1000.0,0.8310872124392995,0.350480809150164,19528,229,30594,1,nan,0.0,nan,0.0,nan,0.0,4.612467193997654,0.0,nan,0.0,nan,0.0,nan,0.0,4.612467193997654,0.8686762809788391,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,113,5.696130960788393,0.17431999515742064,nan,0.4016868793271969,nan,nan,1000.0,0.5568094381054773,0.3323508264029517,19502,303,30650,21,nan,0.0,nan,0.0,nan,0.0,4.622268341430276,0.0,nan,0.0,nan,0.0,nan,0.0,4.622268341430276,0.8644259539927076,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,114,5.696130960788393,0.17253349501639603,nan,0.41071946998466163,nan,nan,1000.0,0.6639360322226255,0.29930153800792964,19388,757,31190,9,nan,0.0,nan,0.0,nan,0.0,4.622268341430276,0.0,nan,0.0,nan,0.0,nan,0.0,4.622268341430276,0.8644259539927076,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,115,5.696130960788393,0.17171199537813664,nan,0.4356325966203743,nan,nan,1000.0,0.7189459866974982,0.3137757497740344,19426,619,31041,12,nan,0.0,nan,0.0,nan,0.0,4.623040814267105,0.0,nan,0.0,nan,0.0,nan,0.0,4.623040814267105,0.8650301587733726,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,116,5.696130960788393,0.16806549537926913,nan,0.3488282461320847,nan,nan,1000.0,0.5273605375012542,0.26350375896146716,19399,658,31048,25,nan,0.0,nan,0.0,nan,0.0,4.631196160741671,0.0,nan,0.0,nan,0.0,nan,0.0,4.631196160741671,0.8609492305013794,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,117,5.696130960788393,0.16046849597245455,nan,0.48233546276602624,nan,nan,1000.0,0.8291891728612563,0.34046249055177624,19476,442,30843,1,nan,0.0,nan,0.0,nan,0.0,4.657381303516478,0.0,nan,0.0,nan,0.0,nan,0.0,4.657381303516478,0.8311129710422794,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,118,5.696130960788393,0.15383199576288462,nan,0.42963718840018955,nan,nan,1000.0,0.6440762811730555,0.3335090683109569,19378,837,31268,37,nan,0.0,nan,0.0,nan,0.0,4.680037446265551,0.0,nan,0.0,nan,0.0,nan,0.0,4.680037446265551,0.8147387155134829,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,119,5.696130960788393,0.14948149658739568,nan,0.3538543012415534,nan,nan,1000.0,0.5550548642476734,0.26382399776875254,19362,807,31230,25,nan,0.0,nan,0.0,nan,0.0,4.688528560136822,0.0,nan,0.0,nan,0.0,nan,0.0,4.688528560136822,0.8094885703908161,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,120,5.696130960788393,0.1497169955819845,nan,0.38949256149812495,nan,nan,1000.0,0.5876530272763331,0.30649782704094997,19387,741,31160,28,nan,0.0,nan,0.0,nan,0.0,4.688528560136822,0.0,nan,0.0,nan,0.0,nan,0.0,4.688528560136822,0.8094885703908161,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,121,5.696130960788393,0.14925699576735496,nan,0.4145049444637115,nan,nan,1000.0,0.6735607731888624,0.3003838759233446,19442,549,30949,8,nan,0.0,nan,0.0,nan,0.0,4.688528560136822,0.0,nan,0.0,nan,0.0,nan,0.0,4.688528560136822,0.8094885703908161,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,122,5.696130960788393,0.14904249653220178,nan,0.3847313534861091,nan,nan,1000.0,0.6500337129871395,0.2733546972434258,19437,574,30984,9,nan,0.0,nan,0.0,nan,0.0,4.688528560136822,0.0,nan,0.0,nan,0.0,nan,0.0,4.688528560136822,0.8094885703908161,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,123,5.696130960788393,0.15006449624896048,nan,0.39239246971380454,nan,nan,1000.0,0.6767679512777552,0.27631316754344015,19499,336,30714,3,nan,0.0,nan,0.0,nan,0.0,4.688528560136822,0.0,nan,0.0,nan,0.0,nan,0.0,4.688528560136822,0.8094885703908161,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,124,5.696130960788393,0.14329099625349045,nan,0.45724814912943146,nan,nan,1000.0,0.7704447933019362,0.3262175324675325,19482,408,30800,4,nan,0.0,nan,0.0,nan,0.0,4.694096488638994,0.0,nan,0.0,nan,0.0,nan,0.0,4.694096488638994,0.8135783505341125,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,125,5.696130960788393,0.14353149622678757,nan,0.4509192428431416,nan,nan,1000.0,0.7714137567965492,0.3186926342811588,19413,661,31100,0,nan,0.0,nan,0.0,nan,0.0,4.694096488638994,0.0,nan,0.0,nan,0.0,nan,0.0,4.694096488638994,0.8135783505341125,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,126,5.696130960788393,0.14331149630248546,nan,0.3978967992003745,nan,nan,1000.0,0.6739834984417028,0.2823978588734278,19483,357,30739,1,nan,0.0,nan,0.0,nan,0.0,4.694096488638994,0.0,nan,0.0,nan,0.0,nan,0.0,4.694096488638994,0.8135783505341125,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,127,5.696130960788393,0.13967549610882998,nan,0.38179197152092886,nan,nan,1000.0,0.6356731558251401,0.273765583966045,19414,659,31083,12,nan,0.0,nan,0.0,nan,0.0,4.70763788361506,0.0,nan,0.0,nan,0.0,nan,0.0,4.70763788361506,0.8002831311822975,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,128,5.696130960788393,0.1363399966061115,nan,0.38988270584148554,nan,nan,1000.0,0.6070380607862249,0.3505269647117473,19448,503,30897,12,nan,0.0,nan,0.0,nan,0.0,4.712189774745447,0.0,nan,0.0,nan,0.0,nan,0.0,4.712189774745447,0.8019780993270108,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,129,5.696130960788393,0.1357689966261387,nan,0.385823119536088,nan,nan,1000.0,0.6259585883632804,0.28085063606855837,19426,601,31013,20,nan,0.0,nan,0.0,nan,0.0,4.712189774745447,0.0,nan,0.0,nan,0.0,nan,0.0,4.712189774745447,0.8019780993270108,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,130,5.696130960788393,0.13595049597322942,nan,0.4333821008346291,nan,nan,1000.0,0.7045057010070126,0.315559238991834,19462,468,30861,9,nan,0.0,nan,0.0,nan,0.0,4.712189774745447,0.0,nan,0.0,nan,0.0,nan,0.0,4.712189774745447,0.8019780993270108,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,131,5.696130960788393,0.13254899691790342,nan,0.3931637072624056,nan,nan,1000.0,0.6956678417547983,0.27416136495083865,19529,219,30577,5,nan,0.0,nan,0.0,nan,0.0,4.715135531412489,0.0,nan,0.0,nan,0.0,nan,0.0,4.715135531412489,0.8039658420560976,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,132,5.696130960788393,0.12883299626410008,nan,0.3447668443639379,nan,nan,1000.0,0.5050216474921502,0.2699833645076346,19394,678,31067,41,nan,0.0,nan,0.0,nan,0.0,4.723990746971563,0.0,nan,0.0,nan,0.0,nan,0.0,4.723990746971563,0.8005855853297891,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,133,5.696130960788393,0.12923449665307998,nan,0.37264408376216185,nan,nan,1000.0,0.6013563245357565,0.2774345493880477,19424,582,30987,13,nan,0.0,nan,0.0,nan,0.0,4.723990746971563,0.0,nan,0.0,nan,0.0,nan,0.0,4.723990746971563,0.8005855853297891,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,134,5.696130960788393,0.12532199684530496,nan,0.4230190774782902,nan,nan,1000.0,0.7022786361168902,0.30389138265206983,19449,523,30927,5,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.0,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.788207401273728,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,135,5.696130960788393,0.12461149651557207,nan,0.3052491930022852,nan,nan,1000.0,0.47829729309353125,0.2258576996843031,19457,468,30841,24,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.0,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.788207401273728,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,136,5.696130960788393,0.1249164967611432,nan,0.46770320527950876,nan,nan,1000.0,0.8394132600331208,0.3242134665201009,19492,366,30758,0,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.0,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.788207401273728,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,137,5.696130960788393,0.1254589967057109,nan,0.4060595090230259,nan,nan,1000.0,0.675672552252674,0.292157651368867,19422,642,31068,10,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.0,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.788207401273728,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,138,5.696130960788393,0.12533099677413703,nan,0.4246426756811826,nan,nan,1000.0,0.7228203748671586,0.3009902156025092,19439,598,31023,6,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.0,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.788207401273728,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,139,5.696130960788393,0.12544949632138014,nan,0.4169518753176777,nan,nan,1000.0,0.6398748556643293,0.31488541074368664,19415,669,31084,24,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.0,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.788207401273728,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,140,5.696130960788393,0.12524749707430602,nan,0.48467601390899057,nan,nan,1000.0,0.8451062789381435,0.3399699354060409,19430,630,31068,0,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.0,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.788207401273728,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,141,5.696130960788393,0.1252169966325164,nan,0.31339611986582017,nan,nan,1000.0,0.4291372744271295,0.258472614263269,19482,373,30714,51,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.0,nan,0.0,nan,0.0,nan,0.0,4.736800864679131,0.788207401273728,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,142,5.696130960788393,0.12088649690151215,nan,0.34996478205780523,nan,nan,1000.0,0.5633145565079598,0.2608291852506602,19502,289,30655,6,nan,0.0,nan,0.0,nan,0.0,4.762772130289643,0.0,nan,0.0,nan,0.0,nan,0.0,4.762772130289643,0.7137620762314675,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,143,5.696130960788393,0.12130149714648723,nan,0.388215737332447,nan,nan,1000.0,0.6203644108909768,0.288582445455499,19446,552,30953,17,nan,0.0,nan,0.0,nan,0.0,4.762772130289643,0.0,nan,0.0,nan,0.0,nan,0.0,4.762772130289643,0.7137620762314675,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,144,5.696130960788393,0.1175599967315793,nan,0.45305530247020903,nan,nan,1000.0,0.7416208181425573,0.32752436234456195,19479,420,30808,5,nan,0.0,nan,0.0,nan,0.0,4.775694841151765,0.0,nan,0.0,nan,0.0,nan,0.0,4.775694841151765,0.6990261270733864,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,145,5.696130960788393,0.11345249719917774,nan,0.39124500510178367,nan,nan,1000.0,0.6072255072491797,0.3022523959860503,19423,601,31001,13,nan,0.0,nan,0.0,nan,0.0,4.781821423245357,0.0,nan,0.0,nan,0.0,nan,0.0,4.781821423245357,0.6990131283253174,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,146,5.696130960788393,0.11017399732023478,nan,0.4500509647071993,nan,nan,1000.0,0.729403819478782,0.330744189510798,19412,698,31130,10,nan,0.0,nan,0.0,nan,0.0,4.78766704262129,0.0,nan,0.0,nan,0.0,nan,0.0,4.78766704262129,0.6992596518151251,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,147,5.696130960788393,0.1100189970433712,nan,0.3789462622629748,nan,nan,1000.0,0.5809991076011009,0.2904344504016414,19335,915,31355,27,nan,0.0,nan,0.0,nan,0.0,4.789901159620866,0.0,nan,0.0,nan,0.0,nan,0.0,4.789901159620866,0.7012660314569084,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,148,5.696130960788393,0.1099694973230362,nan,0.47538092427201584,nan,nan,1000.0,0.811352613993123,0.33757721704089594,19390,781,31244,3,nan,0.0,nan,0.0,nan,0.0,4.789901159620866,0.0,nan,0.0,nan,0.0,nan,0.0,4.789901159620866,0.7012660314569084,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,149,5.696130960788393,0.10983649708330631,nan,0.38476100194944823,nan,nan,1000.0,0.6282495834925502,0.2778333381983647,19462,454,30837,3,nan,0.0,nan,0.0,nan,0.0,4.789901159620866,0.0,nan,0.0,nan,0.0,nan,0.0,4.789901159620866,0.7012660314569084,nan,nan,nan,nan
