algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_threshold_honest,balance_threshold_attacker,nsr_honest,nsr_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,2.4188181897421495,0.8815586459636688,0.40451249698797864,nan,1.6368978089756436,8.020145287513733,1000.0,0.0,nan,0,63,0,31161,9.49812782276789,222.72016741334824,9244.989690042064,938.4894596857,6.367970784505208,149.3215869140625,37.888888888888886,152.395,1.2262661926353802,1.4113616241380837,1.3832967619656233,2.3524176614437304,276.23598819308813,318.43315994262696,1.2262661926353802,1.4113616241380837,276.23598819308813,318.43315994262696,0.8374075525336795,0.6619231821596623,1.7709451217568664,0.6284523212663562,0.6764127173281591,1.3960785151149246,137.31775955200195,708.2154127157943
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,2.4288864559008028,0.8818669780095418,0.40296726723512016,nan,1.4487260149584875,7.8475046277046205,1000.0,0.0,nan,0,72,0,31240,9.378588137457056,227.17828350006326,9983.998366392374,950.8006062958145,6.329884899987115,153.3293034362793,39.833333333333336,152.615,1.2626050756911522,1.4260630289327536,1.4032050699760656,2.360729677977213,284.5786844889323,321.7453890991211,1.2626050756911522,1.4260630289327536,284.5786844889323,321.7453890991211,0.799359036816491,0.6439230115711689,1.7862149131765246,0.6160121342311506,0.6567571787932597,1.4125665006834476,138.94298828125,739.7441837084514
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,2.44072428230619,0.8820499757925669,0.4016453583041827,nan,1.7069377501805623,7.668450477123261,1000.0,0.0,nan,0,38,0,31748,9.26394968736886,231.44040973391878,10113.9738862298,953.1457211098842,6.294334706806001,157.25078964233398,48.57142857142857,153.64,1.2828799301820195,1.4408315934495641,1.4065730711158315,2.3687385058839556,289.73448544456846,324.9636619567871,1.2828799301820195,1.4408315934495641,289.73448544456846,324.9636619567871,0.7764139416671935,0.6257627010345459,1.7914392450230812,0.6182530371592564,0.6400779772937567,1.4258226118721056,142.15431317138672,806.0451916656054
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,2.4493146958884875,0.8823609789212544,0.4000966587662697,nan,1.6844110597263684,7.519122200012207,1000.0,0.0,nan,0,32,0,30946,9.224498199009565,235.50492756411833,10218.990430534624,964.1336934653227,6.309452750466087,161.08271484375,47.81818181818182,152.1,1.245960076842817,1.4525752944482013,1.414295831289697,2.376544274443727,280.58084522594106,327.75642761230466,1.245960076842817,1.4525752944482013,280.58084522594106,327.75642761230466,0.8080569126389243,0.6103992308676243,1.799195208551309,0.6155165286433377,0.6207036597751329,1.4418038849995793,137.27534963989257,610.4712668578909
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,2.4577614893427917,0.8824459759394327,0.3990353853503863,nan,1.920435393557829,7.3375963830947875,1000.0,0.0,nan,0,18,0,31738,9.81260949224059,239.3973264456147,9634.276737790535,966.1649424660817,6.756608486175537,164.84035247802734,57.23529411764706,153.825,1.240123799391359,1.4666147096939164,1.4296247132998086,2.384075552147445,279.69083000631895,330.73717849731446,1.240123799391359,1.4666147096939164,279.69083000631895,330.73717849731446,0.8100757423569175,0.5927530618011951,1.8114050488388629,0.6072281901274766,0.609778340923072,1.448871182158693,141.80435961914063,714.0313860713109
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,2.4652839481950557,0.8827466466029485,0.3977081520358721,nan,1.6479086713357405,7.149403995275497,1000.0,nan,nan,0,0,0,30596,9.244064470134415,243.09629022956358,10890.776447866157,982.4185943933106,6.407704873518511,168.50696884155275,34.54545454545455,151.08,1.3552955896855576,1.4808031767160121,1.430859482467676,2.391388693674821,305.67217740145594,333.99035079956053,1.3552955896855576,1.4808031767160121,305.67217740145594,333.99035079956053,0.6956588842652061,0.5748699527978897,1.815071166950534,0.6096866132725448,0.5811670060971337,1.4742601271551832,140.32092822265625,632.5645196103798
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,2.471459388853146,0.8828943109512329,0.3965324048201243,nan,2.099864894693548,7.082366825342178,1000.0,0.0,nan,0,1,0,30687,9.925275591916321,246.60159865352543,10102.314344809847,991.6007544769213,6.925918969241056,172.08012756347657,38.72727272727273,151.305,1.2515600571070833,1.4845253172167698,1.4325627206179306,2.3986471023108167,282.5746279629794,334.9253860473633,1.2515600571070833,1.4845253172167698,282.5746279629794,334.9253860473633,0.7918753732334484,0.5669951796531677,1.8189964732950847,0.6122240903748613,0.5787187916407653,1.4723802088698195,140.18679623413087,618.8912173765851
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,1.869220748014537,0.8826073112090429,0.39681403746207555,nan,1.804699467761176,3.411839030981064,1000.0,nan,0.0,0,0,30411,605,9.455296500329682,250.14607828423294,10287.988771585276,0.0,6.642098018101284,175.72106498718261,43.214285714285715,152.055,1.2322377705930372,0.0,1.4482621453048226,0.0,277.9451348440988,0.0,1.2322377705930372,0.0,277.9451348440988,0.0,0.8069533024515424,0.0,1.4482621453048226,0.4889404566069303,0.8069533024515424,1.2322377705930372,12.970772959391276,480.10614267397943
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,1.8935500126219253,0.8762449782093366,0.42079924235741295,0.8939316916346702,1.752818302674727,9.863196232318877,1000.0,1.0,0.6964989792120645,321,0,30063,530,9.493967645490015,249.03828553638175,10441.305806753435,0.0,6.71387377652255,176.11305168151856,19.0,151.92,1.231775975224288,0.0,1.4568711454325665,0.0,277.8931898637251,0.0,1.231775975224288,0.0,277.8931898637251,0.0,0.8038172396746549,0.0,1.4568711454325665,0.48310937832203815,0.8038172396746549,1.231775975224288,10.189416961669922,382.8478795809593
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,1.8935500126219253,0.8829016453027725,0.39549642403920493,1.0,1.89679616689682,39.849565992355345,1000.0,1.0,1.0,500,0,29900,580,9.353347428624561,255.68802572487832,10042.138136286654,0.0,6.658674533550556,182.02502990722655,6.153846153846154,152.0,1.1915988294761592,0.0,1.47217459976295,0.0,268.93660325270434,0.0,1.1915988294761592,0.0,268.93660325270434,0.0,0.8393567204475403,0.0,1.47217459976295,0.4703718220525812,0.8393567204475403,1.1915988294761592,11.653919474283855,435.1593192390883
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,1.8935500126219253,0.8831319779157638,0.3941091357668241,1.0,1.3986676981051762,162.54514781951903,1000.0,1.0,1.0,455,0,29900,551,8.862806698402027,362.2845464893428,11154.119224468004,0.0,6.35166076819102,259.63654846191406,8.0,151.775,1.2565875340442045,0.0,1.4798199728564247,0.0,283.01404825846356,0.0,1.2565875340442045,0.0,283.01404825846356,0.0,0.772378958761692,0.0,1.4798199728564247,0.4635977745005394,0.772378958761692,1.2565875340442045,11.320561930338542,446.16476897872025
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,1.8935500126219253,0.8833293096224467,0.3931258907914162,1.0,1.8962258977048538,768.270531463623,1000.0,1.0,1.0,3792,0,26736,766,9.357383032283108,1249.0556960267816,11070.07712462458,0.0,6.7509629025178794,901.1417655944824,8.117647058823529,136.82,1.246544455904681,0.0,1.4837759035826095,0.0,281.20415721220127,0.0,1.246544455904681,0.0,281.20415721220127,0.0,0.7785316127188066,0.0,1.4837759035826095,0.4648004442296473,0.7785316127188066,1.246544455904681,15.934902242024739,627.3043703953928
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,1.8935500126219253,0.883451975385348,0.3922818876306216,1.0,1.755514580469865,4265.289739990234,1000.0,1.0,1.0,1292,0,29022,498,9.096544999261269,6664.332865024872,10669.235657211568,0.0,6.60667712871845,4840.199825439453,6.461538461538462,147.18,1.2562529614942908,0.0,1.4872264517109108,0.0,283.06516911433295,0.0,1.2562529614942908,0.0,283.06516911433295,0.0,0.7653199182106898,0.0,1.4872264517109108,0.4657540362886923,0.7653199182106898,1.2562529614942908,12.266157328287761,462.3335451458346
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,1.8935500126219253,0.8836736442645391,0.3913333833217621,1.0,1.3682282447814942,22288.44474609375,1000.0,1.0,1.0,1221,0,28987,358,8.626153555860219,35018.12198319447,11402.717174822465,0.0,6.306945705413819,25603.230063476563,5.0,146.475,1.2219289913905989,0.0,1.4953110797601907,0.0,275.88802642822264,0.0,1.2219289913905989,0.0,275.88802642822264,0.0,0.7954462170600891,0.0,1.4953110797601907,0.45851386388808646,0.7954462170600891,1.2219289913905989,9.196267547607421,380.09057249408215
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,1.8935500126219253,0.8837753115097682,0.3904714260498683,1.0,1.4650497406721115,142524.0554296875,1000.0,1.0,1.0,585,0,29771,700,8.545459323355777,219187.01537159484,10858.340409176311,0.0,6.289738869667053,161328.8458984375,12.2,151.135,1.171087559567526,0.0,1.5250367598649681,0.0,264.1693244934082,0.0,1.171087559567526,0.0,264.1693244934082,0.0,0.8420962035655976,0.0,1.5250367598649681,0.42751863570131776,0.8420962035655976,1.171087559567526,17.611288299560545,723.8893606117541
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,1.8935500126219253,0.8839459778865179,0.38981291810671487,1.0,1.5999618967374165,823990.9371875,1000.0,1.0,1.0,904,0,29781,1091,8.566973970614326,1280227.8483925664,11384.411542059664,0.0,6.347751955191295,948592.6834375,12.75,152.83,1.2150844881472318,0.0,1.5451615831864436,0.0,274.10351943969727,0.0,1.2150844881472318,0.0,274.10351943969727,0.0,0.7949849516153336,0.0,1.5451615831864436,0.4111096758214413,0.7949849516153336,1.2150844881472318,21.928281555175783,910.7529233647732
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,1.8935500126219253,0.884018976688385,0.38909866362810136,1.0,1.438164488474528,5723822.2775,1000.0,1.0,1.0,443,0,29900,559,8.467732115200205,8668405.651445795,11839.828889822807,0.0,6.31618595123291,6465870.82,7.733333333333333,151.715,1.254172107482293,0.0,1.5536469149511518,0.0,283.0172861735026,0.0,1.254172107482293,0.0,283.0172861735026,0.0,0.7524843136469523,0.0,1.5536469149511518,0.4023666498484067,0.7524843136469523,1.254172107482293,14.15086430867513,591.9914444911402
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,1.8935500126219253,0.8841746451457342,0.3884839598337809,1.0,2.118210186560949,32979279.8,1000.0,1.0,1.0,467,0,29900,537,9.082589110557558,51003022.542709425,11468.470838169034,0.0,6.820131699244182,38298256.87,5.833333333333333,151.835,1.2330912969426857,0.0,1.5561161595134039,0.0,277.72411855061847,0.0,1.2330912969426857,0.0,277.72411855061847,0.0,0.7697680741548538,0.0,1.5561161595134039,0.40280767130899164,0.7697680741548538,1.2330912969426857,11.108964742024739,458.73883352676137
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,1.9077995488433241,0.884210643172264,0.3881132275859515,1.0,1.8791334107518196,239700650.08,1000.0,1.0,1.0,372,0,29900,530,9.031330152896995,358558017.5758653,11728.334713847058,0.0,6.827003240585327,271042770.72,9.875,151.36,1.2252897125315938,0.0,1.5651568247881562,0.0,276.1757049560547,0.0,1.2252897125315938,0.0,276.1757049560547,0.0,0.7738787159323692,0.0,1.5651568247881562,0.3936714629889322,0.7738787159323692,1.2252897125315938,14.729370930989583,625.5111847385098
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,1.915820271864966,0.8842439764738083,0.3876540927092234,1.0,1.7166238315403461,1334777343.04,1000.0,1.0,1.0,592,0,29900,720,8.584462150856282,2050916713.4719336,11101.686696656998,0.0,6.532610684633255,1560708195.84,8.0,152.46,1.1773970140604633,0.0,1.5809571267774905,0.0,265.57877826690674,0.0,1.1773970140604633,0.0,265.57877826690674,0.0,0.8182640224695206,0.0,1.5809571267774905,0.3738370257456381,0.8182640224695206,1.1773970140604633,14.16420150756836,592.0899571550399
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,1.9306052832350604,0.8843106436729431,0.3872425199548403,1.0,1.7428487727516575,9848387747.84,1000.0,1.0,1.0,641,0,29900,829,8.649548727905987,14554487547.488874,12152.422925932455,0.0,6.626167849490517,11149769830.4,9.894736842105264,152.705,1.2657547411860233,0.0,1.5857501165303944,0.0,285.53546785053453,0.0,1.2657547411860233,0.0,285.53546785053453,0.0,0.7257636973732396,0.0,1.5857501165303944,0.37426650645674886,0.7257636973732396,1.2657547411860233,18.08391296386719,769.6534519757222
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,1.9331750114016428,0.8842783093452453,0.3870396622021993,1.0,2.1537130342589483,57190721515.52,1000.0,1.0,1.0,1008,0,29900,1162,9.538165491285815,86363556139.33087,11814.789153308453,0.0,7.3557868003845215,66603154124.8,8.555555555555555,154.54,1.2372418550645685,0.0,1.5950491517735095,0.0,279.2922609117296,0.0,1.2372418550645685,0.0,279.2922609117296,0.0,0.7507254348860847,0.0,1.5950491517735095,0.3633717233507221,0.7507254348860847,1.2372418550645685,16.757535654703776,708.8873491985072
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,1.9331750114016428,0.8843756437301635,0.38660806278387705,1.0,1.7750165399752165,415172568678.4,1000.0,1.0,1.0,734,0,29900,914,8.677894648393782,606517337124.7804,11988.855598123779,0.0,6.737114831020958,470871923752.96,9.473684210526315,153.17,1.2144800950009682,0.0,1.5984293212604241,0.0,273.62948046232526,0.0,1.2144800950009682,0.0,273.62948046232526,0.0,0.7700241647268596,0.0,1.5984293212604241,0.364380728005249,0.7700241647268596,1.2144800950009682,17.329867095947264,759.2941878811725
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,1.9331750114016428,0.8844329776366552,0.38636238674322765,1.0,2.0533739626407623,2463728667197.44,1000.0,1.0,1.0,554,0,29900,692,8.838677523857367,3655720107329.412,11470.141112240042,0.0,6.90783828496933,2857115586396.16,8.625,152.27,1.1936936950348533,0.0,1.6012525576690473,0.0,269.3027639389038,0.0,1.1936936950348533,0.0,269.3027639389038,0.0,0.7874435633420944,0.0,1.6012525576690473,0.365445993638956,0.7874435633420944,1.1936936950348533,14.362814076741536,611.7408593194689
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,1.9626497357087331,0.8844366453091304,0.38621976216634113,1.0,1.8121646463871002,17808078332231.68,1000.0,1.0,1.0,554,0,29900,776,8.739297518424612,25637900902361.22,11996.027399055813,0.0,6.875854754447937,20171241732177.92,11.1,152.27,1.1880419845913484,0.0,1.6267658614001135,0.0,267.93633193969725,0.0,1.1880419845913484,0.0,267.93633193969725,0.0,0.7895586997270584,0.0,1.6267658614001135,0.3313780917139281,0.7895586997270584,1.1880419845913484,17.862422129313153,799.7351599370539
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,1.9734259423145388,0.8844083100557327,0.3861396384239197,1.0,2.1024826765060425,103165006782136.31,1000.0,1.0,1.0,798,0,29900,1018,9.254080382636491,151086876890772.1,12104.282094044105,0.0,7.329573994591122,119666395578368.0,10.476190476190476,153.49,1.2082266823310384,0.0,1.6396542090120398,0.0,272.5476539248512,0.0,1.2082266823310384,0.0,272.5476539248512,0.0,0.7652948754174369,0.0,1.6396542090120398,0.3186510656105409,0.7652948754174369,1.2082266823310384,19.078335774739582,847.2997465830874
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,1.987091745665505,0.8845789754390716,0.3855723480383555,1.0,1.3852381110191345,739255111846461.5,1000.0,1.0,1.0,317,0,29900,345,8.057345575965853,1049830590388253.1,12041.218340237992,0.0,6.424402660793728,837066546877562.9,3.111111111111111,151.085,1.1857229342868043,0.0,1.6477425294824424,0.0,267.6902025010851,0.0,1.1857229342868043,0.0,267.6902025010851,0.0,0.7846512132220798,0.0,1.6477425294824424,0.3053641255782149,0.7846512132220798,1.1857229342868043,8.030706075032553,361.2365502071398
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,1.987091745665505,0.8846043113867442,0.3853390206893285,1.0,2.1333896964788437,4288674113960018.0,1000.0,1.0,1.0,147,0,29900,185,8.622888865233534,6195001732362570.0,12407.390385428163,0.0,6.921318709850311,4972530907899494.0,4.75,150.235,1.2193282987684642,0.0,1.650372082987232,0.0,275.6705551147461,0.0,1.2193282987684642,0.0,275.6705551147461,0.0,0.7464511916041374,0.0,1.650372082987232,0.3048469245716134,0.7464511916041374,1.2193282987684642,7.351214803059896,330.8637436114177
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,1.987091745665505,0.8846733097235362,0.38517660528421405,1.0,2.0619751513004303,3.0789645898832936e+16,1000.0,1.0,1.0,281,0,29900,339,8.692311920457394,4.3167024119825816e+16,11663.252138702846,0.0,7.023711395263672,3.488056134944686e+16,5.8,150.905,1.1947903968067421,0.0,1.652923987293945,0.0,269.164111328125,0.0,1.1947903968067421,0.0,269.164111328125,0.0,0.7679872512817383,0.0,1.652923987293945,0.30495213635970203,0.7679872512817383,1.1947903968067421,8.972137044270834,388.77507129009484
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,1.987091745665505,0.8846589781840642,0.38502335478862126,1.0,2.091940184434255,1.787250226472e+17,1000.0,1.0,1.0,541,0,29900,649,8.783245506657853,2.5468481150993622e+17,12756.382061803508,0.0,7.144661776224772,2.0717135100012134e+17,7.2,152.205,1.2030346304290622,0.0,1.6582253043438773,0.0,271.6482187906901,0.0,1.2030346304290622,0.0,271.6482187906901,0.0,0.7557590484619141,0.0,1.6582253043438773,0.3054374756569203,0.7557590484619141,1.2030346304290622,13.582410939534505,637.8191030901754
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,1.9986551006807625,0.8845513101418813,0.38512928267319996,1.0,2.1994277000427247,1.278513062921959e+18,1000.0,1.0,1.0,618,0,29900,824,9.014409077094866,1.7679718386781642e+18,12643.86902711784,0.0,7.381747937202453,1.4477623948036434e+18,10.3,152.59,1.2046025755651506,0.0,1.663030171985625,0.0,271.55665588378906,0.0,1.2046025755651506,0.0,271.55665588378906,0.0,0.7503941982984543,0.0,1.663030171985625,0.30645509453853653,0.7503941982984543,1.2046025755651506,18.10377705891927,842.924601807856
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,2.0483321830877186,0.8845739767948786,0.3849709602197011,1.0,1.9454522609710694,7.347802949783954e+18,1000.0,1.0,1.0,646,0,29900,774,8.493703363466288,1.0338371275593611e+19,12694.518351704908,0.0,7.0018747011820475,8.522546313233202e+18,8.533333333333333,152.73,1.1908725162647193,0.0,1.6733555734634982,0.0,268.5757741292318,0.0,1.1908725162647193,0.0,268.5757741292318,0.0,0.7609255512555441,0.0,1.6733555734634982,0.2915302635108177,0.7609255512555441,1.1908725162647193,13.428788706461589,634.7259175852454
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,2.0483321830877186,0.8846196434895197,0.3849980492393176,1.0,2.0931033534663066,nan,1000.0,1.0,1.0,30444,544,0,104,8.792156373930862,nan,13080.799908355064,0.0,7.2963884217398505,nan,7.428571428571429,0.0,1.2441755402315182,0.0,1.6763893331973956,0.0,280.88114166259766,0.0,1.2441755402315182,0.0,280.88114166259766,0.0,0.7015755900314876,0.0,1.6763893331973956,0.2919795091467555,0.7015755900314876,1.2441755402315182,13.107786610921224,610.4373290565695
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,2.0771796393425395,0.8845306440194448,0.38518753558397295,1.0,2.489850714802742,nan,1000.0,1.0,1.0,30489,589,0,122,9.341845527781182,nan,12208.842588197262,0.0,7.804417967796326,nan,7.625,0.0,1.1599777320936084,0.0,1.6882636604162164,0.0,261.4419937133789,0.0,1.1599777320936084,0.0,261.4419937133789,0.0,0.7858074940741062,0.0,1.6882636604162164,0.27660649883968036,0.7858074940741062,1.1599777320936084,13.943572998046875,651.1382713705207
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,2.0771796393425395,0.8844633110364278,0.385228634874026,1.0,2.268704414367676,nan,1000.0,1.0,1.0,30241,341,0,186,9.025552668708766,nan,13110.517953979303,0.0,7.590614571290858,nan,10.941176470588236,0.0,1.2075490652717922,0.0,1.6928892628622618,0.0,272.30818535299863,0.0,1.2075490652717922,0.0,272.30818535299863,0.0,0.7322151275242076,0.0,1.6928892628622618,0.27585748166308555,0.7322151275242076,1.2075490652717922,15.430797170003256,742.9293507254938
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,2.0771796393425395,0.8843799783786138,0.3853604990243912,1.0,2.6596484671939504,nan,1000.0,1.0,1.0,30513,613,0,48,9.845148556826178,nan,12495.807143507736,0.0,8.335289825092662,nan,4.363636363636363,0.0,1.1605848536226404,0.0,1.6951210582154472,0.0,261.31092557040125,0.0,1.1605848536226404,0.0,261.31092557040125,0.0,0.7778611183166504,0.0,1.6951210582154472,0.27638843053090084,0.7778611183166504,1.1605848536226404,9.581400604248048,458.17959526195034
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,2.123937660786493,0.8844536433617274,0.3853961705168088,1.0,2.021692607551813,nan,1000.0,1.0,1.0,30375,475,0,148,8.533814361463783,nan,13026.581224814538,0.0,7.273390740156174,nan,9.25,0.0,1.1662889128023342,0.0,1.704946850297793,0.0,263.1509428024292,0.0,1.1662889128023342,0.0,263.1509428024292,0.0,0.7681645639240742,0.0,1.704946850297793,0.25968476699040854,0.7681645639240742,1.1662889128023342,14.03471694946289,694.7509986567753
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,2.123937660786493,0.8844239771366119,0.3854283850391706,1.0,1.9846494421362877,nan,1000.0,1.0,1.0,30373,473,0,152,8.652984811017228,nan,13459.269602592325,0.0,7.424290657043457,nan,9.5,0.0,1.2057171851502968,0.0,1.7085201727273762,0.0,271.9355983734131,0.0,1.2057171851502968,0.0,271.9355983734131,0.0,0.7226942107081413,0.0,1.7085201727273762,0.26003190702387485,0.7226942107081413,1.2057171851502968,14.503231913248698,717.8277121382573
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,2.123937660786493,0.8844449774424235,0.3853388289610545,1.0,1.9854406246117182,nan,1000.0,1.0,1.0,30529,629,0,86,8.012855029058656,nan,13963.553675871077,0.0,6.921043940952846,nan,6.142857142857143,0.0,1.1745543090655797,0.0,1.7135938876026875,0.0,265.11122022356307,0.0,1.1745543090655797,0.0,265.11122022356307,0.0,0.7519688776561192,0.0,1.7135938876026875,0.2603450516704262,0.7519688776561192,1.1745543090655797,12.371856943766277,651.6325048739836
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,2.123937660786493,0.8844739776849747,0.3852290572722753,1.0,2.0006232976913454,nan,1000.0,1.0,1.0,30012,112,0,12,7.964442608785246,nan,13657.109509020578,0.0,6.925242805480957,nan,2.4,0.0,1.184101642757594,0.0,1.7148083120592494,0.0,267.2949951171875,0.0,1.184101642757594,0.0,267.2949951171875,0.0,0.7380440950393676,0.0,1.7148083120592494,0.2604962558283642,0.7380440950393676,1.184101642757594,4.454916585286458,227.61849181700958
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,2.123937660786493,0.8844346455732981,0.38549463808536527,1.0,2.6069404522577924,nan,1000.0,1.0,1.0,30394,494,0,114,8.882918613782982,nan,12959.353767542838,0.0,7.775540669759114,nan,7.6,0.0,1.1323095630837228,0.0,1.7227539111308046,0.0,255.21964314778646,0.0,1.1323095630837228,0.0,255.21964314778646,0.0,0.7896157741546631,0.0,1.7227539111308046,0.26000032411831064,0.7896157741546631,1.1323095630837228,12.760982157389323,647.9676883771418
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,2.123937660786493,0.8843916438023249,0.38567422499259313,1.0,2.2264097332954407,nan,1000.0,1.0,1.0,30661,761,0,86,8.35311870712225,nan,13704.600651330711,0.0,7.360695702689035,nan,6.142857142857143,0.0,1.159926416655084,0.0,1.727938380879084,0.0,261.67007991245816,0.0,1.159926416655084,0.0,261.67007991245816,0.0,0.7563693906579699,0.0,1.727938380879084,0.2601059538644423,0.7563693906579699,1.159926416655084,12.211270395914713,639.5480303954332
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,2.123937660786493,0.8844019758701325,0.3857623047629992,1.0,2.538858632246653,nan,1000.0,1.0,1.0,30150,250,0,98,8.695809182178856,nan,13263.397077843603,0.0,7.713926712671916,nan,8.166666666666666,0.0,1.1273115409227927,0.0,1.7331500474989145,0.0,254.34796396891275,0.0,1.1273115409227927,0.0,254.34796396891275,0.0,0.7877064347267151,0.0,1.7331500474989145,0.2589532556044497,0.7877064347267151,1.1273115409227927,10.17391855875651,530.5358831137441
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,2.1684706818340254,0.8843023107449214,0.3860272772113482,1.0,2.708967230536721,nan,1000.0,1.0,1.0,30299,399,0,56,9.534189260046928,nan,13116.401990138662,0.0,8.514214212244207,nan,5.090909090909091,0.0,1.148445212015435,0.0,1.7364214683434367,0.0,259.1131785999645,0.0,1.148445212015435,0.0,259.1131785999645,0.0,0.761268984187733,0.0,1.7364214683434367,0.2593515092617923,0.761268984187733,1.148445212015435,9.500816548665364,480.93473963841757
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,2.1684706818340254,0.8843616453806559,0.3860630264878273,1.0,1.9463676078753038,nan,1000.0,1.0,1.0,30388,488,0,50,8.00558085599252,nan,13888.530123600065,0.0,7.196957674893466,nan,4.545454545454546,0.0,1.181696352715696,0.0,1.740433957904072,0.0,266.6359558105469,0.0,1.181696352715696,0.0,266.6359558105469,0.0,0.7215742523019965,0.0,1.740433957904072,0.25812659955418343,0.7215742523019965,1.181696352715696,9.776651713053385,509.24610453200233
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,2.1684706818340254,0.88431997915109,0.38631741374731066,1.0,2.7953126788139344,nan,1000.0,1.0,1.0,30189,289,0,52,9.510584240028324,nan,13762.044725738815,0.0,8.607134580612183,nan,5.2,0.0,1.1406119279078046,0.0,1.742665833035768,0.0,257.06109619140625,0.0,1.1406119279078046,0.0,257.06109619140625,0.0,0.7623142063617706,0.0,1.742665833035768,0.25889030586198175,0.7623142063617706,1.1406119279078046,8.568703206380208,458.73482419129385
