algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_threshold_honest,balance_threshold_attacker,nsr_honest,nsr_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,2.7743816515706055,0.8797386451562246,0.41502433468898137,1.0,3.4023867753835826,nan,1000.0,1.0,1.0,30285,385,0,78,8.24598520723216,nan,16627.826638239385,0.0,10.414988040924072,nan,6.0,0.0,0.9960094728720215,0.0,2.059240218213188,0.0,224.69224665715143,0.0,0.9960094728720215,0.0,224.69224665715143,0.0,0.7443166421009944,0.0,2.059240218213188,0.28397984039530016,0.7443166421009944,0.9960094728720215,9.736664021809895,720.5391543237067
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,2.7743816515706055,0.8796479781468709,0.415554464161396,1.0,3.0733603800044342,nan,1000.0,1.0,1.0,30551,651,0,134,8.298989711570727,nan,16305.872433612212,0.0,10.552047729492188,nan,7.882352941176471,0.0,1.0246776490080334,0.0,2.0736889362848,0.0,231.4169329474954,0.0,1.0246776490080334,0.0,231.4169329474954,0.0,0.7042929670389961,0.0,2.0736889362848,0.28564815658873366,0.7042929670389961,1.0246776490080334,13.113626200358073,923.9994379046921
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,2.7743816515706055,0.8796519766251246,0.4158455681800842,1.0,2.835364428433505,nan,1000.0,1.0,1.0,30254,354,0,54,7.190768020309421,nan,17546.221615794817,0.0,9.204116257754238,nan,4.909090909090909,0.0,0.9711380704476391,0.0,2.0807549043164895,0.0,218.8698300448331,0.0,0.9711380704476391,0.0,218.8698300448331,0.0,0.7683043263175271,0.0,2.0807549043164895,0.28903635510934905,0.7683043263175271,0.9711380704476391,8.02522710164388,643.3614592458099
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,2.8142828057755356,0.8794409775733948,0.4174990380803744,0.9990338164251208,3.522314690053463,nan,1000.0,0.9980842911877394,1.0,30211,312,0,153,9.290257208871054,nan,15973.38338828775,0.0,11.970984041690826,nan,9.5625,0.0,0.964217697600703,0.0,2.096940226997269,0.0,217.7188482284546,0.0,0.964217697600703,0.0,217.7188482284546,0.0,0.7734071798622608,0.0,2.096940226997269,0.29594052664553633,0.7734071798622608,0.964217697600703,11.611671905517579,851.91378070868
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,142,3.1298560758347542,0.8794666455189387,0.41760011365016303,1.0,2.4627774904171624,nan,1000.0,1.0,1.0,30288,388,0,68,7.474962456565959,nan,16754.619625393192,0.0,9.696308533350626,nan,5.666666666666667,0.0,1.0465775417862373,0.0,2.111323918270344,0.0,236.25331497192383,0.0,1.0465775417862373,0.0,236.25331497192383,0.0,0.6646361524860064,0.0,2.111323918270344,0.2773518388273016,0.6646361524860064,1.0465775417862373,9.450132598876953,670.1847850157276
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,143,3.1298560758347542,0.8793893124659856,0.41814300229152046,1.0,3.2428756271089827,nan,1000.0,1.0,1.0,30371,471,0,98,7.590007883118496,nan,17602.10555730437,0.0,9.91139841079712,nan,7.0,0.0,0.9784311534415863,0.0,2.1216847453937,0.0,221.07433101109095,0.0,0.9784311534415863,0.0,221.07433101109095,0.0,0.7478355807917458,0.0,2.1216847453937,0.279642770377877,0.7478355807917458,0.9784311534415863,10.316802113850912,821.431592674204
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,144,3.1298560758347542,0.8793943097194036,0.4185360833009084,1.0,2.9452175443822686,nan,1000.0,1.0,1.0,30370,470,0,54,7.359283632670949,nan,18401.907037928857,0.0,9.674388972195713,nan,4.909090909090909,0.0,1.0085250441561653,0.0,2.129294114392387,0.0,227.22570939497515,0.0,1.0085250441561653,0.0,227.22570939497515,0.0,0.7054445499723608,0.0,2.129294114392387,0.2807600843094955,0.7054445499723608,1.0085250441561653,8.331609344482422,674.7365913907247
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,145,3.1298560758347542,0.879250311255455,0.41944283137718835,1.0,3.294069580733776,nan,1000.0,1.0,1.0,30213,313,0,160,7.642834582269408,nan,17382.237758246076,0.0,10.11434492468834,nan,10.0,0.0,0.9706914464806451,0.0,2.140164655949542,0.0,218.77676677703857,0.0,0.9706914464806451,0.0,218.77676677703857,0.0,0.7502646446228027,0.0,2.140164655949542,0.2843698067604326,0.7502646446228027,0.9706914464806451,11.668094228108725,927.0526804397907
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,146,3.1298560758347542,0.8791953092813491,0.42010975629091263,1.0,2.8943172759479947,nan,1000.0,1.0,1.0,30477,577,0,166,7.096629659625602,nan,17551.660126596333,0.0,9.454329596625435,nan,9.222222222222221,0.0,0.9949300704693324,0.0,2.1534911866213085,0.0,224.63680013020834,0.0,0.9949300704693324,0.0,224.63680013020834,0.0,0.7152095668845706,0.0,2.1534911866213085,0.2836754812005689,0.7152095668845706,0.9949300704693324,13.4782080078125,1053.09960759578
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,147,3.1298560758347542,0.8789799787600835,0.4212136509021123,1.0,3.118326961994171,nan,1000.0,1.0,1.0,30516,616,0,188,7.624167568466277,nan,16883.85473322288,0.0,10.22507085298237,nan,9.894736842105264,0.0,0.9795167628438096,0.0,2.169238064032907,0.0,221.08073987458883,0.0,0.9795167628438096,0.0,221.08073987458883,0.0,0.7313129901885986,0.0,2.169238064032907,0.2878247927170477,0.7313129901885986,0.9795167628438096,14.001780192057291,1069.3107997707823
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,148,3.1298560758347542,0.8788066460688909,0.4221566359202067,0.9966329966329965,3.2875830871718272,nan,1000.0,0.9107142857142857,1.0,30602,704,0,76,8.720735569802763,nan,16684.204009780053,0.0,11.77395326750619,nan,5.428571428571429,0.0,0.9803705188631955,0.0,2.179728574850273,0.0,221.33816746303015,0.0,0.9803705188631955,0.0,221.33816746303015,0.0,0.7263920924493245,0.0,2.179728574850273,0.2878331436580633,0.7263920924493245,0.9803705188631955,10.329114481608073,778.596187123069
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,149,3.1298560758347542,0.8786669778823852,0.4229386740922928,0.9988505747126437,3.47306775195258,nan,1000.0,0.9977272727272727,1.0,30389,490,0,93,8.12732954390348,nan,16910.285599666186,0.0,11.046186106545585,nan,6.642857142857143,0.0,0.9614029077065964,0.0,2.1893381234005496,0.0,216.99674333844865,0.0,0.9614029077065964,0.0,216.99674333844865,0.0,0.7472805551120213,0.0,2.1893381234005496,0.29124077528362574,0.7472805551120213,0.9614029077065964,10.126514689127605,789.1466613177554
