algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,3.632231866201359,0.6200313179939986,3.375489127448182e+28,0.4382773614378238,1.0048113531536527,655377386564485.1,1000.0,0.4584509215980245,0.2881230658709107,9374,328,20843,17,5713.128688155392,0.0,1.6988295161800042,0.0,0.49429438677099014,0.0,1.0697327114514519,0.0,241.56699964735242,0.0,1.0697327114514519,0.0,241.56704711914062,0.0,1.6988295161800042,0.6505147771040231,0.49429438677099014,1.0697327114514519,7.247009989420573,171.39386064466174
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,3.632231866201359,0.6252533184240262,9.066226425593896e+29,0.12365591397849462,2.119795709848404,4450382821667635.0,1000.0,0.13142857142857142,0.07744107744107744,7526,165,22521,20,5237.23049675617,0.0,1.7172321539089508,0.0,0.4471607260638848,0.0,1.0867941605052098,0.0,245.63927268981934,0.0,1.0867941605052098,0.0,245.6392307281494,0.0,1.7172321539089508,0.6543606301559021,0.4471607260638848,1.0867941605052098,6.550380605061849,139.65947991349788
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,3.632231866201359,0.6192159839719534,6.91942193628377e+31,0.3620722539341682,1.5289376836270094,2.6348532784284304e+16,1000.0,0.46408233922939807,0.341583156741952,9866,320,20315,19,5701.349597341575,0.0,1.7381971788789656,0.0,0.5100105360150338,0.0,1.0272817430905954,0.0,231.30751953125,0.0,1.0272817430905954,0.0,231.3075393676758,0.0,1.7381971788789656,0.6639314189628442,0.5100105360150338,1.0272817430905954,7.710250651041667,190.0449865780525
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,3.632231866201359,0.6100633184611798,inf,0.2678985613231214,2.1141047028203803,1.7640402713080496e+17,1000.0,0.4554190907132084,0.1650388531690724,7449,585,22992,64,7068.154121020297,0.0,1.7811354335430314,0.0,0.5881467514981826,0.0,0.9589180921169789,0.0,216.5837890625,0.0,0.9589180921169789,0.0,216.58384704589844,0.0,1.7811354335430314,0.6841560071916191,0.5881467514981826,0.9589180921169789,10.829189453125,353.4077060510149
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,3.63754076602344,0.5994643170634906,inf,0.2704990234032951,2.174671882239636,1.0628782567293609e+18,1000.0,0.30442331791016,0.19240527605336455,9261,745,21257,79,5263.2738354401135,0.0,1.8282569006541105,0.0,0.4857187740330119,0.0,1.0131740922893038,0.0,228.41449890136718,0.0,1.0131740922893038,0.0,228.41450271606445,0.0,1.8282569006541105,0.6989093905393893,0.4857187740330119,1.0131740922893038,15.227633260091146,350.8849223626743
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,4.220510124148777,0.5927566515902678,nan,0.26030422141617104,0.9450868556431185,7.01910099372282e+18,1000.0,0.5408754208754208,0.17067889778446263,6839,726,23707,48,3139.9064753820776,0.0,1.8668848394653166,0.0,0.3243925400078297,0.0,1.1044229073697123,0.0,249.0904571533203,0.0,1.1044229073697123,0.0,249.09047037760416,0.0,1.8668848394653166,0.7033826983242121,0.3243925400078297,1.1044229073697123,12.454522857666015,156.9953237691039
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,4.220510124148777,0.5832339854290088,nan,0.45773410293170413,nan,nan,1000.0,0.5846060902790603,0.32865615518830915,11535,602,18909,46,nan,0.0,1.8950985164249103,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.8950985164249103,0.7042882763756015,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,4.508193455993554,0.580714316914479,nan,0.458263695219816,1.4222027696669102,nan,1000.0,0.4679981488762953,0.33120061343066365,11522,658,18967,53,3535.3764439964757,0.0,1.9318561800126453,0.0,0.39800685399677604,0.0,1.024695761822349,0.0,230.96772861480713,0.0,1.024695761822349,0.0,230.96773433685303,0.0,1.9318561800126453,0.7286773070535656,0.39800685399677604,1.024695761822349,12.318278859456381,188.5534103464787
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,4.508193455993554,0.5781013182550668,nan,0.4380985809557238,2.4648560303099014,nan,1000.0,0.3249072874648322,0.3050634039017197,11579,399,18662,128,5932.313499867537,0.0,1.9796276780502353,0.0,0.5516240017159897,0.0,0.9126435490587653,0.0,205.79099318560432,0.0,0.9126435490587653,0.0,205.7909994686351,0.0,1.9796276780502353,0.7539412508036664,0.5516240017159897,0.9126435490587653,11.661489613850911,336.1644316591604
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,4.508193455993554,0.5795829849193493,nan,0.45993676599603817,nan,nan,1000.0,0.641650389051808,0.32590284957585425,11528,653,18985,8,nan,0.0,1.9961998592163255,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9961998592163255,0.7669363726547792,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,4.983460839440933,0.5687999858458836,nan,0.4837684916185516,nan,nan,1000.0,0.5766924063577208,0.38032609277265284,11547,559,18828,64,nan,0.0,2.0448916569967914,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.0448916569967914,0.7895160149723256,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,4.983460839440933,0.5629299848775069,nan,0.43503627683941437,nan,nan,1000.0,0.44167762480677586,0.3171954371860387,11546,546,18827,79,nan,0.0,2.0943427494567746,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.0943427494567746,0.8229891700754498,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,4.983460839440933,0.5516869849463304,nan,0.46153888753600986,nan,nan,1000.0,0.6087758888086778,0.35552213770940405,11508,695,19021,20,nan,0.0,2.1314008014697015,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.1314008014697015,0.8313923451073173,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,4.983460839440933,0.5512586517383655,nan,0.42782331511839705,1.4064406514167787,nan,1000.0,0.45907928388746805,0.2970494417862839,11650,120,18362,4,5090.478005302839,0.0,2.1428575587381795,0.0,0.4312186658382416,0.0,0.9170862799595161,0.0,206.95290832519532,0.0,0.9170862799595161,0.0,206.9528594970703,0.0,2.1428575587381795,0.8367672125233294,0.4312186658382416,0.9170862799595161,3.4492151387532552,84.84130008838065
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,4.983460839440933,0.546661319633325,nan,0.47648349102212595,nan,nan,1000.0,0.48331411498171534,0.36995579660806865,11537,562,18857,46,nan,0.0,2.1855733352259175,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.1855733352259175,0.8760603307852989,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,4.983460839440933,0.5373559861133496,nan,0.40748166688261656,nan,nan,1000.0,0.6275261795538294,0.2941194445545519,11475,832,19186,15,nan,0.0,2.207354086189278,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.207354086189278,0.8827703723828082,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,4.983460839440933,0.5376963201165199,nan,0.38183757178014766,nan,nan,1000.0,0.2539093137254902,0.2801212121212121,11608,299,18542,49,nan,0.0,2.2533544024705336,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.2533544024705336,0.9247700108166882,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,4.983460839440933,0.531957987099886,nan,0.36207551878923927,nan,nan,1000.0,0.45495226787571813,0.25482855191273046,11567,437,18732,18,nan,0.0,2.2694252845665055,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.2694252845665055,0.9328009957848571,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,4.983460839440933,0.5242489862442017,nan,0.42590975429676414,nan,nan,1000.0,0.6524165084357524,0.3047984982257839,11550,528,18838,10,nan,0.0,2.301050515533961,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.301050515533961,0.9337145709665733,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,4.983460839440933,0.5215689856310686,nan,0.4332703228225616,nan,nan,1000.0,0.4367496919556416,0.3094283634821169,11600,318,18589,23,nan,0.0,2.3214218047696074,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.3214218047696074,0.948838199437513,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,4.983460839440933,0.5043296537548304,nan,0.43625673914161217,nan,nan,1000.0,0.6012511873930079,0.3169235570357864,11525,634,18950,17,nan,0.0,2.36771967171577,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.36771967171577,0.9625092589198818,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,5.279751852583933,0.4781046552211046,nan,0.34545904083709167,nan,nan,1000.0,0.39683867054928046,0.24926878205922792,11419,946,19261,110,nan,0.0,2.44117407322165,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.44117407322165,0.9936915163939535,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,5.279751852583933,0.47035632135967415,nan,0.33541997003490104,nan,nan,1000.0,0.32463369963369965,0.2453899835796388,11623,250,18506,31,nan,0.0,2.4702910255352255,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.4702910255352255,1.0192848739564062,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,5.420772018315621,0.4494979887455702,nan,0.4104600139345902,nan,nan,1000.0,0.301414977887113,0.360812543068788,11567,452,18717,88,nan,0.0,2.5234112929203785,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.5234112929203785,1.0755526918516656,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,5.420772018315621,0.43199798844754694,nan,0.40021178262641455,nan,nan,1000.0,0.407777663735014,0.291148538426914,11533,586,18875,48,nan,0.0,2.575477387796027,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.575477387796027,1.1182435365311434,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,5.420772018315621,0.4254646548628807,nan,0.45512977312097824,nan,nan,1000.0,0.48956894442787857,0.3243905433645247,11570,450,18746,20,nan,0.0,2.605493023815089,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.605493023815089,1.1271955734928674,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,5.420772018315621,0.4052866567671299,nan,0.3483069903013966,nan,nan,1000.0,0.36383901973520516,0.24980214144745008,11474,769,19082,79,nan,0.0,2.67602606340239,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.67602606340239,1.1620429952655984,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,5.420772018315621,0.38867265862723194,nan,0.2714521427684762,nan,nan,1000.0,0.2933536491886639,0.22026591846516738,11456,816,19083,99,nan,0.0,2.740255228577984,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.740255228577984,1.198243396243723,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,5.4730368094929105,0.3648113223910332,nan,0.428293173927977,nan,nan,1000.0,0.4154081841216344,0.3225411516619643,11496,750,19071,71,nan,0.0,2.7974350002284623,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.7974350002284623,1.2248789793239028,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,5.4730368094929105,0.3574726578344901,nan,0.367919508636194,nan,nan,1000.0,0.4639063639063639,0.2566994610709781,11618,254,18521,15,nan,0.0,2.8265140651197527,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.8265140651197527,1.2451006719122488,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,5.4730368094929105,0.34762265771627426,nan,0.4188670700192712,nan,nan,1000.0,0.44380622348536797,0.3025605505229652,11582,411,18698,39,nan,0.0,2.850828335009635,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.850828335009635,1.2670553889971223,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,5.4730368094929105,0.343386658107241,nan,0.37012293616338077,nan,nan,1000.0,0.3393352999703455,0.2717228863785,11573,422,18680,43,nan,0.0,2.8759105171996775,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.8759105171996775,1.2766007320892983,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,5.4730368094929105,0.33570899282892547,nan,0.3784848159826772,nan,nan,1000.0,0.4120113417583843,0.2864454527353578,11578,423,18697,38,nan,0.0,2.9016920085427182,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.9016920085427182,1.2778473285804828,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,5.4730368094929105,0.3253043249001106,nan,0.4351620064262568,nan,nan,1000.0,0.5501028422118809,0.3135539143676229,11448,940,19305,33,nan,0.0,2.9329974962886363,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.9329974962886363,1.281951465064276,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,5.4730368094929105,0.31177299256126084,nan,0.419987582304207,nan,nan,1000.0,0.45609845824040196,0.32281778467818967,11511,698,19001,74,nan,0.0,2.9939650968047955,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.9939650968047955,1.288123427690403,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,5.4730368094929105,0.2998266590634982,nan,0.41804609810262217,nan,nan,1000.0,0.5479239481345183,0.3067350762952451,11493,734,19067,30,nan,0.0,3.0236742753317016,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.0236742753317016,1.2887320128255138,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,5.4730368094929105,0.2974696581810713,nan,0.4761894345192805,nan,nan,1000.0,0.4469731800766283,0.3449860574860575,11639,182,18428,11,nan,0.0,3.0379991212559854,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.0379991212559854,1.2890062033748741,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,5.4730368094929105,0.2903023262818654,nan,0.40051832091576484,nan,nan,1000.0,0.33193266724024567,0.32915337446073034,11545,563,18817,81,nan,0.0,3.060279694418528,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.060279694418528,1.3075504975196903,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,5.4730368094929105,0.2852026590456565,nan,0.4013498241783911,nan,nan,1000.0,0.45029613432691307,0.3096331597597009,11531,590,18867,44,nan,0.0,3.0709035728153755,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.0709035728153755,1.3125215301386026,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,5.4730368094929105,0.2789883247514566,nan,0.4416320053832851,nan,nan,1000.0,0.5001587703200607,0.3140866474095127,11547,547,18858,22,nan,0.0,3.0860410892131367,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.0860410892131367,1.322428975737864,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,5.4730368094929105,0.26327632697920006,nan,0.3114980706598953,nan,nan,1000.0,0.3605853675259289,0.22862900234981023,11342,1250,19576,86,nan,0.0,3.13747724723566,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.13747724723566,1.3308291858233998,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,5.4730368094929105,0.24454932761689027,nan,0.3219852812850901,nan,nan,1000.0,0.32265625537050663,0.25346456839135306,11432,952,19212,118,nan,0.0,3.1882702418189104,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.1882702418189104,1.338789000074108,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,5.4730368094929105,0.2382756608724594,nan,0.37598638842510534,nan,nan,1000.0,0.38521918121075915,0.2971085339189334,11564,485,18758,39,nan,0.0,3.2103134945741787,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.2103134945741787,1.3410793137584829,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,5.4730368094929105,0.23843632757663727,nan,0.4782134616887429,nan,nan,1000.0,0.7259931385385106,0.3374044647770057,11593,365,18654,6,nan,0.0,3.2103134945741787,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.2103134945741787,1.3410793137584829,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,5.4730368094929105,0.23198599425454935,nan,0.3654166095220331,nan,nan,1000.0,0.39076284127127514,0.3006139168691234,11562,444,18699,57,nan,0.0,3.230721895210306,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.230721895210306,1.3407279493020732,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,5.4730368094929105,0.226237327704827,nan,0.40658352360094735,nan,nan,1000.0,0.5887573494510492,0.29037490434394697,11459,854,19203,16,nan,0.0,3.2421478614904973,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.2421478614904973,1.343385492114345,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,5.4730368094929105,0.22111666065951188,nan,0.43700126947813195,nan,nan,1000.0,0.4343563764272764,0.3137319687967582,11543,590,18881,44,nan,0.0,3.258205374437004,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.258205374437004,1.338610234067821,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,5.4730368094929105,0.21175232810278732,nan,0.2961571063487797,nan,nan,1000.0,0.2978626895008642,0.2588618622016915,11516,653,18879,128,nan,0.0,3.2800277378957996,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.2800277378957996,1.3413362524896477,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,5.4730368094929105,0.20737532772123812,nan,0.4489907845073191,nan,nan,1000.0,0.41444518163683247,0.32598136027251884,11586,413,18700,27,nan,0.0,3.30504662784144,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.30504662784144,1.3303906151757254,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,5.4730368094929105,0.20207932812472185,nan,0.38352886578836715,nan,nan,1000.0,0.39018353464471367,0.3112336663426331,11397,1139,19446,124,nan,0.0,3.332344646083158,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.332344646083158,1.3267903889678947,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,5.4730368094929105,0.1960369947552681,nan,0.35964150597671624,nan,nan,1000.0,0.34120842678341,0.26740070910080344,11490,753,19026,77,nan,0.0,3.35456208454072,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.35456208454072,1.3323958500495998,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,5.4730368094929105,0.19241732868055503,nan,0.37232069744552754,nan,nan,1000.0,0.41227353039642384,0.2852655020019418,11447,905,19217,81,nan,0.0,3.3603154826979793,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.3603154826979793,1.3371152625335425,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,5.4730368094929105,0.19291632883250714,nan,0.3843426430534846,nan,nan,1000.0,0.3832689764388002,0.2909966567410194,11537,576,18844,65,nan,0.0,3.3603154826979793,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.3603154826979793,1.3371152625335425,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,5.4730368094929105,0.19260666124522685,nan,0.3674928587169883,nan,nan,1000.0,0.4316336269189867,0.260782541618455,11560,481,18771,30,nan,0.0,3.3603154826979793,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.3603154826979793,1.3371152625335425,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,5.4730368094929105,0.19343266141911347,nan,0.3885416643961571,nan,nan,1000.0,0.37436656002964247,0.2729862953138815,11611,289,18553,19,nan,0.0,3.3603154826979793,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.3603154826979793,1.3371152625335425,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,5.4730368094929105,0.18879532831410567,nan,0.4774530060626052,nan,nan,1000.0,0.4610710344043677,0.3351381678563703,11600,328,18605,17,nan,0.0,3.3757213731970652,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.3757213731970652,1.341306242604306,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,5.4730368094929105,0.18862132904430232,nan,0.4204652645632914,nan,nan,1000.0,0.5644689429027241,0.29974314769083404,11492,702,19032,18,nan,0.0,3.3757213731970652,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.3757213731970652,1.341306242604306,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,5.4730368094929105,0.18874766267836093,nan,0.4191571110288261,nan,nan,1000.0,0.485369532428356,0.32256897562025993,11607,281,18543,9,nan,0.0,3.3757213731970652,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.3757213731970652,1.341306242604306,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,5.4730368094929105,0.18467632872362932,nan,0.3948401281165409,nan,nan,1000.0,0.38571891696891697,0.29775928710819166,11550,535,18806,55,nan,0.0,3.3999989699341064,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.3999989699341064,1.3398482881089746,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,5.4730368094929105,0.17937966234982014,nan,0.3510796893000283,nan,nan,1000.0,0.4482409219103691,0.24887501733196535,11569,426,18704,25,nan,0.0,3.418885179992604,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.418885179992604,1.3426637339182783,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,5.4730368094929105,0.17843099541962146,nan,0.3668124485977943,nan,nan,1000.0,0.4033863706728982,0.2640345156215655,11495,740,19038,53,nan,0.0,3.418885179992604,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.418885179992604,1.3426637339182783,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,5.4730368094929105,0.17694632877906163,nan,0.4523062700733081,nan,nan,1000.0,0.48032246957557095,0.32400791412888186,11575,430,18715,22,nan,0.0,3.431431880213717,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.431431880213717,1.3418566342826481,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,5.4730368094929105,0.1750146624694268,nan,0.3605361532997882,nan,nan,1000.0,0.5457549214707221,0.25951214677994866,11560,497,18795,10,nan,0.0,3.441648546878269,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.441648546878269,1.3439041662098297,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,5.4730368094929105,0.16654932955900828,nan,0.3666824793195206,nan,nan,1000.0,0.22959994026786223,0.32946770662287905,11601,340,18538,105,nan,0.0,3.46988619982074,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.46988619982074,1.3475534355462002,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,5.4730368094929105,0.16473499598602453,nan,0.41282662406566106,nan,nan,1000.0,0.4431132262583613,0.29650363922261025,11496,743,19054,43,nan,0.0,3.481750085558656,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.481750085558656,1.3472066241605505,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,5.4730368094929105,0.16189532880981763,nan,0.41167526570602786,nan,nan,1000.0,0.5459378445856247,0.29543067640326254,11500,711,19037,26,nan,0.0,3.49631250408742,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.49631250408742,1.3420597823901996,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,5.4730368094929105,0.16169632916649182,nan,0.42526760321823787,nan,nan,1000.0,0.3616921207577492,0.31487594398778607,11566,496,18759,51,nan,0.0,3.49631250408742,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.49631250408742,1.3420597823901996,nan,nan,nan,nan
