algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_kept_honest,balance_kept_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_threshold_honest,balance_threshold_attacker
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,10,0.0,0.8386059790849686,0.7236708591381709,nan,0.09224065045515696,0.0936882770434022,,nan,nan,0,0,0,32034,60.10526315789474,154.46,5.331214402851305,5.324295361042022,9.908499284243971,9.895639677476275
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,11,0.0,0.8440626466274261,0.6818888050317764,nan,0.08417099903027217,0.08571201574057341,,nan,nan,0,0,0,31680,53.5,153.585,5.363676044676039,5.355602781772614,9.902594067125735,9.887688945216077
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,12,0.0,0.8482379800081253,0.6476301548878352,nan,0.07749786163369815,0.07890326909720898,,nan,nan,0,0,0,30700,39.0,151.355,5.3922483270818535,5.384959602355957,9.889196920438923,9.875829651399915
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,13,0.0,0.8518439775705338,0.6189277714490891,nan,0.07182568232218424,0.07327552631497383,,nan,nan,0,0,0,30976,37.0,151.735,5.421495213228114,5.412566800117492,9.87676959505811,9.860503993840215
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,14,0.0,0.8551826453208924,0.5944391433397929,nan,0.06703397048016389,0.06855153452605009,,nan,nan,0,0,0,30632,42.55555555555556,151.245,5.447728951772054,5.438592557907104,9.858617997762341,9.842084095692499
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,15,0.0,0.8580069796244303,0.5735459121068319,nan,0.06289813087632258,0.06437214244157076,,nan,nan,0,0,0,31250,45.8125,152.585,5.474614918231964,5.463184485435486,9.841444042195537,9.820896119387305
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,16,0.0,0.8603516447544098,0.555434490442276,nan,0.059285635724663735,0.060925194919109346,,nan,nan,0,0,0,31002,53.09090909090909,152.09,5.498697020790794,5.486508281230926,9.819056183502958,9.79729067831293
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,17,0.0,0.8624216453234355,0.5397137242555619,nan,0.05622813211133083,0.0579783071577549,,nan,nan,0,0,0,31054,40.125,152.06,5.521474063396454,5.508711090087891,9.794216375260081,9.771576891538801
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,18,0.0,0.8644949783881505,0.5258532504240672,nan,0.053672184559206165,0.055376943834125995,,nan,nan,0,0,0,30858,35.0,151.49,5.546787083148956,5.529880537986755,9.773741688683408,9.743951433029752
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,19,0.0,0.8661226459344228,0.5136535805463791,nan,0.05117601584643126,0.05287649478763342,,nan,nan,0,0,0,31020,53.81818181818182,152.14,5.5651913556185635,5.550123462677002,9.741013979611639,9.714639943858337
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,20,0.0,0.8676863125960033,0.5027289981643359,nan,0.04903679298857848,0.050998207591474054,,nan,nan,0,0,0,30732,32.333333333333336,151.235,5.587249342600504,5.5695324754714965,9.714642458432623,9.683837849744487
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,21,0.0,0.8690609792868297,0.4929730806748072,nan,0.04718044526875019,0.04910571848973632,,nan,nan,0,0,0,30810,40.833333333333336,151.6,5.606924970944722,5.588173274993896,9.684076606074377,9.651689359763317
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,22,0.0,0.8703759789466858,0.4840514540672302,nan,0.04546325415372848,0.04750262081623077,,nan,nan,0,0,0,31378,43.68421052631579,152.74,5.626233201277883,5.606115636825561,9.65285770815172,9.618342255246441
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,23,0.0,0.8714733123779297,0.4761134336392085,nan,0.04386079091578722,0.046000969260931016,,nan,nan,0,0,0,30674,33.07692307692308,151.22,5.64623473240779,5.623418443202972,9.622807716533194,9.583922198266908
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,24,0.0,0.8724409784873327,0.46896281202634177,nan,0.042560686183472474,0.044679310228675606,,nan,nan,0,0,0,30930,38.13333333333333,151.79,5.660674317677816,5.6401162791252135,9.583314720943834,9.548510713075085
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,25,0.0,0.8734493128458659,0.46241394837697347,nan,0.04124097570776939,0.04344300063326955,,nan,nan,0,0,0,30858,42.833333333333336,151.72,5.679048220316569,5.65627423286438,9.550538105902985,9.512238759507689
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,26,0.0,0.8743619781732559,0.456262384057045,nan,0.04005737694601218,0.042264974545687437,,nan,nan,0,0,0,30894,41.46153846153846,151.775,5.69752729856051,5.671926689147949,9.517949662380259,9.475182809507688
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,27,0.0,0.8751719778776169,0.4508960852026939,nan,0.039072229017814,0.04121734671294689,,nan,nan,0,0,0,31368,48.411764705882355,152.725,5.715949142680449,5.687109384536743,9.485277660106348,9.437419796641334
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,28,0.0,0.8759266432126364,0.4457291198770205,nan,0.03807412159939607,0.04038112537935376,,nan,nan,0,0,0,31238,43.64705882352941,152.48,5.729963162366082,5.701895308494568,9.44535370366917,9.399086249584897
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,29,0.0,0.8766529778639476,0.4409910229841868,nan,0.037070385900636514,0.039501628633588554,,nan,nan,0,0,0,31418,51.0,153.01,5.744178682565689,5.716277539730072,9.405871477182993,9.36018442981191
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,30,0.0,0.8772686435778936,0.43668311546246213,nan,0.03642297363529603,0.0387697721272707,,nan,nan,0,0,0,31504,42.36363636363637,152.86,5.761222319169478,5.730282127857208,9.371097085333282,9.320770345526466
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,31,0.0,0.8778069800138474,0.43269259164730706,nan,0.035595396993060906,0.03814655605703592,,nan,nan,0,0,0,30888,43.833333333333336,151.81,5.778871178627014,5.7439369869232175,9.337347450432494,9.280901705968631
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,32,0.0,0.8784129784504573,0.4289680287241936,nan,0.034790100529789925,0.037221690732985736,,nan,nan,0,0,0,30856,40.15384615384615,151.67,5.7994262621952934,5.757265660762787,9.308297185617993,9.240627835252011
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,33,0.0,0.8789556451638539,0.42555943061908086,nan,0.03408027805387974,0.03670906765386462,,nan,nan,0,0,0,30810,40.833333333333336,151.6,5.804891347885132,5.770303056240082,9.255161647895875,9.200015011875525
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,34,0.0,0.8794636440277099,0.42232456237077715,nan,0.03340343880156676,0.03597145020961762,,nan,nan,0,0,0,32356,58.69565217391305,155.03,5.820351393326469,5.783049840927124,9.218151081577961,9.159073661271547
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,35,0.0,0.8800046430031458,0.41932199567556383,nan,0.03281739658986529,0.03539524106308818,,nan,nan,0,0,0,30774,40.0,151.47,5.83057717482249,5.795543291568756,9.172988903628166,9.117871646330686
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,36,0.0,0.8803109782934189,0.4165538435180982,nan,0.03225520271807909,0.03489306787028909,,nan,nan,0,0,0,30930,45.666666666666664,151.91,5.852854172388713,5.807792201042175,9.146853577805985,9.076430628302385
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,37,0.0,0.8807863124211629,0.41399423211812975,nan,0.03173024129743377,0.03439921816810965,,nan,nan,0,0,0,30268,20.636363636363637,150.205,5.862978285009211,5.8197895979881284,9.101794223160201,9.034747319193418
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,38,0.0,0.8811726438999176,0.41159596780935925,nan,0.031187879803280034,0.033888236796483395,,nan,nan,0,0,0,31402,38.375,152.405,5.877877910931905,5.831564583778381,9.064294168767598,8.99287424007647
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,39,0.0,0.8814929775396982,0.40928253322839736,nan,0.030749487994859617,0.0333373305760324,,nan,nan,0,0,0,30658,33.07692307692308,151.14,5.887563265286959,5.843133499622345,9.018903097595972,8.950843064417114
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,40,0.0,0.8818356434504191,0.4070866695046425,nan,0.030066669825464486,0.03296122746542096,,nan,nan,0,0,0,31066,42.733333333333334,152.125,5.903557999928792,5.854502372741699,8.983315892430427,8.9086690107824
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,41,0.0,0.8822529774904251,0.40504555652538937,nan,0.029680179034670195,0.03271745474077761,,nan,nan,0,0,0,31426,39.43478260869565,152.595,5.912066169407057,5.865677123069763,8.936486978496566,8.866366804489843
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,42,0.0,0.8824866451819737,0.4031668640176455,nan,0.029304106732209522,0.03207065610215068,,nan,nan,0,0,0,31316,53.714285714285715,152.82,5.926808186939785,5.876648190021515,8.89924403806357,8.823927604758397
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,43,0.0,0.8827409770091375,0.40141432791948317,nan,0.028907860356072585,0.031781618017703295,,nan,nan,0,0,0,31224,41.388888888888886,152.395,5.940743128458659,5.887475576400757,8.860897687160893,8.781446628829567
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,44,0.0,0.883024978240331,0.3997930803894997,nan,0.028496725286046663,0.03152736430056393,,nan,nan,0,0,0,31312,43.833333333333336,152.615,5.95061797565884,5.898154280185699,8.816652441368456,8.738920318306857
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,45,0.0,0.8832899765173594,0.3982521711786588,nan,0.02806673587610324,0.030979485204443335,,nan,nan,0,0,0,31786,50.38095238095238,153.64,5.959459690820603,5.9086447429656985,8.771083412512027,8.696294393144324
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,46,0.0,0.8836069784561793,0.3966631648937861,nan,0.02768812091400226,0.03067648984491825,,nan,nan,0,0,0,30978,50.72727272727273,152.1,5.978048714724454,5.919000329971314,8.739981387212,8.653651916122845
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,47,0.0,0.8837709784507751,0.3953792307774226,nan,0.027361715622246267,0.030373256569728255,,nan,nan,0,0,0,31756,58.294117647058826,153.825,5.988467721378102,5.929233243465424,8.697040138851179,8.611014020655468
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,48,0.0,0.8840399793783824,0.39406186789274217,nan,0.027014488310863574,0.030004910184070466,,nan,nan,0,0,0,30596,34.54545454545455,151.08,5.9888154376636855,5.939330377578735,8.639754342353207,8.568364805106533
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,49,0.0,0.8842639772097269,0.3927478531996409,nan,0.026674367853750786,0.029813263509422542,,nan,nan,0,0,0,30688,38.81818181818182,151.305,6.008527105504816,5.949297246932983,8.610595603051005,8.525715506675853
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,50,0.0,0.8842023104429245,0.392365517616272,nan,0.026178354906539122,0.5887385189533234,,nan,0.0,0,0,30411,605,43.214285714285715,152.055,6.024019922528948,5.761506407260895,8.575437209173641,8.201738550189862
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,51,0.0,0.883298643231392,0.3940007221698761,nan,0.026054816587517658,1.6970161971449853,,nan,0.0,0,0,30384,530,48.18181818181818,151.92,6.034767280925404,5.794294581413269,8.53365541567314,8.193607314564163
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,52,0.0,0.8721449784437816,0.4667690866192182,0.9062871768403509,0.027466924221565325,12.467805826663971,,1.0,0.8383130982820967,6317,0,24083,580,10.923076923076923,122.605,6.047752930567815,14.433688764572144,8.495194356934649,20.274801690854122
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,53,0.0,0.8837343108654022,0.3922697724898656,1.0,0.039112277111659446,102.89331260681152,,1.0,1.0,6684,0,23671,551,8.0,120.63,6.057149291038513,110.52437936782837,8.451859327671,154.22048587725473
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,54,0.0,0.8843979785839716,0.38995800316333773,1.0,0.02666416424016158,950.5773951721192,,1.0,1.0,6528,0,24000,766,8.117647058823529,123.14,6.06346882090849,1017.3710871887207,8.404460383034449,1410.1589782465762
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,55,0.0,0.8846453116337458,0.38893301258484525,1.0,0.02535467772434155,9269.313061523437,,1.0,1.0,2803,0,27511,498,6.461538461538462,139.625,6.0503877859849196,9915.049650878906,8.33060609530175,13651.748611578527
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,56,0.0,0.8848479763666789,0.38804675489664076,1.0,0.024829841951529184,93697.94509765625,,1.0,1.0,1671,0,28537,358,5.0,144.225,6.091430139541626,100356.673125,8.331387998691106,137260.1118142525
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,57,0.0,0.8850156454245249,0.38706927210092545,1.0,0.024526236498107513,1018031.4359375,,1.0,1.0,674,0,29682,700,12.2,150.69,6.086701655387879,1089634.7575,8.269605859213154,1480415.910815672
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,58,0.0,0.8851299784580866,0.38629402538140617,1.0,0.02424500192825993,11088044.3275,,1.0,1.0,787,0,29898,1091,12.75,153.415,6.105494777361552,11880070.6325,8.240021854130854,16033433.03205994
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,59,0.0,0.8852236433823903,0.385596898496151,1.0,0.02401410904402534,119918810.56,,1.0,1.0,443,0,29900,559,7.733333333333333,151.715,6.116021474202474,128495682.12,8.199383592284724,172266463.10811856
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,60,0.0,0.8854356437921524,0.38479406654834747,1.0,0.023748161991437276,1271362452.8,,1.0,1.0,467,0,29900,537,5.833333333333333,151.835,6.120967348416646,1366182355.84,8.15148941932726,1819389058.0680993
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,61,0.0,0.8855949753522873,0.3842049644390742,1.0,0.023437273496141036,14120784501.76,,1.0,1.0,372,0,29900,530,9.875,151.36,6.141046553850174,15135673364.48,8.123889349051508,20022733024.117958
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,62,0.0,0.8855919770399729,0.3836854452888171,1.0,0.02332129153733452,150515872890.88,,1.0,1.0,592,0,29900,720,8.0,152.46,6.1460714638233185,161871148687.36,8.076513419322364,212713846929.68015
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,63,0.0,0.8857943109671275,0.3830587485432625,1.0,0.022979979272931814,1668822774579.2,,1.0,1.0,641,0,29900,829,9.894736842105264,152.705,6.152608996943424,1789523840860.16,8.0313829247333,2335976693143.9224
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,64,0.0,0.8858166444301605,0.38251493563254674,1.0,0.022736899871379137,18053895993425.92,,1.0,1.0,1008,0,29900,1162,8.555555555555555,154.54,6.151020103030735,19364923194736.64,7.975958150373,25110276734472.754
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,65,0.0,0.8859496456384659,0.3819711208343506,1.0,0.02249890936538577,193580871314309.12,,1.0,1.0,734,0,29900,914,9.473684210526315,153.17,6.170265423624139,207549945253724.16,7.947751321127889,267339447874420.88
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,66,0.0,0.8860633111000061,0.3814896857738495,1.0,0.022321581710129976,2080742542587986.0,,1.0,1.0,554,0,29900,692,8.625,152.27,6.172684580087662,2230019898967326.8,7.898037882356709,2853342239010550.5
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,67,0.0,0.886134644150734,0.381138402223587,1.0,0.022064966013034183,2.227382491889533e+16,,1.0,1.0,554,0,29900,776,11.1,152.27,6.201721858978272,2.3872643191516692e+16,7.882466164234747,3.0342428520162796e+16
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,68,0.0,0.8861866436402003,0.38074341386556626,1.0,0.021893476992845537,2.341365883137006e+17,,1.0,1.0,798,0,29900,1018,10.476190476190476,153.49,6.207836809612456,2.512891550777947e+17,7.8378117037684705,3.1726946778773094e+17
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,69,0.0,0.886266311009725,0.38031737079223,1.0,0.021681173387914896,2.534629864947298e+18,,1.0,1.0,317,0,29900,345,3.111111111111111,151.085,6.224393844604492,2.7134721760217057e+18,7.806498884784544,3.4031775695506806e+18
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,70,0.0,0.8863279767831167,0.38002579589684804,1.0,0.021426331947247187,inf,,1.0,1.0,147,0,29900,185,4.75,150.235,6.224941968917847,inf,7.75531152959542,inf
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,71,0.0,0.8864013115564983,0.37976069619258246,1.0,0.021266199660797912,nan,,1.0,1.0,30181,281,0,58,5.8,0.0,6.217851209640503,nan,7.695006122494531,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,72,0.0,0.8864919775724411,0.3794741201400757,1.0,0.021124623970439037,nan,,1.0,1.0,30441,541,0,108,7.2,0.0,6.240177090962728,nan,7.67132288575718,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,73,0.0,0.8865286425749461,0.37918283194303515,1.0,0.020836838570733866,nan,,1.0,1.0,30518,618,0,206,10.3,0.0,6.249170184135437,nan,7.631332973085788,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,74,0.0,0.8865466443697612,0.37890466620524726,1.0,0.020593921194473903,nan,,1.0,1.0,30546,646,0,128,8.533333333333333,0.0,6.259044647216797,nan,7.592604958094463,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,75,0.0,0.8865836447477341,0.3787477245926857,1.0,0.020352767513444028,nan,,1.0,1.0,30444,544,0,104,7.428571428571429,0.0,6.275328840528216,nan,7.561778413464171,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,76,0.0,0.8866239766279856,0.37851746012767157,1.0,0.0201826771410803,nan,,1.0,1.0,30489,589,0,122,7.625,0.0,6.288332998752594,nan,7.527100130207791,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,77,0.0,0.8866596440474193,0.37832941631476086,1.0,0.020002526380121708,nan,,1.0,1.0,30241,341,0,186,10.941176470588236,0.0,6.294360104729147,nan,7.484252837170605,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,78,0.0,0.8867139786481857,0.3781888964772224,1.0,0.01981355493888259,nan,,1.0,1.0,30513,613,0,48,4.363636363636363,0.0,6.2882677858526055,nan,7.427327881323561,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,79,0.0,0.886719978650411,0.37808253238598505,1.0,0.01958925347775221,nan,,1.0,1.0,30375,475,0,148,9.25,0.0,6.315234988927841,nan,7.4096174631439915,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,80,0.0,0.8868329779307047,0.3778900787234306,1.0,0.01950163103019198,nan,,1.0,1.0,30373,473,0,152,9.5,0.0,6.31718248128891,nan,7.362654101797391,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,81,0.0,0.886817311445872,0.3777622854709625,1.0,0.01936560424044728,nan,,1.0,1.0,30529,629,0,86,6.142857142857143,0.0,6.332963194165911,nan,7.332003150413378,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,82,0.0,0.886843310991923,0.37773568640152616,1.0,0.01897120339795947,nan,,1.0,1.0,30012,112,0,12,2.4,0.0,6.34035005569458,nan,7.291781033037845,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,83,0.0,0.8869143110513688,0.3776250629623731,1.0,0.018991948204735914,nan,,1.0,1.0,30394,494,0,114,7.6,0.0,6.34406483968099,nan,7.24757467614072,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,84,0.0,0.886949976682663,0.37757000207901004,1.0,0.018816212322562934,nan,,1.0,1.0,30661,761,0,86,6.142857142857143,0.0,6.353448901857648,nan,7.210067501834687,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,85,0.0,0.8869286439816157,0.37755873988072075,1.0,0.018589178218195834,nan,,1.0,1.0,30150,250,0,98,8.166666666666666,0.0,6.362136562665303,nan,7.171953740371733,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,86,0.0,0.8869599771499633,0.3775319276253382,1.0,0.018435519800210992,nan,,1.0,1.0,30299,399,0,56,5.090909090909091,0.0,6.373205575076017,nan,7.136694782541152,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,87,0.0,0.8869716441631317,0.3775034906466802,1.0,0.0182907797023654,nan,,1.0,1.0,30388,488,0,50,4.545454545454546,0.0,6.384787082672119,nan,7.102157821066367,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,88,0.0,0.8870003112157185,0.37747300148010254,1.0,0.018061769707128406,nan,,1.0,1.0,30189,289,0,52,5.2,0.0,6.38900351524353,nan,7.059626589135883,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,89,0.0,0.8870693117380142,0.37745766510566076,1.0,0.01795685869641602,nan,,1.0,1.0,30475,575,0,76,5.846153846153846,0.0,6.391595657055195,nan,7.01556413959987,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,90,0.0,0.8870156433184941,0.3774308017889659,1.0,0.017764098836729924,nan,,1.0,1.0,30680,780,0,276,12.0,0.0,6.405778408050537,nan,6.984413148168904,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,91,0.0,0.8870573111375173,0.37752558082342147,1.0,0.017604446016872922,nan,,1.0,1.0,30129,229,0,52,5.2,0.0,6.414191627502442,nan,6.947117494097614,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,92,0.0,0.8870856432120006,0.3775120049715042,1.0,0.017454962714885672,nan,,1.0,1.0,30284,384,0,156,9.75,0.0,6.421346694231033,nan,6.90865547205707,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,93,0.0,0.8870893108844757,0.37755603979031244,1.0,0.017271276783819,nan,,1.0,1.0,30408,508,0,126,7.875,0.0,6.421933442354202,nan,6.863378035257161,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,94,0.0,0.8871363105376562,0.37757920096317926,1.0,0.017145367202659446,nan,,1.0,1.0,30316,416,0,54,4.909090909090909,0.0,6.447673667560924,nan,6.84510118723571,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,95,0.0,0.8871596433718999,0.3776506126920382,1.0,0.017019056264931956,nan,,1.0,1.0,30556,656,0,192,10.105263157894736,0.0,6.449638191022371,nan,6.801690711889617,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,96,0.0,0.8871153092384338,0.3777608650922775,1.0,0.01682874614993731,nan,,1.0,1.0,30539,639,0,276,13.8,0.0,6.463294816017151,nan,6.770803295832094,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,97,0.0,0.8871093104283015,0.37778718094031016,1.0,0.016705243062848846,nan,,1.0,1.0,30567,667,0,154,8.555555555555555,0.0,6.462444331910875,nan,6.724929707429255,nan
