algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,balance_threshold_honest,balance_threshold_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,6.24660826866303,0.7965039789676667,0.581780747572581,1.0,1.602274689823389,nan,1000.0,1.0,1.0,30408,508,0,126,5362.475096052078,0.0,7.827934901490404,nan,4.569997895493852,0.0,139.06510257720947,0.0,0.6159376593031676,0.0,0.5607890747487545,0.0,0.6159376593031676,0.0,139.06510257720947,0.0,7.324451118707657,nan,7.875,0.0,4.569997895493852,1.140770122783548,0.5607890747487545,0.6159376593031676,7.416805470784505,285.99867178944413
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,6.24660826866303,0.7966243135929107,0.5819137189785639,1.0,1.0266139209270477,nan,1000.0,1.0,1.0,30316,416,0,54,5332.1700974558435,0.0,7.19054588199829,nan,4.607740206345508,0.0,143.1915810324929,0.0,0.6346026763885058,0.0,0.49761138212951744,0.0,0.6346026763885058,0.0,143.1915810324929,0.0,6.773061795668169,nan,4.909090909090909,0.0,4.607740206345508,1.1137952359187906,0.49761138212951744,0.6346026763885058,5.250357971191407,195.51290357338095
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,6.480461563992518,0.7963926460345586,0.5823822814226151,1.0,1.022465789396512,nan,1000.0,1.0,1.0,30556,656,0,192,4942.506182326151,0.0,7.219556986137817,nan,4.653568194265518,0.0,143.32136214406867,0.0,0.635635922755236,0.0,0.4688219459433305,0.0,0.635635922755236,0.0,143.32136214406867,0.0,6.845875890631425,nan,10.105263157894736,0.0,4.653568194265518,1.1105463949319425,0.4688219459433305,0.635635922755236,9.077019602457682,313.0253915473229
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,6.898126966712259,0.796419312953949,0.582685553630193,1.0,0.9527568832039833,nan,1000.0,1.0,1.0,30539,639,0,276,5353.547521016228,0.0,7.047775243462975,nan,4.703256753647154,0.0,143.8321044921875,0.0,0.6374230834631669,0.0,0.45665207747370007,0.0,0.6374230834631669,0.0,143.8321044921875,0.0,6.727687573432922,nan,13.8,0.0,4.703256753647154,1.1116539441709112,0.45665207747370007,0.6374230834631669,9.588806966145833,356.9031680677485
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,6.898126966712259,0.7968216460943222,0.5822562628984451,1.0,1.2454303602377574,nan,1000.0,1.0,1.0,30567,667,0,154,5320.159802792299,0.0,7.1847219919990515,nan,4.7615343471265135,0.0,138.2645060221354,0.0,0.6128899638036436,0.0,0.5489336202541987,0.0,0.6128899638036436,0.0,138.2645060221354,0.0,6.904290146297878,nan,8.555555555555555,0.0,4.7615343471265135,1.1020558039188983,0.5489336202541987,0.6128899638036436,8.295870361328125,319.2095881675379
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,6.898126966712259,0.7967236467202504,0.582531449397405,1.0,1.5534772723913193,nan,1000.0,1.0,1.0,30139,239,0,30,5409.755545991196,0.0,7.589033117446242,nan,4.784634142967311,0.0,135.6315574645996,0.0,0.6019924706451016,0.0,0.5286129228770733,0.0,0.6019924706451016,0.0,135.6315574645996,0.0,7.341601550579071,nan,3.75,0.0,4.784634142967311,1.1006163819508656,0.5286129228770733,0.6019924706451016,3.616841532389323,144.26014789309858
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,6.898126966712259,0.7968053116401037,0.5831831864515941,1.0,1.0659474308292072,nan,1000.0,1.0,1.0,30280,380,0,70,5269.9871996342945,0.0,7.279210517972811,nan,4.802008638880885,0.0,140.7843920389811,0.0,0.6234884548754095,0.0,0.46440613456070423,0.0,0.6234884548754095,0.0,140.7843920389811,0.0,7.088983058929443,nan,5.833333333333333,0.0,4.802008638880885,1.1081722312466908,0.46440613456070423,0.6234884548754095,5.631375681559245,210.79948798537177
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,6.898126966712259,0.7971386470397314,0.582902428706487,1.0,1.6540934869221278,nan,1000.0,1.0,1.0,30253,353,0,112,5524.110690515531,0.0,7.022796398800947,nan,4.844195440525259,0.0,135.46146937779017,0.0,0.6002290721471661,0.0,0.6336993489946637,0.0,0.6002290721471661,0.0,135.46146937779017,0.0,6.885017258780343,nan,8.0,0.0,4.844195440525259,1.1014364377531358,0.6336993489946637,0.6002290721471661,6.321535237630209,257.79183222405817
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,6.898126966712259,0.7972056458393733,0.5831995183229446,1.0,1.4437240820664625,nan,1000.0,1.0,1.0,30275,375,0,86,5414.44953598243,0.0,6.853806394872379,nan,4.8858178085374115,0.0,136.88038870004507,0.0,0.6066215684638266,0.0,0.6164612409013969,0.0,0.6066215684638266,0.0,136.88038870004507,0.0,6.7642879119286174,nan,6.615384615384615,0.0,4.8858178085374115,1.0932008783926153,0.6164612409013969,0.6066215684638266,5.931483510335286,234.62614655923855
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,6.898126966712259,0.7969733134905497,0.5835980753103892,1.0,1.305658918531502,nan,1000.0,1.0,1.0,30753,853,0,120,5188.620581002872,0.0,7.345720916287598,nan,4.934391647383574,0.0,137.06424488740808,0.0,0.6081197606714701,0.0,0.47835686715210185,0.0,0.6081197606714701,0.0,137.06424488740808,0.0,7.298270786509795,nan,7.0588235294117645,0.0,4.934391647383574,1.0859110573681774,0.47835686715210185,0.6081197606714701,7.766973876953125,294.0218329234961
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,6.898126966712259,0.7970746465524038,0.5840536822875341,1.0,1.2460538343422942,nan,1000.0,1.0,1.0,30512,612,0,160,5295.846967553514,0.0,6.860100517477088,nan,4.999989609362148,0.0,137.09612613254123,0.0,0.6077484791405485,0.0,0.5378132584608264,0.0,0.6077484791405485,0.0,137.09612613254123,0.0,6.861377663082546,nan,8.88888888888889,0.0,4.999989609362148,1.0383172353812211,0.5378132584608264,0.6077484791405485,8.225767567952474,317.75081805321093
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,6.898126966712259,0.7968489805857341,0.5846472378571829,1.0,0.9571084340413412,nan,1000.0,1.0,1.0,30560,660,0,104,5340.644060027627,0.0,6.83387609476078,nan,5.037603241381109,0.0,140.4257568359375,0.0,0.6227004101717379,0.0,0.34821773394942285,0.0,0.6227004101717379,0.0,140.4257568359375,0.0,6.880868244171142,nan,6.933333333333334,0.0,5.037603241381109,1.0295735292159527,0.34821773394942285,0.6227004101717379,7.021287841796875,267.03220300138133
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,6.898126966712259,0.7970173132419586,0.5844415038824081,1.0,1.3619119418518884,nan,1000.0,1.0,1.0,30067,167,0,26,5034.233045417212,0.0,7.283422406179835,nan,5.053081091610287,0.0,137.20879473005022,0.0,0.6078327892663002,0.0,0.49097547786576407,0.0,0.6078327892663002,0.0,137.20879473005022,0.0,7.382559163229806,nan,3.7142857142857144,0.0,5.053081091610287,1.02674430420953,0.49097547786576407,0.6078327892663002,3.201538543701172,117.46543772640163
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,6.898126966712259,0.7971089804172515,0.5848085878292719,1.0,0.9803174597521623,nan,1000.0,1.0,1.0,30362,462,0,182,5357.521428860546,0.0,6.880491212039878,nan,5.0840575894557265,0.0,138.55746290418836,0.0,0.6139783894015645,0.0,0.3723990035553773,0.0,0.6139783894015645,0.0,138.55746290418836,0.0,7.020793173048231,nan,10.11111111111111,0.0,5.0840575894557265,1.0327342323475677,0.3723990035553773,0.6139783894015645,8.313447774251301,321.4512857316327
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,6.952043937290099,0.7972436471780141,0.5848271499077479,1.0,1.6320840921252966,nan,1000.0,1.0,1.0,30398,498,0,136,5524.591205322226,0.0,7.300546510760965,nan,5.114557650962534,0.0,136.50559902191162,0.0,0.604639454917036,0.0,0.5490220990031958,0.0,0.604639454917036,0.0,136.50559902191162,0.0,7.499242603778839,nan,8.5,0.0,5.114557650962534,1.0363597852225137,0.5490220990031958,0.604639454917036,7.2802986145019535,294.6448642838521
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,6.952043937290099,0.7971253136793772,0.5857854747772216,1.0,1.2235566799839337,nan,1000.0,1.0,1.0,30405,505,0,64,5179.354439592906,0.0,7.231336361089066,nan,5.1419715543237565,0.0,136.60531743367514,0.0,0.6044959470957666,0.0,0.40624668449163437,0.0,0.6044959470957666,0.0,136.60531743367514,0.0,7.477835218111674,nan,5.333333333333333,0.0,5.1419715543237565,1.037409825723751,0.40624668449163437,0.6044959470957666,5.464212697347005,207.17417758371622
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,6.952043937290099,0.7970459798971812,0.5861101746559143,1.0,1.2967068581626966,nan,1000.0,1.0,1.0,30918,1018,0,318,5601.954293664427,0.0,6.918984250346357,nan,5.205319215032583,0.0,137.23193359375,0.0,0.6083948999800742,0.0,0.47842273187751955,0.0,0.6083948999800742,0.0,137.23193359375,0.0,7.202694030908438,nan,12.23076923076923,0.0,5.205319215032583,1.014261377847611,0.47842273187751955,0.6083948999800742,11.893434244791667,485.50270545091695
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,7.243428088106759,0.7970649800697962,0.5864705224831899,1.0,1.1787078933169444,nan,1000.0,1.0,1.0,30644,744,0,326,5361.921198876458,0.0,6.9799423457787695,nan,5.267680882598243,0.0,137.38262685139975,0.0,0.6087102766953351,0.0,0.43391586529711884,0.0,0.6087102766953351,0.0,137.38262685139975,0.0,7.3147545258204145,nan,13.583333333333334,0.0,5.267680882598243,0.9940617368235256,0.43391586529711884,0.6087102766953351,10.99061014811198,428.95369591011666
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,7.243428088106759,0.7971223133802414,0.5867303997278214,1.0,1.2285815376256193,nan,1000.0,1.0,1.0,30322,422,0,102,5268.233704153295,0.0,6.75999635456518,nan,5.298950191279109,0.0,140.87226758684432,0.0,0.6243882797975194,0.0,0.3929932511278561,0.0,0.6243882797975194,0.0,140.87226758684432,0.0,7.13164438520159,nan,7.285714285714286,0.0,5.298950191279109,0.9820958980605424,0.3929932511278561,0.6243882797975194,6.574039154052734,245.8509061938204
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,7.243428088106759,0.7974839800596237,0.5866962019602457,1.0,1.7385830953717232,nan,1000.0,1.0,1.0,30247,347,0,24,5607.022652487523,0.0,6.564520691547092,nan,5.310141991838773,0.0,135.1713161468506,0.0,0.6002290721471661,0.0,0.6272894367575645,0.0,0.6002290721471661,0.0,135.1713161468506,0.0,6.971745669841766,nan,3.0,0.0,5.310141991838773,0.9911751721813934,0.6272894367575645,0.6002290721471661,3.6045684305826824,149.52060406633396
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,7.31231309919451,0.7974313129981359,0.5874894551436106,1.0,1.4795443397015333,nan,1000.0,1.0,1.0,30261,361,0,140,5339.034132564444,0.0,7.384561131500844,nan,5.34229889522529,0.0,136.69913482666016,0.0,0.6052597789087316,0.0,0.4541155290789902,0.0,0.6052597789087316,0.0,136.69913482666016,0.0,7.8951157331466675,nan,8.75,0.0,5.34229889522529,0.9904897828141506,0.4541155290789902,0.6052597789087316,7.290620524088542,284.7484870701037
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,7.31231309919451,0.7971236471335094,0.5880166000127792,1.0,1.3454165001710257,nan,1000.0,1.0,1.0,30662,762,0,108,5370.188731063045,0.0,6.959856676115505,nan,5.367300111599876,0.0,136.0152598063151,0.0,0.6024370273055797,0.0,0.4380332753062248,0.0,0.6024370273055797,0.0,136.0152598063151,0.0,7.49082072575887,nan,7.2,0.0,5.367300111599876,0.9929038391935187,0.4380332753062248,0.6024370273055797,6.800762990315755,268.5094365531523
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,7.31231309919451,0.7974203145503997,0.5880943934122721,1.0,1.6390534043312073,nan,1000.0,1.0,1.0,30424,524,0,110,5208.464028492767,0.0,6.819529895658531,nan,5.395853595877273,0.0,136.758251953125,0.0,0.6052533159155357,0.0,0.5546516905228297,0.0,0.6052533159155357,0.0,136.758251953125,0.0,7.388883876800537,nan,7.333333333333333,0.0,5.395853595877273,0.9907507647991561,0.5546516905228297,0.6052533159155357,6.83791259765625,260.4232014246383
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,7.31231309919451,0.7973856445153554,0.5885035141309103,1.0,1.4780182337219065,nan,1000.0,1.0,1.0,30395,495,0,286,5170.898610235826,0.0,7.1003262479561835,nan,5.434699418847885,0.0,135.35846710205078,0.0,0.6006860891192546,0.0,0.4650363549590111,0.0,0.6006860891192546,0.0,135.35846710205078,0.0,7.744582392952659,nan,13.0,0.0,5.434699418847885,0.9969041170581028,0.4650363549590111,0.6006860891192546,9.926287587483724,379.19923141729396
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,7.31231309919451,0.797373648484548,0.5890653588374456,1.0,0.7344044907526537,nan,1000.0,1.0,1.0,30286,386,0,54,5441.994528610393,0.0,6.2156191690574465,nan,5.466005348181473,0.0,137.26742137562144,0.0,0.608648502062751,0.0,0.3142342228781093,0.0,0.608648502062751,0.0,137.26742137562144,0.0,6.824948744340376,nan,4.909090909090909,0.0,5.466005348181473,0.9683927469135739,0.3142342228781093,0.608648502062751,5.033138783772786,199.53979938238106
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,7.314360429015589,0.797437310218811,0.5898004553715388,1.0,1.5563085079193115,nan,1000.0,1.0,1.0,30843,943,0,320,5684.135355619738,0.0,7.240348968226531,nan,5.514439261374097,0.0,136.2674725341797,0.0,0.6037804808548067,0.0,0.4669423043727875,0.0,0.6037804808548067,0.0,136.2674725341797,0.0,8.003312816619873,nan,12.8,0.0,5.514439261374097,0.9654082335718221,0.4669423043727875,0.6037804808548067,11.35562271118164,473.67794630164485
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,7.314360429015589,0.7972629787524541,0.5902240673700968,1.0,1.1062227059155703,nan,1000.0,1.0,1.0,30516,616,0,214,5368.479383030573,0.0,6.299339566777606,nan,5.55389376997732,0.0,135.67082138061522,0.0,0.6012924963540849,0.0,0.4448380196467042,0.0,0.6012924963540849,0.0,135.67082138061522,0.0,7.009719014167786,nan,10.7,0.0,5.55389376997732,0.9549435858746734,0.4448380196467042,0.6012924963540849,9.044721425374348,357.89862553537165
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,7.426319206330983,0.7974006472031275,0.5906198644638061,1.0,1.228603060756411,nan,1000.0,1.0,1.0,30664,764,0,222,5125.45055429286,0.0,6.810103676782334,nan,5.58168374459262,0.0,137.24834187825522,0.0,0.6082602397301835,0.0,0.3798918163492566,0.0,0.6082602397301835,0.0,137.24834187825522,0.0,7.6287715548560735,nan,10.571428571428571,0.0,5.58168374459262,0.9634034385688464,0.3798918163492566,0.6082602397301835,9.607383931477864,358.78153880050024
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,7.550752029121368,0.7973696458339691,0.5909911012649536,1.0,1.4247030177537132,nan,1000.0,1.0,1.0,30381,481,0,160,5619.6855796278605,0.0,6.981938742294793,nan,5.6044821217879175,0.0,135.31995705997244,0.0,0.6002290721471661,0.0,0.4359377342111924,0.0,0.6002290721471661,0.0,135.31995705997244,0.0,7.873579502105713,nan,9.411764705882353,0.0,5.6044821217879175,0.9762138530598522,0.4359377342111924,0.6002290721471661,7.668130900065104,318.4488495122454
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,7.550752029121368,0.797400312423706,0.5914912275473276,1.0,1.4260761737823486,nan,1000.0,1.0,1.0,30331,431,0,80,5550.71628383018,0.0,7.025152040329713,nan,5.6226216164676135,0.0,135.53135915902945,0.0,0.6007914361893009,0.0,0.44421110244897694,0.0,0.6007914361893009,0.0,135.53135915902945,0.0,7.975303283104529,nan,6.153846153846154,0.0,5.6226216164676135,0.9811778898506973,0.44421110244897694,0.6007914361893009,5.873025563557943,240.5310389659744
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,7.550752029121368,0.7974696459372839,0.5920255037148794,1.0,1.838410101003117,nan,1000.0,1.0,1.0,30164,264,0,44,5546.349248594295,0.0,7.452047688367236,nan,5.635212392097236,0.0,135.37514411078558,0.0,0.6002290721471661,0.0,0.4862837218162086,0.0,0.6002290721471661,0.0,135.37514411078558,0.0,8.516524526807997,nan,4.888888888888889,0.0,5.635212392097236,0.9881712089084136,0.4862837218162086,0.6002290721471661,4.061254323323568,166.39047745782887
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,7.550752029121368,0.7975973125298818,0.5924731083710988,1.0,0.8145310348934598,nan,1000.0,1.0,1.0,30205,305,0,40,5385.812174384135,0.0,6.620975165304932,nan,5.653683667079448,0.0,135.3251020643446,0.0,0.6002290721471661,0.0,0.35992686574657756,0.0,0.6002290721471661,0.0,135.3251020643446,0.0,7.617352114783393,nan,4.444444444444445,0.0,5.653683667079448,0.9824646747484438,0.35992686574657756,0.6002290721471661,4.059753061930339,161.57436523152404
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,7.550752029121368,0.7973569776614507,0.5930278786023457,1.0,1.1662481447060904,nan,1000.0,1.0,1.0,30524,624,0,96,5308.226578868388,0.0,6.070315676186679,nan,5.673752830067844,0.0,136.200341796875,0.0,0.6035809700342081,0.0,0.417728420595328,0.0,0.6035809700342081,0.0,136.200341796875,0.0,7.030539385477701,nan,6.4,0.0,5.673752830067844,0.9837850364606883,0.417728420595328,0.6035809700342081,6.81001708984375,265.41132894341945
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,7.550752029121368,0.7973573140303294,0.5932210862636567,1.0,1.6976240873336792,nan,1000.0,1.0,1.0,30150,250,0,40,5894.389631499102,0.0,6.64857508594106,nan,5.684404364161576,0.0,135.30488395690918,0.0,0.6002290721471661,0.0,0.5703763142228127,0.0,0.6002290721471661,0.0,135.30488395690918,0.0,7.7517765164375305,nan,5.0,0.0,5.684404364161576,0.9878371318159647,0.5703763142228127,0.6002290721471661,3.6081302388509116,157.1837235066427
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,7.550752029121368,0.7972423136234283,0.594307752251625,1.0,1.3784708585590124,nan,1000.0,1.0,1.0,30356,456,0,134,5319.653687057283,0.0,7.211163558130257,nan,5.718286242635793,0.0,135.4249963760376,0.0,0.6002290721471661,0.0,0.39098470751196146,0.0,0.6002290721471661,0.0,135.4249963760376,0.0,8.463954269886017,nan,8.375,0.0,5.718286242635793,0.9712884532043077,0.39098470751196146,0.6002290721471661,7.222666473388672,283.71486330972175
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,7.550752029121368,0.7975476469596227,0.5940717943509419,1.0,0.9447143177191416,nan,1000.0,1.0,1.0,30273,373,0,78,5420.69271132136,0.0,5.883492326021845,nan,5.74330074171465,0.0,135.43261082967123,0.0,0.6002290721471661,0.0,0.47203419109185535,0.0,0.6002290721471661,0.0,135.43261082967123,0.0,6.9518189032872515,nan,6.5,0.0,5.74330074171465,0.9605586185944682,0.47203419109185535,0.6002290721471661,5.417304433186849,216.8277084528544
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,7.550752029121368,0.797287311355273,0.5952883364756902,1.0,1.2589451918999355,nan,1000.0,1.0,1.0,30533,633,0,160,5769.283459200679,0.0,6.270999015062749,nan,5.768183535412221,0.0,135.40364922417535,0.0,0.600229072147166,0.0,0.5003290408187442,0.0,0.600229072147166,0.0,135.40364922417535,0.0,7.4592521455552845,nan,8.88888888888889,0.0,5.768183535412221,0.9705173754697672,0.5003290408187442,0.600229072147166,8.124218953450521,346.15700755204074
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,7.550752029121368,0.7974979805946351,0.5954918464024862,1.0,1.3910063830288975,nan,1000.0,1.0,1.0,30290,390,0,62,5598.842671206026,0.0,6.855308624042706,nan,5.787190677116249,0.0,135.35839150168678,0.0,0.6002290721471661,0.0,0.43339278853752394,0.0,0.6002290721471661,0.0,135.35839150168678,0.0,8.208822467110373,nan,5.636363636363637,0.0,5.787190677116249,0.9713792414487927,0.43339278853752394,0.6002290721471661,4.963141021728515,205.29089794422097
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,7.550752029121368,0.7975173115730285,0.595927105943362,1.0,1.3027213649316267,nan,1000.0,1.0,1.0,30355,455,0,52,5086.576740213805,0.0,6.687018552295791,nan,5.8049021136150545,0.0,135.58178433504972,0.0,0.6002290721471661,0.0,0.39584070308641955,0.0,0.6002290721471661,0.0,135.58178433504972,0.0,8.060865532268178,nan,4.7272727272727275,0.0,5.8049021136150545,0.9706427619927621,0.39584070308641955,0.6002290721471661,4.971332092285156,186.50781380783954
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,7.619633219357791,0.7973776455720266,0.5966866519053777,1.0,1.294228806215174,nan,1000.0,1.0,1.0,30139,239,0,206,5808.818579994797,0.0,6.329339529252721,nan,5.837729832542432,0.0,136.14267775591682,0.0,0.6036027960511774,0.0,0.4129669994992368,0.0,0.6036027960511774,0.0,136.14267775591682,0.0,7.680736008812399,nan,12.117647058823529,0.0,5.837729832542432,0.9555141189731788,0.4129669994992368,0.6036027960511774,7.714751739501953,329.16638619970513
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,7.619633219357791,0.7973129800955454,0.5973910834391912,1.0,1.7491819367689245,nan,1000.0,1.0,1.0,30550,650,0,136,5742.178615155419,0.0,6.79599741879929,nan,5.866206914251773,0.0,135.3892561968635,0.0,0.6002290721471661,0.0,0.4774311158586951,0.0,0.6002290721471661,0.0,135.3892561968635,0.0,8.302195324617273,nan,8.0,0.0,5.866206914251773,0.9514178316210263,0.4774311158586951,0.6002290721471661,7.672057851155599,325.3901215254738
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,7.619633219357791,0.7972883119185765,0.5980501365661621,1.0,1.3848480919996897,nan,1000.0,1.0,1.0,30537,637,0,100,5240.0748403495145,0.0,6.811859114798409,nan,5.8923657530201075,0.0,135.3819844563802,0.0,0.6002290721471663,0.0,0.4028093804915746,0.0,0.6002290721471663,0.0,135.3819844563802,0.0,8.377234935760498,nan,6.666666666666667,0.0,5.8923657530201075,0.9403692684412545,0.4028093804915746,0.6002290721471663,6.76909922281901,262.0037420174758
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,7.675184851911753,0.7974916456143061,0.5984652586778005,1.0,1.6638800789912542,nan,1000.0,1.0,1.0,30325,425,0,122,5694.369717436996,0.0,6.624886946513404,nan,5.911496255320513,0.0,135.54149068196614,0.0,0.6002290721471663,0.0,0.5027830531199773,0.0,0.6002290721471663,0.0,135.54149068196614,0.0,8.20179303487142,nan,8.133333333333333,0.0,5.911496255320513,0.9517872474846059,0.5027830531199773,0.6002290721471663,6.777074534098308,284.7184858718498
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,7.686978441634398,0.7973243131240209,0.5988654559850692,1.0,1.307817895586292,nan,1000.0,1.0,1.0,30413,513,0,68,5837.75700626367,0.0,6.495237363860913,nan,5.927556913345214,0.0,135.39488728841147,0.0,0.6002290721471661,0.0,0.45888204624255496,0.0,0.6002290721471661,0.0,135.39488728841147,0.0,8.095070918401083,nan,5.666666666666667,0.0,5.927556913345214,0.9529183330479971,0.45888204624255496,0.6002290721471661,5.415795491536458,233.51028025054677
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,7.811411264424784,0.7972216461102167,0.5996982500950495,1.0,1.6300440886441399,nan,1000.0,1.0,1.0,30686,786,0,130,5175.659886806756,0.0,7.423220380281038,nan,5.9556329443729075,0.0,135.5820285572725,0.0,0.6002290721471661,0.0,0.4147369868176825,0.0,0.6002290721471661,0.0,135.5820285572725,0.0,9.31350778130924,nan,7.647058823529412,0.0,5.9556329443729075,0.9464680562477426,0.4147369868176825,0.6002290721471661,7.682981618245443,293.2873935857161
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,7.811411264424784,0.7971839793523152,0.6005242311954498,1.0,1.658721923828125,nan,1000.0,1.0,1.0,30285,385,0,78,6189.605672627895,0.0,6.422549929531351,nan,5.9784230339018105,0.0,135.40809396597055,0.0,0.6002290721471661,0.0,0.45623792306734967,0.0,0.6002290721471661,0.0,135.40809396597055,0.0,8.111921016986553,nan,6.0,0.0,5.9784230339018105,0.942993713125815,0.45623792306734967,0.6002290721471661,5.867684071858724,268.21624581387545
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,7.811411264424784,0.797237980167071,0.6010470928748449,1.0,1.5996403238352608,nan,1000.0,1.0,1.0,30551,651,0,134,5770.484532796026,0.0,6.619262381112086,nan,6.002777480064907,0.0,135.52423993278953,0.0,0.6002290721471661,0.0,0.48106470178155336,0.0,0.6002290721471661,0.0,135.52423993278953,0.0,8.416298249188591,nan,7.882352941176471,0.0,6.002777480064907,0.943346636333391,0.48106470178155336,0.6002290721471661,7.679706929524739,326.9941235251081
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,7.811411264424784,0.7971279801925023,0.6018079332510631,1.0,1.128741865130988,nan,1000.0,1.0,1.0,30254,354,0,54,5544.085578887475,0.0,5.725445703990724,nan,6.018144434814788,0.0,135.28198658336294,0.0,0.6002290721471661,0.0,0.4693584438752044,0.0,0.6002290721471661,0.0,135.28198658336294,0.0,7.328517306934703,nan,4.909090909090909,0.0,6.018144434814788,0.9466787463988577,0.4693584438752044,0.6002290721471661,4.960339508056641,203.28313789254076
