algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,0,1.9060445256894678,0.45799132098754247,1.9725588444868725,nan,0.5636386786188398,0.5638626518845559,1000.0,nan,nan,0,0,0,30800,225.45499093191964,225.54495796203614,1.0,1.0,0.04447437226608758,1.9060445256894676,225.45499093191964,225.54495796203614,1.0,1.0,964.6712724282146,959.3900668043229,1.0,1.0,0.7891024336354395,0.9388193239754351,1.0,1.0,93.37435305786133,397.26142453572413
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,1,1.9456442697226521,0.5716356509923934,1.7057354462146759,nan,0.6104986891150475,0.9653140068054199,1000.0,0.0,nan,0,15,0,31153,226.12092208862305,250.6310750579834,1.0035849336753495,1.1108998143207145,0.1349695926266533,1.9372822140338104,226.12092208862305,250.6310750579834,0.9863288700580597,0.877935456931591,1108.0576765940746,1225.2807383617214,1.0035849336753495,1.1108998143207145,0.8558946411895162,0.9616778017084189,0.8859645986446628,1.1029505639025392,107.4882995300293,525.570140995699
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,2,2.054812904863944,0.6212996496756872,1.481204658349355,nan,0.6161812464396159,1.5320079672336577,1000.0,0.0,nan,0,2,0,31304,222.0217508951823,231.57352569580078,0.9843699919561025,1.0267624392442796,0.22701334840700718,2.0286717256977376,222.0217508951823,231.57352569580078,0.9957444151242574,0.9524955835938453,1179.245279401084,1222.1961871672925,0.9843699919561025,1.0267624392442796,0.9476766993232995,1.006593415317698,0.9555129439331764,1.023804826642779,99.29006280517578,524.2558332489494
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,3,2.192675440751966,0.6505673178037008,1.3050334819157918,nan,0.5974092841148376,2.0125352239608763,1000.0,0.0,nan,0,126,0,31256,219.574308013916,227.2578108215332,0.973255613093879,1.0072474209542435,0.34835811427528235,2.156612885031721,219.574308013916,227.2578108215332,0.9971043407917023,0.9620773282647133,1317.874824338965,1320.1771036935168,0.973255613093879,1.0072474209542435,1.0716600225778579,1.0604013960119958,0.9652616021308031,1.0041572566033012,99.68609664916993,580.7858344509652
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,4,2.371871483450103,0.6728669832150141,1.1756456482410431,nan,0.5762056240013668,2.4462794053554533,1000.0,0.0,nan,0,1,0,31207,216.95147378104073,225.77244407653808,0.9627932417116628,1.0002780633408919,0.4377707847801817,2.3018319204504754,216.95147378104073,225.77244407653808,0.9979144207068852,0.9588998144865036,1510.1333226935874,1459.3456937998444,0.9627932417116628,1.0002780633408919,1.1833952390482991,1.1146228304643773,0.9614521719027902,0.9978257852903814,96.38361889648438,626.0220105553582
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,5,2.453991032823318,0.6905123156309128,1.0815445148944856,nan,0.8039020101229349,2.842233209609985,1000.0,0.0,nan,0,2,0,30864,218.3334469265408,225.06605773925781,0.9682096587684116,0.9974597393765349,0.47509629974272694,2.4289668872023036,218.3334469265408,225.06605773925781,0.982149170504676,0.9513994061946869,1782.27627751612,1595.2980974261022,0.9682096587684116,0.9974597393765349,1.2566445347265576,1.1636930828715133,0.9527235587247821,0.9962001665273812,93.95642514038086,670.2002119657311
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,6,2.4975907681219045,0.7020386503140131,1.0112806703646977,nan,0.661132566134135,3.205580422878265,1000.0,0.0,nan,0,37,0,31135,220.73831176757812,224.7169383239746,0.977490792787035,0.9961148526652022,0.5549724894319027,2.475622398072936,220.73831176757812,224.7169383239746,0.962064552307129,0.9422888448834419,2049.347606162245,1692.6937823006642,0.977490792787035,0.9961148526652022,1.323232452888316,1.1738943699292088,0.9436685454013736,0.9948154996504465,96.50892468261719,738.5579411051332
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,7,2.5481799884221488,0.71026698132356,0.9573962893088659,nan,0.610732869969474,3.5395887541770934,1000.0,0.0,nan,0,88,0,30960,217.3230480617947,224.51313842773436,0.9629203073261573,0.9952931455458482,0.6591426916754016,2.514436873704278,217.3230480617947,224.51313842773436,0.967260092496872,0.9325399586558342,2279.2596167787324,1724.8703088191407,0.9629203073261573,0.9952931455458482,1.4012603644869523,1.175732612397589,0.9354067586977547,0.9926201589038555,97.62888510131836,772.0014697316908
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,8,2.595374573840563,0.7164993151028951,0.9145801373322805,nan,0.6986569036608157,3.872527312040329,1000.0,0.0,nan,0,123,0,31791,222.8860493535581,222.99569374084473,0.9876840192679164,0.9889210933573892,0.7616676048002221,2.5561591329014393,222.8860493535581,222.99569374084473,0.9300546749778416,0.9287145686149597,2590.131883581786,1678.8826646472828,0.9876840192679164,0.9889210933573892,1.4794642160407088,1.1776477655496842,0.9288527858631493,0.9887935027562328,99.45103576660156,790.6991325036753
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,9,2.655956093656263,0.7224693125486374,0.8795742150147756,nan,0.7236502170562744,4.182187774181366,1000.0,0.0,nan,0,48,0,31690,229.1574969821506,221.7421329498291,1.0165726742358911,0.9831897866801262,0.8260874520533981,2.6009812600822726,229.1574969821506,221.7421329498291,0.8876923223336538,0.9242190194129943,2903.4554479342437,1582.495052410544,1.0165726742358911,0.9831897866801262,1.5360449752649479,1.1839104213003162,0.9212030535991039,0.9859461718911525,96.94652307128906,737.5224170898504
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,10,2.7251298342578485,0.7274553159872691,0.8503467375040055,nan,0.7393069141789487,4.47267396569252,1000.0,0.0,nan,0,53,0,31981,213.1472336618524,220.42567726135255,0.9442870670600243,0.9774124145558274,0.9314396333587606,2.6495543534302657,213.1472336618524,220.42567726135255,0.9564013951703122,0.9197922244668006,2904.830844323397,1453.2178757218364,0.9442870670600243,0.9774124145558274,1.6186855213873628,1.1816646776505482,0.9229683625643657,0.9745385259603011,96.2698657836914,691.6707223730236
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,11,2.7973207830446816,0.7320576465129852,0.8255344363053639,nan,0.8384680251280466,4.762078375816345,1000.0,0.0,nan,0,7,0,31673,217.8259980943468,218.51807373046876,0.9656375160702146,0.9686512316657558,0.9982792212501402,2.703800355407369,217.8259980943468,218.51807373046876,0.9220800167984433,0.918715872168541,3168.0696444311397,1316.7516578269774,0.9656375160702146,0.9686512316657558,1.680487674913032,1.1869199092843858,0.9189936455783494,0.9684023927633716,95.24896542358398,640.751170330312
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,12,2.879619509848201,0.7360836468140284,0.8042147143681844,nan,0.8797931833700701,5.0242295479774475,1000.0,0.0,nan,0,12,0,30688,214.65756225585938,216.91356910705565,0.9525248728707648,0.9618926560448929,1.0412624895859501,2.7631083947151827,214.65756225585938,216.91356910705565,0.9260312047871676,0.91546905875206,3318.7852578118127,1189.2638390494146,0.9525248728707648,0.9618926560448929,1.7300008516376433,1.1981709765962547,0.9160196919576816,0.9614042882016919,91.48789401245118,548.7188112916257
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,13,2.977787711972791,0.7396219807863236,0.7857305274407069,nan,0.8228391040773952,5.258061208724976,1000.0,0.0,nan,0,119,0,30857,220.34266662597656,215.98558837890624,0.9771644490810186,0.957065799590792,1.0926534369781757,2.8275606192877474,220.34266662597656,215.98558837890624,0.8871773902107688,0.9100663027167321,3597.461260088614,1088.0728637140744,0.9771644490810186,0.957065799590792,1.7866163099020038,1.2082386351152492,0.9082731621056658,0.9586403481683672,93.8858860168457,557.5428283286426
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,14,3.082510982440379,0.7428953123092651,0.7695268962780635,nan,0.9014841781722175,5.4897248601913455,1000.0,0.0,nan,0,3,0,30629,215.2341512044271,214.2963865661621,0.952023850538422,0.9502113529232821,1.1284792003325022,2.8972938345601618,215.2341512044271,214.2963865661621,0.904911908838484,0.906996777355671,3698.212626736034,993.2037768482583,0.952023850538422,0.9502113529232821,1.8360050540235662,1.2238204757154991,0.906906998328615,0.9502894030598192,89.59276934814453,463.8493380205519
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,15,3.203709822323387,0.7459213151534398,0.7552887280782064,nan,0.8904301188886166,5.666369919776916,1000.0,0.0,nan,0,62,0,31188,217.05641174316406,214.07716110229492,0.963922815618117,0.948976349941349,1.182894880316165,2.9714999591326534,217.05641174316406,214.07716110229492,0.8800814654678106,0.8974467810988426,3875.488933396594,923.7923017359997,0.963922815618117,0.948976349941349,1.89833691184276,1.2357551730863097,0.8961604614224699,0.9500834955470354,92.57666961669922,493.5325665630909
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,16,3.347511613644947,0.7487229818105697,0.7425822061300278,nan,0.9789907254955985,5.8224441432952885,1000.0,0.0,nan,0,5,0,30997,211.30115578391334,213.90796485900879,0.9356573025022339,0.9481959241528324,1.2126459491240602,3.047669519107731,211.30115578391334,213.90796485900879,0.901995983990756,0.8872817751765251,3911.475760643039,864.4153630703175,0.9356573025022339,0.9481959241528324,1.9466553771175288,1.2553969143728045,0.8880488666312955,0.9475422519340809,90.2118113708496,431.8186119622739
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,17,3.4929696035286764,0.7515103135506312,0.7311469131708145,nan,0.7020654510706663,5.966038706302643,1000.0,0.0,nan,0,72,0,30982,216.98721885681152,213.59769409179688,0.9611827714260672,0.9468897427164188,1.2842950040687962,3.1262053380664,216.98721885681152,213.59769409179688,0.8607053980231285,0.8776469942927361,4093.1590103573053,817.6088705023354,0.9611827714260672,0.9468897427164188,2.0210591376678377,1.2614020389515415,0.8763920612357281,0.9479484855838003,92.38266864013671,458.02463653236794
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,18,3.5257129190306884,0.7541023157040279,0.720826023419698,nan,0.7712319791316986,6.086036684513092,1000.0,0.0,nan,0,114,0,30744,218.1471004486084,213.51150711059572,0.9676678529333981,0.9465784477757379,1.3486214086261885,3.2062934631894904,218.1471004486084,213.51150711059572,0.8414912447333336,0.866739846765995,4439.944589761561,778.591484865771,0.9676678529333981,0.9465784477757379,2.0916902304515093,1.2691058014878593,0.8648695799487608,0.9481406259355646,92.38531005859375,453.5148208186783
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,19,3.5631000530518175,0.7560416464010874,0.7115831883748372,nan,0.8233848674730821,6.171548295021057,1000.0,0.0,nan,0,16,0,31004,215.80465836958453,213.92667083740236,0.956547343969323,0.9484599124251971,1.3951528385853802,3.2803638530031933,215.80465836958453,213.92667083740236,0.8432955091649835,0.8530752325057983,4363.203483733815,744.662226480552,0.956547343969323,0.9484599124251971,2.1492372443525056,1.2794499205938668,0.8525653891088838,0.9488815320791564,90.3183708190918,393.85536723436473
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,20,3.5997117323413788,0.758221312959989,0.7029914971192678,nan,0.6967195133368175,6.2353656244277955,1000.0,0.0,nan,0,52,0,30680,215.49329325358073,214.48151237487792,0.9564707411438508,0.9509759295811989,1.4440242529455687,3.3509094260397374,215.49329325358073,214.48151237487792,0.8317639986673991,0.8384753766655922,4502.987293390239,718.8104882634065,0.9564707411438508,0.9509759295811989,2.206778322183236,1.2878861914095086,0.8380071409912997,0.9513592885274305,92.2574037475586,422.61381410706974
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,3.64106874858458,0.7599476480484009,0.695513075987498,nan,0.8427815785010656,6.268561789989471,1000.0,0.0,nan,0,37,0,30773,217.71379216512045,215.45986289978026,0.9653900700006938,0.9551052280344916,1.4768407857904928,3.4112274171135017,217.71379216512045,215.45986289978026,0.8090194513400396,0.8217076352238655,4814.106470648634,698.4203914590685,0.9653900700006938,0.9551052280344916,2.2505954383196967,1.298926808003153,0.8209894361361018,0.9556873889005031,91.409076171875,394.9067118791946
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,3.680666405856835,0.7617133150498072,0.6881113360325496,nan,0.7798552638606021,6.331652014255524,1000.0,0.0,nan,0,111,0,31267,223.99897203947367,215.3113278198242,0.9930372653979272,0.954510049334952,1.5286753365768921,3.466510549557883,223.99897203947367,215.3113278198242,0.7625993709815176,0.8106072384119034,4946.785250486522,671.7812995171781,0.9930372653979272,0.954510049334952,2.303809421769288,1.3002625950003222,0.806442172287806,0.9578525931942969,94.63649206542969,456.6903593253591
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,3.712388401894935,0.763528648018837,0.681704009771347,nan,0.8464745764548962,6.311474907398224,1000.0,0.0,nan,0,52,0,30622,210.3551271878756,216.7833016204834,0.933990437748847,0.9610129113270554,1.591721663934924,3.511463742743257,210.3551271878756,216.7833016204834,0.8244796257752639,0.7904691402614117,4715.811362624149,658.8989158588965,0.933990437748847,0.9610129113270554,2.3596184954582577,1.2928707372252033,0.792544897593243,0.9593636523762727,92.18255395507812,386.1706617717865
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,3.740370230733485,0.7652213142315547,0.6754908357063929,nan,0.7563177227973938,6.343233888149261,1000.0,0.0,nan,0,73,0,30857,214.02225138346355,216.8679655456543,0.9494989703032259,0.9609484227616372,1.6459067976351434,3.555356543856219,214.02225138346355,216.8679655456543,0.7929502407709758,0.7783951340615749,5050.597599066064,644.1709588490455,0.9494989703032259,0.9609484227616372,2.4096866961235737,1.2882549332163347,0.7794106066226959,0.9601496237529107,93.16785375976562,409.18631151160014
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,3.771107969463351,0.76660431265831,0.6700369789203008,nan,0.6876998245716095,6.375518825054169,1000.0,0.0,nan,0,47,0,30811,193.97844696044922,216.55045539855956,0.8600297877387807,0.9597685099531206,1.7216323463465142,3.592529147002688,193.97844696044922,216.55045539855956,0.8956998934348425,0.7676328390836715,4655.891664309686,629.1123481490874,0.8600297877387807,0.9597685099531206,2.469991066608984,1.271730792577377,0.7748819176318511,0.9541229219032522,91.27566488647462,363.3863392030674
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,3.8019067595064255,0.7678806471824646,0.664651307662328,nan,0.7916766748978541,6.307050668001175,1000.0,0.0,nan,0,74,0,30820,213.88694997934195,218.10954147338867,0.9479015174683875,0.9668691165740961,1.777347883814614,3.6247039327785715,213.88694997934195,218.10954147338867,0.7706380027991074,0.7460383528470993,5005.356311103294,615.1896852462646,0.9479015174683875,0.9668691165740961,2.516290303400197,1.2605325141475998,0.7475397399333721,0.9657114696803203,92.80487728881836,376.2151381871914
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,3.8260983044300456,0.7694896455605825,0.6597888185580572,nan,0.8593994028428021,6.264065712690353,1000.0,0.0,nan,0,133,0,31235,213.80472789091223,218.8658090209961,0.9469797205576268,0.970407141666451,1.8255263418250391,3.6549794053120968,213.80472789091223,218.8658090209961,0.7594902305042043,0.728801141679287,5378.800591845865,604.9404942735005,0.9469797205576268,0.970407141666451,2.5573075672198624,1.2520239214475082,0.731205356011193,0.9685718137454832,94.81568435668946,424.85541783215956
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,3.875999121099503,0.7707676464319229,0.6551053688923518,nan,0.7483610142679775,6.11508850812912,1000.0,0.0,nan,0,613,0,30625,209.51763556985293,221.53305961608888,0.9291074597555015,0.9821126876174461,1.873910269167296,3.6818823985893414,209.51763556985293,221.53305961608888,0.7706702211323906,0.7005374239385128,5221.65875264139,598.7734541891735,0.9291074597555015,0.9821126876174461,2.5970991209361145,1.241917838327002,0.7060316983730562,0.9779602043287222,95.73682345581055,417.0457792654766
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,3.9198596774531422,0.772036315202713,0.6508115218083064,nan,0.703017046675086,6.071253646612167,1000.0,0.0,nan,0,618,0,30800,216.0865297317505,221.90827407836915,0.9587106694482572,0.9835900436231829,1.912772679822807,3.7069631249243367,216.0865297317505,221.90827407836915,0.718752708286047,0.6855032287538052,5514.665689079382,595.6259569596695,0.9587106694482572,0.9835900436231829,2.630448857863419,1.2349824062159833,0.6879661531636009,0.9817471270176329,95.67807858276367,414.719684834408
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,3.9580878940104673,0.7731379818916321,0.6467934064070384,nan,0.8244038048115644,6.130783085823059,1000.0,0.0,nan,0,681,0,30823,203.84530292857778,220.04533401489257,0.9034731152292149,0.9757412036778779,1.9895589886249605,3.731819753391479,203.84530292857778,220.04533401489257,0.7804388579997149,0.6828871423006058,5233.505725085887,584.0456801713373,0.9034731152292149,0.9757412036778779,2.686463294531568,1.2115012262144105,0.6925544294419589,0.9685795012190013,96.98732693481445,463.892523972314
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,3.990524242611567,0.7743486477931341,0.6428992408514023,nan,0.9046028479933739,5.999738075733185,1000.0,0.0,nan,0,603,0,30285,212.76964950561523,221.75956100463867,0.94446832872138,0.9829499253156858,2.0155132274816054,3.7548208911070264,212.76964950561523,221.75956100463867,0.7122881611188253,0.6598213858902454,5401.552327405611,575.95382204318,0.94446832872138,0.9829499253156858,2.7112362929317744,1.20799187448319,0.6627912033560142,0.980771721734876,93.81029598999024,360.01878467500666
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,4.024774440185425,0.7752549803256988,0.6395173798004786,nan,0.874622140939419,5.958907375335693,1000.0,0.0,nan,0,960,0,29896,194.8383589524489,221.51269638061524,0.8640003182493926,0.9820818349496299,2.0659216502649675,3.777441941543525,194.8383589524489,221.51269638061524,0.8101611733436584,0.6475478382408619,5201.259132530792,569.2744168201406,0.8640003182493926,0.9820818349496299,2.7505297667763906,1.1928402468340953,0.6574725957823472,0.9748749818176906,93.67087588500976,362.94250417385683
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,4.070160492914013,0.7763263138135275,0.6360238426923752,nan,0.8574719478686651,5.851480841636658,1000.0,0.0,nan,0,886,0,29924,206.85572560628256,222.39356353759766,0.9175945051965302,0.985789061056976,2.1041139151839396,3.79914267947416,206.85572560628256,222.39356353759766,0.7236552884181341,0.6287988346815109,5436.440631679451,565.3519239382491,0.9175945051965302,0.985789061056976,2.7821254209000275,1.1821911884935374,0.6341680679118858,0.981928991857328,93.92196282958984,356.61534473560647
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,4.105108389112385,0.7771949803829193,0.6330687377850215,nan,0.8710419943799144,5.844397228360176,1000.0,0.0,nan,0,2648,0,29708,220.07611747409987,221.32989334106446,0.9749937484070448,0.9812149380353179,2.1392568433796804,3.8216250603195476,220.07611747409987,221.32989334106446,0.6301848823609559,0.621444436982274,5702.338441434781,557.4023784041018,0.9749937484070448,0.9812149380353179,2.8122041301556275,1.1766709811804552,0.6223459178957704,0.9805732906745542,98.65545874023438,485.26851966764065
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,4.15651548083593,0.7780219805240631,0.6300180747111639,nan,0.8458156610528628,5.669986696243286,1000.0,0.0,nan,0,2647,0,28127,207.68158721923828,222.99792778015137,0.921418974177627,0.9886932908101573,2.168011841774894,3.8439027270604162,207.68158721923828,222.99792778015137,0.692444235086441,0.5969774354994297,5712.461496400873,553.9775090958835,0.921418974177627,0.9886932908101573,2.8383681958891027,1.17121807783863,0.6023812166081285,0.9848853106234103,94.18352920532226,358.6900795519743
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,4.198748468513161,0.7785939798752467,0.6274741252263387,nan,0.6743755886952082,5.5081120193004605,1000.0,0.0,nan,0,2878,0,28052,197.7399139404297,224.40464401245117,0.8774260370817636,0.9944809706022418,2.209248328174425,3.864835107182129,197.7399139404297,224.40464401245117,0.7423594519495964,0.5745811726152897,5775.5604597093925,552.1638821608292,0.8774260370817636,0.9944809706022418,2.8714830397775066,1.1599136569655113,0.5840780563511938,0.9878552196482525,94.50761553955078,359.4790038973571
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,4.228702341932146,0.7795159808794657,0.6250894321997961,nan,0.9218354631553997,5.433784492909909,1000.0,0.0,nan,0,2682,0,27586,200.21592018821022,224.19554626464844,0.8879520843301301,0.9933809811338926,2.2516164883901038,3.8859444396864933,200.21592018821022,224.19554626464844,0.7144810313528235,0.5618479680642485,5602.954811918712,547.2112377026634,0.8879520843301301,0.9933809811338926,2.905347668908659,1.147376701242389,0.5698051419797667,0.9878846879355923,94.08296875,342.149500943277
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,4.261989753954521,0.7802553155024846,0.6224066245555878,nan,0.7942555708189806,5.331061634421348,1000.0,0.0,nan,0,5958,0,25444,220.65313911437988,224.12955940246582,0.9774198278946246,0.993875416340343,2.2750105470585034,3.906785317970657,220.65313911437988,224.12955940246582,0.5707340482622385,0.5466712948679924,6117.058129695867,541.7571786835131,0.9774198278946246,0.993875416340343,2.927720455423365,1.1467152762022943,0.5492494470173759,0.9921123175783019,100.24317443847656,510.3216616988069
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,4.308920523007463,0.7810163150231043,0.6199849883715312,nan,0.801031986108193,5.136121110916138,1000.0,0.0,nan,0,5143,0,25515,197.6104724590595,225.58450187683104,0.876881806362092,1.0003168012197046,2.3090323812857227,3.9268782427004023,197.6104724590595,225.58450187683104,0.7048624134980715,0.5225512968003749,5342.864527696631,547.0575210845293,0.876881806362092,1.0003168012197046,2.9561707258515946,1.1397354744388781,0.5336782663640841,0.9927832099842636,95.37167303466796,357.7374861539241
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,4.361228121837528,0.7817119803031286,0.6179306598504385,nan,0.9381233215332031,5.21177286863327,1000.0,0.0,nan,0,4132,0,26934,200.2851328531901,222.8154360961914,0.8888268471743891,0.9877740685357126,2.3438484482714688,3.9479767555598055,200.2851328531901,222.8154360961914,0.6740261574586233,0.526414248868823,5713.731968466684,542.8812016551532,0.8888268471743891,0.9877740685357126,2.9854997711868037,1.1333209159018012,0.5367127541192742,0.980870774022132,95.13472842407226,388.56443971606177
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,4.415802474772083,0.782406646211942,0.6158377496401469,nan,1.117870367091635,5.034353289604187,1000.0,0.0,nan,0,5584,0,25842,202.72728629734206,223.80961753845216,0.8987968207447908,0.9921602831446447,2.363370641098541,3.9685497266476144,202.72728629734206,223.80961753845216,0.64567696529886,0.504995239675045,5750.477748873181,532.1881183790705,0.8987968207447908,0.9921602831446447,3.005442275318171,1.1392217483231608,0.5195050140667389,0.9825308677401753,98.84930218505859,477.39722379979446
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,4.455430926073226,0.7828426482280095,0.6140346650282542,nan,0.8214017578533718,4.851582044959068,1000.0,0.0,nan,0,6544,0,24772,190.07239641462053,224.83517822265625,0.8440194387454152,0.9964251398391001,2.399327480108914,3.988832615077164,190.07239641462053,224.83517822265625,0.7154348620346614,0.48347924411296844,5590.635408549236,535.1552934080352,0.8440194387454152,0.9964251398391001,3.035129534096214,1.130913279010313,0.4986539107059764,0.9864546734124103,95.25609838867187,370.59990880259267
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,4.478770949694522,0.7836593145132065,0.6118998628854752,nan,0.9329911139276292,4.871079910993576,1000.0,0.0,nan,0,4776,0,26448,195.39719899495444,222.81091522216798,0.8673706569321836,0.9875642202030639,2.451547033242887,4.009633325370719,195.39719899495444,222.81091522216798,0.6666279319259856,0.4818594725057483,5554.212342726003,534.1169510514552,0.8673706569321836,0.9875642202030639,3.0747815500940194,1.1155928996564635,0.49711558383402477,0.9776399810339087,96.15866525268555,413.59842475871824
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,4.501756670275379,0.78428164879481,0.6098691391944885,nan,0.8314696351687113,4.866483587622643,1000.0,0.0,nan,0,6799,0,24513,196.26845126681857,220.98289169311522,0.8708410922936637,0.9794624987449214,2.505702466669626,4.032264535352863,196.26845126681857,220.98289169311522,0.6478387498193316,0.47918150793761016,5732.135230344241,526.4175751718599,0.8708410922936637,0.9794624987449214,3.1163272941429203,1.1014368666791785,0.49310733524894496,0.9704937587627075,95.45882092285156,416.92389836113665
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,4.539204327432048,0.7846816456317902,0.6083235257863998,nan,0.9801223086459296,4.615646044909954,1000.0,0.0,nan,0,8130,0,23656,205.60131617954798,222.62522087097167,0.9104312370702146,0.9870533675202711,2.5234344568879052,4.054624227592812,205.60131617954798,222.62522087097167,0.5721595968518939,0.451992175988853,5972.3866838974445,522.1529932150424,0.9104312370702146,0.9870533675202711,3.1359103651698677,1.1056243957275875,0.46341079969077087,0.9797725315951524,97.68534362792968,459.7014380097097
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,4.6418344701202585,0.7853503125905991,0.6067002413670222,nan,1.076672605492852,4.27006999284029,1000.0,0.0,nan,0,7799,0,23179,191.54382046786222,225.63058601379396,0.8506932970000343,0.9999741508212441,2.557392759529734,4.074265494539266,191.54382046786222,225.63058601379396,0.6524388790130615,0.4159669620171189,5833.102555161415,524.4483095037725,0.8506932970000343,0.9999741508212441,3.164141853533547,1.1012215726341146,0.4282948818605093,0.9921917366409914,94.46619845581054,338.10758001506014
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,4.7464023579153265,0.785630979736646,0.605437324444453,nan,1.187605826293721,4.217556943893433,1000.0,0.0,nan,0,9233,0,22523,187.63754182703354,224.32920532226564,0.8320999542082729,0.9947745550335444,2.6027648655154496,4.09468146345158,187.63754182703354,224.32920532226564,0.668644905090332,0.4083664883859456,5716.481617244433,531.7261479395768,0.8320999542082729,0.9947745550335444,3.1995315046899018,1.092634800484578,0.428756963427303,0.9820304618813342,96.11135855102539,407.0508341621415
