algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.26815741159631,0.7288693147525191,385393168079.1273,0.0627091427091427,4.3177700678507485,1732093.686875,1000.0,0.1937358276643991,0.035619491899685135,2165,502,28178,57,186.63119099934895,0.0,0.8271486909612644,0.0,4305.845718114131,0.0,0.8271486909612644,0.0,186.63119099934895,0.0,0.5133537632102768,0.0,3.1853135197614546,0.0,3.1853135197614546,1.0839094841800698,0.5133537632102768,0.8271486909612644,9.331559549967448,215.29228590570654
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.26815741159631,0.7200793146838744,15105784477599.523,0.30884261539804253,3.4551708747943244,10298453.63,1000.0,0.6222922077922078,0.20006679137694527,7884,510,22483,27,201.75688680013022,0.0,0.8957572945947675,0.0,2680.024789539251,0.0,0.8957572945947675,0.0,201.75688680013022,0.0,0.3678237929319342,0.0,3.1993986037558404,0.0,3.1993986037558404,1.0858162307541328,0.3678237929319342,0.8957572945947675,8.070275472005209,107.20099158157005
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.269422684272656,0.7084943156441053,651919357319351.0,0.21510478838931682,5.088631375692785,75317216.8,1000.0,0.23777692895339955,0.18116697723080702,5583,441,24689,89,171.99767971038818,0.0,0.7630759353201921,0.0,4684.019292425071,0.0,0.7630759353201921,0.0,171.99767971038818,0.0,0.6021536159096286,0.0,3.250516142835688,0.0,3.250516142835688,1.0844105350361455,0.6021536159096286,0.7630759353201921,9.173209584554037,249.81436226267047
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.290594094882677,0.6938479818652074,3.2788954641313572e+16,0.274308766057416,4.658453244715929,450958122.72,1000.0,0.39446954426950676,0.18474277487463525,9212,677,21280,43,170.9571876525879,0.0,0.7578594299445593,0.0,4215.714662648746,0.0,0.7578594299445593,0.0,170.9571876525879,0.0,0.6056666856165975,0.0,3.3115685242736235,0.0,3.3115685242736235,1.072188760324737,0.6056666856165975,0.7578594299445593,9.117716674804688,224.83811534126644
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.290594094882677,0.6753413177033265,1.8850473226042714e+18,0.2703320134364539,3.755687733621974,3145694247.68,1000.0,0.3353898986516715,0.19707085315256861,7953,756,22588,73,191.09628697445518,0.0,0.8469257702149577,0.0,3855.7638769716937,0.0,0.8469257702149577,0.0,191.09628697445518,0.0,0.4098032139927933,0.0,3.345581925581462,0.0,3.345581925581462,1.0741474790097858,0.4098032139927933,0.8469257702149577,12.102764841715494,244.19837887487392
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.290594094882677,0.6550723168502252,9.092761045258378e+19,0.29663543525836195,4.367374930944708,19426693713.92,1000.0,0.6229184083264542,0.19660205159372116,9201,1128,21707,34,181.4049318101671,0.0,0.803511573053718,0.0,4194.5852800599105,0.0,0.803511573053718,0.0,181.4049318101671,0.0,0.4838402742106054,0.0,3.40093789340319,0.0,3.40093789340319,1.0576702490580236,0.4838402742106054,0.803511573053718,10.884295908610026,251.67511680359468
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.412547668585664,0.6418989830464125,3.315303003735914e+21,0.23023223816364008,2.78098300648363,129368124661.76,1000.0,0.4058904141049326,0.14957913625861222,8249,857,22385,57,194.64250424033716,0.0,0.8641680829801783,0.0,3778.9887020005767,0.0,0.8641680829801783,0.0,194.64250424033716,0.0,0.3446507539207998,0.0,3.4224767553362576,0.0,3.4224767553362576,1.063134410383886,0.3446507539207998,0.8641680829801783,12.32735860188802,239.3359511267032
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.412547668585664,0.6325073175380628,8.98074826232215e+22,0.3837718737342063,3.3381755258889902,768829438361.6,1000.0,0.5287672427383822,0.27869241308738985,9810,623,20644,69,185.38575267791748,0.0,0.8216986716309062,0.0,3129.962681598229,0.0,0.8216986716309062,0.0,185.38575267791748,0.0,0.4101837089401906,0.0,3.448160731590795,0.0,3.448160731590795,1.0793644759252723,0.4101837089401906,0.8216986716309062,9.887240142822266,166.93134301857222
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.412547668585664,0.616396983837088,3.635900769635584e+24,0.3308457499084879,4.615848889946937,5110545737318.4,1000.0,0.4698062558356676,0.24276582502755847,8312,645,22142,131,167.22261657714844,0.0,0.7414205599755848,0.0,4141.774291214392,0.0,0.7414205599755848,0.0,167.22261657714844,0.0,0.5770367794670165,0.0,3.5423375414762237,0.0,3.5423375414762237,1.0471026547609097,0.5770367794670165,0.7414205599755848,11.148174438476563,276.1182860809595
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.559139463242688,0.5937943168977896,1.9270058605787818e+26,0.4030797478550944,4.296092922311454,30706981383700.48,1000.0,0.5332494247654539,0.32118456256934147,9870,920,20828,98,171.12067304338728,0.0,0.7587772043375258,0.0,3931.9729124455503,0.0,0.7587772043375258,0.0,171.12067304338728,0.0,0.5110655630983058,0.0,3.6041249990280586,0.0,3.6041249990280586,1.0398848134877636,0.5110655630983058,0.7587772043375258,11.97844711303711,275.2381038711886
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.559139463242688,0.595548652112484,2.916486442887914e+27,0.37110193550410947,3.094168530570136,205373179240120.3,1000.0,0.8984981684981684,0.23413224706328156,7911,324,22306,21,180.0763702392578,0.0,0.7974670395902794,0.0,3248.084923848147,0.0,0.7974670395902794,0.0,180.0763702392578,0.0,0.4319315786576933,0.0,3.630621240663461,0.0,3.630621240663461,1.0302245247638442,0.4319315786576933,0.7974670395902794,5.402291107177734,97.4425477154444
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.559139463242688,0.6028293194125096,7.577004688148225e+28,0.25056015637590523,4.085246559232473,1244378410768138.2,1000.0,0.5047619047619047,0.16705516705516707,10803,159,19244,26,179.8999309539795,0.0,0.7958539701381253,0.0,3437.7913475603364,0.0,0.7958539701381253,0.0,179.8999309539795,0.0,0.3973469128832221,0.0,3.652971816611294,0.0,3.652971816611294,1.0289608081616624,0.3973469128832221,0.7958539701381253,4.79733149210612,91.67443593494231
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,5.872539557440947,0.5968483182042837,6.373679250456037e+30,0.3018955143955144,3.7883175164461136,8448096692758118.0,1000.0,0.3827009222661396,0.28384362778223377,8719,317,21462,22,168.96624450683595,0.0,0.7502633077763475,0.0,3488.8667337748616,0.0,0.7502633077763475,0.0,168.96624450683595,0.0,0.4746508996933699,0.0,3.678655692215969,0.0,3.678655692215969,1.037956261481652,0.4746508996933699,0.7502633077763475,5.632208150227864,116.2955577924954
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,5.872539557440947,0.5851029854516189,3.2046157586646766e+32,0.38468294185319873,4.7292049924532575,4.9507039533575704e+16,1000.0,0.7130169347560652,0.2534955367238405,9718,580,20723,69,160.45508321126303,0.0,0.7104615136887749,0.0,4678.725602391936,0.0,0.7104615136887749,0.0,160.45508321126303,0.0,0.5429362585147222,0.0,3.726869012968761,0.0,3.726869012968761,1.0547971727641303,0.5429362585147222,0.7104615136887749,8.022754160563151,233.93628011959683
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,5.872539557440947,0.5722229853024086,inf,0.20517449845101657,3.997371906787157,3.285979494766923e+17,1000.0,0.2796598844097622,0.13904155333862858,7530,731,22988,93,169.1040771484375,0.0,0.7500769326571626,0.0,3453.253850301923,0.0,0.7500769326571626,0.0,169.1040771484375,0.0,0.44800770552828906,0.0,3.7840468584341207,0.0,3.7840468584341207,1.0692038733176508,0.44800770552828906,0.7500769326571626,11.273605143229167,230.2169233534616
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,5.872539557440947,0.568922984947761,inf,0.3257034514129767,2.7960943947235744,1.9967292864212867e+18,1000.0,0.6405479647055954,0.22124671358763826,9087,728,21459,46,180.2940460205078,0.0,0.799427343677109,0.0,2354.5278021338995,0.0,0.799427343677109,0.0,180.2940460205078,0.0,0.3416546010722717,0.0,3.8328799518963836,0.0,3.8328799518963836,1.049574912601345,0.3416546010722717,0.799427343677109,9.014702301025391,117.72639010669499
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,5.872539557440947,0.5648503189782301,nan,0.2987679656923643,3.16109810683078,1.3220942421720785e+19,1000.0,0.518158950182944,0.1985006581329392,8778,606,21666,42,174.26558903285436,0.0,0.7722136279970085,0.0,3543.7827103949903,0.0,0.7722136279970085,0.0,174.26558903285436,0.0,0.3652237367017993,0.0,3.860839364449984,0.0,3.860839364449984,1.0528803766944106,0.3652237367017993,0.7722136279970085,8.132394154866537,165.37652648509956
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,5.88713950867487,0.5574393188953399,nan,0.458263695219816,3.3119656052440405,nan,1000.0,0.4991980254680484,0.33120061343066365,11522,658,18967,53,171.01632499694824,0.0,0.7586118166153434,0.0,2313.617449694631,0.0,0.7586118166153434,0.0,171.01632499694824,0.0,0.402325535309501,0.0,3.9043807070135705,0.0,3.9043807070135705,1.0463054793786968,0.402325535309501,0.7586118166153434,9.120870666503906,123.39293065038032
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,5.88713950867487,0.5578716514756282,nan,0.4380985809557238,4.923234981649062,nan,1000.0,0.5021294442638315,0.3050634039017197,11579,398,18662,129,154.60501816693474,0.0,0.6856835094019978,0.0,3768.6895208978617,0.0,0.6856835094019978,0.0,154.60501816693474,0.0,0.5439315514419886,0.0,3.9622717833982657,0.0,3.9622717833982657,1.0672124656363973,0.5439315514419886,0.6856835094019978,8.760951029459635,213.55907285087883
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,5.88713950867487,0.5571966527650754,nan,0.45874202286581117,2.4183058342473074,nan,1000.0,0.636599884001303,0.32590284957585425,11528,655,18985,6,177.68408619273794,0.0,0.788924213747972,0.0,1813.2320096183246,0.0,0.788924213747972,0.0,177.68408619273794,0.0,0.29258626817979594,0.0,3.9782531201447258,0.0,3.9782531201447258,1.0797993586020163,0.29258626817979594,0.788924213747972,6.5150831604003905,66.48517368600523
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,5.88713950867487,0.5466026522219181,nan,0.4837684916185516,nan,nan,1000.0,0.6151385667815688,0.38032609277265284,11547,558,18828,65,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.025188498966876,0.0,4.025188498966876,1.0642047463490187,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,5.88713950867487,0.541379986256361,nan,0.4333046751078126,nan,nan,1000.0,0.4388998470289981,0.3171954371860387,11546,545,18827,80,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.064912299321299,0.0,4.064912299321299,1.0780681297945531,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,5.88713950867487,0.5299319871515036,nan,0.46153888753600986,nan,nan,1000.0,0.7102385369434575,0.35552213770940405,11508,693,19021,22,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.100289463367394,0.0,4.100289463367394,1.0803340775321824,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,6.007943649896155,0.5292849878470103,nan,0.42782331511839705,3.493106746673584,nan,1000.0,0.45907928388746805,0.2970494417862839,11650,121,18362,3,159.9371124267578,0.0,0.7087139922079108,0.0,3417.6660813466456,0.0,0.7087139922079108,0.0,159.9371124267578,0.0,0.41474599838256837,0.0,4.111323918115008,0.0,4.111323918115008,1.084477148806743,0.41474599838256837,0.7087139922079108,2.6656185404459634,56.96110135577743
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,6.007943649896155,0.5235233202328284,nan,0.47648349102212595,nan,nan,1000.0,0.48331411498171534,0.36995579660806865,11537,560,18857,48,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.143410876235287,0.0,4.143410876235287,1.0922187966066346,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,6.007943649896155,0.5151503203560909,nan,0.40578483430343104,nan,nan,1000.0,0.6236996489415845,0.2941194445545519,11475,833,19186,14,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.167344096543839,0.0,4.167344096543839,1.0910097984586917,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,6.007943649896155,0.5151633208741745,nan,0.39734579587256436,nan,nan,1000.0,0.31175,0.2947878787878788,11610,301,18540,47,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.197871420774774,0.0,4.197871420774774,1.0963542649088582,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,6.007943649896155,0.5099983195215464,nan,0.36207551878923927,nan,nan,1000.0,0.45495226787571813,0.25482855191273046,11567,437,18732,18,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.210942482611583,0.0,4.210942482611583,1.1002069527556375,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,6.007943649896155,0.5024979865799347,nan,0.42590975429676414,nan,nan,1000.0,0.6524165084357524,0.3047984982257839,11550,528,18838,10,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.239157451928714,0.0,4.239157451928714,1.0876392707434122,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,6.007943649896155,0.500408320526282,nan,0.4332703228225616,nan,nan,1000.0,0.4367496919556416,0.3094283634821169,11600,318,18589,23,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.253453587640497,0.0,4.253453587640497,1.0905035930586366,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,6.007943649896155,0.48527732166151205,nan,0.43625673914161217,nan,nan,1000.0,0.6012511873930079,0.3169235570357864,11525,634,18950,17,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.288317629864303,0.0,4.288317629864303,1.086909826967209,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,6.060769043005112,0.4585983208815257,nan,0.3556342904490557,nan,nan,1000.0,0.40460627797363846,0.25839932559312895,11423,946,19257,110,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.340613618194572,0.0,4.340613618194572,1.0713429451613408,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,6.060769043005112,0.4513823214173317,nan,0.33541997003490104,nan,nan,1000.0,0.32463369963369965,0.2453899835796388,11623,250,18506,31,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.353430679632887,0.0,4.353430679632887,1.0727874702924012,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.283259565260056,0.4295629895230134,nan,0.4104600139345902,nan,nan,1000.0,0.301414977887113,0.360812543068788,11567,452,18717,88,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.379166233152444,0.0,4.379166233152444,1.0810491378574927,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,6.283259565260056,0.4150693223873774,nan,0.40021178262641455,nan,nan,1000.0,0.407777663735014,0.291148538426914,11533,586,18875,48,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.399387621661171,0.0,4.399387621661171,1.0898309304785367,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,6.283259565260056,0.40968399030466873,nan,0.45512977312097824,nan,nan,1000.0,0.48956894442787857,0.3243905433645247,11570,451,18746,19,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.419616226809729,0.0,4.419616226809729,1.0612285072159093,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,6.283259565260056,0.3901783244063457,nan,0.3483069903013966,nan,nan,1000.0,0.36383901973520516,0.24980214144745008,11474,769,19082,79,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.457526558308607,0.0,4.457526558308607,1.052879945507532,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,6.283259565260056,0.3735279901822408,nan,0.2714521427684762,nan,nan,1000.0,0.2933536491886639,0.22026591846516738,11456,816,19083,99,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.48455160482616,0.0,4.48455160482616,1.048877233839151,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,6.283259565260056,0.3506676573306322,nan,0.428293173927977,nan,nan,1000.0,0.4154081841216344,0.3225411516619643,11496,750,19071,71,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.512692822708658,0.0,4.512692822708658,1.0458181589178934,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,6.283259565260056,0.34182999168833095,nan,0.367919508636194,nan,nan,1000.0,0.4639063639063639,0.2566994610709781,11618,254,18521,15,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.526295289242158,0.0,4.526295289242158,1.0450850023217462,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,6.283259565260056,0.3357283248752356,nan,0.4188670700192712,nan,nan,1000.0,0.44380622348536797,0.3025605505229652,11582,411,18698,39,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.536005843797087,0.0,4.536005843797087,1.048372223589133,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,6.283259565260056,0.3312166580557823,nan,0.37012293616338077,nan,nan,1000.0,0.3393352999703455,0.2717228863785,11573,422,18680,43,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.556279058308258,0.0,4.556279058308258,1.0415433590149976,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,6.283259565260056,0.3241696586459875,nan,0.3784848159826772,nan,nan,1000.0,0.4120113417583843,0.2864454527353578,11578,424,18697,37,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.574172922353581,0.0,4.574172922353581,1.0377452312154363,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,6.283259565260056,0.3155936586360137,nan,0.4351620064262568,nan,nan,1000.0,0.5501028422118809,0.3135539143676229,11448,940,19305,33,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.5938289482277375,0.0,4.5938289482277375,1.030482009396073,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,6.283259565260056,0.3024349917223056,nan,0.419987582304207,nan,nan,1000.0,0.45609845824040196,0.32281778467818967,11511,698,19001,74,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.633039568282746,0.0,4.633039568282746,0.9894892513694903,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,6.283259565260056,0.29073565947512786,nan,0.41804609810262217,nan,nan,1000.0,0.5479239481345183,0.3067350762952451,11493,734,19067,30,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.651375859575804,0.0,4.651375859575804,0.9886511096539616,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,6.283259565260056,0.28912299250562984,nan,0.4761894345192805,nan,nan,1000.0,0.4469731800766283,0.3449860574860575,11639,182,18428,11,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.660595669016382,0.0,4.660595669016382,0.9813289883240134,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,6.283259565260056,0.28350899351139863,nan,0.40051832091576484,nan,nan,1000.0,0.33193266724024567,0.32915337446073034,11545,563,18817,81,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.664792594226255,0.0,4.664792594226255,0.9854784874710474,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,6.283259565260056,0.27814832697312036,nan,0.4013498241783911,nan,nan,1000.0,0.45029613432691307,0.3096331597597009,11531,590,18867,44,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.669563068617827,0.0,4.669563068617827,0.9873626256295933,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,6.283259565260056,0.272714659050107,nan,0.4416320053832851,nan,nan,1000.0,0.5001587703200607,0.3140866474095127,11547,547,18858,22,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.674367902177943,0.0,4.674367902177943,0.9889846570562872,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,6.292232078428353,0.25723199372490246,nan,0.3114980706598953,nan,nan,1000.0,0.3605853675259289,0.22862900234981023,11342,1250,19576,86,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.70186282344656,0.0,4.70186282344656,0.9745874840343594,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,6.292232078428353,0.2392323270936807,nan,0.3219852812850901,nan,nan,1000.0,0.32265625537050663,0.25346456839135306,11432,952,19212,118,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.723284366196591,0.0,4.723284366196591,0.9681323695454481,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,6.292232078428353,0.23343099407851697,nan,0.37598638842510534,nan,nan,1000.0,0.38521918121075915,0.2971085339189334,11564,485,18758,39,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.735515970225385,0.0,4.735515970225385,0.9631870597208748,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,6.292232078428353,0.23345232767363389,nan,0.4782134616887429,nan,nan,1000.0,0.7259931385385106,0.3374044647770057,11593,365,18654,6,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.735515970225385,0.0,4.735515970225385,0.9631870597208748,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,6.292232078428353,0.22821066036820412,nan,0.3654166095220331,nan,nan,1000.0,0.39076284127127514,0.3006139168691234,11562,445,18699,56,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.747438416467752,0.0,4.747438416467752,0.961535846029696,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,6.292232078428353,0.22188132725656032,nan,0.40658352360094735,nan,nan,1000.0,0.5887573494510492,0.29037490434394697,11459,853,19203,17,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.758837071178103,0.0,4.758837071178103,0.9586549453140878,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,6.292232078428353,0.21605099434653918,nan,0.43700126947813195,nan,nan,1000.0,0.4343563764272764,0.3137319687967582,11543,590,18881,44,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.767614265232816,0.0,4.767614265232816,0.95585984063253,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,6.292232078428353,0.2088319950302442,nan,0.2961571063487797,nan,nan,1000.0,0.2978626895008642,0.2588618622016915,11516,653,18879,128,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.780487887809238,0.0,4.780487887809238,0.9520353782281613,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,6.292232078428353,0.20459966217478118,nan,0.4489907845073191,nan,nan,1000.0,0.41444518163683247,0.32598136027251884,11586,413,18700,27,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.800510569236689,0.0,4.800510569236689,0.9293985859190783,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,6.292232078428353,0.19843399475018184,nan,0.38352886578836715,nan,nan,1000.0,0.39018353464471367,0.3112336663426331,11397,1139,19446,124,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.815619825628289,0.0,4.815619825628289,0.9171499337495058,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,6.292232078428353,0.19297499554852646,nan,0.35964150597671624,nan,nan,1000.0,0.34120842678341,0.26740070910080344,11490,753,19026,77,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.824958181593638,0.0,4.824958181593638,0.9160958077682866,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,6.292232078428353,0.18858499569197495,nan,0.38371670884153897,nan,nan,1000.0,0.4165470346699281,0.3049236216600614,11447,905,19217,81,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.828555590244521,0.0,4.828555590244521,0.9185159847412935,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,6.292232078428353,0.18915132912496727,nan,0.3843426430534846,nan,nan,1000.0,0.3832689764388002,0.2909966567410194,11537,576,18844,65,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.828555590244521,0.0,4.828555590244521,0.9185159847412935,nan,nan,nan,nan
