algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,balance_kept_honest,balance_kept_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,balance_threshold_honest,balance_threshold_attacker,noise_norm_honest,noise_norm_attacker,balance_local_norm_honest,balance_local_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,2.29338921821908,0.8846056441466014,0.38605306496222813,1.0,1.8438394632604387,53999499881.2,1000.0,1.0,1.0,1128,0,29780,1162,11987.313379121517,0.0,1.246405926015642,0.0,8.555555555555555,153.94,0.7535940739843581,0.0,281.3608356051975,0.0,1.8856639683014005,0.0,9.153143780499505,81228356148.32587,281.3608356051975,0.0,7.05885993109809,62642912887.04,1.246405926015642,0.0,1.8856639683014005,0.38841075759452565,0.7535940739843581,1.246405926015642,16.881650136311848,719.2388027472911
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,2.29338921821908,0.8847153121232987,0.3856179395318031,1.0,1.589809354982878,382932784578.88,1000.0,1.0,1.0,854,0,29780,914,12194.86971858381,0.0,1.2286386615351628,0.0,9.473684210526315,152.57,0.7713613384648373,0.0,276.81936003032484,0.0,1.886705237523967,0.0,8.51788400765404,559125102500.4634,276.81936003032484,0.0,6.612889992563348,434078791351.68,1.2286386615351628,0.0,1.886705237523967,0.3886051333492474,0.7713613384648373,1.2286386615351628,17.531892801920574,772.3417488436412
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,2.29338921821908,0.8847893114884694,0.38533195555210115,1.0,1.8183699138462543,2211195064335.36,1000.0,1.0,1.0,674,0,29780,692,11708.453695358885,0.0,1.2123647294938564,0.0,8.625,151.67,0.7876352705061436,0.0,273.5147123336792,0.0,1.88770083580713,0.0,8.632878653632728,3280597230794.2876,273.5147123336792,0.0,6.746996879577637,2563939581150.72,1.2123647294938564,0.0,1.88770083580713,0.388838814906214,0.7876352705061436,1.2123647294938564,14.58745132446289,624.4508637524739
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,2.29338921821908,0.8848016434907913,0.38513914426167806,1.0,1.5981762826442718,15702982975139.84,1000.0,1.0,1.0,674,0,29780,776,12291.078722533572,0.0,1.2077757686376571,0.0,11.1,151.67,0.7922242313623429,0.0,272.3870506286621,0.0,1.9077435802647722,0.0,8.53650550118982,22625261816218.1,272.3870506286621,0.0,6.716303205490112,17800974700963.84,1.2077757686376571,0.0,1.9077435802647722,0.33963327225957574,0.7922242313623429,1.2077757686376571,18.159136708577474,819.4052481689048
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,2.29338921821908,0.8848116449515024,0.3849854885538419,1.0,1.8409100600651331,90790164540723.2,1000.0,1.0,1.0,918,0,29780,1018,12455.667267458606,0.0,1.233587486403329,0.0,10.476190476190476,152.89,0.766412513596671,0.0,278.268790835426,0.0,1.9151699467732382,0.0,8.940642079956735,132898351988157.72,278.268790835426,0.0,7.081319264003208,105260411016540.16,1.233587486403329,0.0,1.9151699467732382,0.3214535624463696,0.766412513596671,1.233587486403329,19.478815358479817,871.8967087221023
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,2.29338921821908,0.8849109772841136,0.38446820984284086,1.0,1.2855845093727112,643455206560071.6,1000.0,1.0,1.0,437,0,29780,345,12367.557518346825,0.0,1.214889234966702,0.0,3.111111111111111,150.485,0.785110765033298,0.0,274.2741292317708,0.0,1.9219174231033127,0.0,8.007745703521588,914540914878695.6,274.2741292317708,0.0,6.384854952494304,729195369809756.1,1.214889234966702,0.0,1.9219174231033127,0.30180174176819385,0.785110765033298,1.214889234966702,8.228223876953125,371.02672555040476
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,2.29338921821908,0.8849786436557769,0.3842160028219223,1.0,1.822865143418312,3732087457629143.0,1000.0,1.0,1.0,267,0,29780,185,12810.139296672281,0.0,1.2510649859905243,0.0,4.75,149.635,0.7489350140094757,0.0,282.8461723327637,0.0,1.9222976729930288,0.0,8.393813950671234,5390660726092687.0,282.8461723327637,0.0,6.737447559833527,4326911957823324.0,1.2510649859905243,0.0,1.9222976729930288,0.3018746140076914,0.7489350140094757,1.2510649859905243,7.542564595540364,341.6037145779275
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,2.29338921821908,0.8850076438983282,0.3840457377831141,1.0,1.844207376241684,2.675252958186701e+16,1000.0,1.0,1.0,401,0,29780,339,12060.429320873598,0.0,1.2318728625774384,0.0,5.8,150.305,0.7681271374225617,0.0,277.51759948730466,0.0,1.92280390727197,0.0,8.508010982289727,3.750803938243585e+16,277.51759948730466,0.0,6.874789381027222,3.0307891161198756e+16,1.2318728625774384,0.0,1.92280390727197,0.30194709502505607,0.7681271374225617,1.2318728625774384,9.250586649576823,402.01431069578666
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,2.29338921821908,0.8850239785512288,0.38385607590277987,1.0,1.8351070523262023,1.5431667898418986e+17,1000.0,1.0,1.0,661,0,29780,649,13234.401284259375,0.0,1.241680955886841,0.0,7.2,151.605,0.7583190441131592,0.0,280.3744211832682,0.0,1.9236408246379115,0.0,8.525021324740363,2.201189877243916e+17,280.3744211832682,0.0,6.934611352284749,1.7905405429275952e+17,1.241680955886841,0.0,1.9236408246379115,0.3020955862658835,0.7583190441131592,1.241680955886841,14.018721059163411,661.7200642129687
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,2.29338921821908,0.8850069771210353,0.3838626183072726,1.0,1.9017350673675537,1.111996520102164e+18,1000.0,1.0,1.0,738,0,29780,824,13240.260419411768,0.0,1.248392903804779,0.0,10.3,151.99,0.7516070961952209,0.0,281.42856826782224,0.0,1.9246476951107259,0.0,8.68397556619824,1.537040690681072e+18,281.42856826782224,0.0,7.111161494255066,1.2586567628332884e+18,1.248392903804779,0.0,1.9246476951107259,0.30231559454188417,0.7516070961952209,1.248392903804779,18.761904551188152,882.6840279607848
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,2.29338921821908,0.8850136452913284,0.38367514540751774,1.0,1.6976593534151714,6.376217025111686e+18,1000.0,1.0,1.0,766,0,29780,774,13273.16697427193,0.0,1.2382700443267822,0.0,8.533333333333333,152.13,0.7617299556732178,0.0,279.2654073079427,0.0,1.9317453799012916,0.0,8.286413170281032,8.976021513736757e+18,279.2654073079427,0.0,6.8309928258260095,7.399478797979877e+18,1.2382700443267822,0.0,1.9317453799012916,0.2812306449389556,0.7617299556732178,1.2382700443267822,13.963270365397136,663.6583487135965
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,2.29338921821908,0.885071976184845,0.3836708919207255,1.0,1.8263385593891144,nan,1000.0,1.0,1.0,30444,541,0,107,13751.840880740057,0.0,1.2946526535919733,0.0,7.428571428571429,0.015,0.7053473464080265,0.0,292.2786069597517,0.0,1.9324122113085753,0.0,8.503851011446313,nan,292.2786069597517,0.0,7.057131086077009,nan,1.2946526535919733,0.0,1.9324122113085753,0.28133323543002464,0.7053473464080265,1.2946526535919733,13.639668324788412,641.752574434536
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,2.29338921821908,0.884993646144867,0.3837630866964658,1.0,2.1757758408784866,nan,1000.0,1.0,1.0,30489,584,0,127,12976.637934901255,0.0,1.2133551761507988,0.0,7.625,0.025,0.7866448238492012,0.0,273.47444343566895,0.0,1.9395953708853293,0.0,8.952978607889372,nan,273.47444343566895,0.0,7.479548543691635,nan,1.2133551761507988,0.0,1.9395953708853293,0.2584081400310265,0.7866448238492012,1.2133551761507988,14.585303649902343,692.087356528067
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,2.29338921821908,0.8849276439348857,0.3837428197264671,1.0,1.9630020576364853,nan,1000.0,1.0,1.0,30241,340,0,187,13902.976405675687,0.0,1.2658623386831844,0.0,10.941176470588236,0.005,0.7341376613168156,0.0,285.45905079561123,0.0,1.9403683808014789,0.0,8.666874630483123,nan,285.45905079561123,0.0,7.288961382473216,nan,1.2658623386831844,0.0,1.9403683808014789,0.2585602268542378,0.7341376613168156,1.2658623386831844,16.176012878417968,787.8353296549557
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,2.29338921821908,0.8849149785439173,0.38380505502223966,1.0,2.3369775143536655,nan,1000.0,1.0,1.0,30513,609,0,52,13319.987787740598,0.0,1.2212620377540588,0.0,4.363636363636363,0.02,0.7787379622459412,0.0,274.9727949662642,0.0,1.940949619338037,0.0,9.34434558715051,nan,274.9727949662642,0.0,7.911290342157537,nan,1.2212620377540588,0.0,1.940949619338037,0.2587368866973178,0.7787379622459412,1.2212620377540588,10.082335815429687,488.3995522171553
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,2.29338921821908,0.8849663118521373,0.38382219513257343,1.0,1.7980118691921234,nan,1000.0,1.0,1.0,30375,469,0,154,13821.136058780325,0.0,1.2298318110406399,0.0,9.25,0.03,0.7701681889593601,0.0,277.4875736236572,0.0,1.9480807103939863,0.0,8.281474730407645,nan,277.4875736236572,0.0,7.058321058750153,nan,1.2298318110406399,0.0,1.9480807103939863,0.2332297114362163,0.7701681889593601,1.2298318110406399,14.799337259928386,737.127256468284
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,2.29338921821908,0.8849486446380616,0.3838033929467201,1.0,1.7521511912345886,nan,1000.0,1.0,1.0,30373,471,0,154,14377.375309656607,0.0,1.2737670578062534,0.0,9.5,0.01,0.7262329421937466,0.0,287.2834577560425,0.0,1.9488741676479429,0.0,8.368593153476118,nan,287.2834577560425,0.0,7.180281639099121,nan,1.2737670578062534,0.0,1.9488741676479429,0.23331887967832984,0.7262329421937466,1.2737670578062534,15.3217844136556,766.7933498483524
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,2.29338921821908,0.8849543112516404,0.3837085199356079,1.0,1.7212414954389845,nan,1000.0,1.0,1.0,30529,624,0,91,14892.781794739622,0.0,1.2469734528235026,0.0,6.142857142857143,0.025,0.7530265471764973,0.0,281.45672825404574,0.0,1.9496411354991086,0.0,7.841903778598393,nan,281.45672825404574,0.0,6.7733860697065085,nan,1.2469734528235026,0.0,1.9496411354991086,0.23341429076460804,0.7530265471764973,1.2469734528235026,13.134647318522136,694.9964837545157
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,2.29338921821908,0.8849833101034165,0.38362553050120674,1.0,1.758107602596283,nan,1000.0,1.0,1.0,30012,110,0,14,14604.875448058703,0.0,1.2623355865478516,0.0,2.4,0.01,0.7376644134521484,0.0,284.9553955078125,0.0,1.9498637252786337,0.0,7.809675426274714,nan,284.9553955078125,0.0,6.790669631958008,nan,1.2623355865478516,0.0,1.9498637252786337,0.2334275003369712,0.7376644134521484,1.2623355865478516,4.749256591796875,243.41459080097837
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,2.29338921821908,0.8849703111251195,0.383799111644427,1.0,2.285683278242747,nan,1000.0,1.0,1.0,30394,494,0,114,13986.587309546578,0.0,1.2080857038497925,0.0,7.6,0.0,0.7919142961502075,0.0,272.3000203450521,0.0,1.9508503592503337,0.0,8.528240545625836,nan,272.3000203450521,0.0,7.465078099568685,nan,1.2080857038497925,0.0,1.9508503592503337,0.2336243516370496,0.7919142961502075,1.2080857038497925,13.615001017252604,699.3293654773289
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,2.29338921821908,0.8849116452534993,0.38393895705540976,1.0,1.9610945752688818,nan,1000.0,1.0,1.0,30661,761,0,86,14780.724174327563,0.0,1.2427759766578674,0.0,6.142857142857143,0.0,0.7572240233421326,0.0,280.35969107491627,0.0,1.9516001083724006,0.0,8.084642727548573,nan,280.35969107491627,0.0,7.124116999762399,nan,1.2427759766578674,0.0,1.9516001083724006,0.233718209722369,0.7572240233421326,1.2427759766578674,13.083452250162761,689.7671281352863
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,2.29338921821908,0.8849569787581761,0.38399792621533074,1.0,2.201254298289617,nan,1000.0,1.0,1.0,30150,250,0,98,14452.137570468398,0.0,1.2143104821443558,0.0,8.166666666666666,0.0,0.7856895178556442,0.0,273.9774398803711,0.0,1.9522898626610095,0.0,8.345506445346887,nan,273.9774398803711,0.0,7.4031782150268555,nan,1.2143104821443558,0.0,1.9522898626610095,0.23385779491986894,0.7856895178556442,1.2143104821443558,10.959097595214844,578.0855028187359
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,2.29338921821908,0.8849056456486384,0.3841850448648135,1.0,2.3637487942522224,nan,1000.0,1.0,1.0,30299,399,0,56,14462.380073815688,0.0,1.2362260168248957,0.0,5.090909090909091,0.0,0.7637739831751044,0.0,278.91762750799006,0.0,1.9528668486714211,0.0,9.010696284919606,nan,278.91762750799006,0.0,8.046724926341664,nan,1.2362260168248957,0.0,1.9528668486714211,0.23402639678600928,0.7637739831751044,1.2362260168248957,10.226979675292968,530.2872693732419
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,2.29338921821908,0.8849213107426961,0.3841976444919904,1.0,1.6849265559153124,nan,1000.0,1.0,1.0,30388,488,0,50,15142.504908639105,0.0,1.2789171771569685,0.0,4.545454545454546,0.0,0.7210828228430315,0.0,288.5732921253551,0.0,1.9533960346382946,0.0,7.786922714485102,nan,288.5732921253551,0.0,7.000385631214488,nan,1.2789171771569685,0.0,1.9533960346382946,0.23406432151646842,0.7210828228430315,1.2789171771569685,10.58102071126302,555.2251799834338
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,2.29338921821908,0.8849193116029104,0.384386228621006,1.0,2.445121109485626,nan,1000.0,1.0,1.0,30189,289,0,52,15113.696604010367,0.0,1.2371414184570313,0.0,5.2,0.0,0.7628585815429687,0.0,278.8159408569336,0.0,1.953953750267072,0.0,8.99965696146253,nan,278.8159408569336,0.0,8.144742393493653,nan,1.2371414184570313,0.0,1.953953750267072,0.23422282125485042,0.7628585815429687,1.2371414184570313,9.29386469523112,503.78988680034547
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,2.29338921821908,0.8848553105195364,0.3845376041531563,1.0,1.961654965694134,nan,1000.0,1.0,1.0,30475,575,0,76,15854.877678809778,0.0,1.260600278010735,0.0,5.846153846153846,0.0,0.7393997219892648,0.0,284.13958035982574,0.0,1.9545646568584418,0.0,8.36549186143503,nan,284.13958035982574,0.0,7.621459997617281,nan,1.260600278010735,0.0,1.9545646568584418,0.23433687140619466,0.7393997219892648,1.260600278010735,12.312715148925781,687.0446994150905
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,2.29338921821908,0.88473097940286,0.3849118743340174,1.0,2.1397735839304715,nan,1000.0,1.0,1.0,30680,780,0,276,15593.615829245464,0.0,1.2632149432016455,0.0,12.0,0.0,0.7367850567983545,0.0,285.21706755264944,0.0,1.955672722377745,0.0,8.293163302557536,nan,285.21706755264944,0.0,7.606103088544763,nan,1.2632149432016455,0.0,1.955672722377745,0.23455210740708207,0.7367850567983545,1.2632149432016455,21.866641845703125,1195.5105469088192
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,2.29338921821908,0.8847889779011409,0.38503227988878885,1.0,1.980769693851471,nan,1000.0,1.0,1.0,30129,229,0,52,15175.366024930157,0.0,1.248341679573059,0.0,5.2,0.0,0.7516583204269409,0.0,281.6219177246094,0.0,1.9561892472506497,0.0,8.006182274130063,nan,281.6219177246094,0.0,7.392013645172119,nan,1.248341679573059,0.0,1.9561892472506497,0.23457554709124104,0.7516583204269409,1.248341679573059,9.38739725748698,505.8455341643387
