algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,4.462099218714386,0.2229733274380366,nan,0.43700126947813195,nan,nan,1000.0,0.4343563764272764,0.3137319687967582,11543,590,18881,44,nan,0.0,nan,0.0,1.9042813171150252,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9042813171150252,0.6933875903325415,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,4.462099218714386,0.21353566100200017,nan,0.2961571063487797,nan,nan,1000.0,0.2978626895008642,0.2588618622016915,11516,653,18879,128,nan,0.0,nan,0.0,1.916668040955545,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.916668040955545,0.7051286284042372,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,4.462099218714386,0.21029599502682686,nan,0.4489907845073191,nan,nan,1000.0,0.41444518163683247,0.32598136027251884,11586,413,18700,27,nan,0.0,nan,0.0,1.9265105909954203,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9265105909954203,0.7005421940147666,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,4.462099218714386,0.20484732766946157,nan,0.38352886578836715,nan,nan,1000.0,0.39018353464471367,0.3112336663426331,11397,1139,19446,124,nan,0.0,nan,0.0,1.9447165691784858,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9447165691784858,0.7119031150718089,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,4.462099218714386,0.19789032784601052,nan,0.35964150597671624,nan,nan,1000.0,0.34120842678341,0.26740070910080344,11490,753,19026,77,nan,0.0,nan,0.0,1.9617583838590875,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9617583838590875,0.733594524587642,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,4.462099218714386,0.19348599505921205,nan,0.38371670884153897,nan,nan,1000.0,0.4165470346699281,0.3049236216600614,11447,905,19217,81,nan,0.0,nan,0.0,1.9702037461670192,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9702037461670192,0.7464398249734672,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,4.462099218714386,0.19346799525121847,nan,0.3843426430534846,nan,nan,1000.0,0.3832689764388002,0.2909966567410194,11537,576,18844,65,nan,0.0,nan,0.0,1.9702037461670192,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9702037461670192,0.7464398249734672,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,4.462099218714386,0.19411466114223003,nan,0.3674928587169883,nan,nan,1000.0,0.4316336269189867,0.260782541618455,11560,481,18771,30,nan,0.0,nan,0.0,1.9702037461670192,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9702037461670192,0.7464398249734672,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,4.462099218714386,0.19371732843418915,nan,0.3885416643961571,nan,nan,1000.0,0.37436656002964247,0.2729862953138815,11611,289,18553,19,nan,0.0,nan,0.0,1.9702037461670192,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9702037461670192,0.7464398249734672,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,4.462099218714386,0.18895366189380486,nan,0.4774530060626052,nan,nan,1000.0,0.4610710344043677,0.3351381678563703,11600,328,18605,17,nan,0.0,nan,0.0,1.978277275185353,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.978277275185353,0.7553756626052364,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,4.462099218714386,0.189092328324914,nan,0.4204652645632914,nan,nan,1000.0,0.5644689429027241,0.29974314769083404,11492,702,19032,18,nan,0.0,nan,0.0,1.978277275185353,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.978277275185353,0.7553756626052364,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,4.462099218714386,0.1891533281157414,nan,0.4191571110288261,nan,nan,1000.0,0.485369532428356,0.32256897562025993,11607,281,18543,9,nan,0.0,nan,0.0,1.978277275185353,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.978277275185353,0.7553756626052364,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,4.462099218714386,0.18456766150891782,nan,0.3948401281165409,nan,nan,1000.0,0.38571891696891697,0.29775928710819166,11550,535,18806,55,nan,0.0,nan,0.0,1.9880351258404736,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9880351258404736,0.7554656602019372,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,4.462099218714386,0.17951066203415394,nan,0.3510796893000283,nan,nan,1000.0,0.4482409219103691,0.24887501733196535,11569,426,18704,25,nan,0.0,nan,0.0,1.9987854811008818,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9987854811008818,0.764274005400352,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,4.462099218714386,0.17876199550926686,nan,0.3668124485977943,nan,nan,1000.0,0.4033863706728982,0.2640345156215655,11495,740,19038,53,nan,0.0,nan,0.0,1.9987854811008818,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.9987854811008818,0.764274005400352,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,4.462099218714386,0.17698466191689174,nan,0.4523062700733081,nan,nan,1000.0,0.48032246957557095,0.32400791412888186,11575,430,18715,22,nan,0.0,nan,0.0,2.0017135446199594,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.0017135446199594,0.7623228044692263,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,4.462099218714386,0.17519166223704816,nan,0.3605361532997882,nan,nan,1000.0,0.5457549214707221,0.25951214677994866,11560,497,18795,10,nan,0.0,nan,0.0,2.0033413385268424,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.0033413385268424,0.762038306119324,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,5.205223114670477,0.1670316622654597,nan,0.3666824793195206,nan,nan,1000.0,0.22959994026786223,0.32946770662287905,11601,340,18538,105,nan,0.0,nan,0.0,2.036621155941096,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.036621155941096,0.8109894219217061,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,5.210074063566689,0.16501732908189296,nan,0.41282662406566106,nan,nan,1000.0,0.4431132262583613,0.29650363922261025,11496,743,19054,43,nan,0.0,nan,0.0,2.049751812107389,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.049751812107389,0.8301483162123691,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,5.210074063566689,0.16234999562303226,nan,0.41167526570602786,nan,nan,1000.0,0.5459378445856247,0.29543067640326254,11500,711,19037,26,nan,0.0,nan,0.0,2.0628981882486155,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.0628981882486155,0.8426669313797069,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,5.210074063566689,0.16236966217557589,nan,0.42526760321823787,nan,nan,1000.0,0.3616921207577492,0.31487594398778607,11566,496,18759,51,nan,0.0,nan,0.0,2.0628981882486155,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.0628981882486155,0.8426669313797069,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,5.210074063566689,0.16221432929237684,nan,0.42066745055327837,nan,nan,1000.0,0.5461267451463528,0.2960964815701391,11532,567,18881,14,nan,0.0,nan,0.0,2.0628981882486155,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.0628981882486155,0.8426669313797069,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,5.210074063566689,0.1577109957734744,nan,0.43745124525057144,nan,nan,1000.0,0.524131300410825,0.3411157559971825,11461,875,19225,41,nan,0.0,nan,0.0,2.075771386987334,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.075771386987334,0.854999981340334,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,5.27591655096937,0.1498716626316309,nan,0.4124979401199843,nan,nan,1000.0,0.4718292829747938,0.2961547174980651,11574,431,18711,32,nan,0.0,nan,0.0,2.0995007146313402,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.0995007146313402,0.8917328033598478,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,5.27591655096937,0.14282699629664422,nan,0.3962168540563124,nan,nan,1000.0,0.458759999900086,0.2862087780185167,11487,750,19064,35,nan,0.0,nan,0.0,2.1175521612575015,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.1175521612575015,0.9271753000876694,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,5.27591655096937,0.14289732918143272,nan,0.4217806412753647,nan,nan,1000.0,0.3430047317194653,0.2927186173126451,11596,378,18658,30,nan,0.0,nan,0.0,2.1175521612575015,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.1175521612575015,0.9271753000876694,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,5.27591655096937,0.1428926629324754,nan,0.36776711666798323,nan,nan,1000.0,0.3111996779388084,0.2914569546837753,11589,389,18622,76,nan,0.0,nan,0.0,2.1175521612575015,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.1175521612575015,0.9271753000876694,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,142,5.27591655096937,0.14045732982456685,nan,0.3939205503148674,nan,nan,1000.0,0.521838525410269,0.29359357300100447,11574,431,18714,25,nan,0.0,nan,0.0,2.134866338331176,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.134866338331176,0.9359279504967138,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,143,5.27591655096937,0.14049699651698272,nan,0.3630560122525886,nan,nan,1000.0,0.45214273015860024,0.27030499662242097,11555,531,18816,38,nan,0.0,nan,0.0,2.134866338331176,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.134866338331176,0.9359279504967138,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,144,5.27591655096937,0.1378663296500842,nan,0.42352460040036294,nan,nan,1000.0,0.6348302878737662,0.3051387011507719,11555,514,18815,10,nan,0.0,nan,0.0,2.146365804802927,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.146365804802927,0.940466331332085,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,145,5.27591655096937,0.13501432947814465,nan,0.39360762569307894,nan,nan,1000.0,0.29691597653554175,0.3065234335693342,11591,390,18622,83,nan,0.0,nan,0.0,2.1590946112679026,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.1590946112679026,0.9559237836809951,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,146,5.27591655096937,0.130201996738712,nan,0.387586017151397,nan,nan,1000.0,0.39655386101388906,0.29789864852397635,11519,669,18958,74,nan,0.0,nan,0.0,2.1762752474161795,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.1762752474161795,0.9722155525625905,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,147,5.27591655096937,0.12779966354370118,nan,0.4015632959686999,nan,nan,1000.0,0.36988282866736827,0.2963580344172067,11507,719,19009,85,nan,0.0,nan,0.0,2.1873521840395083,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.1873521840395083,0.9876690020625023,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,148,5.27591655096937,0.1277216633160909,nan,0.4575469118601136,nan,nan,1000.0,0.602230724894202,0.3274871082806169,11493,762,19109,18,nan,0.0,nan,0.0,2.1873521840395083,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.1873521840395083,0.9876690020625023,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,149,5.27591655096937,0.1278953295946121,nan,0.39183797120526603,nan,nan,1000.0,0.4665739982625547,0.2800164082546166,11537,561,18852,22,nan,0.0,nan,0.0,2.1873521840395083,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,2.1873521840395083,0.9876690020625023,nan,nan,nan,nan
