algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,97,5.4545251926185285,0.2777144899964333,nan,0.3922084207944868,nan,nan,1000.0,0.6132770572077645,0.3101689583704234,19366,827,31264,13,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.970707478989146,0.0,nan,0.0,nan,0.0,3.970707478989146,0.9653179342890331,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,98,5.4545251926185285,0.268107490837574,nan,0.35583640601822414,nan,nan,1000.0,0.6028571428571429,0.2525350067675649,19533,193,30544,2,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9856551800710385,0.0,nan,0.0,nan,0.0,3.9856551800710385,0.9648791409442928,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,99,5.4545251926185285,0.2631289903819561,nan,0.4323771081978955,nan,nan,1000.0,0.7277966550992867,0.308611503131198,19468,482,30888,6,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.994611318200498,0.0,nan,0.0,nan,0.0,3.994611318200498,0.9689343475461313,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,100,5.4545251926185285,0.2575824899971485,nan,0.37611152322343144,nan,nan,1000.0,0.5760285455138396,0.2887764201979141,19492,316,30681,9,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.001658031682673,0.0,nan,0.0,nan,0.0,4.001658031682673,0.9622574368956289,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,101,5.4545251926185285,0.2529474911093712,nan,0.35474133362118343,nan,nan,1000.0,0.5762923650088388,0.25854583248331653,19471,419,30804,14,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.01492715033547,0.0,nan,0.0,nan,0.0,4.01492715033547,0.9623072841149144,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,102,5.4545251926185285,0.24774299144744874,nan,0.4132747808559404,nan,nan,1000.0,0.6587034828450437,0.3045398675541778,19447,508,30907,16,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.016966469778769,0.0,nan,0.0,nan,0.0,4.016966469778769,0.9620738083371151,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,103,5.4545251926185285,0.23478749096393586,nan,0.4373685823745632,nan,nan,1000.0,0.680533442079691,0.33411155302733525,19393,772,31206,17,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.060127683451335,0.0,nan,0.0,nan,0.0,4.060127683451335,0.9146671542477744,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,104,5.4545251926185285,0.22616749107837678,nan,0.45177592176631215,nan,nan,1000.0,0.7775400439040662,0.3185793577548209,19420,635,31071,4,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.086164214143415,0.0,nan,0.0,nan,0.0,4.086164214143415,0.9155133184423015,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,105,5.4545251926185285,0.22537949115037917,nan,0.5091167416528535,nan,nan,1000.0,0.8985194902548725,0.3556378635549019,19537,186,30542,3,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.086164214143415,0.0,nan,0.0,nan,0.0,4.086164214143415,0.9155133184423015,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,106,5.4545251926185285,0.2222734907269478,nan,0.35905349318044116,nan,nan,1000.0,0.5643811077505608,0.26577641715261585,19413,624,31027,16,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.093236913112326,0.0,nan,0.0,nan,0.0,4.093236913112326,0.9145058620592521,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,107,5.4545251926185285,0.21880049198865892,nan,0.41329167507853554,nan,nan,1000.0,0.593269181945432,0.3300137511201755,19446,520,30900,24,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.099336670852843,0.0,nan,0.0,nan,0.0,4.099336670852843,0.9138406684153995,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,108,5.4545251926185285,0.21826349139213563,nan,0.5155506624994598,nan,nan,1000.0,0.9082748412479862,0.35995061714056625,19456,549,30975,0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.1023749250091885,0.0,nan,0.0,nan,0.0,4.1023749250091885,0.9122169298730568,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,109,5.649308887775081,0.20272149175405502,nan,0.28511944161872105,nan,nan,1000.0,0.43543491079909,0.21432404693499307,19344,820,31224,18,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.1266078533665995,0.0,nan,0.0,nan,0.0,4.1266078533665995,0.9140318414883493,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,110,5.649308887775081,0.19070599228143692,nan,0.41106389786387676,nan,nan,1000.0,0.6693111829591102,0.2985102620934017,19364,834,31280,14,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.149444791645933,0.0,nan,0.0,nan,0.0,4.149444791645933,0.9232800325521019,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,111,5.649308887775081,0.18644199267029762,nan,0.4118285924657009,nan,nan,1000.0,0.6485745562995139,0.3252147032531729,19460,477,30872,11,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.1622549093535,0.0,nan,0.0,nan,0.0,4.1622549093535,0.9205974414077573,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,112,5.649308887775081,0.18747899189591408,nan,0.4909207948984794,nan,nan,1000.0,0.8310872124392995,0.350480809150164,19528,229,30594,1,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.1622549093535,0.0,nan,0.0,nan,0.0,4.1622549093535,0.9205974414077573,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,113,5.649308887775081,0.18282449141144752,nan,0.4016868793271969,nan,nan,1000.0,0.5568094381054773,0.3323508264029517,19502,303,30650,21,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.176928836130002,0.0,nan,0.0,nan,0.0,4.176928836130002,0.9170076422497281,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,114,5.649308887775081,0.1765654928982258,nan,0.40813409239928405,nan,nan,1000.0,0.6629259312125245,0.29654671707129054,19387,757,31191,9,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.183345776037227,0.0,nan,0.0,nan,0.0,4.183345776037227,0.9221291948237599,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,115,5.649308887775081,0.17271099269390106,nan,0.4356325966203743,nan,nan,1000.0,0.7189459866974982,0.3137757497740344,19426,619,31041,12,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.184401273800225,0.0,nan,0.0,nan,0.0,4.184401273800225,0.9234420766333873,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,116,5.649308887775081,0.17058299288153647,nan,0.3488282461320847,nan,nan,1000.0,0.5273605375012542,0.26350375896146716,19399,658,31048,25,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.192872432908429,0.0,nan,0.0,nan,0.0,4.192872432908429,0.9189217459192661,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,117,5.649308887775081,0.1654479931294918,nan,0.48233546276602624,nan,nan,1000.0,0.8291891728612563,0.34046249055177624,19476,442,30843,1,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.222761870942626,0.0,nan,0.0,nan,0.0,4.222761870942626,0.9034735677092599,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,118,5.649308887775081,0.1577874930202961,nan,0.42963718840018955,nan,nan,1000.0,0.6440762811730555,0.3335090683109569,19378,837,31268,37,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.245794715479031,0.0,nan,0.0,nan,0.0,4.245794715479031,0.8986474157743016,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,119,5.649308887775081,0.1563214933872223,nan,0.3538543012415534,nan,nan,1000.0,0.5550548642476734,0.26382399776875254,19362,807,31230,25,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.255832970846302,0.0,nan,0.0,nan,0.0,4.255832970846302,0.8988414399606292,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,120,5.649308887775081,0.1558779925107956,nan,0.38949256149812495,nan,nan,1000.0,0.5876530272763331,0.30649782704094997,19387,741,31160,28,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.255832970846302,0.0,nan,0.0,nan,0.0,4.255832970846302,0.8988414399606292,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,121,5.649308887775081,0.15615599244832992,nan,0.4145049444637115,nan,nan,1000.0,0.6735607731888624,0.3003838759233446,19442,549,30949,8,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.255832970846302,0.0,nan,0.0,nan,0.0,4.255832970846302,0.8988414399606292,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,122,5.649308887775081,0.1539119929075241,nan,0.3847313534861091,nan,nan,1000.0,0.6500337129871395,0.2733546972434258,19437,574,30984,9,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.255832970846302,0.0,nan,0.0,nan,0.0,4.255832970846302,0.8988414399606292,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,123,5.649308887775081,0.15537699341773986,nan,0.39239246971380454,nan,nan,1000.0,0.6767679512777552,0.27631316754344015,19499,336,30714,3,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.255832970846302,0.0,nan,0.0,nan,0.0,4.255832970846302,0.8988414399606292,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,124,5.649308887775081,0.15097099274396897,nan,0.45724814912943146,nan,nan,1000.0,0.7704447933019362,0.3262175324675325,19482,408,30800,4,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.2673495244864545,0.0,nan,0.0,nan,0.0,4.2673495244864545,0.9028931857870377,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,125,5.649308887775081,0.1501404932141304,nan,0.4509192428431416,nan,nan,1000.0,0.7714137567965492,0.3186926342811588,19413,661,31100,0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.2673495244864545,0.0,nan,0.0,nan,0.0,4.2673495244864545,0.9028931857870377,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,126,5.649308887775081,0.15114899337291718,nan,0.3978967992003745,nan,nan,1000.0,0.6739834984417028,0.2823978588734278,19483,357,30739,1,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.2673495244864545,0.0,nan,0.0,nan,0.0,4.2673495244864545,0.9028931857870377,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,127,5.649308887775081,0.1465814934670925,nan,0.38179197152092886,nan,nan,1000.0,0.6356731558251401,0.273765583966045,19414,659,31083,12,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.281591573267468,0.0,nan,0.0,nan,0.0,4.281591573267468,0.8958112317152341,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,128,5.649308887775081,0.1439799928665161,nan,0.38988270584148554,nan,nan,1000.0,0.6070380607862249,0.3505269647117473,19448,503,30897,12,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.292198185795867,0.0,nan,0.0,nan,0.0,4.292198185795867,0.8951727241221771,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,129,5.649308887775081,0.14438599318265916,nan,0.385823119536088,nan,nan,1000.0,0.6259585883632804,0.28085063606855837,19426,601,31013,20,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.292198185795867,0.0,nan,0.0,nan,0.0,4.292198185795867,0.8951727241221771,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,130,5.649308887775081,0.144533993601799,nan,0.4333821008346291,nan,nan,1000.0,0.7045057010070126,0.315559238991834,19462,468,30861,9,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.292198185795867,0.0,nan,0.0,nan,0.0,4.292198185795867,0.8951727241221771,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,131,5.649308887775081,0.1406089933216572,nan,0.3931637072624056,nan,nan,1000.0,0.6956678417547983,0.27416136495083865,19529,219,30577,5,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.306003522647945,0.0,nan,0.0,nan,0.0,4.306003522647945,0.889004791264999,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,132,5.649308887775081,0.13823099344968795,nan,0.3447668443639379,nan,nan,1000.0,0.5050216474921502,0.2699833645076346,19394,678,31067,41,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.317984406110504,0.0,nan,0.0,nan,0.0,4.317984406110504,0.8856942930606532,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,133,5.649308887775081,0.13810699343681335,nan,0.37264408376216185,nan,nan,1000.0,0.6013563245357565,0.2774345493880477,19424,582,30987,13,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.317984406110504,0.0,nan,0.0,nan,0.0,4.317984406110504,0.8856942930606532,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,134,5.649308887775081,0.13487149342894555,nan,0.4230190774782902,nan,nan,1000.0,0.7022786361168902,0.30389138265206983,19449,523,30927,5,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.3307945238180725,0.0,nan,0.0,nan,0.0,4.3307945238180725,0.8804487417095618,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,135,5.649308887775081,0.13492999359965324,nan,0.3052491930022852,nan,nan,1000.0,0.47829729309353125,0.2258576996843031,19457,468,30841,24,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.3307945238180725,0.0,nan,0.0,nan,0.0,4.3307945238180725,0.8804487417095618,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,136,5.649308887775081,0.1345584933459759,nan,0.46770320527950876,nan,nan,1000.0,0.8394132600331208,0.3242134665201009,19492,366,30758,0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.3307945238180725,0.0,nan,0.0,nan,0.0,4.3307945238180725,0.8804487417095618,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,137,5.649308887775081,0.13236649304628373,nan,0.4346309375944545,nan,nan,1000.0,0.700672552252674,0.3254909847022004,19423,641,31067,11,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.33464524532949,0.0,nan,0.0,nan,0.0,4.33464524532949,0.8838316232231591,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,138,5.649308887775081,0.1326404932141304,nan,0.4246426756811826,nan,nan,1000.0,0.7228203748671586,0.3009902156025092,19439,598,31023,6,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.33464524532949,0.0,nan,0.0,nan,0.0,4.33464524532949,0.8838316232231591,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,139,5.649308887775081,0.13263849347829818,nan,0.4169518753176777,nan,nan,1000.0,0.6398748556643293,0.31488541074368664,19415,669,31084,24,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.33464524532949,0.0,nan,0.0,nan,0.0,4.33464524532949,0.8838316232231591,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,140,5.649308887775081,0.13238999366760254,nan,0.48467601390899057,nan,nan,1000.0,0.8451062789381435,0.3399699354060409,19430,630,31068,0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.33464524532949,0.0,nan,0.0,nan,0.0,4.33464524532949,0.8838316232231591,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,141,5.649308887775081,0.13213399350643157,nan,0.31339611986582017,nan,nan,1000.0,0.4291372744271295,0.258472614263269,19482,373,30714,51,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.33464524532949,0.0,nan,0.0,nan,0.0,4.33464524532949,0.8838316232231591,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,142,5.649308887775081,0.12855499371886253,nan,0.34996478205780523,nan,nan,1000.0,0.5633145565079598,0.2608291852506602,19502,289,30655,6,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.360616510940002,0.0,nan,0.0,nan,0.0,4.360616510940002,0.8308024512882918,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,143,5.649308887775081,0.12925899401307106,nan,0.388215737332447,nan,nan,1000.0,0.6203644108909768,0.288582445455499,19446,552,30953,17,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.360616510940002,0.0,nan,0.0,nan,0.0,4.360616510940002,0.8308024512882918,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,144,5.649308887775081,0.12548799335956573,nan,0.45305530247020903,nan,nan,1000.0,0.7416208181425573,0.32752436234456195,19479,420,30808,5,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.374414010935926,0.0,nan,0.0,nan,0.0,4.374414010935926,0.8224648134745479,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,145,5.649308887775081,0.12268099322915077,nan,0.39124500510178367,nan,nan,1000.0,0.6072255072491797,0.3022523959860503,19423,601,31001,13,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.388409614565461,0.0,nan,0.0,nan,0.0,4.388409614565461,0.8136509759709307,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,146,5.649308887775081,0.11913199365139007,nan,0.4500509647071993,nan,nan,1000.0,0.729403819478782,0.330744189510798,19412,698,31130,10,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.396349618138502,0.0,nan,0.0,nan,0.0,4.396349618138502,0.8150874526975825,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,147,5.649308887775081,0.1164299936592579,nan,0.3789462622629748,nan,nan,1000.0,0.5809991076011009,0.2904344504016414,19335,915,31355,27,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.398583735138079,0.0,nan,0.0,nan,0.0,4.398583735138079,0.8178789883499151,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,148,5.649308887775081,0.11641149386763573,nan,0.47538092427201584,nan,nan,1000.0,0.811352613993123,0.33757721704089594,19390,781,31244,3,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.398583735138079,0.0,nan,0.0,nan,0.0,4.398583735138079,0.8178789883499151,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,149,5.649308887775081,0.1161964936554432,nan,0.38476100194944823,nan,nan,1000.0,0.6282495834925502,0.2778333381983647,19462,454,30837,3,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.398583735138079,0.0,nan,0.0,nan,0.0,4.398583735138079,0.8178789883499151,nan,nan,nan,nan
