algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,balance_kept_honest,balance_kept_attacker,noise_norm_honest,noise_norm_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,balance_threshold_honest,balance_threshold_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_local_norm_honest,balance_local_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,2.110725214064083,0.8832249772548676,0.38998711327711744,1.0,3.06785868273841,101373684981.76,1000.0,1.0,1.0,1008,0,29900,1162,1.185779803122666,0.0,8.555555555555555,154.54,267.6782811482747,0.0,1.2027809109775631,0.0,1.185779803122666,0.0,0.7506618201732635,0.0,11181.204419071526,0.0,10.709432664350489,152495333106.52664,267.6782718234592,0.0,8.259062343173557,117603658629.12,1.2027809109775631,0.39233408349637233,0.7506618201732635,1.185779803122666,16.06069630940755,670.8722651442915
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,2.110725214064083,0.8833789789676666,0.38955607255299884,1.0,2.272525850095247,733618303795.2,1000.0,1.0,1.0,734,0,29900,914,1.1576650840818328,0.0,9.473684210526315,153.17,260.82935855263156,0.0,1.2190490808114136,0.0,1.1576650840818328,0.0,0.7680251472874692,0.0,11242.738019019278,0.0,9.081218265013685,1068639591840.7113,260.82935855263156,0.0,7.050236576481869,829642204119.04,1.2190490808114136,0.4013600877928383,0.7680251472874692,1.1576650840818328,16.519192708333332,712.0400745378876
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,2.110725214064083,0.8833649764458339,0.38942790259917576,1.0,2.666390411555767,4228489530572.8,1000.0,1.0,1.0,554,0,29900,692,1.1338947816346727,0.0,8.625,152.27,255.81202220916748,0.0,1.234285215377614,0.0,1.1338947816346727,0.0,0.7811939269304276,0.0,10841.321648352376,0.0,9.297208511815928,6273132069045.867,255.81200695037842,0.0,7.266201615333557,4902744981504.0,1.234285215377614,0.41117935369267883,0.7811939269304276,1.1338947816346727,13.643307037353516,578.2038212454601
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,2.290256130587336,0.8832763109604518,0.38951695422331495,1.0,2.40167573094368,30670349748142.08,1000.0,1.0,1.0,554,0,29900,776,1.1210448904366526,0.0,11.1,152.27,252.82638397216797,0.0,1.2787983802695702,0.0,1.1210448904366526,0.0,0.7828956872224808,0.0,11086.968974579282,0.0,9.256455818778026,44082743543394.37,252.82638397216797,0.0,7.282741618156433,34683170030878.72,1.2787983802695702,0.415900687628382,0.7828956872224808,1.1210448904366526,16.855092264811198,739.131264971952
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,2.358076456414292,0.8832109773159027,0.389732138812542,1.0,2.828748189267658,176726507719229.44,1000.0,1.0,1.0,798,0,29900,1018,1.128976042858736,0.0,10.476190476190476,153.49,254.6689191545759,0.0,1.312388295136286,0.0,1.128976042858736,0.0,0.761966293766385,0.0,11082.76037041527,0.0,10.084568154256123,258711226570464.16,254.6689191545759,0.0,7.987351031530471,204908861818142.72,1.312388295136286,0.41825924132069303,0.761966293766385,1.128976042858736,17.826824340820313,775.793225929069
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,2.385472823132534,0.8834429776668549,0.38897841523091,1.0,1.6321890420383878,1273702208377979.0,1000.0,1.0,1.0,317,0,29900,345,1.1009963301052426,0.0,3.111111111111111,151.085,248.56287129720053,0.0,1.3255849852562294,0.0,1.1009963301052426,0.0,0.7805147303475274,0.0,11067.788205833975,0.0,8.216261616873549,1806896346010157.8,248.56287638346353,0.0,6.551111963060167,1440701479617822.8,1.3255849852562294,0.41927113655456455,0.7805147303475274,1.1009963301052426,7.456886291503906,332.0336461750192
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,2.385472823132534,0.8834026436010997,0.38883650143941245,1.0,3.017501413822174,7392684514109030.0,1000.0,1.0,1.0,147,0,29900,185,1.128141768462454,0.0,4.75,150.235,255.0522918701172,0.0,1.338412759143122,0.0,1.128141768462454,0.0,0.7378896996378899,0.0,11259.584260599346,0.0,9.381191269189896,1.0673072572173254e+16,255.0522918701172,0.0,7.529983937740326,8566935981654016.0,1.338412759143122,0.4220405625303626,0.7378896996378899,1.128141768462454,6.801394449869791,300.2555802826492
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,2.385472823132534,0.8834453117847443,0.38869801819324495,1.0,2.6694027900695803,5.355613249318421e+16,1000.0,1.0,1.0,281,0,29900,339,1.0869539870583516,0.0,5.8,150.905,244.8706787109375,0.0,1.3531865182178995,0.0,1.0869539870583516,0.0,0.7717472732067108,0.0,10584.133403411608,0.0,9.063873709795331,7.497620202241104e+16,244.8706787109375,0.0,7.323947143554688,6.058356043103076e+16,1.3531865182178995,0.4267853186571956,0.7717472732067108,1.0869539870583516,8.16235595703125,352.80444678038697
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,2.385472823132534,0.8834223107496897,0.38867674181858697,1.0,2.80951669216156,3.097815201130689e+17,1000.0,1.0,1.0,541,0,29900,649,1.0922792440607227,0.0,7.2,152.205,246.6397715250651,0.0,1.379280447240729,0.0,1.0922792440607227,0.0,0.7533251365025838,0.0,11415.448908459752,0.0,9.496487051349414,4.414300632746773e+17,246.6397908528646,0.0,7.724842484792074,3.5907780302444954e+17,1.379280447240729,0.4337022100795829,0.7533251365025838,1.0922792440607227,12.33198954264323,570.7724454229876
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,2.4013102730719145,0.8831793097654979,0.38918372134367624,1.0,3.029635336995125,2.2352304655124398e+18,1000.0,1.0,1.0,618,0,29900,824,1.0892361456268707,0.0,10.3,152.59,245.5503692626953,0.0,1.4044048291999423,0.0,1.0892361456268707,0.0,0.7443039983510971,0.0,11079.317892763022,0.0,10.014085701099265,3.087482034461104e+18,245.5503952026367,0.0,8.200366306304932,2.528287095040277e+18,1.4044048291999423,0.4377453644284862,0.7443039983510971,1.0892361456268707,16.370026346842447,738.621192850868
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,2.541769272151146,0.8831903117895127,0.38911727964878084,1.0,2.635584419965744,1.285849882599954e+19,1000.0,1.0,1.0,646,0,29900,774,1.067257172959431,0.0,8.533333333333333,152.73,240.6981190999349,0.0,1.4331459858767641,0.0,1.067257172959431,0.0,0.7572765489419301,0.0,11145.549971188499,0.0,9.031458103753463,1.808204867972696e+19,240.6980987548828,0.0,7.445178540547689,1.4906129138050505e+19,1.4331459858767641,0.4392904592624543,0.7572765489419301,1.067257172959431,12.034904937744141,557.2774985594249
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,2.541769272151146,0.8831926439205805,0.38927830894788107,1.0,2.8561909879956926,nan,1000.0,1.0,1.0,30444,544,0,104,1.1080647423026377,0.0,7.428571428571429,0.0,250.15158626011439,0.0,1.450189244771502,0.0,1.1080647423026377,0.0,0.696792734520776,0.0,11307.096912145544,0.0,9.55790712780517,nan,250.1515884399414,0.0,7.9318656240190775,nan,1.450189244771502,0.44325796130408224,0.696792734520776,1.1080647423026377,11.673740793863931,527.6645225667919
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,2.638618770877701,0.8829906443754832,0.38981549968322116,1.0,3.339348066598177,nan,1000.0,1.0,1.0,30489,589,0,122,1.0270396268548057,0.0,7.625,0.0,231.47738933563232,0.0,1.478341326894698,0.0,1.0270396268548057,0.0,0.7799475491046906,0.0,10341.794620138502,0.0,10.452538366341715,nan,231.47740364074707,0.0,8.732319325208664,nan,1.478341326894698,0.44916959893276004,0.7799475491046906,1.0270396268548057,12.34546152750651,551.5623797407201
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,2.638618770877701,0.8828753111759822,0.39010865648587545,1.0,3.115029636551352,nan,1000.0,1.0,1.0,30241,341,0,186,1.0623519934645291,0.0,10.941176470588236,0.0,239.5630412382238,0.0,1.5046908727358634,0.0,1.0623519934645291,0.0,0.7253155638189877,0.0,11172.854249501861,0.0,10.112622729011058,nan,239.563060984892,0.0,8.504855520585004,nan,1.5046908727358634,0.451820776469743,0.7253155638189877,1.0623519934645291,13.575240122477213,633.1284074717722
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,2.638618770877701,0.8827853115399679,0.39051805684963864,1.0,3.5336097262122412,nan,1000.0,1.0,1.0,30513,613,0,48,1.0120640863872579,0.0,4.363636363636363,0.0,227.87288041548297,0.0,1.5182709216337138,0.0,1.0120640863872579,0.0,0.7734501470219005,0.0,10458.050646564563,0.0,11.24189070964304,nan,227.8728679310192,0.0,9.51782664385709,nan,1.5182709216337138,0.45889132311671427,0.7734501470219005,1.0120640863872579,8.355338490804037,383.46185704070064
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,2.820341760504479,0.8827103108167649,0.3906113422910372,1.0,2.6594644505530596,nan,1000.0,1.0,1.0,30375,475,0,148,1.005211793675803,0.0,9.25,0.0,226.808424949646,0.0,1.5518744569956526,0.0,1.005211793675803,0.0,0.7695110701024532,0.0,11007.391642580506,0.0,9.141369771936896,nan,226.80841827392578,0.0,7.791211694478989,nan,1.5518744569956526,0.4634896384478507,0.7695110701024532,1.005211793675803,12.096448974609375,587.0608876042936
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,2.820341760504479,0.8827326440811157,0.39084467192490896,1.0,2.6668918766081333,nan,1000.0,1.0,1.0,30373,473,0,152,1.0337600780036427,0.0,9.5,0.0,233.1537961959839,0.0,1.575348987477524,0.0,1.0337600780036427,0.0,0.7218470200896263,0.0,11210.254522599344,0.0,9.471301174686623,nan,233.15376091003418,0.0,8.126408904790878,nan,1.575348987477524,0.4693772628723384,0.7218470200896263,1.0337600780036427,12.434867248535156,597.8802412052984
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,2.820341760504479,0.8827433109283447,0.39078543543815614,1.0,2.7148783845560893,nan,1000.0,1.0,1.0,30529,629,0,86,1.003701070456853,0.0,6.142857142857143,0.0,226.54741886683874,0.0,1.6012009997709675,0.0,1.003701070456853,0.0,0.7465401930468423,0.0,11763.414958265106,0.0,8.50840747699922,nan,226.5474406651088,0.0,7.3490736825125555,nan,1.6012009997709675,0.47504681285269046,0.7465401930468423,1.003701070456853,10.572213897705078,548.9593647190384
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,2.820341760504479,0.882830642859141,0.3905763926108678,1.0,2.6544578194618227,nan,1000.0,1.0,1.0,30012,112,0,12,1.001616941104277,0.0,2.4,0.0,226.09994201660157,0.0,1.6082169339422223,0.0,1.001616941104277,0.0,0.7365716099739075,0.0,11418.966352429463,0.0,8.382479133120432,nan,226.09986267089843,0.0,7.288733959197998,nan,1.6082169339422223,0.47591521225097827,0.7365716099739075,1.001616941104277,3.768331044514974,190.31610587382437
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,2.820341760504479,0.8826773097117742,0.39117605715990067,1.0,3.496519895394643,nan,1000.0,1.0,1.0,30394,494,0,114,0.9542088184584308,0.0,7.6,0.0,215.07428690592448,0.0,1.6411618957675858,0.0,0.9542088184584308,0.0,0.7842750191688538,0.0,10563.63166173248,0.0,9.892178030029958,nan,215.07427469889322,0.0,8.658982022603352,nan,1.6411618957675858,0.49239805971247125,0.7842750191688538,0.9542088184584308,10.753713734944661,528.181583086624
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,2.820341760504479,0.8825336444377899,0.39146739532550173,1.0,2.9486012033053806,nan,1000.0,1.0,1.0,30661,761,0,86,0.9706195804890905,0.0,6.142857142857143,0.0,218.963623046875,0.0,1.6654907855740937,0.0,0.9706195804890905,0.0,0.7509382537433079,0.0,11230.906810488927,0.0,9.1088024639505,nan,218.9636284964425,0.0,8.026597670146398,nan,1.6654907855740937,0.4999968344324891,0.7509382537433079,0.9706195804890905,10.218302663167318,524.1089844894833
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,2.820341760504479,0.8825966457525889,0.3916907517115275,1.0,3.481831913193067,nan,1000.0,1.0,1.0,30150,250,0,98,0.9328393721030594,0.0,8.166666666666666,0.0,210.47026952107748,0.0,1.6900045875838206,0.0,0.9328393721030594,0.0,0.7874918331702551,0.0,10548.517886527692,0.0,9.77894765153304,nan,210.47029240926108,0.0,8.674763202667236,nan,1.6900045875838206,0.5101103106636707,0.7874918331702551,0.9328393721030594,8.418811696370442,421.9407154611077
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,2.9988228130677346,0.8825126431385676,0.3922477260231972,1.0,3.6416732452132483,nan,1000.0,1.0,1.0,30299,399,0,56,0.9505370761486976,0.0,5.090909090909091,0.0,214.46183083274147,0.0,1.7052698499167454,0.0,0.9505370761486976,0.0,0.7520711909640919,0.0,10113.050771951961,0.0,11.05893848113597,nan,214.46169072931463,0.0,9.875844565304844,nan,1.7052698499167454,0.5184823164166998,0.7520711909640919,0.9505370761486976,7.863595326741536,370.81186163823855
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,2.9988228130677346,0.8824599778652191,0.39238364418347677,1.0,2.665452702478929,nan,1000.0,1.0,1.0,30388,488,0,50,0.967921144650538,0.0,4.545454545454546,0.0,218.3993516401811,0.0,1.7310330823705855,0.0,0.967921144650538,0.0,0.7164769524877722,0.0,11178.688751985934,0.0,8.629056020708008,nan,218.39933360706675,0.0,7.757457212968306,nan,1.7310330823705855,0.5190052510479706,0.7164769524877722,0.967921144650538,8.007975565592448,409.88525423948425
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,2.9988228130677346,0.8823659775654474,0.39285207400719324,1.0,3.735235834121704,nan,1000.0,1.0,1.0,30189,289,0,52,0.928738279858228,0.0,5.2,0.0,209.3118148803711,0.0,1.7508436777952914,0.0,0.928738279858228,0.0,0.756058418750763,0.0,10802.676459949838,0.0,10.906458322157446,nan,209.31174926757814,0.0,9.870408821105958,nan,1.7508436777952914,0.5285601380078385,0.756058418750763,0.928738279858228,6.977058308919271,360.0892153316613
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,2.9988228130677346,0.8822986441850662,0.39324707945187887,1.0,3.0174206770383396,nan,1000.0,1.0,1.0,30475,575,0,76,0.9405302967716652,0.0,5.846153846153846,0.0,211.99749873234674,0.0,1.7811689378427202,0.0,0.9405302967716652,0.0,0.7276037702193627,0.0,11395.661725414027,0.0,9.848163028963503,nan,211.99749403733475,0.0,8.97226150219257,nan,1.7811689378427202,0.53081779946368,0.7276037702193627,0.9405302967716652,9.186558074951172,493.81200810127444
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,2.9988228130677346,0.8819873106479644,0.39418051530917486,1.0,3.3139415823895,nan,1000.0,1.0,1.0,30680,780,0,276,0.9258125167376572,0.0,12.0,0.0,209.03618654997453,0.0,1.8303789733997307,0.0,0.9258125167376572,0.0,0.7349270297133405,0.0,10945.896026035325,0.0,9.582496855994753,nan,209.03617792544156,0.0,8.788619767064633,nan,1.8303789733997307,0.537158503879393,0.7349270297133405,0.9258125167376572,16.026106974283856,839.1853619960416
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,2.9988228130677346,0.8819479771455129,0.39437372267246246,1.0,3.279439640045166,nan,1000.0,1.0,1.0,30129,229,0,52,0.9150153594715974,0.0,5.2,0.0,206.42428588867188,0.0,1.8506313248953028,0.0,0.9150153594715974,0.0,0.7371148467063904,0.0,10634.61184104382,0.0,9.203544146760613,nan,206.42425537109375,0.0,8.497523736953735,nan,1.8506313248953028,0.5431292213298521,0.7371148467063904,0.9150153594715974,6.880808512369792,354.4870613681273
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,2.9988228130677346,0.8818426460027695,0.3948989213506381,1.0,3.3498355001211166,nan,1000.0,1.0,1.0,30284,384,0,156,0.910989189054628,0.0,9.75,0.0,205.75189399719238,0.0,1.88344740454748,0.0,0.910989189054628,0.0,0.7300353236496449,0.0,10673.497845141173,0.0,9.197802076659704,nan,205.75188446044922,0.0,8.549026101827621,nan,1.88344740454748,0.557400535183397,0.7300353236496449,0.910989189054628,10.973433837890624,569.2532184075293
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,3.3397793984247435,0.8815796440839767,0.3960021711389224,1.0,3.7673751153051853,nan,1000.0,1.0,1.0,30408,508,0,126,0.8936176953436419,0.0,7.875,0.0,201.757719039917,0.0,1.9149746937580217,0.0,0.8936176953436419,0.0,0.741732083261013,0.0,10150.003145123503,0.0,11.321128733630722,nan,201.75770473480225,0.0,10.592966735363007,nan,1.9149746937580217,0.571231534043064,0.741732083261013,0.8936176953436419,10.760410919189454,541.3335010732535
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,3.6999613182242435,0.8817596465349198,0.3958789458870888,1.0,2.7233009040355682,nan,1000.0,1.0,1.0,30316,416,0,54,0.8761684354989694,0.0,4.909090909090909,0.0,197.72248979048297,0.0,1.9452457020758849,0.0,0.8761684354989694,0.0,0.7539028254422274,0.0,10768.855952055235,0.0,8.553450561674016,nan,197.7224884033203,0.0,8.056836041537197,nan,1.9452457020758849,0.5803341601285461,0.7539028254422274,0.8761684354989694,7.249824574788412,394.8580515753587
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,3.6999613182242435,0.8816256429751714,0.3963832010825475,1.0,2.838126524498588,nan,1000.0,1.0,1.0,30556,656,0,192,0.9072729636613389,0.0,10.105263157894736,0.0,204.57239090768914,0.0,1.992814880697221,0.0,0.9072729636613389,0.0,0.6966975190137562,0.0,10680.568891831646,0.0,8.79594323448974,nan,204.57241821289062,0.0,8.340669079830771,nan,1.992814880697221,0.5887969118753473,0.6966975190137562,0.9072729636613389,12.956253153483074,676.4360298160043
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,3.6999613182242435,0.8813906453053156,0.39726671725511553,1.0,2.7362618416547777,nan,1000.0,1.0,1.0,30539,639,0,276,0.8635238520226218,0.0,13.8,0.0,194.8980628967285,0.0,2.0393019639694407,0.0,0.8635238520226218,0.0,0.7470765560865402,0.0,10134.73332571206,0.0,8.730172680228424,nan,194.89801788330078,0.0,8.333675837516784,nan,2.0393019639694407,0.604960464990497,0.7470765560865402,0.8635238520226218,12.993201192220052,675.6488883808041
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,3.6999613182242435,0.8814439775546392,0.3975333495934804,1.0,3.0262625051869287,nan,1000.0,1.0,1.0,30567,667,0,154,0.8671038814729527,0.0,8.555555555555555,0.0,195.6197263929579,0.0,2.0856124928638775,0.0,0.8671038814729527,0.0,0.729237844546636,0.0,11071.733985174265,0.0,8.873449255772304,nan,195.619750128852,0.0,8.52710353003608,nan,2.0856124928638775,0.6175658656650497,0.729237844546636,0.8671038814729527,11.737185007731119,664.304039110456
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,3.6999613182242435,0.8813519783814748,0.3979971280694008,1.0,3.8763875365257263,nan,1000.0,1.0,1.0,30139,239,0,30,0.8219235313565537,0.0,3.75,0.0,185.1833553314209,0.0,2.1097568579508934,0.0,0.8219235313565537,0.0,0.7833448424935341,0.0,9753.795898753646,0.0,10.702255135615987,nan,185.18331146240234,0.0,10.353320598602295,nan,2.1097568579508934,0.6307886620250978,0.7833448424935341,0.8219235313565537,4.938221638997396,260.1012239667639
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,3.6999613182242435,0.8812779800097148,0.3983135058482488,1.0,3.087434013684591,nan,1000.0,1.0,1.0,30280,380,0,70,0.8548241162349274,0.0,5.833333333333333,0.0,193.00897598266602,0.0,2.1351307580321506,0.0,0.8548241162349274,0.0,0.7219265947739283,0.0,10471.952265930739,0.0,9.245446136145635,nan,193.00897598266602,0.0,9.003835082054138,nan,2.1351307580321506,0.6432313911466883,0.7219265947739283,0.8548241162349274,7.720359039306641,418.8780906372295
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,3.6999613182242435,0.8811836449305216,0.39889360109965005,1.0,3.6108279739107405,nan,1000.0,1.0,1.0,30253,353,0,112,0.8128513841773396,0.0,8.0,0.0,183.4472939627511,0.0,2.1789513837590144,0.0,0.8128513841773396,0.0,0.7724671406405312,0.0,10696.532391416902,0.0,8.89190158575885,nan,183.44732448032923,0.0,8.717452764511108,nan,2.1789513837590144,0.6633107697406263,0.7724671406405312,0.8128513841773396,8.560875142415364,499.17151159945547
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,3.6999613182242435,0.8813236427307128,0.3989504967133204,1.0,2.858864188194275,nan,1000.0,1.0,1.0,30275,375,0,86,0.8578226716662721,0.0,6.615384615384615,0.0,193.56829716609076,0.0,2.2056797193108486,0.0,0.8578226716662721,0.0,0.6915340010936444,0.0,10690.123514875888,0.0,8.390652721095584,nan,193.5682877760667,0.0,8.281061282524696,nan,2.2056797193108486,0.6695253539750968,0.6915340010936444,0.8578226716662721,8.387959136962891,463.23868564462174
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,3.8588527183509305,0.8809539781014124,0.39997418016195296,1.0,3.281678424162023,nan,1000.0,1.0,1.0,30753,853,0,120,0.8185457244607711,0.0,7.0588235294117645,0.0,184.50592310288374,0.0,2.2544301400520985,0.0,0.8185457244607711,0.0,0.7388962682555703,0.0,10432.921948573992,0.0,9.667398190030022,nan,184.5059222053079,0.0,9.604951045092415,nan,2.2544301400520985,0.6860711448548985,0.7388962682555703,0.8185457244607711,10.455335591634114,591.1989104191928
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,4.462099218714386,0.8809213099877039,0.4004043506582578,1.0,3.052815748585595,nan,1000.0,1.0,1.0,30512,612,0,160,0.8036756128600007,0.0,8.88888888888889,0.0,181.2972878350152,0.0,2.317576342331768,0.0,0.8036756128600007,0.0,0.7493620547983382,0.0,10873.885754092771,0.0,8.556007254592307,nan,181.29725477430554,0.0,8.557600127326118,nan,2.317576342331768,0.6991827896652825,0.7493620547983382,0.8036756128600007,10.877835286458334,652.4331452455663
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,4.462099218714386,0.8808899774154028,0.4007593397299449,1.0,3.0012553056081135,nan,1000.0,1.0,1.0,30560,660,0,104,0.8277414412867258,0.0,6.933333333333334,0.0,186.65582987467448,0.0,2.3577467558305383,0.0,0.8277414412867258,0.0,0.6989665726820627,0.0,10841.034774380918,0.0,8.600043540704263,nan,186.65572509765624,0.0,8.659180482228598,nan,2.3577467558305383,0.7069455562211318,0.6989665726820627,0.8277414412867258,9.332786254882812,542.0517387190459
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,4.462099218714386,0.8808729777733485,0.40111749211947123,0.9880952380952381,3.6109263045447215,nan,1000.0,0.9772727272727273,1.0,30067,168,0,25,0.7624394263873929,0.0,3.5714285714285716,0.0,172.12387084960938,0.0,2.379497653833822,0.0,0.7624394263873929,0.0,0.7895634004047939,0.0,9700.449154915335,0.0,9.426997425523377,nan,172.12384905133928,0.0,9.555310998644147,nan,2.379497653833822,0.7167586727510041,0.7895634004047939,0.7624394263873929,4.01622314453125,226.34381361469113
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,4.462099218714386,0.8807776443163554,0.4017616648475329,1.0,2.977731012635761,nan,1000.0,1.0,1.0,30362,462,0,182,0.8121694083191408,0.0,10.11111111111111,0.0,183.3005837334527,0.0,2.423177375938037,0.0,0.8121694083191408,0.0,0.697654323031505,0.0,10685.66556042849,0.0,8.954034782183475,nan,183.3005430433485,0.0,9.136618932088217,nan,2.423177375938037,0.7406177550326298,0.697654323031505,0.8121694083191408,10.998032582600912,641.1399336257093
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,4.506194788992215,0.8804779766003291,0.4029979161421458,0.9924770847306058,3.793988272547722,nan,1000.0,0.9856961914744934,1.0,30398,501,0,133,0.7815499945294268,0.0,8.3125,0.0,176.45701694488525,0.0,2.463805571217505,0.0,0.7815499945294268,0.0,0.7341584265232086,0.0,10024.839710660293,0.0,9.984405869917207,nan,176.45692348480225,0.0,10.256147503852844,nan,2.463805571217505,0.7609192913973546,0.7341584265232086,0.7815499945294268,9.411035919189453,534.6581179018823
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,4.506194788992215,0.8803243098656336,0.40387620389461515,1.0,3.8496517737706504,nan,1000.0,1.0,1.0,30405,505,0,64,0.7910527162932199,0.0,5.333333333333333,0.0,178.75913747151694,0.0,2.492260582717397,0.0,0.7910527162932199,0.0,0.7058906902869543,0.0,10228.437935494294,0.0,10.55731816971284,nan,178.75910186767578,0.0,10.917191743850708,nan,2.492260582717397,0.7732322955873703,0.7058906902869543,0.7910527162932199,7.150364074707031,409.13751741977177
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,4.506194788992215,0.8799449789524079,0.4054885632793109,0.9953898024298301,3.6606230093882632,nan,1000.0,0.8965496878687725,1.0,30918,1028,0,308,0.7510328001172225,0.0,11.846153846153847,0.0,169.3950412456806,0.0,2.5819764988875096,0.0,0.7510328001172225,0.0,0.7590125638705033,0.0,9856.822604016685,0.0,9.391741294402458,nan,169.39501131497897,0.0,9.776845345130333,nan,2.5819764988875096,0.8029484794432922,0.7590125638705033,0.7510328001172225,14.68090098063151,854.2579590147794
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,4.606634579958438,0.8796769746144613,0.4067689922451973,1.0,3.760410780707995,nan,1000.0,1.0,1.0,30644,744,0,326,0.7591667725601003,0.0,13.583333333333334,0.0,171.33189328511557,0.0,2.6748780461626183,0.0,0.7591667725601003,0.0,0.7329649863143762,0.0,10365.156026470278,0.0,9.491916334033547,nan,171.33182843526205,0.0,9.947222272555033,nan,2.6748780461626183,0.817289454793641,0.7329649863143762,0.7591667725601003,13.706546274820964,829.2124821176222
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,4.606634579958438,0.8795303104321162,0.4074193960428238,0.9993346640053227,3.9278145091874257,nan,1000.0,0.9986772486772486,1.0,30322,423,0,101,0.7280799036688429,0.0,7.214285714285714,0.0,164.2648653302874,0.0,2.7270553262780366,0.0,0.7280799036688429,0.0,0.7726359069347382,0.0,10480.974864236985,0.0,9.124400555510961,nan,164.26483045305525,0.0,9.626037733895439,nan,2.7270553262780366,0.8308502576226505,0.7726359069347382,0.7280799036688429,7.665692087809245,489.11216033105933
