algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,balance_local_norm_honest,balance_local_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,balance_threshold_honest,balance_threshold_attacker,noise_norm_honest,noise_norm_attacker,balance_kept_honest,balance_kept_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,86,6.900154084979923,0.8852954775094986,0.38311530873179434,1.0,1.5933118104934691,nan,1000.0,1.0,1.0,50018,118,0,20,0.7552212715148926,0.0,0.6002290721471661,0.0,7.395096492767334,nan,0.6002290721471661,0.0,4.8490525061835665,0.0,7451.382974201049,0.0,8.281004893787927,nan,135.36962280273437,0.0,4.0,0.0,135.36962280273437,0.0,4.8490525061835665,1.1981550175027444,0.7552212715148926,0.6002290721471661,3.3842405700683593,186.28457435502622
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,87,6.900154084979923,0.885382476747036,0.3830346620082855,1.0,1.3312967320283253,nan,1000.0,1.0,1.0,50166,266,0,24,0.6901046733061472,0.0,0.6191778319720037,0.0,6.7811018625895185,nan,0.6191778319720037,0.0,4.869083214259914,0.0,7852.706026104958,0.0,7.5430010437688795,nan,139.4313507080078,0.0,4.0,0.0,139.4313507080078,0.0,4.869083214259914,1.1890288603334174,0.6901046733061472,0.6191778319720037,4.182940521240234,235.58118078314877
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,88,6.900154084979923,0.8853969785571099,0.383068515509367,1.0,1.8193696737289429,nan,1000.0,1.0,1.0,50104,204,0,16,0.7692373037338257,0.0,0.6002290721471661,0.0,7.55732479095459,nan,0.6002290721471661,0.0,4.884821899130751,0.0,7401.195275957549,0.0,8.35058094891738,nan,135.41465759277344,0.0,3.2,0.0,135.41465759277344,0.0,4.884821899130751,1.1914638696498552,0.7692373037338257,0.6002290721471661,3.385366439819336,185.02988189893873
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,89,6.900154084979923,0.885460478067398,0.38324217930436133,1.0,1.8090807464387682,nan,1000.0,1.0,1.0,50356,456,0,58,0.7109239829911126,0.0,0.6002290721471661,0.0,7.789859930674235,nan,0.6002290721471661,0.0,4.931562547254828,0.0,7045.1961043183965,0.0,8.550331546993252,nan,135.47615220811633,0.0,6.444444444444445,0.0,135.47615220811633,0.0,4.931562547254828,1.1780118441168603,0.7109239829911126,0.6002290721471661,6.096426849365234,317.03382469432785
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,90,6.900154084979923,0.8854324784874916,0.3834280975162983,1.0,1.7178842723369598,nan,1000.0,1.0,1.0,50437,537,0,166,0.7592315716402871,0.0,0.6002290721471661,0.0,7.132639714649746,nan,0.6002290721471661,0.0,4.998877552868786,0.0,7622.556196594397,0.0,7.776931924704561,nan,135.44169725690568,0.0,11.857142857142858,0.0,135.44169725690568,0.0,4.998877552868786,1.1563853014435275,0.7592315716402871,0.6002290721471661,9.480918807983398,533.5789337616079
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,91,6.900154084979923,0.8853734758496284,0.3835579188168049,1.0,1.5393776723316737,nan,1000.0,1.0,1.0,50217,317,0,32,0.702553561755589,0.0,0.6002290721471661,0.0,6.955364567892892,nan,0.6002290721471661,0.0,5.033688179703405,0.0,7766.913308229448,0.0,7.533254020701926,nan,135.6962672642299,0.0,4.571428571428571,0.0,135.6962672642299,0.0,5.033688179703405,1.1464397233604897,0.702553561755589,0.6002290721471661,4.749369354248047,271.8419657880306
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,92,7.300194468373703,0.8853289780020713,0.3837570869922638,1.0,1.9366597695784136,nan,1000.0,1.0,1.0,50559,659,0,76,0.7688067717985674,0.0,0.6002290721471661,0.0,7.2515786777843125,nan,0.6002290721471661,0.0,5.076197436730702,0.0,7729.330612279105,0.0,7.80189282698843,nan,135.40861372514203,0.0,6.909090909090909,0.0,135.40861372514203,0.0,5.076197436730702,1.143663950006142,0.7688067717985674,0.6002290721471661,7.447473754882813,425.11318367535074
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,93,7.300194468373703,0.8853289791941643,0.38403877735137937,1.0,2.0019507841630415,nan,1000.0,1.0,1.0,50319,419,0,96,0.729261804710735,0.0,0.6002290721471661,0.0,7.839369600469416,nan,0.6002290721471661,0.0,5.113181157003461,0.0,7538.498563436468,0.0,8.378248950895447,nan,135.52425453879616,0.0,8.727272727272727,0.0,135.52425453879616,0.0,5.113181157003461,1.1453620725812514,0.729261804710735,0.6002290721471661,7.4538339996337895,414.6174209890058
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,94,7.300194468373703,0.8853329771757126,0.3841720385849476,1.0,1.5612649420897167,nan,1000.0,1.0,1.0,50357,457,0,50,0.7689456144968668,0.0,0.6002290721471661,0.0,7.1209564208984375,nan,0.6002290721471661,0.0,5.161034049508562,0.0,7750.401557124382,0.0,7.559884349634708,nan,135.46387227376303,0.0,5.555555555555555,0.0,135.46387227376303,0.0,5.161034049508562,1.0921954316059563,0.7689456144968668,0.6002290721471661,6.095874252319336,348.76807007059716
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,95,7.300194468373703,0.8853784775733948,0.3842509751021862,1.0,1.486690735275095,nan,1000.0,1.0,1.0,50402,502,0,88,0.7094977308403362,0.0,0.6002290721471661,0.0,7.268740350549871,nan,0.6002290721471661,0.0,5.204716946548578,0.0,7578.16235542286,0.0,7.66550343836192,nan,135.34620805220172,0.0,8.0,0.0,135.34620805220172,0.0,5.204716946548578,1.0799298041103946,0.7094977308403362,0.6002290721471661,7.444041442871094,416.7989295482573
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,96,7.300194468373703,0.8853194779157638,0.384462917894125,1.0,1.4820212125778198,nan,1000.0,1.0,1.0,50264,364,0,34,0.7549078038760594,0.0,0.6002290721471661,0.0,7.031458582196917,nan,0.6002290721471661,0.0,5.23845984590103,0.0,7775.8562703482,0.0,7.365998967718975,nan,135.49385288783483,0.0,4.857142857142857,0.0,135.49385288783483,0.0,5.23845984590103,1.0623947162560756,0.7549078038760594,0.6002290721471661,4.742284851074219,272.154969462187
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,97,7.300194468373703,0.8853259786963463,0.3846644203364849,1.0,1.782498300075531,nan,1000.0,1.0,1.0,50630,730,0,110,0.7703222082211421,0.0,0.6002290721471661,0.0,7.268607543064998,nan,0.6002290721471661,0.0,5.274439436291488,0.0,8032.4405519388965,0.0,7.5638368839223125,nan,135.37993680513821,0.0,8.461538461538462,0.0,135.37993680513821,0.0,5.274439436291488,1.065577963279779,0.7703222082211421,0.6002290721471661,8.799695892333984,522.1086358760283
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,98,7.300194468373703,0.8853629761934281,0.3848265029489994,1.0,1.5662977337837218,nan,1000.0,1.0,1.0,50077,177,0,18,0.7085107803344727,0.0,0.6002290721471661,0.0,7.451299476623535,nan,0.6002290721471661,0.0,5.292880765928228,0.0,7691.034382725222,0.0,7.702428156380347,nan,135.3546356201172,0.0,3.6,0.0,135.3546356201172,0.0,5.292880765928228,1.0605843667673582,0.7085107803344727,0.6002290721471661,3.3838658905029297,192.27585956813056
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,99,7.300194468373703,0.8853174784779548,0.38509797647595406,1.0,1.7787986546754837,nan,1000.0,1.0,1.0,50356,456,0,32,0.7937702611088753,0.0,0.6002290721471661,0.0,7.317279279232025,nan,0.6002290721471661,0.0,5.309668466767724,0.0,8153.690127038775,0.0,7.513632893400375,nan,135.47897911071777,0.0,4.0,0.0,135.47897911071777,0.0,5.309668466767724,1.0664896487546962,0.7937702611088753,0.6002290721471661,5.419159164428711,326.14760508155103
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,100,7.300194468373703,0.885351976454258,0.38525212556123734,1.0,1.967938095331192,nan,1000.0,1.0,1.0,50173,273,0,52,0.7702977657318115,0.0,0.6002290721471661,0.0,7.286515891551971,nan,0.6002290721471661,0.0,5.341153826658376,0.0,8297.26825194458,0.0,7.432329599136249,nan,135.49761199951172,0.0,6.5,0.0,135.49761199951172,0.0,5.341153826658376,1.0536672483139817,0.7702977657318115,0.6002290721471661,5.4199044799804685,331.89073007778325
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,101,7.424627291164088,0.885351477265358,0.3854425458610058,1.0,1.7513799336221483,nan,1000.0,1.0,1.0,50275,375,0,58,0.7604705293973287,0.0,0.6002290721471661,0.0,7.265039814843072,nan,0.6002290721471661,0.0,5.364567041911341,0.0,8290.247502659995,0.0,7.361185240824113,nan,135.0960693359375,0.0,6.444444444444445,0.0,135.0960693359375,0.0,5.364567041911341,1.0544281795265358,0.7604705293973287,0.6002290721471661,6.079323120117188,373.0611376196998
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,102,7.424627291164088,0.8852434775233269,0.3857296423614025,1.0,1.6671395510435105,nan,1000.0,1.0,1.0,50354,454,0,70,0.721325021982193,0.0,0.6002290721471661,0.0,7.888703680038452,nan,0.6002290721471661,0.0,5.3872249457417,0.0,7903.410327957587,0.0,7.939992543434471,nan,135.56780548095702,0.0,7.0,0.0,135.56780548095702,0.0,5.3872249457417,1.0624396260797249,0.721325021982193,0.6002290721471661,6.778390274047852,395.1705163978793
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,103,7.424627291164088,0.8851494780182838,0.3860556066036224,1.0,1.6257947956522305,nan,1000.0,1.0,1.0,50599,699,0,90,0.7690710723400116,0.0,0.6002290721471661,0.0,7.397339383761088,nan,0.6002290721471661,0.0,5.444715668193223,0.0,8375.505348230343,0.0,7.395962476680622,nan,135.64243952433267,0.0,7.5,0.0,135.64243952433267,0.0,5.444715668193223,0.9887976346378574,0.7690710723400116,0.6002290721471661,8.138546371459961,502.53032089382054
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,104,7.424627291164088,0.8852764761447907,0.3861807332932949,1.0,1.5847807659043207,nan,1000.0,1.0,1.0,50491,591,0,48,0.722087389893002,0.0,0.6002290721471661,0.0,7.1284787389967175,nan,0.6002290721471661,0.0,5.475029740209841,0.0,8464.268894513327,0.0,7.079795560350578,nan,135.37223307291666,0.0,5.333333333333333,0.0,135.37223307291666,0.0,5.475029740209841,0.9821587037184387,0.722087389893002,0.6002290721471661,6.09175048828125,380.8921002530997
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,105,7.424627291164088,0.8851629781723023,0.38657155066728593,1.0,2.1473152190446854,nan,1000.0,1.0,1.0,50079,179,0,10,0.7594307214021683,0.0,0.6002290721471661,0.0,8.356709122657776,nan,0.6002290721471661,0.0,5.483005091999201,0.0,8536.7712208278,0.0,8.244490984785411,nan,135.43698501586914,0.0,2.5,0.0,135.43698501586914,0.0,5.483005091999201,0.9890000873850802,0.7594307214021683,0.6002290721471661,2.7087397003173828,170.73542441655601
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,106,7.512261683755563,0.8850849780440331,0.3870986120402813,1.0,2.0817993581295013,nan,1000.0,1.0,1.0,50440,540,0,100,0.7619034498929977,0.0,0.6002290721471661,0.0,7.926677147547404,nan,0.6002290721471661,0.0,5.506710344767459,0.0,8433.692940055973,0.0,7.768272203737024,nan,135.43606313069662,0.0,8.333333333333334,0.0,135.43606313069662,0.0,5.506710344767459,1.0023947911544224,0.7619034498929977,0.6002290721471661,8.126163787841797,506.02157640335844
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,107,7.512261683755563,0.8850244787335396,0.38748342260718344,1.0,2.1337143182754517,nan,1000.0,1.0,1.0,50346,446,0,98,0.7333130782300775,0.0,0.6002290721471661,0.0,8.51107714392922,nan,0.6002290721471661,0.0,5.529866043225493,0.0,8209.576465769946,0.0,8.2855720009138,nan,135.5113095370206,0.0,8.909090909090908,0.0,135.5113095370206,0.0,5.529866043225493,1.0159206105513394,0.7333130782300775,0.6002290721471661,7.453122024536133,451.52670561734703
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,108,7.512261683755563,0.8848724767565728,0.3879077440500259,1.0,2.2131758417401994,nan,1000.0,1.0,1.0,50431,531,0,18,0.753684265272958,0.0,0.6002290721471661,0.0,7.902054037366595,nan,0.6002290721471661,0.0,5.5445552814600525,0.0,8111.09068379073,0.0,7.641571259727422,nan,135.3572235107422,0.0,2.5714285714285716,0.0,135.3572235107422,0.0,5.5445552814600525,1.0228498393655225,0.753684265272958,0.6002290721471661,4.737502822875976,283.88817393267556
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,109,7.512261683755563,0.8848944759368896,0.388266082406044,1.0,1.9210560699303945,nan,1000.0,1.0,1.0,50568,668,0,170,0.7564623236656189,0.0,0.6002290721471663,0.0,7.668925221761068,nan,0.6002290721471663,0.0,5.58551404157583,0.0,9048.544113198872,0.0,7.366850875346214,nan,135.74876810709637,0.0,11.333333333333334,0.0,135.74876810709637,0.0,5.58551404157583,1.0192977633283389,0.7564623236656189,0.6002290721471663,10.181157608032226,678.6408084899152
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,110,7.512261683755563,0.8848299780488014,0.3886367090046406,1.0,2.0098155736923218,nan,1000.0,1.0,1.0,50644,744,0,104,0.7428665069433359,0.0,0.6002290721471661,0.0,7.836357006659875,nan,0.6002290721471661,0.0,5.624408024123174,0.0,9079.926349440408,0.0,7.477669949736371,nan,135.4096233661358,0.0,8.0,0.0,135.4096233661358,0.0,5.624408024123174,1.0138513619875715,0.7428665069433359,0.6002290721471661,8.801625518798827,590.1952127136266
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,111,7.512261683755563,0.8848794770240783,0.38887113094329834,1.0,2.0319069425264993,nan,1000.0,1.0,1.0,50332,432,0,56,0.731781992647383,0.0,0.6002290721471661,0.0,7.616527557373047,nan,0.6002290721471661,0.0,5.654005842670237,0.0,9217.938589886535,0.0,7.219611037971242,nan,135.28934393988715,0.0,6.222222222222222,0.0,135.28934393988715,0.0,5.654005842670237,0.997792104370637,0.731781992647383,0.6002290721471661,6.088020477294922,414.8072365448941
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,112,7.512261683755563,0.8848324775695801,0.389059062898159,1.0,1.8377627730369568,nan,1000.0,1.0,1.0,50122,222,0,8,0.7892890274524689,0.0,0.6002290721471661,0.0,7.136237859725952,nan,0.6002290721471661,0.0,5.662399693089988,0.0,8990.290658511456,0.0,6.7194047672476245,nan,135.1844711303711,0.0,2.0,0.0,135.1844711303711,0.0,5.662399693089988,1.001620232668501,0.7892890274524689,0.6002290721471661,2.7036894226074217,179.80581317022916
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,113,7.512261683755563,0.8847789779305458,0.38957521483302116,1.0,2.3131232923931546,nan,1000.0,1.0,1.0,50152,252,0,72,0.7546352214283414,0.0,0.6002290721471661,0.0,8.764896339840359,nan,0.6002290721471661,0.0,5.689194724841509,0.0,8696.162452211274,0.0,8.198095508730743,nan,135.6894276936849,0.0,8.0,0.0,135.6894276936849,0.0,5.689194724841509,0.9998837876536879,0.7546352214283414,0.6002290721471661,6.106024246215821,391.32731034950734
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,114,7.512261683755563,0.8847079786658287,0.39003719434142115,1.0,2.023812835866755,nan,1000.0,1.0,1.0,50578,678,0,88,0.7375375736843456,0.0,0.6002290721471661,0.0,7.94002645665949,nan,0.6002290721471661,0.0,5.712990349851725,0.0,9228.537604103853,0.0,7.377221824690904,nan,135.39498901367188,0.0,8.0,0.0,135.39498901367188,0.0,5.712990349851725,1.0050536689377176,0.7375375736843456,0.6002290721471661,7.4467243957519536,507.56956822571186
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,115,7.512261683755563,0.8845974770188332,0.3905539977550507,1.0,2.0942742466926574,nan,1000.0,1.0,1.0,50467,567,0,64,0.7873713612556458,0.0,0.6002290721471661,0.0,7.91956205368042,nan,0.6002290721471661,0.0,5.733974975901095,0.0,9156.090107617681,0.0,7.309316411801885,nan,135.69709014892578,0.0,6.4,0.0,135.69709014892578,0.0,5.733974975901095,1.0155767482654576,0.7873713612556458,0.6002290721471661,6.784854507446289,457.804505380884
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,116,7.512261683755563,0.8844749757647514,0.3912792806327343,1.0,2.4121088798229513,nan,1000.0,1.0,1.0,50447,547,0,136,0.7489895728918222,0.0,0.6002290721471661,0.0,8.75275938327496,nan,0.6002290721471661,0.0,5.768171708956946,0.0,9237.95625116109,0.0,8.024635033602882,nan,135.52952223557693,0.0,10.461538461538462,0.0,135.52952223557693,0.0,5.768171708956946,1.0137840603035173,0.7489895728918222,0.6002290721471661,8.8094189453125,600.4671563254709
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,117,7.512261683755563,0.8845519775152206,0.3913863864541054,1.0,1.6628802248409815,nan,1000.0,1.0,1.0,50319,419,0,24,0.7602452635765076,0.0,0.6002290721471661,0.0,7.161046300615583,nan,0.6002290721471661,0.0,5.80709548490511,0.0,9781.731087778582,0.0,6.521710026544089,nan,135.5084010532924,0.0,3.4285714285714284,0.0,135.5084010532924,0.0,5.80709548490511,0.963152388607817,0.7602452635765076,0.6002290721471661,4.742794036865234,342.3605880722503
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,118,7.512261683755563,0.8844039776921272,0.39205595627427103,1.0,2.116806307009288,nan,1000.0,1.0,1.0,50646,746,0,128,0.718544432095119,0.0,0.6002290721471661,0.0,8.239589520863124,nan,0.6002290721471661,0.0,5.85492169294681,0.0,9084.066747700625,0.0,7.454101176965772,nan,135.2816390991211,0.0,9.142857142857142,0.0,135.2816390991211,0.0,5.85492169294681,0.9373404467864298,0.718544432095119,0.6002290721471661,9.469714736938476,635.8846723390437
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,119,7.512261683755563,0.8844219774007798,0.39224952206015584,1.0,1.6564446176801408,nan,1000.0,1.0,1.0,50592,692,0,140,0.7290601772921426,0.0,0.6002290721471661,0.0,7.2227257660457065,nan,0.6002290721471661,0.0,5.891934597300542,0.0,9749.613170953675,0.0,6.490759773120167,nan,135.6261727469308,0.0,10.0,0.0,135.6261727469308,0.0,5.891934597300542,0.9250449904716791,0.7290601772921426,0.6002290721471661,9.493832092285157,682.4729219667573
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,120,7.512261683755563,0.8842414754629135,0.39298022642731667,1.0,2.4388852394544163,nan,1000.0,1.0,1.0,50547,647,0,122,0.7263041872244614,0.0,0.6002290721471661,0.0,8.974464233105,nan,0.6002290721471661,0.0,5.916634988410549,0.0,8872.747705043586,0.0,8.011385769195831,nan,135.22503896859976,0.0,9.384615384615385,0.0,135.22503896859976,0.0,5.916634988410549,0.9368308833046978,0.7263041872244614,0.6002290721471661,8.789627532958985,576.7286008278331
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,121,7.512261683755563,0.8841599771380424,0.39361379742622377,1.0,2.64558287858963,nan,1000.0,1.0,1.0,50391,491,0,66,0.7696102738380433,0.0,0.6002290721471661,0.0,9.215152406692505,nan,0.6002290721471661,0.0,5.937064415312082,0.0,8940.250777468984,0.0,8.17158569202616,nan,135.30926361083985,0.0,6.6,0.0,135.30926361083985,0.0,5.937064415312082,0.9468651369877376,0.7696102738380433,0.6002290721471661,6.7654631805419925,447.0125388734491
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,122,7.512261683755563,0.8841274806857109,0.39403228148818015,1.0,2.197890269756317,nan,1000.0,1.0,1.0,50421,521,0,62,0.7379488408565521,0.0,0.6002290721471661,0.0,8.200839424133301,nan,0.6002290721471661,0.0,5.958049041361451,0.0,9509.967277894664,0.0,7.223818551818113,nan,135.38396301269532,0.0,6.2,0.0,135.38396301269532,0.0,5.958049041361451,0.9466994266460876,0.7379488408565521,0.6002290721471661,6.769198150634765,475.4983638947332
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,123,7.512261683755563,0.8841529747843743,0.39436883956193924,1.0,2.407896896203359,nan,1000.0,1.0,1.0,50213,313,0,26,0.700124611457189,0.0,0.6002290721471661,0.0,8.618985017140707,nan,0.6002290721471661,0.0,5.970639816991074,0.0,9161.833523882224,0.0,7.541701684868908,nan,135.42197926839194,0.0,4.333333333333333,0.0,135.42197926839194,0.0,5.970639816991074,0.9495798606717616,0.700124611457189,0.6002290721471661,4.062659378051758,274.85500571646674
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,124,7.512261683755563,0.8840894812345504,0.39461503535509107,1.0,1.8955865502357483,nan,1000.0,1.0,1.0,50282,382,0,30,0.6981819953237262,0.0,0.6002290721471661,0.0,8.34265307017735,nan,0.6002290721471661,0.0,5.986708094205869,0.0,9427.205548818389,0.0,7.251404156990304,nan,135.3686022077288,0.0,4.285714285714286,0.0,135.3686022077288,0.0,5.986708094205869,0.9508897400990617,0.6981819953237262,0.6002290721471661,4.737901077270508,329.9521942086436
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,125,7.512261683755563,0.8841114768385887,0.39494325637817385,1.0,1.9936386466026306,nan,1000.0,1.0,1.0,50513,613,0,48,0.740145081281662,0.0,0.6002290721471661,0.0,7.5132246017456055,nan,0.6002290721471661,0.0,6.007692720255241,0.0,9742.844845372401,0.0,6.487076250919668,nan,135.3671112060547,0.0,4.8,0.0,135.3671112060547,0.0,6.007692720255241,0.9546846535608182,0.740145081281662,0.6002290721471661,6.7683555603027346,487.14224226862
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,126,7.538538511648829,0.8840449777245522,0.39536033719778063,1.0,2.130420548575265,nan,1000.0,1.0,1.0,50222,322,0,36,0.7430927498000008,0.0,0.6002290721471661,0.0,8.16537686756679,nan,0.6002290721471661,0.0,6.020905659998814,0.0,10083.247848506775,0.0,7.003313510639378,nan,135.62824358258928,0.0,5.142857142857143,0.0,135.62824358258928,0.0,6.020905659998814,0.9552364942956532,0.7430927498000008,0.6002290721471661,4.746988525390625,352.9136746977372
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,127,7.636694506545947,0.8839614760875701,0.39598792552948,1.0,2.405473394827409,nan,1000.0,1.0,1.0,50497,597,0,74,0.7247839786789634,0.0,0.6002290721471661,0.0,9.107384551655162,nan,0.6002290721471661,0.0,6.053920087575831,0.0,9971.684964213375,0.0,7.759356619215123,nan,135.25828829678622,0.0,6.7272727272727275,0.0,135.25828829678622,0.0,6.053920087575831,0.9280919097377867,0.7247839786789634,0.6002290721471661,7.439205856323242,548.4426730317356
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,128,7.636694506545947,0.8839639791846275,0.3962135611474514,1.0,1.5234910190105437,nan,1000.0,1.0,1.0,50345,445,0,70,0.7682311415672303,0.0,0.6002290721471661,0.0,7.151067781448364,nan,0.6002290721471661,0.0,6.074904713625203,0.0,10631.370266457527,0.0,6.052121466386109,nan,135.27444763183593,0.0,7.0,0.0,135.27444763183593,0.0,6.074904713625203,0.9257981432462026,0.7682311415672303,0.6002290721471661,6.763722381591797,531.5685133228764
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,129,7.636694506545947,0.884022479057312,0.3965323880314827,1.0,1.8432577089829878,nan,1000.0,1.0,1.0,50439,539,0,82,0.7689134261824868,0.0,0.6002290721471661,0.0,7.598750287836248,nan,0.6002290721471661,0.0,6.09736005114057,0.0,10621.682369078628,0.0,6.388275210554848,nan,135.24953668767756,0.0,7.454545454545454,0.0,135.24953668767756,0.0,6.09736005114057,0.9314183332265684,0.7689134261824868,0.6002290721471661,7.438724517822266,584.1925302993245
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,130,7.662971334439215,0.8838424754142761,0.397337856143713,1.0,2.4181563456853232,nan,1000.0,1.0,1.0,50323,423,0,54,0.7400564683808221,0.0,0.6002290721471661,0.0,9.898763338724772,nan,0.6002290721471661,0.0,6.1123826232919605,0.0,9699.54065290693,0.0,8.266603152303901,nan,135.50689866807727,0.0,6.0,0.0,135.50689866807727,0.0,6.1123826232919605,0.9374806085203871,0.7400564683808221,0.6002290721471661,6.097810440063476,436.4793293808119
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,131,7.7611273293363325,0.8837839791178703,0.3976407077908516,1.0,2.7282755374908447,nan,1000.0,1.0,1.0,50106,206,0,18,0.7260635614395141,0.0,0.6002290721471661,0.0,9.987313747406006,nan,0.6002290721471661,0.0,6.119922339334676,0.0,9194.300299593862,0.0,8.285134152053098,nan,135.4776397705078,0.0,3.6,0.0,135.4776397705078,0.0,6.119922339334676,0.9394849913101789,0.7260635614395141,0.6002290721471661,3.3869409942626953,229.85750748984657
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,132,7.8855601521267165,0.8836589765548706,0.39851482450962067,1.0,2.398841977119446,nan,1000.0,1.0,1.0,50461,561,0,158,0.71754390001297,0.0,0.6002290721471661,0.0,9.072797673089164,nan,0.6002290721471661,0.0,6.151860179643741,0.0,10100.193645040272,0.0,7.476473203519775,nan,135.42636108398438,0.0,11.285714285714286,0.0,135.42636108398438,0.0,6.151860179643741,0.935101875159076,0.71754390001297,0.6002290721471661,9.479845275878906,707.0135551528192
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,133,7.8855601521267165,0.8834629783034325,0.3994449612498283,1.0,2.6189708818088877,nan,1000.0,1.0,1.0,50411,511,0,84,0.7668812329118903,0.0,0.6002290721471661,0.0,9.554598678242076,nan,0.6002290721471661,0.0,6.172834059805598,0.0,9635.762167114297,0.0,7.821187699891851,nan,135.33875066583806,0.0,7.636363636363637,0.0,135.33875066583806,0.0,6.172834059805598,0.9440056396474542,0.7668812329118903,0.6002290721471661,7.443631286621094,529.9669191912865
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,134,7.8855601521267165,0.8834809762239456,0.39971654579043386,1.0,2.2505944437450833,nan,1000.0,1.0,1.0,50376,476,0,52,0.7160594993167453,0.0,0.6002290721471661,0.0,8.642872969309488,nan,0.6002290721471661,0.0,6.200752155142436,0.0,10232.527966975082,0.0,7.027859844626761,nan,135.25012037489148,0.0,5.777777777777778,0.0,135.25012037489148,0.0,6.200752155142436,0.9155005068342833,0.7160594993167453,0.6002290721471661,6.0862554168701175,460.4637585138787
