algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,balance_kept_honest,balance_kept_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,41,5.479767587023992,0.8814179773628712,0.40705207757651807,nan,1.3762994190057118,7.128685894012452,1000.0,nan,nan,0,0,0,11824,0.7702604578106903,0.8529239714380543,9.263035655656287,180.21527314070872,6.128099314371744,119.22410026550293,173.695415242513,192.37542755126952,173.695415242513,192.37542755126952,5868.611923813379,676.3148928201872,0.7702604578106903,0.8529239714380543,38.03333333333333,106.83,2.567435618084939,4.813848310940941,0.8393578430016836,0.7147989904880524,3.0167181566561387,1.3370459889531396,0.7435433410681211,0.8338477759855856,48.896810424804684,487.37969399284026
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,42,5.557632884055413,0.8817779798805714,0.4050877712666988,nan,0.9635118684347939,7.036677141189575,1000.0,nan,nan,0,0,0,10904,0.7653014280332792,0.8534948343895734,9.01592116162472,184.37002110213777,6.004513992982752,122.78860382080079,172.74499960506662,192.5302893066406,172.74499960506662,192.5302893066406,5940.090883403456,665.762603239747,0.7653014280332792,0.8534948343895734,32.705882352941174,103.48,2.6195112122786908,4.879796979969169,0.8352406480733086,0.7010136741399765,3.0715683658167863,1.336304200994808,0.7205167387285804,0.8406804078249835,44.37938784790039,335.1156106836669
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,43,5.601279346598447,0.8819862265884876,0.40343436434865,nan,1.1590799272060395,6.927299861907959,1000.0,nan,nan,0,0,0,11320,0.7534543445402359,0.8548458305242539,9.169893606985326,188.39465046015633,6.147907848358154,126.30822120666504,169.8899053955078,192.91129196166992,169.8899053955078,192.91129196166992,5811.439297410506,663.9356482694915,0.7534543445402359,0.8548458305242539,33.64,104.79,2.676701196075756,4.946550077249704,0.8417466402053833,0.6858818155527114,3.1306709723105457,1.3384205429450893,0.7170547804832459,0.8345675333274503,47.076753662109375,423.3590945244236
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,44,5.661157317789831,0.8822647285461426,0.40191906787455084,nan,1.1868594973175615,6.80794620513916,1000.0,nan,nan,0,0,0,11092,0.7644602464655729,0.8564893965953315,9.1871388610505,192.27624712922815,6.200670154006393,129.7728928375244,172.45135498046875,193.27077270507812,172.45135498046875,193.27077270507812,5948.765827562131,665.986369823472,0.7644602464655729,0.8564893965953315,28.85185185185185,103.13,2.745795044313996,5.014385010216561,0.8130170570479499,0.6701227313280106,3.199513037494509,1.333018583825553,0.7005018399456354,0.8369241442055403,47.966527709960936,454.4306286530493
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,45,5.692830272020828,0.8825557290017605,0.40044155217707156,nan,1.3580680561065674,6.717332413196564,1000.0,nan,nan,0,0,0,11818,0.7761095451307831,0.855986747962859,9.114578428452747,196.01102397923648,6.192845306396484,133.17850730895995,175.05930297851563,193.18927307128905,175.05930297851563,193.18927307128905,6098.345692425175,661.9930874750734,0.7761095451307831,0.855986747962859,43.52,107.3,2.7776492812088374,5.076054422089445,0.7828179430961609,0.6575455525517464,3.237330309384959,1.3492897319181785,0.6826000306606292,0.8400113073964438,47.39081976318359,437.31590211627343
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,46,5.729379074931778,0.8827602273225784,0.3989184622466564,nan,1.3306825319925943,6.548924090862275,1000.0,nan,nan,0,0,0,10822,0.7431192252385206,0.8599692085513159,9.057084195445395,199.61985702980118,6.1949434598286945,136.53773124694825,167.61131286621094,193.88497497558595,167.61131286621094,193.88497497558595,6092.226792407894,663.9227869685192,0.7431192252385206,0.8599692085513159,33.2,103.24,2.8137460655968765,5.1336915384425446,0.8228441675504049,0.6377451488375664,3.27773516016601,1.357756671299909,0.6618884991044583,0.8447279063800818,43.80533438110351,315.55136116594065
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,47,5.763517493531505,0.8828719757497311,0.3977555687725544,nan,1.3841252933655466,6.378784980773926,1000.0,nan,nan,0,0,0,12214,0.7552702887661019,0.8636782057938334,9.287000402826385,203.05145770017052,6.394693051065717,139.81389999389648,170.4443484715053,194.93594421386717,170.4443484715053,194.93594421386717,6061.541422269397,663.2967577614161,0.7552702887661019,0.8636782057938334,47.25,108.91,2.877867669387988,5.187817367293329,0.791571923664638,0.6181198859214783,3.3398576089690555,1.3530176814278396,0.6560625191777945,0.8399639739440171,48.53207235717773,472.10567119936945
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,48,5.791794342547839,0.8831309781968594,0.3964559947699308,nan,1.376562736928463,6.194161577224731,1000.0,nan,nan,0,0,0,10528,0.7715687171528951,0.8678850712250734,9.026211369735172,206.30370576899367,6.256695717573166,143.00346618652344,174.16003513336182,195.74427307128906,174.16003513336182,195.74427307128906,6319.39779442329,670.8687277737548,0.7715687171528951,0.8678850712250734,23.1875,101.57,2.9008194030765617,5.238744238530189,0.7530875466763973,0.5974331523478031,3.3684043701672874,1.3652791166731504,0.6189027239793333,0.8546000568702898,44.72197573852539,336.3944749762962
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,49,5.818145594930909,0.8833209782838821,0.3952528764307499,nan,1.5576702281832695,6.159737012386322,1000.0,nan,nan,0,0,0,10732,0.7379274438426138,0.8628586436544922,9.257486314805018,209.3743143439413,6.459931463003159,146.10269729614257,166.57083702087402,194.56356246948243,166.57083702087402,194.56356246948243,6090.682931171987,671.8263833440519,0.7379274438426138,0.8628586436544922,29.5,102.6,2.9171252054425305,5.2913632526896315,0.7954690642654896,0.5915418404340744,3.3919728148919503,1.3842766338476789,0.6196697333763386,0.8456267540252673,44.242979278564455,329.267130466314
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,50,5.085692955964528,0.882520227432251,0.39683670915663244,nan,1.3295549991584958,5.844172692298889,1000.0,nan,0.0,0,0,10579,843,0.7445337662870953,0.0,9.081754275465473,212.6920797491912,6.379694393702915,149.41061248779297,167.91344996861048,0.0,167.91344996861048,0.0,6273.120316703155,0.0,0.7445337662870953,0.0,40.142857142857146,105.79,2.9706012916636353,0.0,0.7724713427679879,0.0,2.9706012916636353,1.115242244123539,0.7724713427679879,0.7445337662870953,8.815456123352051,329.3388166269157
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8833697274327278,0.39420161582529545,1.0,1.4786486064686495,28.06914861679077,1000.0,1.0,1.0,484,0,9900,588,0.7255367801561413,0.0,9.233817840965667,215.7335180209953,6.529902963077321,152.56083267211915,163.69483947753906,0.0,163.69483947753906,0.0,6259.5595533937685,0.0,0.7255367801561413,0.0,6.117647058823529,103.84,3.0117724774785914,0.0,0.7917699883965885,0.0,3.0117724774785914,1.1222602730213473,0.7917699883965885,0.7255367801561413,6.9570306777954105,266.03128101923517
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8835319785773754,0.39312455788254735,1.0,1.467383623123169,167.01388313293458,1000.0,1.0,1.0,284,0,9900,412,0.6968528579220071,0.0,9.004384872934013,332.4316631533848,6.41024710150326,236.6590428161621,157.2583959242877,0.0,157.2583959242877,0.0,5780.81735889185,0.0,0.6968528579220071,0.0,7.529411764705882,101.84,3.063744697114662,0.0,0.8290038599687464,0.0,3.063744697114662,1.1331937023883183,0.8290038599687464,0.6968528579220071,6.683481826782226,245.6847377529036
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.883676727861166,0.39218778669834137,1.0,1.1964984817637339,1297.7422381591796,1000.0,1.0,1.0,2217,0,8371,818,0.7296812699958714,0.0,8.851792968233738,1962.0448537471284,6.3437676164839,1406.12830078125,164.43919457329645,0.0,164.43919457329645,0.0,6467.744941475411,0.0,0.7296812699958714,0.0,7.222222222222222,90.59,3.104897408163416,0.0,0.7614180578125848,0.0,3.104897408163416,1.1394092221764782,0.7614180578125848,0.7296812699958714,7.39976375579834,291.0485223663935
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8838034780323505,0.3913668963313103,1.0,1.5760869670372744,12390.52337890625,1000.0,1.0,1.0,1087,0,9614,1065,0.713263694876508,0.0,9.077478640021823,18322.981404534985,6.549023518195519,13219.269458007813,161.11046482966498,0.0,161.11046482966498,0.0,6258.453991835162,0.0,0.713263694876508,0.0,10.153846153846153,104.15,3.161366936384826,0.0,0.776034605044585,0.0,3.161366936384826,1.1659163105691397,0.776034605044585,0.713263694876508,10.472180213928223,406.79950946928545
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,55,5.2398507887580195,0.8839762265980243,0.3904796690493822,1.0,1.4025656123956045,108435.533984375,1000.0,1.0,1.0,623,0,9469,296,0.717580877312587,0.0,8.796488473208706,161285.4994047246,6.3887508074442545,117139.113828125,161.6926503499349,0.0,161.6926503499349,0.0,6294.896832810098,0.0,0.717580877312587,0.0,6.933333333333334,96.61,3.189552666249564,0.0,0.756250778834025,0.0,3.189552666249564,1.1757983212747327,0.756250778834025,0.717580877312587,6.063474388122558,236.05863123037867
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,56,5.530066195205597,0.8841487275063992,0.3895628656446934,1.0,1.0206723262866337,1302755.3525,1000.0,1.0,1.0,284,0,9842,286,0.7008204260540901,0.0,8.482877441856216,1897262.7609878764,6.202190478642781,1387169.04875,158.12986119588217,0.0,158.12986119588217,0.0,6399.930044700333,0.0,0.7008204260540901,0.0,5.0,100.68,3.222940549617822,0.0,0.7773266633351644,0.0,3.222940549617822,1.1733840068546095,0.7773266633351644,0.7008204260540901,4.743895835876465,191.99790134101
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,57,5.530066195205597,0.8843134777247905,0.38875468105077743,1.0,0.9871359145641327,13279247.61,1000.0,1.0,1.0,519,0,9900,799,0.6776984040811398,0.0,8.462635596990626,19503670.70722325,6.228777885437012,14355342.54,152.86980224609374,0.0,152.86980224609374,0.0,6295.918629016797,0.0,0.6776984040811398,0.0,11.2,104.19,3.3320302326455864,0.0,0.8163759112358093,0.0,3.3320302326455864,1.142539435631143,0.8163759112358093,0.6776984040811398,9.554362640380859,393.4949143135498
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,58,5.530066195205597,0.884389478713274,0.3881574368476868,1.0,1.2973871186927513,166670628.96,1000.0,1.0,1.0,763,0,9900,1085,0.6812525458892881,0.0,8.516431313694286,239628642.99536118,6.310302063270852,177554314.08,153.58178767451534,0.0,153.58178767451534,0.0,6352.708454756538,0.0,0.6812525458892881,0.0,11.925925925925926,106.63,3.4285119003063573,0.0,0.7885924897812031,0.0,3.4285119003063573,1.1476783817166258,0.7885924897812031,0.6812525458892881,10.366770668029785,428.80782069606624
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,59,5.530066195205597,0.8845204780995846,0.38743348747491835,1.0,1.237407560646534,1653835421.44,1000.0,1.0,1.0,578,0,9900,722,0.6934348643205985,0.0,8.480343894440065,2398886840.510367,6.3255932331085205,1789359317.76,156.41339874267578,0.0,156.41339874267578,0.0,6572.401452018959,0.0,0.6934348643205985,0.0,7.2,104.78,3.4831695733987273,0.0,0.7531918525695801,0.0,3.4831695733987273,1.149039572495033,0.7531918525695801,0.6934348643205985,7.820669937133789,328.6200726009479
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,60,5.530066195205597,0.8845777298510075,0.3868652376532555,1.0,1.5837980789296768,19744433561.6,1000.0,1.0,1.0,579,0,9900,683,0.6766244142337631,0.0,8.802105440476371,28093728491.264576,6.609516031601849,21095628779.52,152.6698922549977,0.0,152.6698922549977,0.0,6394.506680632532,0.0,0.6766244142337631,0.0,6.117647058823529,104.79,3.5229906387885874,0.0,0.7671099340214449,0.0,3.5229906387885874,1.1686040424764013,0.7671099340214449,0.6766244142337631,6.488470420837403,271.76653392688263
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,61,5.530066195205597,0.8847209784388542,0.38634973533451555,1.0,1.4282400545321012,207161409863.68,1000.0,1.0,1.0,495,0,9900,659,0.6661627582007803,0.0,8.701881942400249,294970002680.9455,6.577965284648695,222975035801.6,150.34879905299135,0.0,150.34879905299135,0.0,6336.523690752406,0.0,0.6661627582007803,0.0,8.631578947368421,103.95,3.5906247153075754,0.0,0.7853737002924869,0.0,3.5906247153075754,1.1657090114097455,0.7853737002924869,0.6661627582007803,7.14156795501709,300.9848753107393
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,62,5.594698987586969,0.8847229780256748,0.38590303488075733,1.0,1.3595345629887148,2379679578193.92,1000.0,1.0,1.0,455,0,9900,667,0.6480200423476383,0.0,8.43526838014226,3342006449086.2925,6.419077092950994,2543202667069.44,146.29046284068716,0.0,146.29046284068716,0.0,6309.999903824507,0.0,0.6480200423476383,0.0,9.636363636363637,103.55,3.674009874341065,0.0,0.8066149218515917,0.0,3.674009874341065,1.1667944077175079,0.8066149218515917,0.6480200423476383,8.045975456237793,347.0499947103479
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,63,5.594698987586969,0.8847569759190083,0.3855176960676909,1.0,1.5040301503958526,23550075422638.08,1000.0,1.0,1.0,527,0,9900,853,0.6708245806627843,0.0,8.655954535714708,33168514120854.55,6.631075152644405,25409434503086.08,151.33002048068576,0.0,151.33002048068576,0.0,6430.692089966092,0.0,0.6708245806627843,0.0,12.074074074074074,104.27,3.733200230996855,0.0,0.7423971284318853,0.0,3.733200230996855,1.1856100541411958,0.7423971284318853,0.6708245806627843,10.214776382446288,434.0717160727112
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,64,5.594698987586969,0.8847922275960446,0.38519619286060336,1.0,1.7837913463944974,271590337481277.44,1000.0,1.0,1.0,1007,0,9900,1205,0.6406482913435378,0.0,9.101388274337841,376253629181823.4,7.018946336663288,290164967431208.94,144.39117365298063,0.0,144.39117365298063,0.0,6148.061847388742,0.0,0.6406482913435378,0.0,8.608695652173912,109.07,3.804913054330307,0.0,0.7927072825639144,0.0,3.804913054330307,1.1904550275362134,0.7927072825639144,0.6406482913435378,8.302492485046386,353.51355622485266
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,65,5.759503349275767,0.8848772284388542,0.38476221069693567,1.0,1.434405026435852,2605092647143997.5,1000.0,1.0,1.0,780,0,9900,1018,0.6336806243830178,0.0,8.417838064652928,3623513011870644.5,6.535218963623047,2813127404950651.0,143.0096405029297,0.0,143.0096405029297,0.0,6296.4110121347185,0.0,0.6336806243830178,0.0,9.52,106.8,3.867963434205083,0.0,0.793067467212677,0.0,3.867963434205083,1.2143649418744156,0.793067467212677,0.6336806243830178,8.938102531433106,393.5256882584199
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,66,5.759503349275767,0.8849634777009487,0.3843773340433836,1.0,1.413350938094987,3.0018192667070956e+16,1000.0,1.0,1.0,276,0,9900,422,0.6386922478317411,0.0,8.338810198227877,4.10252003601074e+16,6.517168680826823,3.2063105473770948e+16,144.03694661458334,0.0,144.03694661458334,0.0,6530.605974428012,0.0,0.6386922478317411,0.0,8.11111111111111,101.76,3.906315252050783,0.0,0.7675504452652402,0.0,3.906315252050783,1.2301594882702676,0.7675504452652402,0.6386922478317411,6.48166259765625,293.8772688492606
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,67,5.759503349275767,0.8850342273712158,0.3840810150653124,1.0,1.3760330934416165,2.968456854104965e+17,1000.0,1.0,1.0,333,0,9900,571,0.623189678692491,0.0,8.387374796321476,4.074074327455472e+17,6.598970998417247,3.205377008318022e+17,140.58964746648616,0.0,140.58964746648616,0.0,6362.529848169719,0.0,0.623189678692491,0.0,10.818181818181818,102.33,4.000915488364507,0.0,0.8132013786922802,0.0,4.000915488364507,1.2037840387191718,0.8132013786922802,0.623189678692491,7.732430610656738,349.93914164933466
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,68,6.060769043005112,0.8850192268192768,0.3839281279593706,1.0,1.6994967935261902,3.484550246771248e+18,1000.0,1.0,1.0,528,0,9900,854,0.6152955282949926,0.0,8.699562048229394,4.69834744049669e+18,6.890374960722746,3.721264976478108e+18,138.75424307364005,0.0,138.75424307364005,0.0,6321.238491227059,0.0,0.6152955282949926,0.0,12.074074074074074,104.28,4.096151547939649,0.0,0.8112128531491315,0.0,4.096151547939649,1.2105255209314847,0.8112128531491315,0.6152955282949926,9.365911407470703,426.6835981578265
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,69,6.111279718140295,0.8851064772903919,0.3835114674270153,1.0,1.0417232811450958,inf,1000.0,1.0,1.0,139,0,9900,191,0.6211826790598364,0.0,7.958258644443529,inf,6.3453971942265825,inf,140.24211502075195,0.0,140.24211502075195,0.0,6496.35875634573,0.0,0.6211826790598364,0.0,4.333333333333333,100.39,4.142798661004605,0.0,0.808167447646459,0.0,4.142798661004605,1.1888978675125652,0.808167447646459,0.6211826790598364,4.207263450622559,194.89076269037196
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,70,6.111279718140295,0.8851664763689041,0.3832941810041666,1.0,1.7134267435624049,nan,1000.0,1.0,1.0,10223,323,0,70,0.627493566594353,0.0,8.547720901166947,nan,6.8609837752122145,nan,141.6387657752404,0.0,141.6387657752404,0.0,6620.708387338278,0.0,0.627493566594353,0.0,5.384615384615385,0.0,4.183986241247167,0.0,0.7517552467492911,0.0,4.183986241247167,1.1887102612993292,0.7517552467492911,0.627493566594353,4.603259887695312,215.17302258849404
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,71,6.117038538775435,0.8851754771173,0.38312692277133464,1.0,1.545724984477548,nan,1000.0,1.0,1.0,10377,477,0,118,0.610822488219096,0.0,8.500414496154672,nan,6.868651137632482,nan,137.86350474638098,0.0,137.86350474638098,0.0,6467.603676353706,0.0,0.610822488219096,0.0,6.9411764705882355,0.0,4.223132829237842,0.0,0.7863608879201552,0.0,4.223132829237842,1.2016195194773835,0.7863608879201552,0.610822488219096,5.859198951721192,274.8731562450325
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,72,6.117038538775435,0.8851999770104885,0.38291125275194643,1.0,1.6253908402041386,nan,1000.0,1.0,1.0,10221,321,0,150,0.6173937984017072,0.0,8.340837666799636,nan,6.784788608551025,nan,139.31390862715872,0.0,139.31390862715872,0.0,6632.486491028284,0.0,0.6173937984017072,0.0,7.894736842105263,0.0,4.2809928032565185,0.0,0.7560446356472216,0.0,4.2809928032565185,1.208001235990844,0.7560446356472216,0.6173937984017072,6.617410659790039,315.0431083238434
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,73,6.195956549827843,0.8852162282168865,0.38286297746002673,1.0,1.6575967021610425,nan,1000.0,1.0,1.0,10377,477,0,228,0.6184067663026801,0.0,8.54270950966158,nan,6.99548109717991,nan,139.51339588994566,0.0,139.51339588994566,0.0,6649.945378592141,0.0,0.6184067663026801,0.0,9.91304347826087,0.0,4.344898070467657,0.0,0.7459826728572017,0.0,4.344898070467657,1.2126571285199792,0.7459826728572017,0.6184067663026801,8.022020263671875,382.3718592690482
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,74,6.195956549827843,0.8852767272293568,0.3826315900683403,1.0,1.5774962039370286,nan,1000.0,1.0,1.0,10316,416,0,178,0.6076183755537015,0.0,8.099700385953065,nan,6.677074156309429,nan,136.91278879266036,0.0,136.91278879266036,0.0,6625.00306874672,0.0,0.6076183755537015,0.0,9.368421052631579,0.0,4.406682736389538,0.0,0.7956101423815677,0.0,4.406682736389538,1.197539236681685,0.7956101423815677,0.6076183755537015,6.503357467651367,314.6876457654692
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,75,6.232155637538376,0.8852497264742851,0.3826481255888939,1.0,1.804679274559021,nan,1000.0,1.0,1.0,10345,445,0,154,0.6196783429297849,0.0,8.5287081126371,nan,7.077759366286428,nan,139.73877434981497,0.0,139.73877434981497,0.0,6644.561369311596,0.0,0.6196783429297849,0.0,8.105263157894736,0.0,4.449336308909511,0.0,0.726099514647534,0.0,4.449336308909511,1.2048484815370057,0.726099514647534,0.6196783429297849,6.637591781616211,315.61666504230084
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,76,6.3947823850346674,0.8852479775249958,0.38256349362432956,1.0,1.7908819963534672,nan,1000.0,1.0,1.0,10186,286,0,144,0.6142698406366294,0.0,8.548476093406997,nan,7.141616741816203,nan,138.47194163004556,0.0,138.47194163004556,0.0,6642.340090023143,0.0,0.6142698406366294,0.0,8.0,0.0,4.494173874191294,0.0,0.7690709233283997,0.0,4.494173874191294,1.196543931035298,0.7690709233283997,0.6142698406366294,6.231237373352051,298.9053040510414
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,77,6.3947823850346674,0.8851904775202274,0.38264569468796256,1.0,1.8284174572853815,nan,1000.0,1.0,1.0,10369,469,0,202,0.6127070517977126,0.0,8.71759708911488,nan,7.331619671412876,nan,138.0921391078404,0.0,138.0921391078404,0.0,6654.272320189904,0.0,0.6127070517977126,0.0,9.619047619047619,0.0,4.5404812504147865,0.0,0.7221825775646028,0.0,4.5404812504147865,1.2002659768785158,0.7221825775646028,0.6127070517977126,7.2498373031616214,349.34929680996987
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,78,6.429422819963199,0.8852392281591892,0.3825605871528387,1.0,1.8329388073512487,nan,1000.0,1.0,1.0,10457,557,0,66,0.6021493272732167,0.0,8.729015250399957,nan,7.390327487673078,nan,135.74242837088448,0.0,135.74242837088448,0.0,6459.721519568479,0.0,0.6021493272732167,0.0,4.714285714285714,0.0,4.5677142611685,0.0,0.7826701147215707,0.0,4.5677142611685,1.2092467024705922,0.7826701147215707,0.6021493272732167,4.750984992980957,226.09025318489682
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,79,6.434750033456884,0.8852614790201188,0.38251407124102116,1.0,1.5298735342527692,nan,1000.0,1.0,1.0,10137,237,0,176,0.603039335871832,0.0,8.103691087241735,nan,6.906795627192447,nan,135.9737091064453,0.0,135.9737091064453,0.0,6899.375648761399,0.0,0.603039335871832,0.0,9.263157894736842,0.0,4.6219478487696914,0.0,0.7554140561505368,0.0,4.6219478487696914,1.1916634816363842,0.7554140561505368,0.603039335871832,6.458751182556153,327.72034331616646
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,80,6.434750033456884,0.8852767284214497,0.3825353069603443,1.0,1.6916185941385187,nan,1000.0,1.0,1.0,10726,826,0,210,0.6024057377302626,0.0,8.338758040079618,nan,7.154683009437893,nan,135.86842346191406,0.0,135.86842346191406,0.0,6775.596361870961,0.0,0.6024057377302626,0.0,9.130434782608695,0.0,4.672689034327818,0.0,0.7642508874768796,0.0,4.672689034327818,1.1976534088534336,0.7642508874768796,0.6024057377302626,7.812434349060059,389.59679080758025
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,81,6.473172025208169,0.885293228328228,0.38250758036971094,1.0,1.6409042352124263,nan,1000.0,1.0,1.0,10387,487,0,146,0.6048975805991855,0.0,8.159923967882355,nan,7.04807364313226,nan,136.3982102243524,0.0,136.3982102243524,0.0,6904.6346399552895,0.0,0.6048975805991855,0.0,7.684210526315789,0.0,4.715488253059703,0.0,0.7420494462314405,0.0,4.715488253059703,1.1932568352511603,0.7420494462314405,0.6048975805991855,6.478914985656738,327.9701453978762
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,82,6.473172025208169,0.8853409777581692,0.3823696032911539,1.0,1.4157099177440007,nan,1000.0,1.0,1.0,9939,39,0,16,0.6002290721471661,0.0,7.576898316644989,nan,6.588265260060628,nan,135.13750966389975,0.0,135.13750966389975,0.0,7263.995127008871,0.0,0.6002290721471661,0.0,2.6666666666666665,0.0,4.73894900168138,0.0,0.8438353935877482,0.0,4.73894900168138,1.1704638414857864,0.8438353935877482,0.6002290721471661,2.0270626449584963,108.95992690513307
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,83,6.473172025208169,0.885297977924347,0.38248700737953184,1.0,1.795985460281372,nan,1000.0,1.0,1.0,10310,410,0,138,0.6033700793364394,0.0,8.215283537898406,nan,7.191135485967,nan,136.20989227294922,0.0,136.20989227294922,0.0,7061.194747504775,0.0,0.6033700793364394,0.0,7.666666666666667,0.0,4.787463134722006,0.0,0.7781060404247708,0.0,4.787463134722006,1.1468992230409267,0.7781060404247708,0.6033700793364394,6.129445152282715,317.7537636377149
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,84,6.473172025208169,0.8853017278015614,0.3825185850262642,1.0,1.5101284193992615,nan,1000.0,1.0,1.0,10715,815,0,290,0.6023966562515546,0.0,7.854671460294031,nan,6.921468315124511,nan,135.8661279296875,0.0,135.8661279296875,0.0,7050.316508728998,0.0,0.6023966562515546,0.0,11.6,0.0,4.8323422782301,0.0,0.7559210801124573,0.0,4.8323422782301,1.1522815366340926,0.7559210801124573,0.6023966562515546,8.49163299560547,440.6447817955624
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,85,6.6462257051869855,0.8853464771807193,0.38254741244018076,1.0,1.8376292064785957,nan,1000.0,1.0,1.0,10249,349,0,120,0.6002290721471661,0.0,8.124728482334525,nan,7.207329273223877,nan,135.33969402313232,0.0,135.33969402313232,0.0,6826.508885626709,0.0,0.6002290721471661,0.0,7.5,0.0,4.869081487006804,0.0,0.7652728445827961,0.0,4.869081487006804,1.1477694601507746,0.7652728445827961,0.6002290721471661,5.413587760925293,273.0603554250684
noise-game,scale,mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,86,6.6462257051869855,0.8852504760026931,0.38270769514143466,1.0,1.827838770653072,nan,1000.0,1.0,1.0,10408,508,0,156,0.600229072147166,0.0,8.366586663375458,nan,7.471522657494796,nan,135.3870994166324,0.0,135.3870994166324,0.0,6901.633488976399,0.0,0.600229072147166,0.0,8.210526315789474,0.0,4.903802020143561,0.0,0.7217573209812767,0.0,4.903802020143561,1.1540752327635435,0.7217573209812767,0.600229072147166,6.430887222290039,327.8275907263789
