algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,balance_kept_honest,balance_kept_attacker,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,85,6.072232764404533,0.7955579778552055,0.5818721109628677,1.0,1.2090008817613125,nan,1000.0,1.0,1.0,50437,537,0,42,0.6782574425947465,0.0,0.442648746073246,0.0,5541.820568439518,0.0,4.154728426360025,0.0,0.6782574425947465,0.0,5.25,0.0,152.99917030334473,0.0,152.99917030334473,0.0,7.878108988892819,nan,6.988556683063507,nan,4.154728426360025,1.1461991224975159,0.442648746073246,0.6782574425947465,6.119966812133789,221.67282273758073
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,86,6.072232764404533,0.7955019813776016,0.5819901871681213,1.0,1.3371761560440063,nan,1000.0,1.0,1.0,50018,118,0,20,0.6189899384506992,0.0,0.6293364405632019,0.0,5315.985323095884,0.0,4.18157086784513,0.0,0.6189899384506992,0.0,4.0,0.0,139.6034149169922,0.0,139.6034149169922,0.0,7.931006582036419,nan,7.082541275024414,nan,4.18157086784513,1.1564103417883853,0.6293364405632019,0.6189899384506992,3.4900853729248045,132.89963307739708
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,87,6.072232764404533,0.7958124792575836,0.5823509460687637,1.0,0.9675493389368057,nan,1000.0,1.0,1.0,50166,266,0,24,0.6420723527851416,0.0,0.5119162326057752,0.0,5819.81165663007,0.0,4.207719523335538,0.0,0.6420723527851416,0.0,4.0,0.0,144.5780283610026,0.0,144.5780283610026,0.0,7.250415622632428,nan,6.518069744110107,nan,4.207719523335538,1.1566444184158398,0.5119162326057752,0.6420723527851416,4.337340850830078,174.59434969890208
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,88,6.072232764404533,0.7959599792957306,0.5817427986860275,1.0,0.5045245289802551,nan,1000.0,1.0,1.0,50104,204,0,16,0.716582264633973,0.0,0.2723920285701752,0.0,5874.772575036091,0.0,4.220620423273663,0.0,0.716582264633973,0.0,3.2,0.0,161.66427307128907,0.0,161.66427307128907,0.0,7.938526451806754,nan,7.184413051605224,nan,4.220620423273663,1.1577331902279742,0.2723920285701752,0.716582264633973,4.0416068267822265,146.8693143759023
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,89,6.072232764404533,0.7957759809494018,0.5822942793369293,1.0,1.2784626682599385,nan,1000.0,1.0,1.0,50356,456,0,58,0.641376720961427,0.0,0.4696854990389612,0.0,5560.332112419396,0.0,4.274770692537465,0.0,0.641376720961427,0.0,6.444444444444445,0.0,144.74547153049045,0.0,144.74547153049045,0.0,7.923992837523731,nan,7.219228161705865,nan,4.274770692537465,1.152126916421408,0.4696854990389612,0.641376720961427,6.5135462188720705,250.21494505887284
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,90,6.072232764404533,0.7960809794068336,0.582158456146717,1.0,1.1248262907777513,nan,1000.0,1.0,1.0,50437,537,0,166,0.6421477668084947,0.0,0.47350614624364035,0.0,5328.2814511205515,0.0,4.342193098737518,0.0,0.6421477668084947,0.0,11.857142857142858,0.0,144.88204956054688,0.0,144.88204956054688,0.0,7.300558707559874,nan,6.695732389177595,nan,4.342193098737518,1.1488329960900832,0.47350614624364035,0.6421477668084947,10.141743469238282,372.97970157843855
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,91,6.072232764404533,0.7961769795417786,0.5820679223537445,1.0,1.3905735271317619,nan,1000.0,1.0,1.0,50217,317,0,32,0.6062063690908156,0.0,0.6371522205216544,0.0,5601.242847537129,0.0,4.3881392846501805,0.0,0.6062063690908156,0.0,4.571428571428571,0.0,137.05103410993303,0.0,137.05103410993303,0.0,7.256298405276106,nan,6.699654715401786,nan,4.3881392846501805,1.1502002867456829,0.6371522205216544,0.6062063690908156,4.796786193847656,196.0434996637995
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,92,6.072232764404533,0.7960069811344147,0.5824585196375847,1.0,1.2605515745553104,nan,1000.0,1.0,1.0,50559,659,0,76,0.6269108555375298,0.0,0.5150975612076846,0.0,5398.050984395103,0.0,4.448946889520994,0.0,0.6269108555375298,0.0,6.909090909090909,0.0,141.42584922096947,0.0,141.42584922096947,0.0,7.321512084260118,nan,6.805082061073997,nan,4.448946889520994,1.156330677171871,0.5150975612076846,0.6269108555375298,7.778421707153321,296.8928041417306
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,93,6.072232764404533,0.7963539808988571,0.5822039887309074,1.0,1.4545007131316445,nan,1000.0,1.0,1.0,50319,419,0,96,0.6164168493182921,0.0,0.5301105786453594,0.0,5352.077643159891,0.0,4.50030330386319,0.0,0.6164168493182921,0.0,8.727272727272727,0.0,139.1782087846236,0.0,139.1782087846236,0.0,7.747202736832905,nan,7.248911554163152,nan,4.50030330386319,1.1615580237491399,0.5301105786453594,0.6164168493182921,7.654801483154297,294.364270373794
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,94,6.072232764404533,0.7963214814662933,0.5824473515152931,1.0,0.9593292441633012,nan,1000.0,1.0,1.0,50357,457,0,50,0.6317907272613265,0.0,0.48329591585530174,0.0,5223.397842424863,0.0,4.559630654091889,0.0,0.6317907272613265,0.0,5.555555555555555,0.0,142.57263014051648,0.0,142.57263014051648,0.0,7.153877709773878,nan,6.738522582583958,nan,4.559630654091889,1.1207314737463476,0.48329591585530174,0.6317907272613265,6.415768356323242,235.0529029091188
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,95,6.072232764404533,0.7962274786829948,0.5827324217557908,1.0,0.8284323107112538,nan,1000.0,1.0,1.0,50402,502,0,88,0.6578241026399755,0.0,0.36776377057487314,0.0,5457.162752887989,0.0,4.600820476373143,0.0,0.6578241026399755,0.0,8.0,0.0,148.33834422718394,0.0,148.33834422718394,0.0,7.250693145965192,nan,6.875400456515226,nan,4.600820476373143,1.1126281788087755,0.36776377057487314,0.6578241026399755,8.158608932495117,300.14395140883937
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,96,6.072232764404533,0.7963749793171883,0.5830550557374954,1.0,1.0791792018072945,nan,1000.0,1.0,1.0,50264,364,0,34,0.6070811701867562,0.0,0.5283771327563694,0.0,5101.084225772821,0.0,4.637785624358987,0.0,0.6070811701867562,0.0,4.857142857142857,0.0,137.03431047712053,0.0,137.03431047712053,0.0,6.931049043446422,nan,6.616262708391462,nan,4.637785624358987,1.104476097420485,0.5283771327563694,0.6070811701867562,4.796200866699219,178.53794790204873
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,97,6.102980089069825,0.7964634814858437,0.5828884580731392,1.0,1.0180529674085288,nan,1000.0,1.0,1.0,50630,730,0,110,0.6324493713175486,0.0,0.46717985432881576,0.0,5048.7847142905475,0.0,4.6828543757785965,0.0,0.6324493713175486,0.0,8.461538461538462,0.0,142.65335552509015,0.0,142.65335552509015,0.0,7.196993766193268,nan,6.9160829323988695,nan,4.6828543757785965,1.1034648315689994,0.46717985432881576,0.6324493713175486,9.272468109130859,328.1710064288856
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,98,6.285062066099695,0.7966544795036316,0.5830683043599129,1.0,0.9389638602733612,nan,1000.0,1.0,1.0,50077,177,0,18,0.6256832664200103,0.0,0.49706636890769007,0.0,5636.070138418361,0.0,4.703313766130475,0.0,0.6256832664200103,0.0,3.6,0.0,141.11474609375,0.0,141.11474609375,0.0,7.2534663006798965,nan,7.0169754981994625,nan,4.703313766130475,1.0995504618382435,0.49706636890769007,0.6256832664200103,3.52786865234375,140.90175346045905
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,99,6.285062066099695,0.7968704777956009,0.5834019330143928,1.0,1.076501615345478,nan,1000.0,1.0,1.0,50356,456,0,32,0.6174114082178652,0.0,0.46939181722700596,0.0,5637.026698828293,0.0,4.7327924763865425,0.0,0.6174114082178652,0.0,4.0,0.0,139.3593978881836,0.0,139.3593978881836,0.0,7.005721939120821,nan,6.822641551494598,nan,4.7327924763865425,1.1052913846499814,0.46939181722700596,0.6174114082178652,5.574375915527344,225.4810679531317
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,100,6.285062066099695,0.7968354812264442,0.5834117087721825,1.0,1.3817452490329742,nan,1000.0,1.0,1.0,50173,273,0,52,0.6031502043396306,0.0,0.5410479679703712,0.0,5416.963379597413,0.0,4.779038629253798,0.0,0.6031502043396306,0.0,6.5,0.0,136.15921592712402,0.0,136.15921592712402,0.0,7.034073668774757,nan,6.896073281764984,nan,4.779038629253798,1.0932066523387731,0.5410479679703712,0.6031502043396306,5.446368637084961,216.67853518389654
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,101,6.343572629553303,0.7970139801502227,0.5838366463780403,1.0,1.282256778743532,nan,1000.0,1.0,1.0,50275,375,0,58,0.6002290721471661,0.0,0.540809111462699,0.0,5293.483048357985,0.0,4.823575549833887,0.0,0.6002290721471661,0.0,6.444444444444445,0.0,135.0960693359375,0.0,135.0960693359375,0.0,6.8799192721738365,nan,6.790059725443522,nan,4.823575549833887,1.0872168008546046,0.540809111462699,0.6002290721471661,6.079323120117188,238.2067371761093
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,102,6.359370853824548,0.7967259785532952,0.5843445467948913,1.0,1.2015387415885925,nan,1000.0,1.0,1.0,50354,454,0,70,0.6231173716607911,0.0,0.5126291051506996,0.0,5188.486269141502,0.0,4.848407146592077,0.0,0.6231173716607911,0.0,7.0,0.0,140.73358459472655,0.0,140.73358459472655,0.0,7.423393075221753,nan,7.375441217422486,nan,4.848407146592077,1.0965030407386547,0.5126291051506996,0.6231173716607911,7.036679229736328,259.42431345707513
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,103,6.359370853824548,0.796848478615284,0.5845248436927796,1.0,1.2511374627550442,nan,1000.0,1.0,1.0,50599,699,0,90,0.6044947291120236,0.0,0.614144659290711,0.0,4980.23053721715,0.0,4.920135942488174,0.0,0.6044947291120236,0.0,7.5,0.0,136.6048469543457,0.0,136.6048469543457,0.0,7.00121007214826,nan,7.002513488133748,nan,4.920135942488174,1.0346902283579689,0.614144659290711,0.6044947291120236,8.196290817260742,298.81383223302896
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,104,6.359370853824548,0.7967754784226417,0.5850774046778678,1.0,0.797045475906796,nan,1000.0,1.0,1.0,50491,591,0,48,0.6282524688346641,0.0,0.37319351484378177,0.0,5660.327099959177,0.0,4.960417025126208,0.0,0.6282524688346641,0.0,5.333333333333333,0.0,141.6880645751953,0.0,141.6880645751953,0.0,6.72339497004449,nan,6.769627412160237,nan,4.960417025126208,1.0202255751011484,0.37319351484378177,0.6282524688346641,6.375962905883789,254.71471949816296
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,105,6.359370853824548,0.7970069801807403,0.5848400118947029,1.0,1.2930559441447258,nan,1000.0,1.0,1.0,50079,179,0,10,0.6002290721471661,0.0,0.5103041008114815,0.0,5417.673601551414,0.0,4.968810875545957,0.0,0.6002290721471661,0.0,2.5,0.0,135.43698501586914,0.0,135.43698501586914,0.0,7.453100067701696,nan,7.554546356201172,nan,4.968810875545957,1.0280474550014242,0.5103041008114815,0.6002290721471661,2.7087397003173828,108.35347203102829
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,106,6.689058069524211,0.796919977068901,0.5852785292267799,1.0,1.1899991226382554,nan,1000.0,1.0,1.0,50440,540,0,100,0.617080886064287,0.0,0.42064671218395233,0.0,5409.236482368269,0.0,5.005858588665345,0.0,0.617080886064287,0.0,8.333333333333334,0.0,139.24789683024088,0.0,139.24789683024088,0.0,7.078684569099653,nan,7.223027944564819,nan,5.005858588665345,1.0339191204004976,0.42064671218395233,0.617080886064287,8.354873809814453,324.5541889420962
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,107,6.689058069524211,0.7970914804935455,0.5854150453209876,1.0,1.8559160882776433,nan,1000.0,1.0,1.0,50346,446,0,98,0.6002290721471661,0.0,0.6010723520408977,0.0,5456.980864548729,0.0,5.044884032368574,0.0,0.6002290721471661,0.0,8.909090909090908,0.0,135.5113095370206,0.0,135.5113095370206,0.0,7.423736277135244,nan,7.6257851774042305,nan,5.044884032368574,1.037473999056687,0.6010723520408977,0.6002290721471661,7.453122024536133,300.1339475501801
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,108,6.732572476556696,0.7970064789056778,0.5862125247716904,1.0,1.6053595904793059,nan,1000.0,1.0,1.0,50431,531,0,18,0.605218673034664,0.0,0.5210236992154803,0.0,5776.285085549735,0.0,5.06371968786354,0.0,0.605218673034664,0.0,2.5714285714285716,0.0,136.48516627720423,0.0,136.48516627720423,0.0,7.063555901210887,nan,7.304335526057652,nan,5.06371968786354,1.0430232754588453,0.5210236992154803,0.605218673034664,4.776980819702149,202.16997799424075
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,109,6.732572476556696,0.7972204786539078,0.5862477585673332,1.0,1.0544110407431921,nan,1000.0,1.0,1.0,50568,668,0,170,0.6055064281206695,0.0,0.4394273703296979,0.0,5331.416676914561,0.0,5.12349145770859,0.0,0.6055064281206695,0.0,11.333333333333334,0.0,136.93881123860677,0.0,136.93881123860677,0.0,6.831722793373971,nan,7.111854457855225,nan,5.12349145770859,1.0231986947960539,0.4394273703296979,0.6055064281206695,10.270410842895508,399.856250768592
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,110,6.732572476556696,0.7969904792308807,0.5867918166518211,1.0,1.291877886423698,nan,1000.0,1.0,1.0,50644,744,0,104,0.6014086377613314,0.0,0.4525128041322415,0.0,5423.162610322101,0.0,5.167923990866379,0.0,0.6014086377613314,0.0,8.0,0.0,135.67601482684796,0.0,135.67601482684796,0.0,6.917293028752517,nan,7.249100061563345,nan,5.167923990866379,1.0196188298840212,0.4525128041322415,0.6014086377613314,8.818940963745117,352.50556967093655
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,111,6.732572476556696,0.7968784791231155,0.587585077881813,1.0,1.2836003700892131,nan,1000.0,1.0,1.0,50332,432,0,56,0.6015602635330913,0.0,0.47451064652866787,0.0,5367.2891178546315,0.0,5.204416900621779,0.0,0.6015602635330913,0.0,6.222222222222222,0.0,135.58936903211804,0.0,135.58936903211804,0.0,6.710735613686603,nan,7.079675409528944,nan,5.204416900621779,1.0049938885826808,0.47451064652866787,0.6015602635330913,6.101521606445313,241.52801030345844
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,112,6.732572476556696,0.7974769797921181,0.5871616077423095,1.0,1.4101768136024475,nan,1000.0,1.0,1.0,50122,222,0,8,0.6002290721471661,0.0,0.5714083760976791,0.0,5229.85376768785,0.0,5.212810751041527,0.0,0.6002290721471661,0.0,2.0,0.0,135.1844711303711,0.0,135.1844711303711,0.0,6.460723446103485,nan,6.861509442329407,nan,5.212810751041527,1.0122037128520103,0.5714083760976791,0.6002290721471661,2.7036894226074217,104.59707535375699
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,113,6.732572476556696,0.7972384780645371,0.5880452492833137,1.0,1.4935340450869665,nan,1000.0,1.0,1.0,50152,252,0,72,0.603209074321321,0.0,0.479790887898869,0.0,5361.8330388870145,0.0,5.246965271512424,0.0,0.603209074321321,0.0,8.0,0.0,136.36444091796875,0.0,136.36444091796875,0.0,7.496490116314122,nan,8.014783276451958,nan,5.246965271512424,1.0051600158963747,0.479790887898869,0.603209074321321,6.136399841308593,241.28248674991565
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,114,6.732572476556696,0.7970324784517289,0.5885295215249061,1.0,1.38260207189755,nan,1000.0,1.0,1.0,50578,678,0,88,0.609892995167466,0.0,0.45059833878820593,0.0,5426.534745335694,0.0,5.27296659049438,0.0,0.609892995167466,0.0,8.0,0.0,137.58752996271306,0.0,137.58752996271306,0.0,6.805954965905547,nan,7.325177929618142,nan,5.27296659049438,1.010775512010411,0.45059833878820593,0.609892995167466,7.567314147949219,298.4594109934632
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,115,6.732572476556696,0.7974029797315597,0.588864686191082,1.0,1.4437915921211242,nan,1000.0,1.0,1.0,50467,567,0,64,0.6073096991379439,0.0,0.5345618247985839,0.0,5297.298905859245,0.0,5.299356923839232,0.0,0.6073096991379439,0.0,6.4,0.0,137.2925567626953,0.0,137.2925567626953,0.0,6.735679839792067,nan,7.298033285140991,nan,5.299356923839232,1.0127304417853444,0.5345618247985839,0.6073096991379439,6.864627838134766,264.8649452929622
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,116,6.779063374811954,0.7973849815130234,0.5889534482359886,1.0,1.6571924101847868,nan,1000.0,1.0,1.0,50447,547,0,136,0.6002290721471661,0.0,0.5128374374829806,0.0,5345.214329703383,0.0,5.337493435528449,0.0,0.6002290721471661,0.0,10.461538461538462,0.0,135.52952223557693,0.0,135.52952223557693,0.0,7.194830744469095,nan,7.847661862006555,nan,5.337493435528449,1.0119718851552277,0.5128374374829806,0.6002290721471661,8.8094189453125,347.43893143071995
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,117,6.779063374811954,0.7974364820122719,0.5895639479160308,1.0,1.0083070312227522,nan,1000.0,1.0,1.0,50319,419,0,24,0.6002290721471661,0.0,0.4749524550778525,0.0,5468.450703647414,0.0,5.377869182295846,0.0,0.6002290721471661,0.0,3.4285714285714284,0.0,135.5084010532924,0.0,135.5084010532924,0.0,6.139674030309302,nan,6.74155855178833,nan,5.377869182295846,0.9706144581769177,0.4749524550778525,0.6002290721471661,4.742794036865234,191.39577462765948
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,118,7.198755895799359,0.7974079793691635,0.5900157275795936,1.0,1.2005778402090073,nan,1000.0,1.0,1.0,50646,746,0,128,0.6002290721471661,0.0,0.416151904634067,0.0,5417.624458639634,0.0,5.427480412881835,0.0,0.6002290721471661,0.0,9.142857142857142,0.0,135.2816390991211,0.0,135.2816390991211,0.0,6.692243912769781,nan,7.397450276783535,nan,5.427480412881835,0.9523218530711846,0.416151904634067,0.6002290721471661,9.469714736938476,379.2337121047744
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,119,7.198755895799359,0.7972804799675941,0.5902890518307686,1.0,0.8456392873610769,nan,1000.0,1.0,1.0,50592,692,0,140,0.6010556084752258,0.0,0.3731989762080567,0.0,5649.988759424028,0.0,5.4644906024522975,0.0,0.6010556084752258,0.0,10.0,0.0,135.81340135846818,0.0,135.81340135846818,0.0,6.202999066694383,nan,6.902514151164463,nan,5.4644906024522975,0.9501907892022383,0.3731989762080567,0.6010556084752258,9.506938095092773,395.499213159682
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,120,7.198755895799359,0.7973054805397988,0.5909464797377586,1.0,1.6294777714289153,nan,1000.0,1.0,1.0,50547,647,0,122,0.6005922948670992,0.0,0.5124618095847276,0.0,5590.768048068407,0.0,5.4931134383941025,0.0,0.6005922948670992,0.0,9.384615384615385,0.0,135.30742586576022,0.0,135.30742586576022,0.0,7.057603747750873,nan,7.906024529383733,nan,5.4931134383941025,0.9630644609786889,0.5124618095847276,0.6005922948670992,8.794982681274414,363.39992312444645
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,121,7.198755895799359,0.7975289809703827,0.5913262096047401,1.0,1.6560226798057556,nan,1000.0,1.0,1.0,50391,491,0,66,0.6056863801853959,0.0,0.4295034512877464,0.0,5578.554409935505,0.0,5.512799354689695,0.0,0.6056863801853959,0.0,6.6,0.0,136.54020080566406,0.0,136.54020080566406,0.0,7.149755367197391,nan,8.062827444076538,nan,5.512799354689695,0.9719160638093708,0.4295034512877464,0.6056863801853959,6.827010040283203,278.92772049677524
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,122,7.198755895799359,0.7972754812240601,0.5922101545333862,1.0,1.2516585737466812,nan,1000.0,1.0,1.0,50421,521,0,62,0.6002290721471661,0.0,0.4278338074684143,0.0,5654.762341905143,0.0,5.537844461420978,0.0,0.6002290721471661,0.0,6.2,0.0,135.38396301269532,0.0,135.38396301269532,0.0,6.597945133732343,nan,7.490316677093506,nan,5.537844461420978,0.9718047495363361,0.4278338074684143,0.6002290721471661,6.769198150634765,282.73811709525717
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,123,7.198755895799359,0.7971954774856568,0.5925761130452156,1.0,1.512864311536153,nan,1000.0,1.0,1.0,50213,313,0,26,0.6002290721471661,0.0,0.4671980068087578,0.0,5906.916854761545,0.0,5.5504352370506,0.0,0.6002290721471661,0.0,4.333333333333333,0.0,135.42197926839194,0.0,135.42197926839194,0.0,6.805898171227203,nan,7.778076728185018,nan,5.5504352370506,0.9763891928128606,0.4671980068087578,0.6002290721471661,4.062659378051758,177.2075056428464
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,124,7.198755895799359,0.7974174809455872,0.5927291163802146,1.0,1.0711366938693183,nan,1000.0,1.0,1.0,50282,382,0,30,0.6002290721471661,0.0,0.3854050316980907,0.0,5085.967138338521,0.0,5.572466634006141,0.0,0.6002290721471661,0.0,4.285714285714286,0.0,135.3686022077288,0.0,135.3686022077288,0.0,6.621394926397917,nan,7.61783504486084,nan,5.572466634006141,0.968492502934924,0.3854050316980907,0.6002290721471661,4.737901077270508,178.00884984184825
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,125,7.198755895799359,0.7973099794983863,0.5933928564190865,1.0,1.315905401110649,nan,1000.0,1.0,1.0,50513,613,0,48,0.6002290721471661,0.0,0.4798033028841019,0.0,5433.4122550873235,0.0,5.594638420591917,0.0,0.6002290721471661,0.0,4.8,0.0,135.3671112060547,0.0,135.3671112060547,0.0,6.09635203414737,nan,7.0606942653656,nan,5.594638420591917,0.9741812943181788,0.4798033028841019,0.6002290721471661,6.7683555603027346,271.6706127543662
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,126,7.198755895799359,0.7973564776778221,0.5937260508537292,1.0,1.5708270243235998,nan,1000.0,1.0,1.0,50222,322,0,36,0.6018900343518159,0.0,0.4917426088026592,0.0,5737.401005130707,0.0,5.608925649841308,0.0,0.6018900343518159,0.0,5.142857142857143,0.0,136.0035182407924,0.0,136.0035182407924,0.0,6.338410345028874,nan,7.390145983014788,nan,5.608925649841308,0.97953206531372,0.4917426088026592,0.6018900343518159,4.760123138427734,200.80903517957475
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,127,7.198755895799359,0.7971499800682068,0.5948191770911216,1.0,1.2564004754478282,nan,1000.0,1.0,1.0,50497,597,0,74,0.6002290721471661,0.0,0.3575959178534421,0.0,5620.670068531506,0.0,5.6555283336689,0.0,0.6002290721471661,0.0,6.7272727272727275,0.0,135.25828829678622,0.0,135.25828829678622,0.0,6.946890652997297,nan,8.153769406405361,nan,5.6555283336689,0.9440880112913228,0.3575959178534421,0.6002290721471661,7.439205856323242,309.13685376923286
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,128,7.198755895799359,0.797445976138115,0.5946758422255516,1.0,1.0748930156230927,nan,1000.0,1.0,1.0,50345,445,0,70,0.6002290721471661,0.0,0.5675791591405869,0.0,6045.633330600566,0.0,5.685019575696315,0.0,0.6002290721471661,0.0,7.0,0.0,135.27444763183593,0.0,135.27444763183593,0.0,5.813137167821281,nan,6.868688631057739,nan,5.685019575696315,0.933701469619551,0.5675791591405869,0.6002290721471661,6.763722381591797,302.2816665300283
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,129,7.198755895799359,0.7971194809675217,0.5957996544241905,1.0,0.9785656224597584,nan,1000.0,1.0,1.0,50439,539,0,82,0.6002290721471661,0.0,0.40960337763482874,0.0,5690.788425629142,0.0,5.711038907792931,0.0,0.6002290721471661,0.0,7.454545454545454,0.0,135.24953668767756,0.0,135.24953668767756,0.0,6.012794993134088,nan,7.152122627605092,nan,5.711038907792931,0.9401720262029754,0.40960337763482874,0.6002290721471661,7.438724517822266,312.9933634096028
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,130,7.443773337415546,0.7976559793949127,0.5957181680202485,1.0,1.7509595619307623,nan,1000.0,1.0,1.0,50323,423,0,54,0.6002290721471661,0.0,0.5323857069015503,0.0,5543.729262620921,0.0,5.72926472500872,0.0,0.6002290721471661,0.0,6.0,0.0,135.50689866807727,0.0,135.50689866807727,0.0,7.360642827523756,nan,8.813929981655544,nan,5.72926472500872,0.9534375274140084,0.5323857069015503,0.6002290721471661,6.097810440063476,249.4678168179414
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,131,7.443773337415546,0.7974724778532982,0.5962657588720321,1.0,2.087797689437866,nan,1000.0,1.0,1.0,50106,206,0,18,0.6002290721471661,0.0,0.5512133240699768,0.0,6068.9950007187845,0.0,5.747156453852756,0.0,0.6002290721471661,0.0,3.6,0.0,135.4776397705078,0.0,135.4776397705078,0.0,6.904847589823331,nan,8.323447513580323,nan,5.747156453852756,0.94527569494418,0.5512133240699768,0.6002290721471661,3.3869409942626953,151.7248750179696
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,132,7.56557270461777,0.7970624807476997,0.5973432621359825,1.0,1.769456331218992,nan,1000.0,1.0,1.0,50461,561,0,158,0.6002290721471661,0.0,0.5353204650538308,0.0,5719.853674558616,0.0,5.785658861471055,0.0,0.6002290721471661,0.0,11.285714285714286,0.0,135.42636108398438,0.0,135.42636108398438,0.0,6.66422691910635,nan,8.087126220975604,nan,5.785658861471055,0.9374666293209166,0.5353204650538308,0.6002290721471661,9.479845275878906,400.3897572191031
