algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,balance_local_norm_honest,balance_local_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_threshold_honest,balance_threshold_attacker,balance_kept_honest,balance_kept_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,6.926551802896705,0.8776719770828882,0.41656446586052576,0.9932934938011742,4.219618082046509,nan,1000.0,0.877621007250637,1.0,30395,505,0,276,4.886147199573278,0.0,7930.290111171395,0.0,11.506775617599487,nan,135.25557708740234,0.0,10.54955022769596,nan,12.545454545454545,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,0.7305419174107638,0.0,135.25556737726384,0.0,4.886147199573278,1.3746396883671812,0.7305419174107638,0.6002290721471659,9.918742319742838,581.554608152569
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,6.926551802896705,0.8777669799327851,0.41645030995210014,1.0,3.417131109671159,nan,1000.0,0.75,1.0,30286,388,0,52,4.934823164602129,0.0,8673.59934708815,0.0,8.774762847206809,nan,135.37337424538353,0.0,7.991354396948372,nan,4.7272727272727275,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7535571239211343,0.0,135.37338534268466,0.0,4.934823164602129,1.3357846455748408,0.7535571239211343,0.6002290721471661,4.963690388997396,318.03197605989885
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,7.155811773679302,0.8768806431690852,0.4199453841646512,0.9957168539449955,4.5442388010025025,nan,1000.0,0.8028342028342029,1.0,30843,958,0,305,4.9944521315293615,0.0,7354.971472010811,0.0,12.72473300933838,nan,135.46704833984376,0.0,11.511671432334703,nan,12.2,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7355156993865967,0.0,135.46703857421875,0.0,4.9944521315293615,1.321965005513429,0.7355156993865967,0.6002290721471661,11.28892069498698,612.9142893342342
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,7.155811773679302,0.8769616446892421,0.4202111824353536,0.9897233236017069,3.4135367035865785,nan,1000.0,0.7843698893698893,1.0,30516,624,0,206,5.053510051166237,0.0,8650.691272240827,0.0,8.98213288784027,nan,135.43055572509766,0.0,8.071864932112993,nan,10.3,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,0.7525773137807846,0.0,135.43058395385742,0.0,5.053510051166237,1.306029127070862,0.7525773137807846,0.6002290721471659,9.028703715006511,576.7127514827217
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,7.155811773679302,0.8763733124732971,0.422482703824838,0.9649026714142372,4.260497553007943,nan,1000.0,0.7827494783921799,1.0,30664,787,0,199,5.09629634729092,0.0,7928.041824419007,0.0,11.856021744864327,nan,135.43089149111793,0.0,10.583714126990285,nan,9.476190476190476,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,0.7528035811015538,0.0,135.43089730398995,0.0,5.09629634729092,1.3109047565084784,0.7528035811015538,0.6002290721471659,9.480162404378255,554.9629277093305
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,7.155811773679302,0.8760949766635895,0.4239988449215889,0.9947003947932612,4.348144839791691,nan,1000.0,0.7775905711121658,1.0,30381,487,0,154,5.120128668051623,0.0,7468.7455091938455,0.0,12.50122704225428,nan,135.31995705997244,0.0,11.085529953586617,nan,9.058823529411764,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.708348859758938,0.0,135.31992384966682,0.0,5.120128668051623,1.3249485610552179,0.708348859758938,0.6002290721471661,7.668130900065104,423.22891218765125
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,7.155811773679302,0.8758769762516022,0.42571643441915513,0.9836250705815923,5.038366849605854,nan,1000.0,0.7931235431235432,1.0,30331,446,0,65,5.151156418549096,0.0,8062.884939285364,0.0,12.569860788492056,nan,135.40400578425482,0.0,11.072329167971283,nan,5.0,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.780592143535614,0.0,135.40399522047775,0.0,5.151156418549096,1.323775778342695,0.780592143535614,0.6002290721471661,5.867506917317709,349.3916807023658
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,7.155811773679302,0.8757639781634012,0.42649809082349144,0.9987261146496816,4.869629012213813,nan,1000.0,0.6234177215189873,1.0,30164,268,0,40,5.16382048436225,0.0,7049.315769882737,0.0,14.796634038289389,nan,135.37514411078558,0.0,12.947208938759193,nan,4.444444444444445,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.6994817753632864,0.0,135.37514411078558,0.0,5.16382048436225,1.3307908972629563,0.6994817753632864,0.6002290721471661,4.061254323323568,211.47947309648208
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,7.3368246317994865,0.8760236446062724,0.42621698210636777,1.0,2.8204621577428446,nan,1000.0,1.0,1.0,30205,305,0,40,5.192812069182014,0.0,8044.523971630933,0.0,11.643667644924587,nan,135.85886467827692,0.0,10.120634197872114,nan,4.444444444444445,0.0,0.6025910550280583,0.0,0.6025910550280583,0.0,0.6208074134257104,0.0,135.8588172064887,0.0,5.192812069182014,1.3168175492495178,0.6208074134257104,0.6025910550280583,4.075765940348307,241.33571914892798
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,7.3368246317994865,0.8758513096968333,0.4269757381081581,0.9955995489904295,4.016512250900268,nan,1000.0,0.7930857446646921,1.0,30524,631,0,89,5.226904343218005,0.0,9572.218589556442,0.0,9.380183696746826,nan,135.44275410970053,0.0,8.099048027166983,nan,5.933333333333334,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,0.7837366263071696,0.0,135.44276326497396,0.0,5.226904343218005,1.3112425678332036,0.7837366263071696,0.6002290721471663,6.772137705485026,478.610929477822
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,7.3368246317994865,0.8759159775575002,0.4274767998854319,0.994238683127572,4.440963700413704,nan,1000.0,0.8474473564611422,1.0,30150,254,0,36,5.2403447057143016,0.0,8991.288876026523,0.0,12.177763998508453,nan,135.30488395690918,0.0,10.444673959739248,nan,4.5,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7643739283084869,0.0,135.30487632751465,0.0,5.2403447057143016,1.31529616267084,0.7643739283084869,0.6002290721471661,3.6081302388509116,239.7677033607073
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,7.3368246317994865,0.8754003123442332,0.43035813709100085,0.9604030334296002,4.569713748991489,nan,1000.0,0.6673301896516183,1.0,30356,473,0,117,5.29133151846918,0.0,8580.37227432763,0.0,13.915276139974594,nan,135.4249963760376,0.0,11.855608974510162,nan,7.3125,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.69865283370018,0.0,135.4249620437622,0.0,5.29133151846918,1.282325815817048,0.69865283370018,0.6002290721471661,7.222666473388672,457.61985463080697
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,7.3368246317994865,0.8756563119093577,0.42974089940389,0.9572355602287086,2.5496575435002646,nan,1000.0,0.6998346683210235,1.0,30273,382,0,69,5.3321145770196745,0.0,10503.52475662337,0.0,8.233630816141764,nan,135.43261082967123,0.0,6.968320722388268,nan,5.75,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7313932925462723,0.0,135.43261082967123,0.0,5.3321145770196745,1.2595641062722711,0.7313932925462723,0.6002290721471661,5.417304433186849,420.1409902649348
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,7.3368246317994865,0.8755019774039586,0.43108347614606224,0.9732613025036209,3.6833973262045117,nan,1000.0,0.7640821082038881,1.0,30533,645,0,148,5.357347729590266,0.0,9146.748004397497,0.0,10.788343456056383,nan,135.40364922417535,0.0,9.069768639930045,nan,8.222222222222221,0.0,0.600229072147166,0.0,0.600229072147166,0.0,0.7536501619550917,0.0,135.4036407470703,0.0,5.357347729590266,1.2711321767763029,0.7536501619550917,0.600229072147166,8.124218953450521,548.8048802638498
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,7.3368246317994865,0.8753639779488246,0.43234684586524963,0.9918730004173043,4.247169407931241,nan,1000.0,0.8609837649954927,1.0,30290,400,0,52,5.383437795380589,0.0,8675.317705707,0.0,12.939207727258855,nan,135.35839150168678,0.0,10.805723071287492,nan,4.7272727272727275,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7269693450494246,0.0,135.3583845658736,0.0,5.383437795380589,1.2600302796785567,0.7269693450494246,0.6002290721471661,4.963141021728515,318.09498254259
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,7.339994146281176,0.8752709794044494,0.4329238603512446,0.9955223880597014,4.508352366360751,nan,1000.0,0.9914285714285714,1.0,30355,458,0,49,5.411845403640001,0.0,8734.365066144108,0.0,13.079379125074906,nan,135.58178433504972,0.0,10.85020591297173,nan,4.454545454545454,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7178750444542278,0.0,135.58179959383878,0.0,5.411845403640001,1.2512460697649461,0.7178750444542278,0.6002290721471661,4.971332092285156,320.26005242528396
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,7.464426969071561,0.8750943132241567,0.4339719801147779,1.0,3.8665293244754566,nan,1000.0,0.8888888888888888,1.0,30139,240,0,205,5.458779021865002,0.0,8834.785527249009,0.0,11.505351627574248,nan,135.38102273380056,0.0,9.481028480969428,nan,12.058823529411764,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7068395193885354,0.0,135.38102363137637,0.0,5.458779021865002,1.2209034759946473,0.7068395193885354,0.6002290721471661,7.671591288248698,500.6378465441105
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,7.464426969071561,0.8746489767233531,0.4365206904212634,0.9747642538340212,4.83669937358183,nan,1000.0,0.7512067642502426,1.0,30550,665,0,121,5.491864212511009,0.0,8230.501398100387,0.0,14.405498280244714,nan,135.3892561968635,0.0,11.792029132195081,nan,7.117647058823529,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7481861096971175,0.0,135.38929479262407,0.0,5.491864212511009,1.2156065415792914,0.7481861096971175,0.6002290721471661,7.672057851155599,466.3950792256886
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,7.464426969071561,0.8744209750493368,0.4384151436885198,0.991361740255949,4.575391213099162,nan,1000.0,0.7865919701213819,1.0,30537,656,0,81,5.5326974865323075,0.0,9021.110078968266,0.0,13.400244458516438,nan,135.3819844563802,0.0,10.896265659879756,nan,5.4,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,0.7408103108406067,0.0,135.38199564615886,0.0,5.5326974865323075,1.1847026244797534,0.7408103108406067,0.6002290721471663,6.76909922281901,451.05550394841333
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,7.464426969071561,0.8741749779383341,0.43958190192778906,0.9902885682574917,4.233383925755819,nan,1000.0,0.7138047138047138,1.0,30325,430,0,117,5.553491163251301,0.0,8248.085678690995,0.0,12.830970764160156,nan,135.54149068196614,0.0,10.364042394775245,nan,7.8,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,0.712423566977183,0.0,135.54151306152343,0.0,5.553491163251301,1.1966434947235083,0.712423566977183,0.6002290721471663,6.777074534098308,412.40428393454977
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,7.537432359511621,0.8742863104740779,0.4405352142453194,0.9950603947991277,3.5962710777918496,nan,1000.0,0.8102048943741734,1.0,30413,519,0,62,5.5709503310582065,0.0,9776.313979584995,0.0,12.296211043993631,nan,135.39488728841147,0.0,9.866103732991352,nan,5.166666666666667,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.6980741694569588,0.0,135.39489618937174,0.0,5.5709503310582065,1.199187909217625,0.6980741694569588,0.6002290721471661,5.415795491536458,391.0525591833997
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,7.661865182302007,0.8736466445525487,0.44456903109947843,0.9818866747049183,5.3411904222825,nan,1000.0,0.8979149852031209,1.0,30686,798,0,118,5.610118731235204,0.0,8588.81950432324,0.0,17.042418283574722,nan,135.5820285572725,0.0,13.58345638426278,nan,6.9411764705882355,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7293202736798454,0.0,135.58199534696692,0.0,5.610118731235204,1.1777974750091704,0.7293202736798454,0.6002290721471661,7.682981618245443,486.6997719116503
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,7.661865182302007,0.8734339803457261,0.4455602937936783,0.9871234081804201,5.0396465704991265,nan,1000.0,0.8780227360715166,1.0,30285,396,0,67,5.640244423571992,0.0,9190.200779352137,0.0,13.459428603832539,nan,135.40809396597055,0.0,10.656397177692124,nan,5.153846153846154,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7367051197932317,0.0,135.4080845759465,0.0,5.640244423571992,1.1662026964043595,0.7367051197932317,0.6002290721471661,5.867684071858724,398.2420337719259
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,7.661865182302007,0.8732376446326574,0.4464873985449473,0.9841594099835858,4.424091798417709,nan,1000.0,0.8961332048988578,1.0,30551,668,0,117,5.675524581572205,0.0,9035.805131868528,0.0,13.341119345496683,nan,135.52423993278953,0.0,10.492542777234235,nan,6.882352941176471,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.692454828935511,0.0,135.52427134794348,0.0,5.675524581572205,1.1567189351329696,0.692454828935511,0.6002290721471661,7.679706929524739,512.0289574725499
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,7.661865182302007,0.8734043129285176,0.44642155955235163,1.0,3.361781889742071,nan,1000.0,0.5555555555555556,1.0,30254,358,0,50,5.690913307341744,0.0,10342.257034378992,0.0,10.442438732494008,nan,135.28198658336294,0.0,8.158214475876228,nan,4.545454545454546,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7564653700048273,0.0,135.28199768066406,0.0,5.690913307341744,1.160962116810587,0.7564653700048273,0.6002290721471661,4.960339508056641,379.2160912605631
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,7.786298005092391,0.873030645052592,0.4497150637706121,0.9275052644617863,4.79976361989975,nan,1000.0,0.569047619047619,1.0,30211,338,0,127,5.712297339286726,0.0,9324.38684486469,0.0,15.386158019304276,nan,135.53030681610107,0.0,11.94065291189555,nan,7.9375,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7636166028678417,0.0,135.53032207489014,0.0,5.712297339286726,1.1677789527036124,0.7636166028678417,0.6002290721471661,7.228283030192057,497.3006317261168
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,142,7.786298005092391,0.8731309781471889,0.4494228978951772,0.9940616246498599,3.1335334132115045,nan,1000.0,0.988583509513742,1.0,30288,390,0,66,5.750107854797801,0.0,9128.6761887044,0.0,11.559525847434998,nan,135.51366424560547,0.0,8.911331712278123,nan,5.5,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.637682014455398,0.0,135.5136235555013,0.0,5.750107854797801,1.1186865044495165,0.637682014455398,0.6002290721471661,5.420546569824219,365.147047548176
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,143,7.786298005092391,0.872976309855779,0.45022468954324724,0.9851392082457551,4.4346597364970615,nan,1000.0,0.8908879904162923,1.0,30371,481,0,88,5.768784346287395,0.0,9900.125661721713,0.0,12.001217467444283,nan,135.6200725010463,0.0,9.190361582649334,nan,6.285714285714286,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.725313982793263,0.0,135.62009756905692,0.0,5.768784346287395,1.1212585429665503,0.725313982793263,0.6002290721471661,6.328936716715495,462.00586421368
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,144,7.786298005092391,0.872883312702179,0.4508117111523946,0.985570638511815,4.200994220646945,nan,1000.0,0.9729082593489373,1.0,30370,474,0,50,5.7976695799318545,0.0,10118.241108821312,0.0,11.903332190080123,nan,135.25609796697444,0.0,9.05483519553174,nan,4.545454545454546,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.694993176243522,0.0,135.25611600008878,0.0,5.7976695799318545,1.0876134558632902,0.694993176243522,0.6002290721471661,4.959390258789062,371.0021739901148
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,145,7.786298005092391,0.8727369765440623,0.4522141275803248,0.9432038229452022,4.371033638715744,nan,1000.0,0.6607700105425351,1.0,30213,337,0,136,5.829409949622425,0.0,9935.855349017635,0.0,12.229475110769272,nan,135.27369117736816,0.0,9.241118035379884,nan,8.5,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.735899779945612,0.0,135.27369785308838,0.0,5.829409949622425,1.0724803436291614,0.735899779945612,0.6002290721471661,7.214596862792969,529.9122852809405
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,146,7.786298005092391,0.8726146465539932,0.4530135671297709,0.9936250362213851,3.7957977056503296,nan,1000.0,0.7407930107526882,1.0,30477,595,0,148,5.873919704022713,0.0,10290.087748277001,0.0,10.982514990700615,nan,135.5217785305447,0.0,8.243719538623631,nan,8.222222222222221,0.0,0.600229072147166,0.0,0.600229072147166,0.0,0.7106765607992808,0.0,135.52175903320312,0.0,5.873919704022713,1.0368592995502188,0.7106765607992808,0.600229072147166,8.131306711832682,617.4052648966201
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,147,7.786298005092391,0.8721896453698477,0.4551342202226321,0.9721975746820468,4.3478174491932515,nan,1000.0,0.6545947924624396,1.0,30516,645,0,159,5.905722957706796,0.0,9400.41828656188,0.0,12.607767381166157,nan,135.47031763980263,0.0,9.400788763260001,nan,8.368421052631579,0.0,0.600229072147166,0.0,0.600229072147166,0.0,0.7244011634274533,0.0,135.47033611096833,0.0,5.905722957706796,1.0273717461513268,0.7244011634274533,0.600229072147166,8.579786783854166,595.3598248155857
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,148,7.786298005092391,0.8718846446275711,0.45700915704170864,0.982382333792992,4.669006994792393,nan,1000.0,0.8182607364387026,1.0,30602,717,0,63,5.92484373970665,0.0,9417.462002091755,0.0,15.200013399124146,nan,135.51678466796875,0.0,11.258350912352203,nan,4.5,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7202354520559311,0.0,135.51676177978516,0.0,5.92484373970665,1.0322883539772272,0.7202354520559311,0.6002290721471661,6.324116617838541,439.4815600976153
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,149,7.786298005092391,0.871637977361679,0.4586430283387502,0.9810817369620951,4.9677256771496365,nan,1000.0,0.8031156030409483,1.0,30389,512,0,71,5.950226750897784,0.0,9517.223604275596,0.0,14.233066763196673,nan,135.46749114990234,0.0,10.472105294001244,nan,5.071428571428571,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,0.7406336835452488,0.0,135.46749768938338,0.0,5.950226750897784,1.023059488819932,0.7406336835452488,0.6002290721471661,6.321816253662109,444.13710153286115
