algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,balance_local_norm_honest,balance_local_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_threshold_honest,balance_threshold_attacker,balance_kept_honest,balance_kept_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,21,1.1074656538641525,0.8681339796384175,0.4948029961188634,nan,1.7869580884774525,13.516283040046693,1000.0,0.0,nan,0,420,0,30390,0.44497827568764553,1.0218337090231655,7801.271110211845,963.9817619767293,5.737905701001485,89.6413285446167,369.6619923909505,366.83625549316406,9.910301752721116,154.8252379325281,5.833333333333333,151.6,1.6391064799239663,1.6261290737986263,1.6391064799239663,1.6261290737986263,0.8769995421171188,0.8858907479047775,369.6619923909505,366.83625549316406,0.6757204490218535,0.39249883046136247,0.8853874721054761,1.6268636439566646,155.60639001464844,572.823211435776
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,22,1.135660128740067,0.8693863117694854,0.48614884495735167,nan,1.7532397853700739,13.64787672996521,1000.0,0.0,nan,0,648,0,30730,0.4634018164393613,1.0501499577857352,8118.84647076364,928.2665757955717,5.819585248043663,96.39296566009521,371.7340826737253,365.3252767944336,9.984589388698849,165.38020169023878,9.578947368421053,152.74,1.6481088744052586,1.6195576702934897,1.6481088744052586,1.6195576702934897,0.853766541731985,0.8736234492063523,371.7340826737253,365.3252767944336,0.6981010729779108,0.3977153750204685,0.8719007038090327,1.6220347153990773,160.256005859375,679.8227962072469
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,23,1.1505522149710443,0.8704433129231135,0.47830697178840637,nan,1.8677794566521277,13.730267572402955,1000.0,0.0,nan,0,343,0,30331,0.4845599777248826,1.080765971773331,8096.0816866190335,899.9037944842802,5.968565243941087,103.21112369537353,351.2959289550781,364.29706771850584,10.172151603327997,175.90143601847183,6.6923076923076925,151.22,1.5597703529060931,1.6150018386635878,1.5597703529060931,1.6150018386635878,0.8988099923500648,0.8598168417811394,351.2959289550781,364.29706771850584,0.723042375344262,0.4021336572094668,0.862196705430886,1.6116309029131304,154.85252124023438,570.4596416458071
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,1.1656898807684841,0.8713639769951502,0.4711433989802996,nan,1.5536686340967814,13.85222731590271,1000.0,0.0,nan,0,457,0,30473,0.5020823826241783,1.1101772318333918,8493.195995622982,867.1831807875217,5.865515772501627,110.071943359375,362.91705932617185,362.16114837646484,9.93010381696056,186.3477769538115,7.666666666666667,151.79,1.610038823323542,1.6047459011487917,1.610038823323542,1.6047459011487917,0.8461419979731242,0.8499352484941483,362.91705932617185,362.16114837646484,0.7453203223078636,0.40682131190400805,0.8496706031089605,1.6051151747888905,155.7519711303711,601.669152183698
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,1.1837477728738612,0.8724299782514572,0.4645367094874382,nan,1.371737355987231,13.881152539253234,1000.0,0.0,nan,0,444,0,30414,0.5272425025619831,1.1358814493844553,8054.171598445332,848.0949714844985,5.780934611956279,116.9942847442627,332.57429758707684,361.1140251159668,9.721881934671137,196.7509926444435,5.833333333333333,151.72,1.4744604117073778,1.600461314164279,1.4744604117073778,1.600461314164279,0.9273363798856735,0.835671264231205,332.57429758707684,361.1140251159668,0.7706980812909721,0.4070723051127215,0.8408598556833448,1.593329187610115,152.42739318847657,532.5381069564872
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,1.2000889043415786,0.8732643111546834,0.4584800345698992,nan,1.7486465252362764,13.962975964546203,1000.0,0.0,nan,0,455,0,30439,0.547480559581114,1.1587653158899724,8463.958156091132,823.4518231800015,6.003664126762977,123.93180683135986,348.20658522385816,358.6695106506348,10.029363608807163,207.03309298522177,6.461538461538462,151.775,1.5429587997161696,1.5899809075872087,1.5429587997161696,1.5899809075872087,0.8605397435335013,0.8258143684267998,348.20658522385816,358.6695106506348,0.7919944621046573,0.408440211929632,0.8279337575178192,1.5871110136795867,152.5211754760742,549.4436413303699
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,1.2242721663331109,0.8740263106425603,0.45325033873319626,nan,1.8398225693141712,14.03570574760437,1000.0,0.0,nan,0,645,0,30723,0.5661783169083596,1.1788323753210133,8952.057137232492,799.4673440993515,5.889886828029857,130.9107992172241,351.27638154871323,356.07475189208986,9.773916904422936,217.2386856996258,10.470588235294118,152.725,1.5559007102077127,1.5787473388756614,1.5559007102077127,1.5787473388756614,0.8336170876727385,0.8164900839328766,351.27638154871323,356.07475189208986,0.8112399402734211,0.40988399267947423,0.81783183076964,1.5769575108233338,154.37329772949218,624.1568803056452
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,1.2468472143335345,0.8747986451784769,0.44820520212252934,nan,1.71955327426686,13.957317414283752,1000.0,0.0,nan,0,596,0,30642,0.5862974123215624,1.196300388530206,8627.43339496454,782.274927900017,5.903857483583338,137.92619979858398,328.3211346794577,355.85635162353515,9.732003604273105,227.3595318477786,8.588235294117647,152.48,1.455767668309308,1.5776202082152004,1.455767668309308,1.5776202082152004,0.8921887874603271,0.7994613468647003,328.3211346794577,355.85635162353515,0.8302986028050198,0.4108567647817194,0.8067257085703485,1.5680741567018355,153.50545922851563,606.2427065888013
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,1.268932215759992,0.8755756439765294,0.44338085452715553,nan,1.5741107016801834,13.883742408752441,1000.0,0.0,nan,0,702,0,30716,0.6048513054327115,1.2127626743659998,9173.604605838456,766.7299667137669,5.822703629732132,144.90271156311036,340.3955955505371,355.2116024780273,9.534453055440974,237.27261232221386,7.125,153.01,1.5103742680529508,1.57440717000824,1.5103742680529508,1.57440717000824,0.8332637753337622,0.7837995412945747,340.3955955505371,355.2116024780273,0.8480158530060268,0.41248220171749467,0.7874635586308109,1.5696639920856261,152.9773000488281,600.2473340723374
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,1.2876042567086343,0.8760989783207576,0.439292881389459,nan,1.6804418618028814,13.84804271697998,1000.0,0.0,nan,0,670,0,30834,0.6348629305013479,1.2290423480484463,9034.442317762516,755.1220768989817,5.981980865651911,151.84253562927245,333.19334689053625,353.3781051635742,9.73017883168779,246.98424470281788,11.909090909090908,152.86,1.4768182485912449,1.5669806224413059,1.4768182485912449,1.5669806224413059,0.8419439724900506,0.7712425976991654,333.19334689053625,353.3781051635742,0.8725346975201871,0.40946324449513594,0.7782490402460098,1.5580456124201285,156.0117493286133,699.5642927411434
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,1.3095789846192087,0.8766576439142227,0.43544868806997933,nan,2.1423552383979163,13.728876895904541,1000.0,0.0,nan,0,461,0,30427,0.6475204874135614,1.2453705608696795,9192.39998287601,738.3706481310167,6.077846527099609,158.76473266601562,329.7939275105794,352.8758596801758,9.82042392359001,256.5278626144815,5.416666666666667,151.81,1.4640267378671021,1.5641181837984248,1.4640267378671021,1.5641181837984248,0.8346243302027384,0.7549508291482926,329.7939275105794,352.8758596801758,0.8866605167960085,0.41180792631143304,0.7594606499626951,1.5584526302551427,149.06539813232422,515.9658588414309
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,1.3553212427663066,0.8772879787286123,0.4317644367615382,nan,1.914861967930427,13.705597243309022,1000.0,0.0,nan,0,434,0,30422,0.6698990898902677,1.2624225357048187,8704.442766085866,726.741305282478,6.011986218965971,165.62787727355956,304.2845458984375,350.38466552734377,9.649463907623113,265.8389699573079,6.769230769230769,151.67,1.3493265322134522,1.5534706355529582,1.3493265322134522,1.5534706355529582,0.9096939655450674,0.7447379356622696,304.2845458984375,350.38466552734377,0.9069084682160881,0.41127124021412226,0.7548056745753042,1.5410111362881056,148.06526440429687,517.0120340312237
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,1.3905326475159006,0.8777479791641235,0.42842533320188525,nan,1.884551117817561,13.674164400100707,1000.0,0.0,nan,0,418,0,30392,0.6866988894354421,1.2803842414079505,9046.301641803506,714.434244784911,6.166661063830058,172.47963066101073,322.14045969645184,347.98932357788084,9.831957491215753,274.99685473331283,6.0,151.6,1.4288215395725796,1.5425452450115018,1.4288215395725796,1.5425452450115018,0.8280103902022043,0.7347286209464073,322.14045969645184,347.98932357788084,0.9241730302244455,0.4123306718850945,0.7400087210929619,1.5361080541376009,146.9271004638672,502.88493731724856
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,1.425602772721286,0.8781923107306162,0.42551759858926136,nan,2.083707122699074,13.602692289352417,1000.0,0.0,nan,0,1008,0,31348,0.706773434056493,1.2997744389410733,9329.23798919874,697.7508734017581,6.381956950477932,179.31590614318847,325.62387483016306,345.8861811828613,10.107610243787958,283.9967903060331,14.869565217391305,155.03,1.4426049115145125,1.5334052191135612,1.4426049115145125,1.5334052191135612,0.7988213715345963,0.7232168951630592,325.62387483016306,345.8861811828613,0.943973836010325,0.41538685738116893,0.7310146662686438,1.5240401649665742,153.33317071533205,708.2452968638453
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,1.471091229042625,0.8786769773562749,0.4225415514906247,nan,1.953209325671196,13.42722083568573,1000.0,0.0,nan,0,391,0,30383,0.7237805734942035,1.3204164225447952,9441.252036735114,689.5491379299044,6.057370702425639,186.11526191711425,317.1000569661458,345.06660751342775,9.529793118672576,292.80690078740196,7.416666666666667,151.47,1.4067772348176735,1.5299390429490258,1.4067772348176735,1.5299390429490258,0.8109504878520966,0.7068505036830902,317.1000569661458,345.06660751342775,0.9624349131144402,0.41832757179219154,0.7127429556171849,1.5229676198472515,145.6370443725586,502.40970405360446
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,1.5269285561779502,0.8790849790970484,0.41975091596444447,nan,1.4191824992497761,13.268858580589294,1000.0,0.0,nan,0,478,0,30452,0.7420891141060338,1.3412746403916151,9845.930809978769,681.6673681833666,6.0295653740564985,192.82816650390626,309.05495198567706,343.9877780151367,9.423018238603216,301.3522894537075,5.833333333333333,151.91,1.3715251330322975,1.52442213958178,1.3715251330322975,1.52442213958178,0.8232267300287882,0.6920405738055706,309.05495198567706,343.9877780151367,0.9817633246202663,0.42011915097300534,0.6994662052899037,1.5157675920412432,145.01243005371094,508.9692867128372
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,1.5406251050412596,0.8794599771499634,0.41732926776011786,nan,2.0256085937673394,13.106824054718018,1000.0,0.0,nan,0,101,0,30167,0.7637692894655588,1.3626741874420696,9351.764497579892,672.445057733526,6.472849239002574,199.4619612121582,304.7448064630682,342.6606103515625,10.048568994631367,309.64837972245255,11.454545454545455,150.205,1.351470561951952,1.5182845963598408,1.351470561951952,1.5182845963598408,0.8229090192101218,0.6776189175248146,304.7448064630682,342.6606103515625,1.0033312486561632,0.4215864927543463,0.6851932830155179,1.5095881301110885,143.7686298828125,474.716842040168
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,1.5631387292119578,0.8797563111782074,0.41528774430354437,nan,2.0505669911702475,13.005688042640687,1000.0,0.0,nan,0,531,0,30871,0.7840381386863894,1.387189823114499,10035.131549090262,661.5953299636993,6.311774134635925,206.01533012390138,319.94343757629395,340.0303660583496,9.733406911489924,317.6968939837587,16.25,152.405,1.417168174707833,1.5078574181817925,1.417168174707833,1.5078574181817925,0.7470341051618258,0.6668527045845986,319.94343757629395,340.0303660583496,1.0252988124576332,0.42724684400642793,0.6754435689321586,1.4981407135238685,151.36943142700196,746.3244463418123
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,1.6522750440183263,0.8800703110297521,0.412944981555144,nan,1.8424215087523828,12.804137649536132,1000.0,0.0,nan,0,325,0,30333,0.8039153990086716,1.4113622726770922,9200.955729237055,655.1451654467494,6.085943332085242,212.51733253479003,286.3854593130258,338.8617854309082,9.322792927450926,325.54609476411844,8.076923076923077,151.14,1.2707747263325986,1.5025984268591959,1.2707747263325986,1.5025984268591959,0.8594854107269874,0.6514246843755245,286.3854593130258,338.8617854309082,1.04689414847604,0.4323619303348001,0.6641232263594167,1.4884495625078074,142.99073611450194,501.28291513886313
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,1.7490271608794918,0.880343311826388,0.41097826619942984,nan,2.1455511887868246,12.635822763442993,1000.0,0.0,nan,0,479,0,30587,0.8243996175405063,1.4374635966014937,9605.633546412377,650.5224279715417,6.461564350128174,218.91907768249513,293.5129770914713,337.18408966064453,9.832422027050209,333.1244022206763,10.8,152.125,1.3026188362008015,1.494806499880741,1.3026188362008015,1.494806499880741,0.8132368644078573,0.6381424868106842,293.5129770914713,337.18408966064453,1.0696252091649012,0.43781135864780135,0.6503583736197893,1.4813980582286523,143.67902517700196,548.3779775809878
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,1.7490271608794918,0.8805439790089925,0.4094659992059072,nan,2.6306836527326833,12.447228116989136,1000.0,0.0,nan,0,605,0,30821,0.8440228520013702,1.4641984491136417,9579.916921830894,641.7412004846557,6.621126382247262,225.23638816833497,291.35622240149456,335.5544445800781,10.008279339652093,340.4600003236766,13.130434782608695,152.595,1.2917042082485297,1.4875675883867148,1.2917042082485297,1.4875675883867148,0.8053953932679218,0.624255396425724,291.35622240149456,335.5544445800781,1.092093090846279,0.44632948935998473,0.6429379969968924,1.4673664325877094,147.6241640625,697.3726585980834
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,1.8131810102388999,0.8808403116464615,0.40757560312747954,nan,1.7766993301255363,12.205580582618714,1000.0,0.0,nan,0,652,0,30664,0.8672103133394812,1.488560696976738,9588.955833323163,636.0822144484582,6.1259206022535055,231.4590905761719,284.2541601998465,334.5319761657715,9.198216084904853,347.54135225846835,7.142857142857143,152.82,1.2622777035101935,1.4825753695187835,1.2622777035101935,1.4825753695187835,0.8149670149598803,0.6081504008173942,284.2541601998465,334.5319761657715,1.115750466794384,0.4495306033139543,0.6216804596865289,1.4681633726771004,141.7719069519043,522.9236491124318
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,1.8257681869896183,0.880941645304362,0.4061163397630056,nan,2.260565992858675,12.05029854297638,1000.0,0.0,nan,0,499,0,30725,0.8965586127672163,1.5133897455569538,9094.840076074915,628.080429827238,6.608534283108181,237.56096740722657,277.18924628363715,332.22576370239256,9.856939591311644,354.3333520977445,13.666666666666666,152.395,1.2305518458848448,1.4724965058603339,1.2305518458848448,1.4724965058603339,0.8272920714484321,0.5967203795909881,277.18924628363715,332.22576370239256,1.1432910658831115,0.452211027328575,0.6157584091938963,1.452519423844009,142.86911834716796,578.6464146695922
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,1.842994738729754,0.8811773111422857,0.4046067930261294,nan,2.0446368290318384,11.678652687072754,1000.0,0.0,nan,0,584,0,30728,0.9288608784520543,1.5361754949443864,9719.50451218591,629.7574223039063,6.5684712462955055,243.58510513305663,280.06395636664496,332.3480796813965,9.732086362559322,360.9045683384804,11.38888888888889,152.615,1.2425639606820527,1.4730513106726955,1.2425639606820527,1.4730513106726955,0.7979483869340684,0.5749758079648017,280.06395636664496,332.3480796813965,1.171786725048987,0.45243428430733484,0.5933863878796953,1.454020245077138,143.0215343017578,601.8051313602552
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,1.8614210902943096,0.8813143100341161,0.4034614154696465,nan,2.440386230037326,11.412766954898835,1000.0,0.0,nan,0,714,0,31072,0.9476895700205231,1.5577522145164466,9722.377306664417,621.4394648476784,6.533961909157889,249.42336029052734,282.76964024135043,331.000065612793,9.616631019029299,367.09923577585477,16.38095238095238,153.64,1.2520426523726722,1.467599014407653,1.2520426523726722,1.467599014407653,0.7704734717096601,0.5587935701012612,282.76964024135043,331.000065612793,1.1917146278188928,0.4571976159471779,0.5789079498921045,1.4471162831735602,144.27635113525392,656.9156328189769
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,1.8981803746009625,0.8816483126084009,0.4019735093911489,nan,2.422843001105569,11.092558114528655,1000.0,0.0,nan,0,468,0,30510,0.9687357561165447,1.5777978262121284,9704.296756599286,623.053186255514,6.549933823672208,255.12852890014648,268.4742792302912,330.40244033813474,9.576084511550201,373.00107448803857,8.181818181818182,152.1,1.1921993443785146,1.4642963740816526,1.1921993443785146,1.4642963740816526,0.8115468241951682,0.5403047868609429,268.4742792302912,330.40244033813474,1.212360584154778,0.4590872474187718,0.554445367006329,1.4501112208743805,138.06741027832032,462.7158031473899
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,1.939910467262327,0.8816309779882431,0.40122947881619137,nan,2.7749753454152275,10.868095715045929,1000.0,0.0,nan,0,587,0,31169,0.9984758494153463,1.5980020349325776,8900.079287856695,618.4935993950804,7.383788725909064,260.6740070343018,267.09476426068477,328.3132569885254,10.723462146548886,378.57635839619746,23.764705882352942,153.825,1.18426610282586,1.4558588251154367,1.18426610282586,1.4558588251154367,0.8016134868649876,0.5267824715375901,267.09476426068477,328.3132569885254,1.238286323622239,0.4627438652397461,0.5483130119088608,1.4345819759038105,140.40652478027343,550.0001355451598
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,1.939910467262327,0.8819029774268469,0.3998746894796689,nan,2.4404603351246226,10.527825937271118,1000.0,0.0,nan,0,228,0,30368,1.0103342526472818,1.616166083563207,10091.624229113517,619.3886298281303,6.766111373901367,266.1066973114014,287.74162153764206,327.61773666381833,9.761118994562773,383.8983714820168,13.818181818181818,151.08,1.275801161846078,1.4525473784851022,1.275801161846078,1.4525473784851022,0.6894758614626798,0.5079192128032446,287.74162153764206,327.61773666381833,1.252666985013652,0.4658413433612591,0.5173842513589497,1.4433331207456273,137.37741033935546,469.7711849717495
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,1.939910467262327,0.882026976943016,0.39887384335199993,nan,2.8743028098886665,10.509190092086792,1000.0,0.0,nan,0,159,0,30529,1.0177932857809562,1.6350066027029952,9153.006281388156,616.5803081297461,7.513714010065252,271.37011566162107,264.3911049582741,323.50189392089845,10.767622693817394,388.8903692511642,24.363636363636363,151.305,1.170962770087259,1.433908470388765,1.170962770087259,1.433908470388765,0.7789891145446084,0.5048048530519008,264.3911049582741,323.50189392089845,1.2646786125497718,0.4745548223771543,0.5190988192908572,1.4202004007048001,135.21736187744142,447.9982614424379
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,2.1358388126238617,0.8810769784450531,0.40069980690876644,nan,2.6540061916623796,5.320976371765137,1000.0,nan,0.0,0,0,30411,605,1.051033579007438,0.0,9214.715957407043,0.0,7.17165470123291,276.77994926452635,255.40943581717355,0.0,10.20914196287707,394.00750764446127,43.214285714285715,152.055,1.1323256010871803,0.0,1.1323256010871803,0.0,0.8014333418437413,0.0,255.4094467163086,0.0,1.051033579007438,0.48264165892692473,0.8014333418437413,1.1323256010871803,11.919107004801432,430.02007801232867
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,2.223894716428574,0.8809359773993493,0.4023661144574483,1.0,2.5647699778730217,15.104945077896119,1000.0,1.0,0.8571428571428571,392,0,29992,530,1.0760644505650863,0.0,9202.195586855265,0.0,7.276272253556685,277.36591850280763,251.26756702769887,0.0,10.289245174165938,392.21813574088293,12.545454545454545,151.92,1.1137518077443225,0.0,1.1137518077443225,0.0,0.8032768151976846,0.0,251.26755038174716,0.0,1.0760644505650863,0.4937082452416859,0.8032768151976846,1.1137518077443225,9.213144124348958,337.413838184693
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,2.3212868928872274,0.8820713096857071,0.39731842050949734,1.0,2.691396878315852,60.620652980804444,1000.0,1.0,1.0,500,0,29900,580,1.108200014678803,0.0,8727.324091042065,0.0,7.12445094035222,286.07831832885745,241.14795860877405,0.0,10.007617063657964,401.85023155046224,6.153846153846154,152.0,1.068474947613742,0.0,1.068474947613742,0.0,0.8345757677004888,0.0,241.14793278620795,0.0,1.108200014678803,0.5101912458732362,0.8345757677004888,1.068474947613742,10.449744873046875,378.18404394515613
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,2.3847311404469447,0.8822423106431961,0.396222399075826,1.0,1.9501499434312184,245.64680183410644,1000.0,1.0,1.0,455,0,29900,551,1.1336854860814496,0.0,9785.636377270084,0.0,6.550445477167766,400.38755584716796,250.1914265950521,0.0,9.140181469278017,558.6818379360238,8.0,151.775,1.1108720499777227,0.0,1.1108720499777227,0.0,0.7700196951627731,0.0,250.19143422444662,0.0,1.1336854860814496,0.5181925193778237,0.7700196951627731,1.1108720499777227,10.007657063802084,391.4254550908034
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,2.3847311404469447,0.8822989767789841,0.3955011354883512,1.0,2.7444656631525826,1166.4422119140625,1000.0,1.0,1.0,3727,0,26801,766,1.167850775954366,0.0,9551.925900071832,0.0,7.363753963919247,1369.8976373291016,246.5633221794577,0.0,10.206761226637171,1898.7894160590233,8.117647058823529,137.145,1.0929964613891148,0.0,1.0929964613891148,0.0,0.7715222625171437,0.0,246.5633221794577,0.0,1.167850775954366,0.531713785712897,0.7715222625171437,1.0929964613891148,13.971921590169272,541.2758010040703
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,2.3847311404469447,0.8824949802954992,0.39478854248921075,1.0,2.5253956134502706,6462.18912109375,1000.0,1.0,1.0,1455,0,28859,498,1.1884809891372277,0.0,9191.011873107413,0.0,6.999743241530198,7336.265299072265,241.96708209698016,0.0,9.637746500895776,10101.094108177624,6.461538461538462,146.365,1.0738647467673015,0.0,1.0738647467673015,0.0,0.7747843448932354,0.0,241.96702458308295,0.0,1.1884809891372277,0.5418748974939781,0.7747843448932354,1.0738647467673015,10.485240224202474,398.27718116798786
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,2.5193046488090083,0.8827219766378402,0.3937988557418187,1.0,1.900238785147667,33883.659697265626,1000.0,1.0,1.0,1560,0,28648,358,1.217435548101955,0.0,9694.829931976292,0.0,6.449432039260865,38947.92490234375,235.38404998779296,0.0,8.821035365976504,53269.965619227616,5.0,144.78,1.0425412549669186,0.0,1.0425412549669186,0.0,0.7925459325313569,0.0,235.3840316772461,0.0,1.217435548101955,0.5489240772393635,0.7925459325313569,1.0425412549669186,7.846134999593099,323.1609977325431
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,2.5858910112747826,0.8828153119484583,0.39299964676300686,1.0,1.9252271011471749,220414.5868359375,1000.0,1.0,1.0,700,0,29656,700,1.2806091462200606,0.0,9167.465656172473,0.0,6.437937259674072,249134.1165234375,222.42116775512696,0.0,8.746806841883018,338482.3285873409,12.2,150.56,0.985994931307772,0.0,0.985994931307772,0.0,0.8407783895730973,0.0,222.4211799621582,0.0,1.2806091462200606,0.5681424504407073,0.8407783895730973,0.985994931307772,14.828077850341797,611.1643770781649
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,2.6639745480540262,0.8829643092552821,0.39247644364833834,1.0,2.253341469913721,1291768.9790625,1000.0,1.0,1.0,933,0,29752,1091,1.3572186817493013,0.0,9490.737523828533,0.0,6.561363418896993,1487051.018125,229.82205136617026,0.0,8.855265615012142,2006935.2827868164,12.75,152.685,1.018790765251425,0.0,1.018790765251425,0.0,0.784118632475535,0.0,229.8220272064209,0.0,1.3572186817493013,0.5794972339594169,0.784118632475535,1.018790765251425,18.38576410929362,759.2590019062827
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,2.7529882148965723,0.8830566449960073,0.3917475864291191,1.0,1.9172745585441588,9223644.58,1000.0,1.0,1.0,464,0,29879,559,1.3919400701531717,0.0,9630.644965235517,0.0,6.413318824768067,10398283.975,232.95330403645832,0.0,8.597952339719525,13940356.385627303,7.733333333333333,151.61,1.0323086848270022,0.0,1.0323086848270022,0.0,0.7493660847345988,0.0,232.95329691569012,0.0,1.3919400701531717,0.5838718489520719,0.7493660847345988,1.0323086848270022,11.647665201822917,481.5322482617758
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,2.7529882148965723,0.8831553089618683,0.39135794719060263,1.0,3.097663402557373,54327152.83,1000.0,1.0,1.0,467,0,29900,537,1.4084069584983512,0.0,8980.451480706859,0.0,7.342971642812093,63128069.26,227.01846186319986,0.0,9.77887190793238,84069683.65360756,5.833333333333333,151.835,1.0079705601301219,0.0,1.0079705601301219,0.0,0.7603962371746699,0.0,227.0184783935547,0.0,1.4084069584983512,0.5914342600166322,0.7603962371746699,1.0079705601301219,9.080738474527994,359.2180592282743
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,2.9596700933001676,0.8831189777453741,0.39125536183516185,1.0,2.718023058027029,411169441.28,1000.0,1.0,1.0,372,0,29900,530,1.4475082033422162,0.0,9283.36631488293,0.0,7.307815134525299,463939358.72,222.8759651184082,0.0,9.667388288888048,613737737.0227226,9.875,151.36,0.9888091139248314,0.0,0.9888091139248314,0.0,0.7655829377472401,0.0,222.87595748901367,0.0,1.4475082033422162,0.5989552134768109,0.7655829377472401,0.9888091139248314,11.886718139648437,495.11287012708954
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,3.07506820614604,0.8831066451470058,0.39078081130981446,1.0,2.286267027258873,2456853406.72,1000.0,1.0,1.0,592,0,29900,720,1.4946824029028762,0.0,8805.720988167826,0.0,6.767911076545715,2850990969.6,209.8663969039917,0.0,8.893668899270919,3746469099.7942505,8.0,152.46,0.9304345074210996,0.0,0.9304345074210996,0.0,0.8209026008844376,0.0,209.86643600463867,0.0,1.4946824029028762,0.6164558001672772,0.8209026008844376,0.9304345074210996,11.192874501546225,469.6384527022841
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,3.1201850760324277,0.883130648136139,0.3905565096934636,1.0,2.467880468619497,18164691399.68,1000.0,1.0,1.0,641,0,29900,829,1.5353085151959691,0.0,9403.892908394191,0.0,6.993940980810868,20536882995.2,224.0338777240954,0.0,9.129625854297304,26808069795.567352,9.894736842105264,152.705,0.9931204117299115,0.0,0.9931204117299115,0.0,0.7224432590760683,0.0,224.0338801333779,0.0,1.5353085151959691,0.6265352611126771,0.7224432590760683,0.9931204117299115,14.188812255859375,595.5798841982987
